嚜燕ostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2018/11/19,000600,1,1427,1,1,0,2.01,2.5,1690,353,D44,,
2018/12/25,000603,1,1404,1,1,0,3.71,3.5,5884,379,B09,,
2018/11/16,000603,1,29163,7,7,4,5.64,3,763,0,B09,,
2018/10/17,000603,1,12716,35,24,2,5.58,3.5,874,336,B09,,
2018/12/11,000603,1,9385,30,3,1,0.44,3.5,575,321,B09,,
2018/11/7,000603,1,5645,14,0,4,3.59,4,5452,327,B09,,
2018/11/22,000606,1,3665,4,3,0,3.16,3,643,388,I64,,
2018/12/6,000606,1,3291,13,0,1,3.67,4,5710,309,I64,,
2018/10/10,000606,1,29194,20,20,2,5.54,4,1818,0,I64,,
2018/11/25,000620,1,1313,0,0,0,1.6,3.5,3951,364,K70,,
2018/12/13,000620,10,1358.1,0.4,0.1,0.2,4.95,2.56,126045.25,97.88,K70,,
2018/12/14,000620,10,3101.7,1.6,0.8,0.2,4.28,3,130604.17,153.5,K70,,
2018/12/17,000620,3,2319.33,1.33,0.67,0.67,5.16,3.5,260488.33,147.33,K70,,
2018/12/18,000620,3,1467,0,0,0,7.77,2.67,75064.33,126.67,K70,,
2018/12/21,000620,7,3175.29,0.71,0.71,0.29,5.75,3.07,148943,105.86,K70,,
2018/12/24,000620,1,4780,1,1,0,5.75,3,790,0,K70,,
2018/12/25,000620,10,1504.7,0.7,0.3,0.5,4.57,2.83,129836.17,214.17,K70,,
2018/12/28,000620,7,912,0.14,0.14,0,5.32,2.92,160080.83,81.5,K70,,
2018/12/29,000620,1,893,0,0,0,12.54,4.5,213779,0,K70,,
2018/11/10,000620,2,3493,6.5,2.5,0,1.55,3,2492.5,218,K70,,
2018/11/4,000620,2,4156,3,2,1,1.37,2.75,2525.5,80,K70,,
2018/10/20,000620,2,1844,0,0,0,7.87,3,133773,8,K70,,
2018/10/28,000620,4,6594.75,3,2.75,2,5.2,3,814.5,192,K70,,
2018/10/8,000620,1,3277,4,0,0,3.51,4.5,7256,384,K70,,
2018/10/9,000620,2,1796,1,1,0,2.65,2.5,770,356.5,K70,,
2018/9/22,000620,1,28006,2,2,2,5.49,3,848,0,K70,,
2018/8/28,000620,1,3906,2,1,1,1.82,2.5,476,163,K70,,
2018/9/17,000620,1,1785,1,1,0,1.41,3.5,4937,316,K70,,
2018/8/7,000620,1,20306,18,18,3,5.37,3,848,0,K70,,
2018/1/16,000620,1,16948,14,1,5,0.06,3,2482,352,K70,,
2018/7/12,000625,2,9187,18,5,1,9.13,4,3756,14721,C36,,
2018/7/14,000625,1,6380,8,8,9,4.19,3.5,2392,2120,C36,,
2018/7/17,000625,1,18600,32,21,4,3.48,4,487,319,C36,,
2018/8/16,000625,1,32357,31,22,6,3.36,2.5,426,323,C36,,
2018/8/19,000625,1,2780,2,0,1,3.37,2.5,436,394,C36,,
2018/8/22,000625,1,10343,15,5,8,6.64,3,747,325,C36,,
2018/8/25,000625,1,3304,2,1,0,8.35,3.5,2120,359,C36,,
2018/8/28,000625,2,4312.5,6,3,2.5,3.51,3.5,661,340,C36,,
2018/8/30,000625,1,43433,12,12,2,5.43,4,2114,0,C36,,
2018/8/31,000625,1,3648,2,1,5,3.4,2.5,436,397,C36,,
2018/9/3,000625,2,24611,11.5,10,4,4.43,3.5,1476,151,C36,,
2018/9/6,000625,1,35442,39,33,16,0.72,3,910,348,C36,,
2018/9/7,000625,2,14652,25,16,3,1.72,3,259,374,C36,,
2018/9/13,000625,1,9421,6,6,3,1.32,3,1792,0,C36,,
2018/9/17,000625,2,11696,26.5,11,7,3.26,3,3918,2297,C36,,
2018/9/19,000625,4,6930.75,14.25,7.5,2.75,4.68,3.17,93470.67,169.33,C36,,
2018/9/21,000625,4,18916.5,14.25,5.5,5.25,3.1,3.17,774.67,664,C36,,
2018/9/25,000625,1,5998,4,4,3,6.56,3.5,3606,362,C36,,
2018/10/5,000625,2,11052.5,3.5,3.5,0.5,5.68,3.5,1821.5,317.5,C36,,
2018/10/6,000625,2,3891.5,2.5,1,0,0.73,2.5,1091,94,C36,,
2018/10/8,000625,3,5060.33,3,2.67,1,5.69,3.5,309364.67,209.67,C36,,
2018/10/9,000625,6,2314.5,1.17,1.17,0.17,6.01,2.5,155105.67,210.5,C36,,
2018/10/10,000625,9,3221.78,2.78,2,2,3.98,2.75,111861,230.88,C36,,
2018/10/11,000625,5,3312.6,2.2,2.2,0.2,4.74,2.5,185997.6,208.8,C36,,
2018/10/12,000625,11,19530.73,14.36,13.45,2.36,3.57,2.75,90608.1,171.8,C36,,
2018/10/22,000625,27,5777.04,2.67,2.11,1.19,2.98,2.5,50187.33,246.17,C36,,
2018/10/24,000625,18,4549.72,4.28,1.28,1.5,4.2,2.53,59083.69,218.56,C36,,
2018/11/3,000625,9,5835,4.22,3.22,2.33,3.07,2.5,1319.83,284.67,C36,,
2018/11/5,000625,10,6547.7,2.1,1.9,1.8,3.46,2.75,95368,196.2,C36,,
2018/11/9,000625,26,7233.58,3.54,3.23,1.42,3.91,2.52,50458.91,234.18,C36,,
2018/11/15,000625,32,3114.47,3.25,2.5,1.34,4.22,2.54,41377.04,228.27,C36,,
2018/11/20,000625,34,2383.65,3.29,2.79,2.15,4.64,2.5,49089.77,247.41,C36,,
2018/12/5,000625,18,2546.83,2,0.78,1.5,4.74,3.18,74937.82,228,C36,,
2018/12/14,000625,38,2570.92,3.39,1.29,1.37,3.8,2.58,33750.21,1098.21,C36,,
2018/12/15,000625,8,2057.63,2.13,0.13,1.25,4.3,2.5,33612.71,209.71,C36,,
2018/12/18,000625,29,2366.48,3.28,1.86,2.17,4.24,2.5,45550.78,224.3,C36,,
2018/12/19,000625,20,1351.1,1.05,0.25,0.95,4.41,2.58,53230.32,227.11,C36,,
2018/12/20,000625,21,2294.95,2.19,1.19,1.1,4.17,2.61,71926,174.57,C36,,
2018/12/21,000625,21,3443.33,3.57,2.9,1.67,5.01,2.86,95626.36,190,C36,,
2018/12/24,000625,11,2253.18,3.36,2.82,1.09,4.25,2.85,82740.4,212.2,C36,,
2018/12/25,000625,21,1581.14,1.57,0.62,1,3.43,2.61,60160.21,311.21,C36,,
2018/12/26,000625,19,1640.16,1.32,0.79,1.05,4.33,2.83,70700.08,206.42,C36,,
2018/12/29,000625,9,2845.33,5.56,4.33,1.44,3.93,2.56,27057.88,124.25,C36,,
2018/12/30,000625,13,3624.31,5.62,0.46,1.31,4.64,2.5,1920,211.63,C36,,
2018/6/27,000625,2,12391.5,19.5,11.5,10,2.39,2.5,168,1639.5,C36,,
2018/5/23,000625,1,2402,3,1,1,11.08,3.5,3629,341,C36,,
2018/5/30,000625,1,17307,21,11,4,3.15,2.5,426,333,C36,,
2018/5/17,000625,1,30034,39,30,4,1.23,2.5,164,356,C36,,
2018/6/11,000625,1,8769,6,4,3,3.08,2.5,185,303,C36,,
2018/5/2,000625,2,45019.5,87.5,8.5,43,2.81,3,3807,352.5,C36,,
2018/5/10,000625,2,40650.5,16.5,15.5,4.5,4.27,3.5,1208.5,167,C36,,
2018/6/14,000625,1,4071,9,3,0,9.05,4,3786,14943,C36,,
2018/4/26,000625,1,8338,15,6,1,4.18,2.5,223,242,C36,,
2018/3/6,000625,1,26854,39,27,10,2.92,2.5,428,344,C36,,
2018/3/9,000625,1,2772,5,3,1,2.92,2.5,426,333,C36,,
2018/3/13,000625,1,10612,26,20,2,2.93,2.5,427,343,C36,,
2018/3/15,000625,1,9187,26,20,1,2.94,2.5,429,355,C36,,
2018/3/19,000625,1,9983,26,13,0,8.81,4,494,332,C36,,
2018/3/25,000625,1,11021,19,15,2,1.27,3,259,329,C36,,
2018/3/29,000625,1,42233,57,54,12,8.84,4,494,332,C36,,
2018/4/12,000625,1,9094,18,9,1,1.13,2.5,164,356,C36,,
2018/2/4,000625,1,29035,21,21,9,0.72,3,1792,0,C36,,
2018/2/9,000625,1,66141,92,47,20,2.85,2.5,424,320,C36,,
2018/2/14,000625,1,32652,94,42,0,3.48,2.5,326,396,C36,,
2018/2/15,000625,1,37891,27,12,4,8.73,3.5,374,382,C36,,
2018/2/25,000625,1,26158,34,19,4,10.54,4,5124,376,C36,,
2018/1/31,000625,1,8291,5,0,3,8.68,4,494,332,C36,,
2018/2/1,000625,1,2459,1,0,0,0.94,4,5102,2,C36,,
2018/12/9,000628,3,1886.33,3.33,2.33,1.33,2.09,3,4218.5,366,E47,,
2018/12/12,000628,10,1276.1,2.1,1.4,0.5,4.55,2.56,87466.67,223.67,E47,,
2018/12/25,000628,4,1704,2.5,2,1.5,5.89,3,193875,168.5,E47,,
2018/12/26,000628,9,1734.33,0.67,0.22,1.22,5,2.71,120187.71,124.71,E47,,
2018/12/28,000628,6,1083.67,1.33,0,0.33,4.43,2.7,149542.8,137.6,E47,,
2018/11/5,000628,7,2040.86,0.43,0.43,1,4.29,3,3124.5,268.75,E47,,
2018/9/11,000628,2,6113,14,7,1,4.83,3,1213,347,E47,,
2018/8/15,000628,1,14235,28,7,2,3.39,3.5,992,396,E47,,
2018/8/30,000628,1,2564,1,1,0,12.21,5,894918,0,E47,,
2018/9/21,000628,1,9656,8,6,1,4.55,3,1204,348,E47,,
2018/11/12,000628,10,2337,1.8,1.6,1.4,3.29,2.56,100740,182.38,E47,,
2018/10/4,000628,1,4579,2,2,2,0.71,2.5,383,371,E47,,
2018/9/3,000628,1,2819,1,1,0,12.22,5,934069,0,E47,,
2018/8/10,000628,3,11044,18.67,0.67,3,6.2,3.83,296133,212.33,E47,,
2018/10/19,000628,9,2421.44,1.11,0.56,1,5.21,3.2,188910.4,281.4,E47,,
2018/10/29,000628,4,3493,0,0,0.75,5.93,2.5,221479,19.75,E47,,
2018/10/9,000628,2,2231,1,1,0,8.13,3,406584.5,3,E47,,
2018/9/18,000628,1,4910,4,4,1,3.15,3,447,32,E47,,
2018/10/12,000628,2,4197.5,10,0.5,1.5,3.55,3.5,1094,386,E47,,
2018/9/20,000628,3,2519,1,1,0,7.71,4,444120,16,E47,,
2018/9/10,000628,2,3003,2,2,0,7.16,2.5,778.5,385,E47,,
2018/7/22,000628,1,15896,49,0,6,3.32,3.5,1004,373,E47,,
2018/7/26,000628,1,3645,2,2,1,3.15,2.5,646,160,E47,,
2018/8/3,000628,1,19038,3,3,4,5.35,3,1527,0,E47,,
2018/7/10,000628,1,10649,14,10,2,0.48,2.5,383,374,E47,,
2018/7/16,000628,1,27803,40,0,4,2.76,2.5,853,316,E47,,
2018/12/23,000629,6,2682.83,0.83,0.5,2.17,2.68,2.5,994.17,263.33,C32,,
2018/12/30,000629,1,27337,51,25,12,6.04,3.5,211,310,C32,,
2018/12/29,000629,3,2013,1.33,0,1.67,5.74,2.83,401,287.33,C32,,
2018/9/18,000629,5,31207.4,49.4,27.4,5.4,2.53,2.5,1241.4,302.2,C32,,
2018/8/30,000629,1,14423,18,2,5,6.19,3,444,360,C32,,
2018/9/25,000629,1,26044,25,7,7,2.95,4,650,389,C32,,
2018/9/29,000629,2,23459,26.5,9,6,2.93,2.5,1992,372.5,C32,,
2018/10/6,000629,3,28533,24,5.67,6.67,1.72,2.5,113.5,390,C32,,
2018/10/2,000629,4,17681.75,15.25,8.75,6.25,3.64,2.63,269.25,297,C32,,
2018/9/4,000629,1,2067,1,1,0,2.87,3.5,366,309,C32,,
2018/10/8,000629,3,71032.33,56.67,40.67,12.67,4.32,2.5,421,127,C32,,
2018/8/28,000629,3,35574,72,11,8,3.93,3.17,473,352,C32,,
2018/9/10,000629,2,3093,3,1,1,2.3,3,685,394,C32,,
2018/10/21,000629,15,12615.2,7.07,4.6,2.6,2.24,2.53,722.73,281,C32,,
2018/9/9,000629,1,4945,4,4,8,3.48,3,339,357,C32,,
2018/9/15,000629,1,542664,580,282,87,5.75,3.5,211,336,C32,,
2018/8/24,000629,9,26905.56,43.89,21.44,9.11,4.18,2.5,206.86,492.57,C32,,
2018/9/27,000629,12,27075.83,38.67,26.75,9,2.51,2.63,1966.17,284.42,C32,,
2018/9/7,000629,1,19187,5,5,0,10.93,2.5,210,336,C32,,
2018/10/4,000629,2,109090.5,100.5,47.5,11,6.81,2.75,515,371,C32,,
2018/9/11,000629,1,11591,16,4,4,2.31,3,685,394,C32,,
2018/9/28,000629,6,24460.83,12.17,10,4.83,4.41,2.67,637.17,601.83,C32,,
2018/10/10,000629,11,18545.91,15.73,6.45,5.91,4.01,2.8,491.1,266.8,C32,,
2018/8/25,000629,3,13931.33,35.33,23,3.67,5.67,2.75,261.5,361.5,C32,,
2018/9/24,000629,1,18291,20,5,5,3.22,2.5,202,192,C32,,
2018/8/18,000629,1,27315,34,33,22,11.23,2.5,548,349,C32,,
2018/6/27,000629,2,149167.5,161.5,161.5,63,6.23,3.25,575,174,C32,,
2018/4/13,000629,1,23333,5,4,4,0.69,2.5,219,345,C32,,
2018/4/29,000629,1,67039,64,30,13,4.4,3.5,322,289,C32,,
2018/3/5,000629,1,486679,793,129,103,2.79,3,103,373,C32,,
2018/8/1,000629,1,56742,106,49,24,8.46,4.5,503,398,C32,,
2018/5/6,000629,1,40477,63,11,7,4.35,3.5,674,373,C32,,
2018/3/19,000629,2,16101.5,1.5,1.5,3,4.98,4,1064,0,C32,,
2018/1/23,000629,2,106174,63.5,63.5,31.5,4.83,4,1053,0,C32,,
2018/10/27,000630,1,19895,10,10,4,0.21,3,323,59,C32,,
2018/10/29,000630,13,3026.85,1.15,0.92,0.23,3.77,2.63,111229.13,106.13,C32,,
2018/10/31,000630,16,2158.63,0.5,0.25,0.69,3.53,2.55,74522,169,C32,,
2018/11/5,000630,5,2788.2,0.4,0,0.6,2.92,2.7,1410,213,C32,,
2018/11/6,000630,8,8056,3.75,2.88,1.63,6.86,3.58,206276.67,146.5,C32,,
2018/11/21,000630,11,1763.82,0.82,0.73,1.18,4.36,2.55,24050.1,186.1,C32,,
2018/11/22,000630,13,1874.54,0.46,0.38,0.38,3.82,2.58,86583.92,131.83,C32,,
2018/11/23,000630,28,2067.75,0.86,0.25,0.86,3.81,2.55,56022.37,196.95,C32,,
2018/11/27,000630,14,1790.29,1,0.43,0.86,3,2.75,79890.2,191.2,C32,,
2018/11/28,000630,14,1516.36,0.93,0.5,0.79,3.58,2.64,21337.91,148.55,C32,,
2018/12/1,000630,3,1912,0.67,0.67,0.33,4.24,2.67,75576.67,123.33,C32,,
2018/12/4,000630,20,1695.6,2.45,0.8,0.75,3.61,2.5,57149.64,331.5,C32,,
2018/12/6,000630,7,1697.29,1.43,0.86,0.29,2.43,2.64,859.29,234.71,C32,,
2018/12/8,000630,1,1884,0,0,0,12.48,4.5,232301,0,C32,,
2018/12/12,000630,7,2162.43,1.57,1.14,0.57,6.47,3.29,145299,159.86,C32,,
2018/12/13,000630,14,2132.64,0.5,0.5,0.71,4.5,2.5,72002.64,107.21,C32,,
2018/12/15,000630,1,2134,0,0,0,12.5,4.5,226024,0,C32,,
2018/12/21,000630,9,2002.22,0,0,0,4.94,2.5,142781.57,125.86,C32,,
2018/12/22,000630,2,2773.5,0.5,0.5,1.5,8.11,3.25,119458,46,C32,,
2018/12/24,000630,10,1973.4,2.3,1.9,2,4.39,2.81,97191,385.38,C32,,
2018/12/25,000630,9,1444.11,0.78,0.33,0.56,4.08,2.72,92856,196.67,C32,,
2018/12/29,000630,3,1483.33,1,0.67,0.33,5.9,2.67,71808,154,C32,,
2018/10/20,000630,4,7462.25,5.25,4.5,1.25,3.99,3.25,3689,260,C32,,
2018/9/11,000630,4,3008,0.75,0.75,0.5,5.4,3.13,1281.5,180,C32,,
2018/9/18,000630,3,2623.67,1,0.67,0.33,9.48,4,401620.33,128.33,C32,,
2018/9/6,000630,1,2373,1,1,0,12.22,5,280156,0,C32,,
2018/9/28,000630,2,6391,3.5,3,1.5,1.55,3.5,2520.5,344,C32,,
2018/9/24,000630,1,3462,3,1,0,2.65,2.5,152,317,C32,,
2018/9/27,000630,1,2791,1,1,0,12.28,5,948385,0,C32,,
2018/9/25,000630,2,2893.5,0,0,0,2.04,2.75,878.5,311,C32,,
2018/8/31,000630,1,5575,3,3,1,2.58,2.5,153,330,C32,,
2018/10/10,000630,1,2935,0,0,0,1.7,4,4108,303,C32,,
2018/10/16,000630,15,2501.67,1.33,1.2,1,4.17,2.58,92217.85,129.23,C32,,
2018/9/26,000630,1,11599,2,2,3,2.19,2.5,2092,345,C32,,
2018/9/13,000630,3,3087,2,1.33,1,4.82,2.5,340,316,C32,,
2018/8/12,000630,1,8329,11,7,5,2.79,3.5,229,301,C32,,
2018/10/11,000630,2,3784.5,1.5,1.5,0.5,8.93,4.25,142832.5,0,C32,,
2018/10/22,000630,21,2752.14,1.86,0.95,0.76,2.89,2.5,1030,152.77,C32,,
2018/9/19,000630,4,4571.25,1.25,1.25,0.25,4.7,3.67,95517.67,165.33,C32,,
2018/7/19,000630,2,9857,17,15,19.5,2.27,3.5,1442,2399,C32,,
2018/7/8,000630,1,5447,7,6,4,0.91,3,311,348,C32,,
2018/6/14,000630,1,13990,25,0,6,2.62,3.5,229,301,C32,,
2018/7/15,000630,1,15760,35,4,2,1.74,4,11932,305,C32,,
2018/4/4,000630,1,75328,98,52,30,2.43,3.5,229,302,C32,,
2018/5/15,000630,1,33632,23,22,4,2.5,3,457,388,C32,,
2018/1/1,000630,1,10812,4,4,7,3.34,4.5,1173,303,C32,,
2018/12/16,000636,6,2347.5,2,1.67,3.5,2.45,2.5,601.6,271.4,C39,,
2018/8/27,000636,1,12583,19,15,2,3.93,3,1111,376,C39,,
2018/8/30,000636,2,69456.5,69.5,69.5,14.5,3.85,2.75,194.5,62,C39,,
2018/8/31,000636,1,206849,149,96,22,4.38,4,2789,308,C39,,
2018/9/1,000636,1,18236,20,8,5,2.52,4,6682,317,C39,,
2018/9/9,000636,1,17644,11,5,2,2.54,4,6566,332,C39,,
2018/9/11,000636,2,105445,45.5,45.5,14,4.1,2.5,289,193.5,C39,,
2018/9/13,000636,1,75989,128,20,33,5.21,4,4861,383,C39,,
2018/9/15,000636,1,8174,4,2,2,4.51,2.5,379,397,C39,,
2018/9/16,000636,1,7746,13,12,2,1.41,2.5,132,346,C39,,
2018/9/18,000636,1,7774,8,6,0,4.52,2.5,379,397,C39,,
2018/9/19,000636,1,16505,64,21,9,0.99,2.5,499,327,C39,,
2018/9/20,000636,1,3491,4,4,0,4.52,2.5,379,397,C39,,
2018/9/21,000636,2,8681.5,5.5,1.5,1,3.87,2.75,406.5,372.5,C39,,
2018/9/25,000636,1,4534,3,3,0,4.54,2.5,344,371,C39,,
2018/9/26,000636,1,45580,52,3,9,3.28,4,2194,331,C39,,
2018/9/27,000636,1,34198,13,11,4,0.34,3.5,1833,302,C39,,
2018/9/29,000636,1,11642,10,2,1,2.29,2.5,1785,310,C39,,
2018/9/30,000636,1,7144,4,3,0,3.97,3,862,370,C39,,
2018/10/6,000636,1,17452,20,3,2,2.87,2.5,177,345,C39,,
2018/10/7,000636,1,244440,131,131,21,5.53,3.5,300,0,C39,,
2018/10/8,000636,2,46495,15,15,10,3.47,3,621,0,C39,,
2018/10/9,000636,3,33786,36,33.33,5,4.31,2.83,786,347,C39,,
2018/10/10,000636,3,22066,28.33,11.33,3.67,2.81,2.67,1553.33,371,C39,,
2018/10/11,000636,8,16063.13,17.25,8.38,6.25,4.3,3.14,2204.29,349.86,C39,,
2018/10/21,000636,7,6043.29,5,3.29,1,2.19,2.58,1571.17,291.33,C39,,
2018/10/27,000636,6,8043.67,6.33,4.33,0.83,2.05,2.5,699.25,279,C39,,
2018/8/10,000636,2,9800.5,57,56,7.5,0.6,2.5,33,65,C39,,
2018/8/15,000636,2,69544,40.5,0,6.5,3.93,3.75,3468,192,C39,,
2018/8/17,000636,1,5826,4,0,3,1.79,2.5,451,353,C39,,
2018/8/18,000636,1,12395,15,0,4,6.18,3.5,1223,331,C39,,
2018/7/19,000636,1,83723,95,69,67,2.72,4,430,306,C39,,
2018/7/20,000636,1,4794,7,1,0,3.76,2.5,378,301,C39,,
2018/7/22,000636,1,41665,27,12,9,4.45,2.5,301,347,C39,,
2018/7/23,000636,1,62328,70,40,30,2.17,2.5,136,355,C39,,
2018/7/24,000636,1,4637,7,6,1,2.21,2.5,330,346,C39,,
2018/7/26,000636,2,179769,112,80.5,26,4.23,3.25,555.5,181,C39,,
2018/7/27,000636,2,86320.5,124.5,11,26,3.78,2.5,417,2599,C39,,
2018/7/28,000636,1,6033,9,3,4,4.79,3.5,965,344,C39,,
2018/7/31,000636,2,13491,17.5,2.5,5,7.68,3.75,1421.5,352.5,C39,,
2018/8/1,000636,1,6450,5,1,3,0.92,4,1118,330,C39,,
2018/8/4,000636,2,35341.5,33,0,5,10.94,3.5,866,357,C39,,
2018/8/5,000636,1,12325,13,10,2,4.43,4,1974,327,C39,,
2018/8/7,000636,2,247383,140,140,36.5,4.89,3,350,171,C39,,
2018/8/8,000636,5,10790.6,18.6,6.6,3,4.37,2.88,632.5,4559.25,C39,,
2018/7/11,000636,1,256922,27,27,7,5.29,4,1345,0,C39,,
2018/7/10,000636,1,5559,7,6,0,3.13,3.5,1030,380,C39,,
2018/7/9,000636,1,178772,42,42,16,5.29,3.5,241,0,C39,,
2018/7/12,000636,1,7613,11,11,0,4.33,2.5,343,369,C39,,
2018/6/6,000636,1,19841,16,12,4,5.05,3.5,674,333,C39,,
2018/6/29,000636,1,39669,42,28,17,4.36,4,9085,377,C39,,
2018/5/10,000636,1,130290,50,0,13,5.12,3.5,241,0,C39,,
2018/4/22,000636,1,36350,66,5,5,4.32,3,673,366,C39,,
2018/5/4,000636,1,124841,10,10,12,5.11,3.5,259,0,C39,,
2018/2/26,000636,1,26723,16,15,4,1.95,3,133,381,C39,,
2018/7/17,000639,2,3750.5,2,2,3,1.8,2.5,798,381,C13,,
2018/7/22,000639,1,3083,2,2,0,1.41,4,8487,361,C13,,
2018/8/16,000639,1,3279,2,2,2,1.88,2.5,866,392,C13,,
2018/8/22,000639,1,2288,1,1,0,1.49,4,8397,351,C13,,
2018/8/24,000639,4,7214,2.5,2.5,0,3.66,2.75,1038.5,194.5,C13,,
2018/8/27,000639,1,13525,1,1,0,5.42,3,1166,0,C13,,
2018/8/28,000639,2,3393,2,2,0,1.71,3.25,4255,367,C13,,
2018/9/3,000639,2,2611.5,1,1,0.5,1.16,2.5,4249,187.5,C13,,
2018/9/6,000639,1,2281,1,1,0,1.53,4,7943,386,C13,,
2018/9/11,000639,4,3242.5,2,1.75,0,6.15,2.67,294971.33,122.33,C13,,
2018/9/14,000639,2,4259.5,2,1.5,0,1.56,4,8110,348,C13,,
2018/9/21,000639,2,3536.5,1,1,0,4.46,2.5,1597,352.5,C13,,
2018/10/14,000639,2,2840,2,1,0.5,0.85,3,4144,307,C13,,
2018/10/20,000639,1,3866,1,1,0,2.06,2.5,790,381,C13,,
2018/10/28,000639,2,2397.5,0,0,0,1.88,3.25,4483.5,368.5,C13,,
2018/11/5,000639,1,1726,0,0,0,1.7,4,8089,326,C13,,
2018/11/6,000639,2,1992,0,0,1,7.25,3.75,474656,151,C13,,
2018/11/7,000639,3,1554.67,0,0,0,7.25,3.75,474616,194,C13,,
2018/11/8,000639,4,1767.25,0,0,0,5.75,2.63,216014.75,88.75,C13,,
2018/11/14,000639,10,1288.1,0.2,0.2,0.3,4.3,2.9,167413.8,207.4,C13,,
2018/11/15,000639,12,1560.5,0.08,0.08,0.08,3.92,2.86,118750.86,223.29,C13,,
2018/11/16,000639,9,1826.67,0.11,0.11,0.11,5.55,2.75,144885.33,193.17,C13,,
2018/11/23,000639,12,2150.83,0.42,0.17,0.08,5.25,2.69,100533.88,106.88,C13,,
2018/11/25,000639,2,1185,0,0,0,1.75,4,7616,320,C13,,
2018/12/26,000650,19,976.37,0.05,0.05,0.26,3.29,2.5,76226.27,184,C27,,
2018/12/30,000650,8,1287.75,1.38,0,0.88,4.73,2.63,672.5,347.25,C27,,
2018/9/28,000650,5,3647.8,1.2,0.8,0.8,6.41,2.75,1424.75,355,C27,,
2018/7/25,000650,1,34144,12,8,8,3.27,3,722,384,C27,,
2018/10/7,000650,1,14337,10,7,9,6.91,3,614,391,C27,,
2018/10/13,000650,1,12069,12,12,6,12.33,5,271392,0,C27,,
2018/7/13,000650,1,68463,110,54,12,9,2.5,600,390,C27,,
2018/11/17,000650,5,2356.2,0.4,0.2,0.4,6.09,3.13,60920.5,177.25,C27,,
2018/9/27,000650,4,2767.5,1,1,1,5.38,3,217842.25,185.5,C27,,
2018/7/10,000650,1,150921,144,76,37,11.32,3.5,1910,353,C27,,
2018/11/6,000650,12,2617.08,0.92,0.58,0.75,4.8,2.7,123671.9,180.3,C27,,
2018/11/21,000650,29,1258.24,0.62,0.38,0.72,4.57,2.56,66331.75,189,C27,,
2018/8/11,000650,1,4379,1,0,2,0.35,2.5,945,1978,C27,,
2018/7/23,000650,1,23280,17,7,5,9.2,3.5,3881,337,C27,,
2018/11/14,000650,25,1261.84,0.36,0.2,0.72,5.55,2.54,77214.21,141.86,C27,,
2018/7/17,000650,1,84723,413,56,20,1.4,3.5,430,0,C27,,
2018/10/12,000650,4,5043,3.75,3.25,1.5,7.82,3.33,89865.33,139,C27,,
2018/10/31,000650,17,3107.24,1.76,1.35,1.12,5.47,3.04,96657,196.92,C27,,
2018/10/27,000650,1,9127,3,3,1,12.36,4.5,264888,0,C27,,
2018/9/21,000650,3,5124.33,2.33,2,0.67,4.63,3.17,298933.67,119,C27,,
2018/9/14,000650,1,8369,9,9,5,3.41,3,766,337,C27,,
2018/9/26,000650,1,4933,1,1,0,4.12,2.5,1071,342,C27,,
2018/11/28,000650,21,1377.48,0.33,0.24,1,4.28,2.5,19495.79,202.64,C27,,
2018/10/19,000650,25,4267.92,1.08,0.76,2.04,4.56,2.59,72033.76,169.35,C27,,
2018/8/28,000650,1,17062,0,0,4,5.42,3,731,0,C27,,
2018/8/27,000650,1,6190,5,5,0,5.31,2.5,515,340,C27,,
2018/9/20,000650,2,4497.5,0.5,0.5,1,7.43,3.5,2389.5,181,C27,,
2018/10/20,000650,5,5156.4,1.2,1.2,3.4,6.37,3.1,57352,223,C27,,
2018/7/16,000650,1,4615,4,1,3,1.08,2.5,296,346,C27,,
2018/9/7,000650,1,6646,2,2,0,5.45,3,847,0,C27,,
2018/6/11,000650,1,17981,37,22,5,4.24,2.5,174,321,C27,,
2018/4/25,000650,1,24055,22,22,6,3.33,2.5,601,383,C27,,
2018/6/7,000651,3,4397.33,8,2,1,5.5,2.83,413,361,C38,,
2018/6/9,000651,1,10442,29,0,5,0.98,3,376,355,C38,,
2018/6/13,000651,2,19352,39.5,21,2.5,7.38,4.5,2545,98874,C38,,
2018/6/18,000651,1,4999,5,2,5,0.96,3,559,327,C38,,
2018/6/19,000651,1,3742,3,2,0,1.73,3,1496,344,C38,,
2018/6/25,000651,3,2660.33,5.67,2.67,0.67,2.23,2.5,3382.67,310,C38,,
2018/6/30,000651,1,14450,71,41,11,1.32,2.5,67,339,C38,,
2018/7/5,000651,1,9400,19,11,10,3.88,3.5,5690,378,C38,,
2018/7/8,000651,1,61864,157,120,15,6.87,3.5,277,342,C38,,
2018/7/13,000651,1,200139,203,102,34,1.07,3,375,330,C38,,
2018/7/14,000651,1,21807,44,29,12,1.4,4,1097,391,C38,,
2018/7/15,000651,3,25564.33,47,14.33,11,1.23,2.5,277.67,284.67,C38,,
2018/7/18,000651,2,32877,32,4,10.5,4.53,3.5,1109.5,322.5,C38,,
2018/7/19,000651,1,110582,25,16,13,1.09,3,378,362,C38,,
2018/7/24,000651,2,9324,27,10.5,6.5,1.1,3,381,373,C38,,
2018/7/25,000651,1,77241,206,206,1,0.39,4,1091,301,C38,,
