嚜燕ostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2018/12/14,603010,1,4189,0,0,0,12.5,5,813145,0,C26,,
2018/11/6,603010,4,2246.5,0.75,0.5,0.25,6.13,2.5,237437,137.75,C26,,
2018/10/25,603010,3,3243,0.33,0.33,0,4.56,2.83,313899.67,120.33,C26,,
2018/11/1,603010,5,7322,1.8,1.2,2,6.23,2.75,236551,91.75,C26,,
2018/10/12,603010,1,3028,1,0,0,0.08,2.5,401,314,C26,,
2018/10/18,603010,12,2583.58,0.08,0.08,0,8.22,4,467550,0,C26,,
2018/10/17,603010,3,3603.33,4.67,0.67,0.33,5.92,2.5,298427,123,C26,,
2018/9/12,603010,4,3949.25,6.5,2,0,3.26,2.75,1248,271.75,C26,,
2018/9/25,603010,1,4159,8,0,0,0.04,2.5,424,300,C26,,
2018/9/28,603010,1,5533,0,0,0,12.28,5,795335,0,C26,,
2018/9/19,603010,3,3319,0.33,0.33,0,6.56,3.33,283421.67,50.33,C26,,
2018/7/16,603010,1,7191,14,14,1,0.74,2.5,442,353,C26,,
2018/8/3,603010,2,6164,16.5,16.5,0,0.12,2.5,864,1,C26,,
2018/8/9,603010,1,1954,1,1,0,0.57,2.5,1508,310,C26,,
2018/8/10,603010,3,3099,0.67,0.67,0,5.14,3,310457,193.67,C26,,
2018/8/29,603010,2,2713,1,1,0.5,6.19,3.5,406969.5,175.5,C26,,
2018/9/4,603010,1,2500,1,1,0,1.13,2.5,1416,328,C26,,
2018/1/2,603010,1,34210,35,2,5,1.21,4,11940,328,C26,,
2018/4/17,603010,1,22668,25,9,8,2.51,4,625,391,C26,,
2018/12/27,603015,4,3297,0.75,0.25,0.5,6.01,2.5,189217,155.25,C38,,
2018/12/28,603015,1,3263,0,0,0,12.53,5,745561,0,C38,,
2018/12/26,603015,2,3027.5,0,0,0,8.13,3.75,415789,158.5,C38,,
2018/12/18,603015,3,3162,0.33,0,0.33,7.04,2.83,258067.33,90,C38,,
2018/12/20,603015,2,3838.5,0,0,0,8.05,3.25,385225,3,C38,,
2018/12/25,603015,2,3257.5,0,0,0,8.06,3,413727,52,C38,,
2018/12/24,603015,2,2803.5,0,0,0.5,7.07,3.5,410220.5,69.5,C38,,
2018/12/21,603015,1,3299,0,0,0,12.52,5,816706,0,C38,,
2018/10/8,603015,2,1849,0.5,0.5,0,5,2.5,498.5,234,C38,,
2018/7/6,603015,1,1114,3,3,0,3.04,3.5,1303,336,C38,,
2018/7/23,603015,1,3471,2,0,0,12.1,5,795335,0,C38,,
2018/7/26,603015,1,5041,3,3,0,12.11,5,827358,0,C38,,
2018/8/6,603015,2,3877,2,2,0.5,6.65,3.5,449346,55.5,C38,,
2018/8/8,603015,1,4315,2,1,0,7.21,4,2667,383,C38,,
2018/8/13,603015,2,9829.5,14.5,10.5,2,3.89,3.5,2412.5,1170.5,C38,,
2018/8/15,603015,2,2738.5,0.5,0.5,0,6.18,3.25,447480,36,C38,,
2018/9/5,603015,1,5276,4,3,1,4.82,2.5,283,393,C38,,
2018/9/18,603015,1,3897,2,1,1,4.85,2.5,277,380,C38,,
2018/9/19,603015,2,3544,1.5,1.5,1.5,3.89,3,782,329.5,C38,,
2018/9/21,603015,2,15389,5,5,4.5,3.72,2.75,447,152,C38,,
2018/12/27,603017,6,1194.83,0.67,0,0.83,5.4,3,252688.67,120,M74,,
2018/11/27,603017,17,3090.47,2.41,1.24,0.59,3.92,2.83,54176.47,233.73,M74,,
2018/11/28,603017,26,3700.19,7.35,6.54,1.88,4.48,2.71,42798.89,223.53,M74,,
2018/12/2,603017,6,1226.33,1.5,0.83,1,2.64,2.5,2177,247.2,M74,,
2018/12/13,603017,9,2827.22,1.89,0.33,1,3.37,2.5,570.56,206.67,M74,,
2018/12/28,603017,10,1072.6,0.7,0.2,0,3.78,2.5,107674.86,107.86,M74,,
2018/12/10,603017,3,1804.33,0.67,0.33,0.67,5.11,3,267659.67,132,M74,,
2018/12/17,603017,13,3020.38,1,0.46,0.85,2.73,2.5,2350.67,166.67,M74,,
2018/12/20,603017,4,2115.5,0,0,0.5,4.72,2.5,192837.25,133,M74,,
2018/11/20,603017,5,8261,2.4,2.4,1.6,2.32,2.5,544,175,M74,,
2018/11/15,603017,9,3421.89,4.78,0.56,1.11,4.72,2.63,102905.5,172.38,M74,,
2018/9/20,603017,1,4429,0,0,0,12.26,5,788213,0,M74,,
2018/9/11,603017,1,3120,0,0,1,12.24,5,848721,0,M74,,
2018/9/26,603017,1,6736,2,2,2,3.32,2.5,173,168,M74,,
2018/9/27,603017,1,2751,0,0,1,3.8,3,993,0,M74,,
2018/10/8,603017,1,2806,2,2,0,12.31,5,809580,0,M74,,
2018/10/17,603017,2,4237,2.5,0,0.5,6.35,3.25,465265,26.5,M74,,
2018/10/26,603017,2,13926,20.5,9.5,8,6.96,2.75,412.5,1312.5,M74,,
2018/7/4,603017,1,3979,5,5,1,6.49,4,18377,50,M74,,
2018/7/19,603017,2,2914.5,0.5,0.5,1.5,4.4,2.75,9356.5,52.5,M74,,
2018/7/6,603017,2,2865,2.5,2.5,1,6.49,4,18661,51,M74,,
2018/7/5,603017,1,1810,1,1,1,6.49,4,18371,50,M74,,
2018/7/10,603017,1,2774,2,2,1,6.5,4,18659,51,M74,,
2018/8/8,603017,1,3339,1,1,0,12.15,5,848721,0,M74,,
2018/8/9,603017,1,2943,0,0,0,12.15,5,948385,0,M74,,
2018/8/6,603017,1,3780,1,1,0,12.14,5,884297,0,M74,,
2018/8/10,603017,2,6371,4.5,1.5,0.5,6.92,3.25,467063,138,M74,,
2018/8/13,603017,1,3617,1,1,0,12.16,5,934069,0,M74,,
2018/8/21,603017,2,3490,1.5,1,1,6.43,3.5,463659.5,173,M74,,
2018/8/23,603017,1,3288,1,1,1,3.46,2.5,203,283,M74,,
2018/8/29,603017,2,3848,3,1,1.5,6.98,3.25,468851,138,M74,,
2018/8/28,603017,1,15249,2,2,3,3.72,3,944,0,M74,,
2018/8/27,603017,2,5688.5,0.5,0.5,1,7.96,4,407050,0,M74,,
2018/6/9,603017,1,10105,23,4,1,4.45,3,673,366,M74,,
2018/5/25,603017,1,4761,6,6,2,3.23,2.5,1427,307,M74,,
2018/4/26,603017,1,22439,6,6,3,3.38,3,943,0,M74,,
2018/12/27,603018,8,1227.88,0.38,0.13,2.13,6.8,3.13,189240,246.5,M74,,
2018/12/24,603018,3,4121.33,1.33,1.33,0,6.2,3.33,273608.67,115.67,M74,,
2018/12/21,603018,7,3648.86,1.29,1.29,0.86,5.14,2.58,128603.17,149.5,M74,,
2018/12/26,603018,2,1712,1.5,1.5,0,7.18,3.5,415571,169.5,M74,,
2018/12/25,603018,3,3120.67,2,2,0,6.67,3,277208,51.33,M74,,
2018/12/28,603018,4,1279.75,1,0.5,1,6.47,3.17,248710,213.33,M74,,
2018/10/19,603018,3,3760.67,0.33,0,0.67,6.73,3.67,311575,102.33,M74,,
2018/11/12,603018,6,2481.17,4.17,2.67,0.67,5.51,2.6,170819.6,145.8,M74,,
2018/10/31,603018,4,6407.25,0.75,0.5,1,3.11,2.67,2298,129,M74,,
2018/10/23,603018,2,1656,0,0,0,7.94,2.75,468848,11.5,M74,,
2018/10/27,603018,2,7058,4,2,3,5.95,3.25,944.5,179,M74,,
2018/12/14,603018,2,3531.5,1,1,0.5,7.15,3.5,388874.5,171.5,M74,,
2018/12/17,603018,1,2265,1,0,1,12.5,5,777533,0,M74,,
2018/12/19,603018,2,2594,0,0,0,7.27,3,383447.5,13,M74,,
2018/12/20,603018,3,2896,0,0,0,8.12,2.83,256925.33,1,M74,,
2018/9/25,603018,2,3112,1,0.5,0,7.57,2.75,390551,0.5,M74,,
2018/8/3,603018,1,17905,11,9,6,3.95,2.5,235,324,M74,,
2018/9/18,603018,1,3242,0,0,0,4.01,3,407,0,M74,,
2018/8/10,603018,1,12929,1,1,3,3.9,3,424,0,M74,,
2018/9/19,603018,3,5067.33,3,2.33,0.67,5.7,3,271144.67,137.33,M74,,
2018/8/15,603018,4,3263,2,1.75,1.25,5.9,2.75,233910,101.25,M74,,
2018/9/4,603018,1,4384,1,1,4,5.18,3,252,379,M74,,
2018/9/10,603018,5,3651.2,0.2,0,0,6.08,3,265295,98,M74,,
2018/8/14,603018,1,2536,0,0,1,7.58,3.5,1471,358,M74,,
2018/9/12,603018,2,2740.5,0.5,0.5,0.5,8.34,3.25,442167,76.5,M74,,
2018/9/20,603018,2,4211,0.5,0.5,0,8.17,3.75,412018,165.5,M74,,
2018/9/21,603018,1,4899,1,1,1,12.27,5,848721,0,M74,,
2018/8/21,603018,2,2956.5,1.5,1,0,6.44,3.25,424392.5,22.5,M74,,
2018/9/13,603018,1,7526,5,3,1,2.24,2.5,425,307,M74,,
2018/7/24,603018,2,3204,1.5,1.5,0,7.4,2.5,2332.5,0.5,M74,,
2018/7/13,603018,1,3715,2,2,1,2.07,2.5,591,335,M74,,
2018/12/23,603019,4,5865.5,8.75,5.75,3.75,1.6,2.75,1148,253.25,C39,,
2018/12/29,603019,8,3777.63,8.5,6.38,4,4.3,2.75,27142.38,326.88,C39,,
2018/12/13,603019,28,1738.32,1.79,1,1.04,3.88,2.61,53360.95,233.21,C39,,
2018/12/1,603019,10,3831.6,2.6,2.3,3.5,4.5,2.83,28864.56,248.67,C39,,
2018/11/6,603019,27,4659.11,2.22,1.89,1.41,3.77,2.5,690.38,266.71,C39,,
2018/11/4,603019,6,9789.83,8.17,3.67,2.33,4.24,2.83,1487.83,276.83,C39,,
2018/11/2,603019,34,3448.65,1.76,1,0.76,3.47,2.5,12153.59,287.77,C39,,
2018/11/1,603019,40,5212.6,5.45,1.78,1.05,3.39,2.78,10974.3,3827.11,C39,,
2018/10/29,603019,26,2144.88,1.42,0.81,0.38,4.11,2.56,52829.82,224.35,C39,,
2018/10/27,603019,5,25904.8,9.4,6.4,5.6,3.78,2.7,528.6,200.4,C39,,
2018/10/15,603019,24,7838.83,3.04,1.96,1.25,3.84,2.65,44851.65,225.15,C39,,
2018/10/13,603019,2,84084,75.5,36.5,19,8.29,4,729,164.5,C39,,
2018/10/11,603019,2,9838.5,19,4.5,2,2.55,2.75,612,242,C39,,
2018/10/9,603019,4,5417.25,9.5,5.75,0.5,3.14,2.5,371.25,2561.25,C39,,
2018/10/2,603019,1,34313,109,3,4,3.98,4,852,376,C39,,
2018/9/28,603019,3,16967.67,4,3.67,2.33,3.29,3,1201.33,221.67,C39,,
2018/9/26,603019,2,5603.5,4,0,1,2.78,2.5,608,223.5,C39,,
2018/9/25,603019,1,12123,24,0,1,3.47,4.5,7009,325,C39,,
2018/9/24,603019,1,44805,30,13,6,8.22,4.5,839,315,C39,,
2018/9/20,603019,1,5582,2,1,1,0.9,3,708,360,C39,,
2018/9/16,603019,1,10165,12,3,2,4.15,3,3117,308,C39,,
2018/9/14,603019,1,4461,3,2,1,2.63,3,551,375,C39,,
2018/9/12,603019,1,53699,75,52,17,4.53,3.5,44,336,C39,,
2018/9/11,603019,1,32195,101,95,10,2.07,2.5,511,387,C39,,
2018/9/8,603019,1,5333,2,2,3,2.61,3,544,355,C39,,
2018/8/13,603019,1,6294,5,0,0,3.95,4,5746,316,C39,,
2018/8/29,603019,1,40318,4,4,3,3.87,4,1219,0,C39,,
2018/8/28,603019,1,43917,4,4,9,3.87,4,1143,0,C39,,
2018/8/22,603019,1,8129,8,5,2,2.56,3,605,360,C39,,
2018/8/18,603019,1,69602,36,23,19,3.56,3.5,141,340,C39,,
2018/9/3,603019,3,60398,42,36.67,6.33,3.55,3,650,186,C39,,
2018/7/26,603019,1,129245,35,35,4,3.78,4,1121,0,C39,,
2018/4/25,603019,1,2299,1,1,2,2.24,3,605,360,C39,,
2018/1/18,603019,3,14054,41.33,0,3.33,3.27,4,794,382,C39,,
2018/1/17,603019,1,26947,56,2,10,3.27,4,745,367,C39,,
2018/1/3,603019,1,63720,295,2,14,3.23,4,1040,307,C39,,
2018/5/2,603019,1,55639,202,136,15,3.21,3,112,356,C39,,
2018/4/4,603019,1,3615,5,0,0,3.29,3,2160,323,C39,,
2018/4/24,603019,1,106006,163,163,22,3.52,4,1125,0,C39,,
2018/6/25,603019,1,100996,138,36,27,4.93,4,395,8225,C39,,
2018/7/18,603019,1,5576,1,0,0,3.58,2.5,1916,366,C39,,
2018/2/5,603019,1,3860,3,2,0,2.02,3,605,360,C39,,
2018/3/30,603019,1,31606,15,7,10,2.58,3.5,2046,266,C39,,
2018/4/9,603019,1,2118,1,0,0,4.8,3.5,3087,389,C39,,
2018/8/7,603019,1,3915,5,2,0,2.52,3,605,360,C39,,
2018/4/11,603019,1,40438,52,50,7,5.68,4.5,1170,303,C39,,
2018/1/7,603019,1,13373,29,2,1,3.24,4,742,387,C39,,
2018/6/5,603019,1,3941,2,0,0,3.46,2.5,1960,366,C39,,
2018/5/9,603019,1,21670,29,16,6,8.83,3,280,333,C39,,
2018/8/10,603019,1,3169,3,1,1,3.83,4,785,300,C39,,
2018/8/9,603019,1,112886,37,37,8,3.82,4,1234,0,C39,,
2018/3/13,603019,1,2642,1,0,0,4.73,3.5,3087,389,C39,,
2018/2/2,603019,1,11739,25,2,3,3.32,4,742,380,C39,,
2018/8/1,603019,1,5459,5,4,2,1.41,3,2024,390,C39,,
2018/4/29,603019,1,264099,606,325,38,4.16,3.5,44,303,C39,,
2018/3/26,603019,1,45103,5,1,0,3.26,3,2160,323,C39,,
2018/4/27,603019,1,20781,4,0,1,3.35,3,2160,323,C39,,
2018/2/8,603019,4,10605.75,43.75,0.75,2.75,3.33,4,1069,382,C39,,
2018/4/18,603019,1,4540,4,2,0,2.22,3,605,360,C39,,
2018/12/25,603025,2,3264,2,1,0.5,6.58,2.5,387029,57,C39,,
2018/12/26,603025,1,2712,0,0,0,12.53,5,830926,0,C39,,
2018/12/27,603025,1,2058,0,0,0,12.53,5,756190,0,C39,,
2018/12/28,603025,2,1948.5,0,0,0,12.53,4.75,479670,0,C39,,
2018/12/29,603025,1,2027,0,0,0,12.54,4.5,213779,0,C39,,
2018/12/10,603025,2,1864.5,0,0,0,8.1,3,417246,13,C39,,
2018/12/12,603025,4,2746,0,0,0,7.52,2.75,253438.25,5.75,C39,,
2018/12/15,603025,1,2409,0,0,0,12.5,4.5,226024,0,C39,,
2018/12/14,603025,5,2412.6,0.8,0.4,0,6.26,2.7,200761.6,90.4,C39,,
2018/12/13,603025,2,2451,0,0,0.5,12.49,4.75,501778.5,0,C39,,
2018/12/21,603025,2,3452.5,0,0,0,12.52,4.75,519521,0,C39,,
2018/12/24,603025,2,3289.5,0.5,0.5,0,7.29,3.5,410225,183.5,C39,,
2018/12/20,603025,5,3575.4,0,0,0,6.55,2.6,207134.6,25.6,C39,,
2018/10/26,603025,3,2468.67,0.33,0.33,0,10.81,3.33,347911.33,0,C39,,
2018/11/2,603025,8,4050.38,0.38,0.38,0.13,5.41,2.5,163374.57,43.86,C39,,
2018/11/7,603025,4,1950.5,0.25,0.25,0,7.95,3.5,308523.75,54.75,C39,,
2018/11/5,603025,2,1612.5,0,0,0,8.84,2.75,401236,3,C39,,
2018/11/3,603025,2,3129,1,1,0.5,8.97,2.75,131156.5,2,C39,,
2018/8/2,603025,1,3199,1,1,0,12.13,5,898024,0,C39,,
2018/8/6,603025,2,3328,1,1,0,7.54,3,426154.5,17.5,C39,,
2018/8/8,603025,1,5247,2,2,0,4.03,3,492,332,C39,,
2018/7/30,603025,3,2388,1,1,0.67,6.75,3,312650,76.67,C39,,
2018/7/18,603025,1,3240,1,1,0,12.09,5,937645,0,C39,,
2018/7/13,603025,1,2687,1,1,0,12.07,5,766856,0,C39,,
2018/8/15,603025,1,3602,1,1,0,12.16,5,280156,0,C39,,
2018/8/16,603025,1,3817,1,1,0,12.17,4.5,263585,0,C39,,
2018/8/17,603025,1,18282,2,2,2,3.38,2.5,265,0,C39,,
2018/8/23,603025,2,2626.5,1,1,0,7.4,3.25,141434,10,C39,,
2018/9/6,603025,1,2407,1,1,0,12.22,5,884297,0,C39,,
2018/9/5,603025,3,9479.67,2.33,2,0.33,9.29,4,352131.33,0,C39,,
2018/9/3,603025,1,17167,6,6,2,3.42,2.5,298,0,C39,,
2018/9/15,603025,3,4911,5,3.33,0.67,6.75,2.67,77143.33,331,C39,,
2018/6/26,603025,1,2495,2,0,0,12.03,5,777533,0,C39,,
2018/10/9,603025,1,2468,1,1,0,12.32,4.5,236164,0,C39,,
2018/10/15,603025,2,1703,0,0,0,6.21,2.75,413684,4.5,C39,,
2018/10/16,603025,5,2219.8,0.2,0.2,0,6.62,2.6,232186.8,21.2,C39,,
2018/2/12,603025,1,5588,7,0,3,2.85,2.5,137,377,C39,,
2018/12/26,603026,3,1589.67,0,0,0,9.01,2.67,277016.67,6,C26,,
2018/12/28,603026,3,1449.67,0.33,0,0.67,6.37,2.5,248616.67,56.67,C26,,
2018/12/27,603026,4,933.75,0,0,0.5,7.97,3.5,378238,84,C26,,
2018/12/6,603026,12,1943.42,0.83,0.75,0.58,4.49,2.56,89220.44,165.33,C26,,
2018/11/20,603026,4,1931.25,0.25,0.25,0.25,5.09,2.5,202478.75,62.75,C26,,
2018/12/25,603026,6,1833.17,0.5,0.5,0.5,4.43,3,165758.8,229.6,C26,,
2018/12/17,603026,2,1143.5,0,0,0,7.87,3.25,388792.5,66,C26,,
2018/10/8,603026,4,27425.25,20.25,11.5,1.25,4.66,2.67,517.33,130.33,C26,,
2018/9/20,603026,2,2580,0.5,0.5,0,3.45,2.5,497.5,179,C26,,
2018/9/18,603026,1,3244,2,2,2,3.74,3,775,309,C26,,
2018/9/11,603026,3,5118.67,1.67,1.67,0,6.93,2.83,316062.33,120.67,C26,,
2018/9/10,603026,1,48224,6,6,4,3.37,3,510,0,C26,,
2018/9/6,603026,1,3017,2,2,0,2.87,2.5,2958,198,C26,,
2018/8/3,603026,1,6588,2,2,1,3.29,3,393,313,C26,,
2018/8/8,603026,1,70520,14,14,3,3.28,3,546,0,C26,,
2018/8/9,603026,1,3040,0,0,0,12.15,5,898467,0,C26,,
2018/8/19,603026,1,5026,1,1,0,2.79,3.5,1850,327,C26,,
2018/8/29,603026,1,3089,2,2,0,9.5,4,3741,332,C26,,
2018/6/11,603026,1,2482,3,1,0,2.67,2.5,510,341,C26,,
2018/5/11,603026,1,2460,3,1,0,3.98,3,198,392,C26,,
2018/3/2,603026,1,16392,33,19,0,2.21,3.5,207,302,C26,,
2018/12/26,603027,19,2196.37,1.58,1.16,2.32,4.04,2.61,92898.56,288.67,C14,,
2018/12/24,603027,5,1133.2,0.2,0.2,0.6,5.77,2.9,164708.6,293.4,C14,,
2018/12/19,603027,22,2044.05,1.18,1.14,1.68,4.65,2.68,70538,195.36,C14,,
2018/12/25,603027,16,1250.5,1.31,1.06,0.44,4.75,2.88,104106.38,259.25,C14,,
2018/12/15,603027,3,1453,0,0,0,3.42,2.5,557.5,342,C14,,
2018/12/18,603027,11,1112.55,0.09,0,0.64,4.53,2.61,86401.22,168,C14,,
2018/12/20,603027,11,1503.27,0.91,0.55,0.73,6.09,2.64,110625.86,211.43,C14,,
2018/12/17,603027,27,1157.15,1.07,0.81,0.11,4.8,2.69,60615.15,215.92,C14,,
2018/9/13,603027,5,16466.8,16,7.6,2.8,4.35,3,1126.75,1073.5,C14,,
2018/9/19,603027,1,2612,1,1,0,12.26,5,848721,0,C14,,
2018/9/20,603027,2,2433,1,1,1,8.47,4.25,391453,159,C14,,
2018/9/21,603027,3,45144.33,42,23,16.33,4.22,3,1893.5,1806,C14,,
2018/9/26,603027,2,3269,1,1,1,4.45,2.5,401.5,293,C14,,
2018/9/27,603027,1,2820,0,0,1,6.28,3.5,2336,372,C14,,
2018/9/30,603027,1,28103,16,11,8,7.48,4,592,313,C14,,
2018/10/10,603027,1,9283,2,2,2,3.45,3.5,812,0,C14,,
2018/10/7,603027,1,2278,1,1,0,2.57,2.5,611,317,C14,,
2018/11/12,603027,7,2393.71,0.57,0.43,0,5.01,2.79,122398,141.86,C14,,
2018/10/21,603027,1,2366,0,0,0,8.86,4,15,4,C14,,
2018/8/22,603027,4,9562,7,6,3.75,2.13,2.63,685.25,439.75,C14,,
2018/8/3,603027,1,2338,2,2,1,4.45,2.5,205,185,C14,,
2018/8/13,603027,1,3561,3,3,0,12.16,5,802458,0,C14,,
2018/8/8,603027,1,5325,4,4,0,1.65,2.5,694,139,C14,,
2018/12/20,603030,6,1702.67,0.33,0.33,0.17,3.94,2.5,154287.6,65.8,E50,,
2018/12/28,603030,1,796,0,0,0,12.53,5,745561,0,E50,,
2018/12/25,603030,2,1764.5,0,0,0,6.33,2.75,413681.5,4,E50,,
2018/12/24,603030,2,2376.5,1,1,0,6.91,3.25,410156.5,8,E50,,
2018/11/22,603030,8,2440.5,0.5,0.25,0.38,4.69,2.7,168474.2,93.8,E50,,
2018/11/26,603030,10,1263.6,0.2,0,0.1,4.92,2.61,97494.22,154.67,E50,,
2018/11/13,603030,4,2943.5,1,1,0,5.16,2.5,216783.5,7.25,E50,,
2018/8/24,603030,1,3911,1,1,0,5.85,3,280,381,E50,,
2018/8/23,603030,2,3718.5,0.5,0.5,0,6.53,3,431518.5,0,E50,,
2018/8/29,603030,2,4637.5,0.5,0.5,0,6.54,2.75,424371.5,7,E50,,
2018/8/28,603030,2,4349,0.5,0.5,0.5,8.67,3.25,442163,15.5,E50,,
2018/8/27,603030,2,4110.5,0.5,0.5,0,7.46,3,442156,3,E50,,
2018/9/11,603030,1,2203,0,0,0,12.24,5,948385,0,E50,,
2018/9/10,603030,1,2755,1,1,0,12.24,5,848721,0,E50,,
2018/9/12,603030,5,3203.8,1,1,2,3.91,2.63,212594.5,127,E50,,
2018/7/31,603030,1,4586,1,1,0,12.12,5,934069,0,E50,,
2018/7/25,603030,2,3675,0.5,0.5,0,7.72,2.75,468823,6.5,E50,,
2018/7/24,603030,1,4740,1,1,0,12.1,5,894918,0,E50,,
2018/7/6,603030,1,5511,2,2,0,3.35,2.5,431,0,E50,,
2018/11/6,603030,5,2019,0.4,0.4,0.8,5.1,2.5,237171.75,92.25,E50,,
2018/9/21,603030,2,3634,1,1,0,6.28,3.5,419144,14.5,E50,,
2018/10/18,603030,6,2556.83,0.17,0,0.17,4.22,2.58,155857.83,121.17,E50,,
2018/9/29,603030,1,5269,1,1,0,1.83,2.5,752,310,E50,,
2018/10/9,603030,1,2714,1,0,0,1.63,3,1385,350,E50,,
2018/10/8,603030,1,1976,0,0,0,0.28,2.5,832,313,E50,,
2018/6/28,603030,1,2741,1,1,0,5.4,2.5,218,316,E50,,
2018/6/26,603030,1,6823,2,2,2,3.32,2.5,432,0,E50,,
2018/5/30,603030,1,3854,2,2,0,11.95,5,898467,0,E50,,
2018/12/24,603031,4,1317.5,0.25,0.25,0.25,5.16,3,273875.33,56.67,F52,,
2018/12/25,603031,9,1439.44,0.56,0.22,1,4.6,2.5,138443.67,173.17,F52,,
2018/12/17,603031,6,1341.5,0,0,0.5,4.89,2.75,130671.83,94.5,F52,,
2018/9/17,603031,1,2262,0,0,0,0.87,2.5,1405,120,F52,,
2018/10/8,603031,1,3521,4,3,0,0.93,2.5,1283,120,F52,,
2018/10/9,603031,1,1711,1,1,0,0.93,2.5,1414,120,F52,,
2018/10/12,603031,1,2505,0,0,1,0.94,2.5,1510,127,F52,,
2018/10/14,603031,1,2951,3,3,4,2.84,3.5,1645,369,F52,,
2018/10/17,603031,5,3304.4,2.2,0.8,0.8,4.66,2.5,602.6,227.2,F52,,
2018/10/22,603031,5,1973,0.2,0.2,0,6.25,2.8,189340.6,149.4,F52,,
2018/7/30,603031,1,3073,1,1,2,0.74,2.5,1414,120,F52,,
2018/8/10,603031,2,11423,2,1.5,3,3.19,2.75,462.5,147.5,F52,,
2018/8/8,603031,1,2553,1,1,2,0.76,2.5,1509,127,F52,,
2018/8/30,603031,1,2003,0,0,0,2.49,3,1923,356,F52,,
2018/9/6,603031,1,3803,2,2,0,0.84,2.5,1414,120,F52,,
2018/6/19,603031,1,11038,12,8,1,7.09,3.5,1190,307,F52,,
2018/1/23,603031,1,37159,45,43,16,0.79,2.5,210,348,F52,,
2018/12/16,603035,2,2601.5,4,0.5,1.5,3.35,2.75,1341.5,238,C36,,
2018/12/13,603035,29,1720.34,1.1,0.86,0.97,3.66,2.53,43138.45,206.5,C36,,
2018/12/20,603035,6,1483.67,2.33,0.67,0.83,4.67,3.1,154961.2,222.8,C36,,
2018/12/24,603035,8,1464.13,2.25,1.5,0.38,4.09,2.71,117971.29,165.14,C36,,
2018/12/21,603035,12,3788.58,6,3.17,1.67,3.22,2.55,4260.1,227.9,C36,,
2018/12/29,603035,2,1629,2.5,1.5,1,2.49,2.5,1182.5,221.5,C36,,
2018/12/5,603035,13,1879.23,7.69,2.15,0.69,2.81,2.5,434.73,272.27,C36,,
2018/9/26,603035,1,3324,3,1,1,3.47,2.5,393,374,C36,,
2018/8/30,603035,2,2787,2.5,2.5,0.5,7.75,3,442322.5,41,C36,,
2018/9/17,603035,3,3720.67,3.33,2.67,0.67,2.14,2.67,449,362,C36,,
2018/9/18,603035,2,24282,22.5,22.5,7,3.39,3,472,0,C36,,
2018/9/27,603035,3,3065,1.67,1,0.67,2.71,2.5,1140,374,C36,,
2018/9/15,603035,1,3741,2,2,1,3.86,3.5,2572,364,C36,,
2018/9/7,603035,1,3700,2,2,1,0.31,3,1038,331,C36,,
2018/8/27,603035,1,14561,4,4,5,3.33,3,482,0,C36,,
2018/9/19,603035,2,3557.5,0,0,1,4.98,2.5,561.5,352.5,C36,,
2018/10/10,603035,1,1884,1,1,2,1.72,2.5,748,336,C36,,
2018/9/1,603035,1,6192,8,7,0,4.54,4,2217,366,C36,,
2018/9/3,603035,1,34129,32,32,3,3.35,3,477,0,C36,,
2018/10/27,603035,2,3420,1.5,1.5,0,2.39,2.75,5960.5,182.5,C36,,
2018/8/28,603035,1,19443,4,4,0,3.33,3,477,0,C36,,
2018/3/7,603035,1,121825,25,25,3,2.85,3,477,0,C36,,
2018/3/15,603035,1,34051,27,27,9,2.88,3,473,0,C36,,
2018/3/13,603035,1,29879,11,11,3,2.87,3,472,0,C36,,
2018/12/20,603037,8,2969,0.88,0.75,0,5.3,2.71,110918.57,230.57,C36,,
2018/12/21,603037,4,3327.25,2.75,0.75,0,5.68,3.5,273033,238,C36,,
2018/12/22,603037,2,4847.5,8.5,0.5,0.5,2.27,2.75,1187.5,330,C36,,
2018/12/24,603037,5,2267.2,1.2,0.4,0.2,5.16,3.25,205748.25,244.75,C36,,
2018/12/25,603037,18,2807.56,1.44,0.5,0.22,4.27,2.58,64277.08,281.77,C36,,
2018/12/26,603037,5,3124.4,1.8,0,0.2,3.9,2.9,166896.6,237.2,C36,,
2018/12/27,603037,2,1523,1,0,0,6.62,3.75,378310,150.5,C36,,
2018/12/28,603037,8,3048.5,4.25,3.25,0.25,4.61,3.25,186800.75,243.5,C36,,
2018/12/29,603037,1,5917,24,0,0,0.71,2.5,421,363,C36,,
2018/12/30,603037,1,3385,8,0,1,5.79,3,437,389,C36,,
2018/8/23,603037,3,4833.33,2,1.67,0,4.88,3.17,267689.33,255.67,C36,,
2018/8/31,603037,3,4692.33,1.33,0.67,0,6.69,2.83,3864,247.67,C36,,
2018/9/11,603037,2,6458.5,5,1,0.5,3.55,2.75,1229.5,385,C36,,
2018/10/26,603037,8,4398.38,6.88,0.5,0.5,5.57,3.2,156732.4,279.2,C36,,
2018/11/6,603037,6,3969.33,3.5,0.67,1.17,4.3,3.13,192012.5,190.5,C36,,
2018/11/17,603037,6,4540.17,2.33,0,0,2.57,3,790.5,347.5,C36,,
