Stkcd,Ddate,Meps
002596,2017-12-31,0.18
002597,2017-12-31,1.81
002598,2017-12-31,0.2228
002599,2017-12-31,0.29
002600,2017-12-31,0.6
002601,2017-12-31,1.25
002602,2017-12-31,0.76
002603,2017-12-31,0.45
002604,2017-12-31,-5.81
002605,2017-12-31,0.1934
002606,2017-12-31,0.15
002607,2017-12-31,0.09
002608,2017-12-31,0.67
002609,2017-12-31,0.3151
002610,2017-12-31,0.025
002611,2017-12-31,0.5
002612,2017-12-31,0.4689
002613,2017-12-31,-0.0632
002614,2017-12-31,0.63
002615,2017-12-31,0.27
002616,2017-12-31,0.1189
002617,2017-12-31,0.42
002618,2017-12-31,0.05
002619,2017-12-31,0.26
002620,2017-12-31,0.37
002621,2017-12-31,0.05
002622,2017-12-31,0.09
002623,2017-12-31,-0.14
002624,2017-12-31,1.14
002625,2017-12-31,0.07
002626,2017-12-31,0.77
002627,2017-12-31,0.757
002628,2017-12-31,0.03
002629,2017-12-31,0.0045
002630,2017-12-31,0.2611
002631,2017-12-31,0.13
002632,2017-12-31,0.21
002633,2017-12-31,0.04
002634,2017-12-31,0.1
002635,2017-12-31,0.61
002636,2017-12-31,0.738
002637,2017-12-31,0.38
002638,2017-12-31,0.06
002639,2017-12-31,-0.09
002640,2017-12-31,0.52
002641,2017-12-31,0.17
002642,2017-12-31,-0.3168
002643,2017-12-31,0.42
002644,2017-12-31,0.1451
002645,2017-12-31,0.592
002646,2017-12-31,-0.2093
002647,2017-12-31,-0.58
002648,2017-12-31,1.04
002649,2017-12-31,0.426
002650,2017-12-31,0.14
002651,2017-12-31,0.13
002652,2017-12-31,0.17
002653,2017-12-31,0.22
002654,2017-12-31,0.16
002655,2017-12-31,-0.49
002656,2017-12-31,0.31
002657,2017-12-31,-0.7
002658,2017-12-31,0.36
002659,2017-12-31,0.05
002661,2017-12-31,0.338
002662,2017-12-31,0.25
002663,2017-12-31,0.09
002664,2017-12-31,0.64
002665,2017-12-31,0.0435
002666,2017-12-31,0.2
002667,2017-12-31,0.17
002668,2017-12-31,0.61
002669,2017-12-31,0.19
002670,2017-12-31,0.3877
002671,2017-12-31,0.11
002672,2017-12-31,0.55
002673,2017-12-31,0.2303
002674,2017-12-31,0.1494
002675,2017-12-31,0.2454
002677,2017-12-31,0.48
002678,2017-12-31,0.17
002680,2017-12-31,0.5829
002681,2017-12-31,0.34
002682,2017-12-31,0.48
002683,2017-12-31,0.23
002684,2017-12-31,-0.25
002685,2017-12-31,0.1701
002686,2017-12-31,0.319
002687,2017-12-31,0.21
002688,2017-12-31,0.17
002689,2017-12-31,0.03
002690,2017-12-31,0.5394
002693,2017-12-31,0.02
002694,2017-12-31,0.2
002695,2017-12-31,0.282
002696,2017-12-31,0.6119
002697,2017-12-31,0.12
002698,2017-12-31,0.19
002699,2017-12-31,0.21
002701,2017-12-31,0.3
002702,2017-12-31,-0.0567
002705,2017-12-31,0.5121
002706,2017-12-31,0.41
002707,2017-12-31,0.28
002708,2017-12-31,0.0257
002709,2017-12-31,0.92
002711,2017-12-31,0.2
002712,2017-12-31,0.76
002713,2017-12-31,0.86
002714,2017-12-31,2.12
002716,2017-12-31,0.47
002717,2017-12-31,1.23
002718,2017-12-31,1.47
002719,2017-12-31,0.17
002721,2017-12-31,0.27
002726,2017-12-31,0.25
002727,2017-12-31,0.812
002730,2017-12-31,0.17
002732,2017-12-31,0.77
002733,2017-12-31,0.1
002734,2017-12-31,0.83
002735,2017-12-31,0.48
002736,2017-12-31,0.52
002737,2017-12-31,1.45
002738,2017-12-31,0.2847
002739,2017-12-31,1.2907
002740,2017-12-31,0.18
002741,2017-12-31,0.2475
002742,2017-12-31,0.42
002743,2017-12-31,0.21
002745,2017-12-31,1.27
002746,2017-12-31,0.56
002747,2017-12-31,0.11
002748,2017-12-31,0.6273
002749,2017-12-31,2.4706
002750,2017-12-31,0.0878
002751,2017-12-31,0.34
002752,2017-12-31,0.11
002753,2017-12-31,1.0672
002755,2017-12-31,0.11
002756,2017-12-31,0.98
002757,2017-12-31,0.9895
002758,2017-12-31,0.2
002759,2017-12-31,0.05
002760,2017-12-31,-0.97
002761,2017-12-31,0.19
002762,2017-12-31,0.45
002763,2017-12-31,0.57
002765,2017-12-31,0.3
002766,2017-12-31,0.35
002767,2017-12-31,0.31
002768,2017-12-31,0.85
002769,2017-12-31,0.18
002770,2017-12-31,0.12
002771,2017-12-31,0.43
002772,2017-12-31,0.39
002773,2017-12-31,0.96
002775,2017-12-31,0.9847
002776,2017-12-31,0.54
002777,2017-12-31,0.57
002778,2017-12-31,0.34
002779,2017-12-31,0.18
002780,2017-12-31,-0.13
002781,2017-12-31,0.66
002782,2017-12-31,0.1348
002783,2017-12-31,0.55
002785,2017-12-31,-0.03
002786,2017-12-31,0.17
002787,2017-12-31,0.33
002788,2017-12-31,1.02
002789,2017-12-31,1.13
002790,2017-12-31,1
002791,2017-12-31,0.59
002792,2017-12-31,0.49
002793,2017-12-31,0.58
002795,2017-12-31,0.29
002796,2017-12-31,0.32
002797,2017-12-31,0.12
002798,2017-12-31,0.63
002799,2017-12-31,0.15
002800,2017-12-31,0.55
002801,2017-12-31,0.91
002802,2017-12-31,0.67
002803,2017-12-31,0.69
002805,2017-12-31,0.39
002806,2017-12-31,0.21
002807,2017-12-31,0.4574
002809,2017-12-31,0.67
002810,2017-12-31,0.4847
002811,2017-12-31,0.6
002812,2017-12-31,1.15
002813,2017-12-31,0.2
002815,2017-12-31,1.0827
002816,2017-12-31,0.16
002818,2017-12-31,1.48
002820,2017-12-31,0.72
002821,2017-12-31,1.51
002822,2017-12-31,0.27
002823,2017-12-31,0.53
002824,2017-12-31,0.37
002825,2017-12-31,0.36
002826,2017-12-31,0.32
002827,2017-12-31,0.6
002828,2017-12-31,0.6
002829,2017-12-31,0.41
002830,2017-12-31,0.39
002831,2017-12-31,2.3297
002832,2017-12-31,1.69
002833,2017-12-31,1.75
002837,2017-12-31,0.43
002838,2017-12-31,0.74
002839,2017-12-31,0.43
002840,2017-12-31,0.68
002841,2017-12-31,1.72
002842,2017-12-31,0.7
002843,2017-12-31,0.37
002845,2017-12-31,0.77
002847,2017-12-31,0.54
002849,2017-12-31,0.64
002850,2017-12-31,1.24
002851,2017-12-31,0.6873
002852,2017-12-31,1.2
002853,2017-12-31,0.67
002855,2017-12-31,0.23
002856,2017-12-31,0.45
002858,2017-12-31,0.69
002859,2017-12-31,0.79
002861,2017-12-31,0.76
002862,2017-12-31,0.59
002863,2017-12-31,0.3
002864,2017-12-31,0.65
002865,2017-12-31,0.61
002866,2017-12-31,0.59
002867,2017-12-31,1.31
002868,2017-12-31,0.78
002869,2017-12-31,0.85
002871,2017-12-31,1
002872,2017-12-31,1.31
002873,2017-12-31,1.0715
002875,2017-12-31,0.77
002876,2017-12-31,1.15
002877,2017-12-31,0.44
002878,2017-12-31,1.06
002880,2017-12-31,1.64
002882,2017-12-31,0.4941
002883,2017-12-31,1.05
002886,2017-12-31,0.59
002887,2017-12-31,2.6101
002889,2017-12-31,1
002890,2017-12-31,0.7
002891,2017-12-31,0.88
002893,2017-12-31,0.54
002896,2017-12-31,0.9
002897,2017-12-31,1.08
002898,2017-12-31,0.4962
002899,2017-12-31,0.85
002900,2017-12-31,1.06
002901,2017-12-31,0.8
002905,2017-12-31,1.59
002906,2017-12-31,0.68
002907,2017-12-31,0.3054
002908,2017-12-31,0.5449
002910,2017-12-31,0.46
002911,2017-12-31,0.69
002912,2017-12-31,2.57
002915,2017-12-31,0.54
002916,2017-12-31,2.13
002917,2017-12-31,0.74
002918,2017-12-31,2.55
002920,2017-12-31,1.37
002925,2017-12-31,2.59
002926,2017-12-31,0.49
200550,2017-12-31,0.8
200625,2017-12-31,1.49
300001,2017-12-31,0.28
300002,2017-12-31,0.061
300003,2017-12-31,0.5053
300004,2017-12-31,0.06
300005,2017-12-31,-0.0952
300006,2017-12-31,0.068
300007,2017-12-31,0.38
300008,2017-12-31,0.171
300009,2017-12-31,0.39
300010,2017-12-31,0.2326
300011,2017-12-31,0.1359
300012,2017-12-31,0.08
300013,2017-12-31,0.48
300014,2017-12-31,0.47
300015,2017-12-31,0.495
300016,2017-12-31,0.36
300017,2017-12-31,0.34
300018,2017-12-31,0.21
300019,2017-12-31,0.1572
300020,2017-12-31,0.21
300021,2017-12-31,0.16
300022,2017-12-31,-0.1175
300023,2017-12-31,0.09
300024,2017-12-31,0.2771
300025,2017-12-31,-0.31
300026,2017-12-31,0.15
300027,2017-12-31,0.3
300028,2017-12-31,-0.5435
300030,2017-12-31,0.04
300031,2017-12-31,0.557
300032,2017-12-31,-0.52
300033,2017-12-31,1.35
300034,2017-12-31,0.1381
300035,2017-12-31,0.0924
300036,2017-12-31,0.44
300037,2017-12-31,0.75
300038,2017-12-31,1.506
300039,2017-12-31,0.2538
300040,2017-12-31,0.29
300041,2017-12-31,0.2671
300043,2017-12-31,0.18
300044,2017-12-31,0.4904
300045,2017-12-31,0.15
300047,2017-12-31,0.42
300048,2017-12-31,0.06
300049,2017-12-31,0.27
300050,2017-12-31,0.21
300051,2017-12-31,0.18
300052,2017-12-31,0.19
300053,2017-12-31,0.194
300054,2017-12-31,0.35
300055,2017-12-31,0.353
300056,2017-12-31,0.11
300057,2017-12-31,0.1811
300058,2017-12-31,0.1
300059,2017-12-31,0.1488
300061,2017-12-31,0.57
300062,2017-12-31,-0.23
300063,2017-12-31,-0.4264
300064,2017-12-31,0.1916
300065,2017-12-31,0.29
300066,2017-12-31,0.076
300067,2017-12-31,0.13
300068,2017-12-31,0.47
300069,2017-12-31,0.15
300070,2017-12-31,0.8
300071,2017-12-31,-0.41
300072,2017-12-31,1.43
300073,2017-12-31,0.6834
300074,2017-12-31,0.0638
300075,2017-12-31,0.42
300076,2017-12-31,-0.25
300077,2017-12-31,-0.88
300078,2017-12-31,0.16
300079,2017-12-31,0.0265
300080,2017-12-31,-2.0368
300081,2017-12-31,0.1889
300082,2017-12-31,0.31
300083,2017-12-31,0.32
300084,2017-12-31,0.0335
300085,2017-12-31,0.0321
300086,2017-12-31,0.1115
300087,2017-12-31,0.15
300088,2017-12-31,0.24
300089,2017-12-31,0.17
300090,2017-12-31,-0.9988
300091,2017-12-31,0.2341
300093,2017-12-31,0.08
300094,2017-12-31,0.18
300095,2017-12-31,0.1368
300096,2017-12-31,0.042
300097,2017-12-31,0.62
300098,2017-12-31,0.38
300099,2017-12-31,0.1539
300100,2017-12-31,0.45
300101,2017-12-31,0.0549
300102,2017-12-31,0.3
300103,2017-12-31,0.2047
300104,2017-12-31,-3.4815
300106,2017-12-31,-1.74
300107,2017-12-31,0.1593
300108,2017-12-31,0.32
300109,2017-12-31,0.55
300110,2017-12-31,0.0396
300111,2017-12-31,0.02
300112,2017-12-31,0.17
300113,2017-12-31,0.74
300114,2017-12-31,0.22
300115,2017-12-31,0.63
300116,2017-12-31,-1.51
300117,2017-12-31,0.09
300118,2017-12-31,0.78
300119,2017-12-31,0.2593
300120,2017-12-31,0.255
300121,2017-12-31,0.72
300122,2017-12-31,0.27
300123,2017-12-31,0.26
300124,2017-12-31,0.65
300125,2017-12-31,-2.24
300126,2017-12-31,0.01
300127,2017-12-31,0.6
300128,2017-12-31,0.0686
300129,2017-12-31,0.21
300130,2017-12-31,0.29
300131,2017-12-31,0.13
300132,2017-12-31,0.2455
300133,2017-12-31,0.36
300134,2017-12-31,-0.67
300135,2017-12-31,0.04
300136,2017-12-31,0.9081
300137,2017-12-31,0.55
300138,2017-12-31,0.3916
300139,2017-12-31,-0.69
300140,2017-12-31,0.22
300141,2017-12-31,0.02
300142,2017-12-31,-0.3494
300143,2017-12-31,0.43
300144,2017-12-31,0.73
300145,2017-12-31,0.49
300146,2017-12-31,0.52
300147,2017-12-31,0.1
300148,2017-12-31,0.16
300149,2017-12-31,0.14
300150,2017-12-31,0.09
300151,2017-12-31,0.07
300152,2017-12-31,0.01
300153,2017-12-31,0.0905
300154,2017-12-31,0.19
300155,2017-12-31,0.02
300156,2017-12-31,0.36
300157,2017-12-31,-0.63
300158,2017-12-31,0.5831
300159,2017-12-31,0.27
300160,2017-12-31,0.19
300161,2017-12-31,0.1902
300162,2017-12-31,0.06
300163,2017-12-31,-0.06
300164,2017-12-31,0.1
300165,2017-12-31,0.22
300166,2017-12-31,0.41
300167,2017-12-31,-0.0195
300168,2017-12-31,0.3167
300169,2017-12-31,-0.1145
300170,2017-12-31,0.38
300171,2017-12-31,0.2
300172,2017-12-31,0.23
300173,2017-12-31,0.11
300174,2017-12-31,0.1988
300175,2017-12-31,0.084
300176,2017-12-31,4.5783
300177,2017-12-31,0.1534
300178,2017-12-31,0.5
300179,2017-12-31,0.1289
300180,2017-12-31,0.45
300181,2017-12-31,0.07
300182,2017-12-31,0.4205
300183,2017-12-31,0.5252
300184,2017-12-31,0.5426
300185,2017-12-31,0.07
300187,2017-12-31,0.22
300188,2017-12-31,0.56
300189,2017-12-31,-0.016
300190,2017-12-31,0.32
300191,2017-12-31,-0.05
300192,2017-12-31,0.02
300193,2017-12-31,0.29
300194,2017-12-31,0.24
300195,2017-12-31,0.36
300196,2017-12-31,0.48
300197,2017-12-31,0.5
300198,2017-12-31,0.069
300199,2017-12-31,0.36
300200,2017-12-31,0.18
300201,2017-12-31,0.1556
300202,2017-12-31,0.11
300203,2017-12-31,1
300204,2017-12-31,0.55
300205,2017-12-31,0.0525
300206,2017-12-31,0.0748
300207,2017-12-31,0.43
300208,2017-12-31,0.44
300209,2017-12-31,0.37
300210,2017-12-31,0.11
300211,2017-12-31,0.0121
300212,2017-12-31,0.5439
300213,2017-12-31,0.2
300214,2017-12-31,0.23
300215,2017-12-31,0.17
300216,2017-12-31,-0.9
300217,2017-12-31,0.0655
300218,2017-12-31,-0.0768
300219,2017-12-31,0.51
300220,2017-12-31,-0.3361
300221,2017-12-31,0.45
300222,2017-12-31,0.48
300223,2017-12-31,0.039
300224,2017-12-31,0.12
300225,2017-12-31,0.101
300226,2017-12-31,0.3023
300227,2017-12-31,0.42
300228,2017-12-31,0.11
300229,2017-12-31,0.3353
300230,2017-12-31,0.6439
300231,2017-12-31,0.3647
300232,2017-12-31,0.47
300233,2017-12-31,0.77
300234,2017-12-31,-0.04
300235,2017-12-31,0.05
300236,2017-12-31,0.3737
300237,2017-12-31,0.76
300238,2017-12-31,0.22
300239,2017-12-31,0.0486
300240,2017-12-31,0.2
300241,2017-12-31,0.527
300242,2017-12-31,0.3
300243,2017-12-31,0.15
300244,2017-12-31,0.64
300245,2017-12-31,0.2
300246,2017-12-31,0.3939
300247,2017-12-31,0.08
300248,2017-12-31,0.37
300249,2017-12-31,0.2061
300250,2017-12-31,0.34
300251,2017-12-31,0.28
300252,2017-12-31,0.29
300253,2017-12-31,0.1439
300254,2017-12-31,0.1
300255,2017-12-31,0.21
300256,2017-12-31,0.1
300257,2017-12-31,0.12
300258,2017-12-31,0.6181
300259,2017-12-31,0.3
300261,2017-12-31,0.1363
300262,2017-12-31,0.214
300263,2017-12-31,0.0522
300264,2017-12-31,-0.18
300265,2017-12-31,0.13
300266,2017-12-31,0.35
300267,2017-12-31,0.2533
300268,2017-12-31,0.02
300269,2017-12-31,0.15
300270,2017-12-31,0.17
300271,2017-12-31,0.58
300272,2017-12-31,0.15
300273,2017-12-31,0.12
300274,2017-12-31,0.71
300275,2017-12-31,0.255
300278,2017-12-31,0.1119
300279,2017-12-31,0.1711
300280,2017-12-31,0.0353
300281,2017-12-31,0.14
300282,2017-12-31,0.09
300284,2017-12-31,0.82
300285,2017-12-31,0.41
300286,2017-12-31,0.67
300287,2017-12-31,0.28
300288,2017-12-31,0.29
300289,2017-12-31,0.17
300290,2017-12-31,0.0586
300291,2017-12-31,0.1356
300292,2017-12-31,0.18
300293,2017-12-31,0.03
300294,2017-12-31,0.89
300295,2017-12-31,0.49
300296,2017-12-31,0.74
300297,2017-12-31,0.35
300298,2017-12-31,0.6346
300299,2017-12-31,-0.3
300300,2017-12-31,0.19
300301,2017-12-31,0.0459
300302,2017-12-31,0.12
300303,2017-12-31,0.05
300304,2017-12-31,0.16
300305,2017-12-31,0.2394
300306,2017-12-31,0.45
300307,2017-12-31,0.3
300308,2017-12-31,0.5
300309,2017-12-31,0.44
300310,2017-12-31,0.27
300311,2017-12-31,0.1623
300312,2017-12-31,-0.44
300313,2017-12-31,0.04
300314,2017-12-31,0.16
300315,2017-12-31,0.1
300316,2017-12-31,0.39
300317,2017-12-31,0.3393
300318,2017-12-31,0.0476
300319,2017-12-31,-0.5
300320,2017-12-31,0.2657
300321,2017-12-31,0.2757
300322,2017-12-31,0.14
300323,2017-12-31,0.6
300324,2017-12-31,0.3387
300325,2017-12-31,0.02
300326,2017-12-31,0.2727
300327,2017-12-31,0.6383
300328,2017-12-31,0.08
300329,2017-12-31,0.1631
300330,2017-12-31,0.04
300331,2017-12-31,0.36
300332,2017-12-31,0.1
300333,2017-12-31,0.0564
300334,2017-12-31,-0.24
300335,2017-12-31,0.59
300336,2017-12-31,0.46
300337,2017-12-31,0.0095
300338,2017-12-31,0.49
300339,2017-12-31,0.35
300340,2017-12-31,0.56
300341,2017-12-31,0.2566
300342,2017-12-31,0.45
300343,2017-12-31,0.63
300344,2017-12-31,-0.0971
300345,2017-12-31,-0.11
300346,2017-12-31,0.2104
300347,2017-12-31,0.6018
300348,2017-12-31,0.304
300349,2017-12-31,1.48
300350,2017-12-31,0.11
300351,2017-12-31,0.45
300352,2017-12-31,0.0631
300353,2017-12-31,0.2449
300354,2017-12-31,0.033
300355,2017-12-31,0.53
300356,2017-12-31,-0.9619
300357,2017-12-31,1.15
300358,2017-12-31,0.37
300359,2017-12-31,0.1
300360,2017-12-31,0.43
300362,2017-12-31,0.155
300363,2017-12-31,0.25
300364,2017-12-31,0.11
300365,2017-12-31,1.07
300366,2017-12-31,0.3285
300367,2017-12-31,0.4551
300368,2017-12-31,-0.3043
300369,2017-12-31,0.2
300370,2017-12-31,0.1108
300371,2017-12-31,0.5437
300373,2017-12-31,0.57
300374,2017-12-31,0.36
300375,2017-12-31,0.65
300376,2017-12-31,0.31
300377,2017-12-31,0.2808
300378,2017-12-31,0.23
300379,2017-12-31,-1.1102
300380,2017-12-31,0.09
300381,2017-12-31,0.1977
300382,2017-12-31,0.44
300383,2017-12-31,0.3
300384,2017-12-31,0.5596
300385,2017-12-31,0.4993
300386,2017-12-31,0.3
300387,2017-12-31,0.55
300388,2017-12-31,0.65
300389,2017-12-31,0.3337
300390,2017-12-31,0.09
300391,2017-12-31,0.3714
300392,2017-12-31,-0.36
300393,2017-12-31,1.44
300394,2017-12-31,0.5985
300395,2017-12-31,0.4131
300396,2017-12-31,1.0916
300397,2017-12-31,0.29
300398,2017-12-31,0.27
300399,2017-12-31,-0.16
300400,2017-12-31,0.33
300401,2017-12-31,0.72
300403,2017-12-31,0.48
300404,2017-12-31,-0.18
300405,2017-12-31,0.2335
300406,2017-12-31,0.55
300407,2017-12-31,0.24
300408,2017-12-31,0.63
300409,2017-12-31,0.71
300410,2017-12-31,1.05
300411,2017-12-31,0.4
300412,2017-12-31,0.17
300413,2017-12-31,0.18
300414,2017-12-31,0.23
300415,2017-12-31,0.64
300416,2017-12-31,0.49
300417,2017-12-31,0.4563
300418,2017-12-31,0.89
300419,2017-12-31,0.15
300420,2017-12-31,0.16
300421,2017-12-31,0.5666
300422,2017-12-31,0.41
300423,2017-12-31,0.26
300424,2017-12-31,0.28
300425,2017-12-31,0.2516
300426,2017-12-31,0.48
300427,2017-12-31,0.38
300428,2017-12-31,0.78
300429,2017-12-31,0.4922
300430,2017-12-31,0.52
300431,2017-12-31,0.17
300432,2017-12-31,0.7279
300433,2017-12-31,0.78
300434,2017-12-31,0.66
300435,2017-12-31,0.25
300436,2017-12-31,0.24
300437,2017-12-31,0.5188
300438,2017-12-31,0.92
300439,2017-12-31,0.66
300440,2017-12-31,0.26
300441,2017-12-31,0.42
300442,2017-12-31,0.09
300443,2017-12-31,0.6313
300444,2017-12-31,0.3518
300445,2017-12-31,0.3201
300446,2017-12-31,0.85
300447,2017-12-31,0.424
300448,2017-12-31,0.54
300449,2017-12-31,0.32
300450,2017-12-31,1.2863
300451,2017-12-31,0.7
300452,2017-12-31,0.54
300453,2017-12-31,0.27
300455,2017-12-31,0.18
300456,2017-12-31,0.2615
300457,2017-12-31,0.72
300458,2017-12-31,0.05
300459,2017-12-31,0.25
300460,2017-12-31,0.14
300461,2017-12-31,0.32
300462,2017-12-31,0.33
300463,2017-12-31,0.67
300464,2017-12-31,0.0721
300465,2017-12-31,0.08
300466,2017-12-31,0.05
300467,2017-12-31,0.61
300468,2017-12-31,0.84
300469,2017-12-31,0.486
300470,2017-12-31,1.13
300471,2017-12-31,0.087
300472,2017-12-31,0.21
300473,2017-12-31,1.3006
300474,2017-12-31,0.44
300475,2017-12-31,0.44
300476,2017-12-31,0.72
300477,2017-12-31,0.45
300478,2017-12-31,0.64
300479,2017-12-31,0.1071
300480,2017-12-31,0.21
300481,2017-12-31,0.46
300482,2017-12-31,1.2
300483,2017-12-31,0.09
300484,2017-12-31,0.62
300485,2017-12-31,1.17
300486,2017-12-31,0.26
300487,2017-12-31,0.46
300488,2017-12-31,0.93
300489,2017-12-31,0.138
300490,2017-12-31,0.28
300491,2017-12-31,0.07
300492,2017-12-31,0.25
300493,2017-12-31,0.18
300494,2017-12-31,0.36
300495,2017-12-31,0.4777
300496,2017-12-31,0.197
300497,2017-12-31,1.63
300498,2017-12-31,1.2932
300499,2017-12-31,0.34
300500,2017-12-31,0.58
300501,2017-12-31,0.98
300502,2017-12-31,0.4772
300503,2017-12-31,0.3
300504,2017-12-31,1.1466
300505,2017-12-31,0.6489
300506,2017-12-31,0.58
300507,2017-12-31,0.84
300508,2017-12-31,1.4202
300509,2017-12-31,0.74
300510,2017-12-31,0.64
300511,2017-12-31,0.61
300512,2017-12-31,0.69
300513,2017-12-31,0.3039
300515,2017-12-31,0.119
300516,2017-12-31,0.37
300517,2017-12-31,0.34
300518,2017-12-31,0.68
300519,2017-12-31,0.66
300520,2017-12-31,0.09
300521,2017-12-31,0.25
300522,2017-12-31,0.4452
300523,2017-12-31,0.632
300525,2017-12-31,0.8026
300526,2017-12-31,0.2558
300527,2017-12-31,0.407
300528,2017-12-31,0.3
300529,2017-12-31,0.69
300530,2017-12-31,0.77
300531,2017-12-31,0.17
300532,2017-12-31,0.61
300533,2017-12-31,0.97
300534,2017-12-31,0.0564
300536,2017-12-31,0.31
300537,2017-12-31,0.3522
300538,2017-12-31,0.33
300539,2017-12-31,0.15
300540,2017-12-31,0.24
300541,2017-12-31,0.36
300542,2017-12-31,0.4
300545,2017-12-31,0.79
300546,2017-12-31,0.59
300547,2017-12-31,1.9
300548,2017-12-31,0.97
300549,2017-12-31,0.57
300550,2017-12-31,0.41
300551,2017-12-31,0.2033
300552,2017-12-31,0.35
300553,2017-12-31,0.46
300554,2017-12-31,1.8069
300555,2017-12-31,0.2247
300556,2017-12-31,0.21
300557,2017-12-31,0.64
300558,2017-12-31,0.64
300559,2017-12-31,1.02
300560,2017-12-31,0.37
300561,2017-12-31,0.95
300562,2017-12-31,0.09
300563,2017-12-31,0.5
300565,2017-12-31,0.37
300566,2017-12-31,0.5
300567,2017-12-31,2.07
300568,2017-12-31,0.56
300569,2017-12-31,0.6372
300570,2017-12-31,0.4353
300571,2017-12-31,1.22
300572,2017-12-31,1.1857
300575,2017-12-31,1.6
300576,2017-12-31,0.31
300577,2017-12-31,1.11
300578,2017-12-31,0.49
300579,2017-12-31,1.05
300580,2017-12-31,0.7131
300581,2017-12-31,0.5367
300583,2017-12-31,0.88
300584,2017-12-31,0.8375
300585,2017-12-31,0.3678
300586,2017-12-31,0.57
300588,2017-12-31,0.807
300589,2017-12-31,0.3158
300590,2017-12-31,0.6188
300592,2017-12-31,0.4067
300593,2017-12-31,0.31
300595,2017-12-31,1.26
300596,2017-12-31,0.74
300598,2017-12-31,0.49
300600,2017-12-31,1.1
300601,2017-12-31,0.53
300602,2017-12-31,1.1
300603,2017-12-31,0.8
300604,2017-12-31,0.72
300605,2017-12-31,0.5246
300606,2017-12-31,0.63
300607,2017-12-31,1.34
300608,2017-12-31,0.78
300609,2017-12-31,0.62
300610,2017-12-31,0.54
300611,2017-12-31,0.27
300612,2017-12-31,0.72
300613,2017-12-31,2.49
300616,2017-12-31,3.71
300617,2017-12-31,1.2224
300618,2017-12-31,3.91
300619,2017-12-31,0.66
300620,2017-12-31,0.7265
300622,2017-12-31,0.65
300623,2017-12-31,1.64
300624,2017-12-31,1.14
300625,2017-12-31,0.97
300626,2017-12-31,0.61
300627,2017-12-31,1.155
300628,2017-12-31,4.22
300629,2017-12-31,0.39
300630,2017-12-31,0.86
300631,2017-12-31,0.4683
300633,2017-12-31,0.49
300635,2017-12-31,0.41
300636,2017-12-31,0.8688
300637,2017-12-31,0.59
300638,2017-12-31,0.58
300639,2017-12-31,1.13
300641,2017-12-31,0.41
300642,2017-12-31,2.31
300643,2017-12-31,0.19
300645,2017-12-31,0.69
300648,2017-12-31,1.01
300649,2017-12-31,0.3
300651,2017-12-31,0.632
300653,2017-12-31,0.86
300654,2017-12-31,0.41
300655,2017-12-31,0.4576
300656,2017-12-31,0.7527
300657,2017-12-31,0.78
300658,2017-12-31,1.01
300659,2017-12-31,0.54
300660,2017-12-31,2.41
300661,2017-12-31,1.7393
300662,2017-12-31,0.47
300663,2017-12-31,0.34
300666,2017-12-31,0.33
300668,2017-12-31,1.69
300670,2017-12-31,0.5811
300672,2017-12-31,0.55
300673,2017-12-31,1.56
300675,2017-12-31,0.2713
300676,2017-12-31,1.05
300677,2017-12-31,1.75
300679,2017-12-31,3.52
300681,2017-12-31,1.31
300682,2017-12-31,0.37
300683,2017-12-31,1.65
300685,2017-12-31,1.38
300687,2017-12-31,1.52
300688,2017-12-31,0.83
300689,2017-12-31,0.91
300690,2017-12-31,1.91
300691,2017-12-31,1.15
300692,2017-12-31,0.57
300693,2017-12-31,0.61
300695,2017-12-31,3.78
300696,2017-12-31,1.28
300698,2017-12-31,0.24
300699,2017-12-31,0.77
300700,2017-12-31,1.66
300702,2017-12-31,1.03
300705,2017-12-31,0.72
300706,2017-12-31,0.64
300707,2017-12-31,1.3245
300709,2017-12-31,2.23
300710,2017-12-31,0.8658
300711,2017-12-31,0.48
300713,2017-12-31,1.9
300716,2017-12-31,0.75
300717,2017-12-31,0.87
300718,2017-12-31,1.53
300723,2017-12-31,1.27
300725,2017-12-31,1.19
300727,2017-12-31,0.64
300729,2017-12-31,0.95
300730,2017-12-31,0.62
300736,2017-12-31,0.97
300737,2017-12-31,0.48
300739,2017-12-31,1.26
430605,2017-12-31,0.73
600000,2017-12-31,1.84
600004,2017-12-31,0.82
600006,2017-12-31,0.1004
600007,2017-12-31,0.63
600008,2017-12-31,0.127
600009,2017-12-31,1.91
600010,2017-12-31,0.0452
600011,2017-12-31,0.11
600012,2017-12-31,0.658
600015,2017-12-31,1.48
600016,2017-12-31,1.35
600017,2017-12-31,0.12
600018,2017-12-31,0.4978
600019,2017-12-31,0.86
600021,2017-12-31,0.3851
600022,2017-12-31,0.1758
600023,2017-12-31,0.32
600025,2017-12-31,0.14
600026,2017-12-31,0.4381
600027,2017-12-31,0.044
600028,2017-12-31,0.422
600029,2017-12-31,0.6
600030,2017-12-31,0.94
600031,2017-12-31,0.2733
600033,2017-12-31,0.2391
600035,2017-12-31,0.34
600036,2017-12-31,2.78
600037,2017-12-31,0.547
600038,2017-12-31,0.7725
600039,2017-12-31,0.3308
600048,2017-12-31,1.32
600050,2017-12-31,0.0188
600052,2017-12-31,0.22
600053,2017-12-31,0.747
600054,2017-12-31,0.55
600055,2017-12-31,0.2
600056,2017-12-31,1.2153
