Stkcd,Ddate,Meps
000613,2017-12-31,0.0079
000615,2017-12-31,0.4
000616,2017-12-31,0.01
000617,2017-12-31,0.76
000619,2017-12-31,0.0251
000620,2017-12-31,0.45
000623,2017-12-31,1.6
000625,2017-12-31,1.49
000626,2017-12-31,-0.32
000627,2017-12-31,0.3
000628,2017-12-31,0.078
000629,2017-12-31,0.1005
000630,2017-12-31,0.05
000631,2017-12-31,0.31
000635,2017-12-31,0.31
000636,2017-12-31,0.28
000637,2017-12-31,0.19
000638,2017-12-31,0.0522
000639,2017-12-31,0.76
000650,2017-12-31,0.31
000651,2017-12-31,3.72
000655,2017-12-31,-0.531
000656,2017-12-31,0.35
000657,2017-12-31,0.2037
000661,2017-12-31,3.89
000662,2017-12-31,0.6829
000663,2017-12-31,0.2
000665,2017-12-31,0.53
000666,2017-12-31,1.7
000667,2017-12-31,0.2596
000668,2017-12-31,0.07
000669,2017-12-31,0.49
000670,2017-12-31,-0.3853
000671,2017-12-31,0.51
000672,2017-12-31,0.97
000673,2017-12-31,0.1386
000676,2017-12-31,0.546
000678,2017-12-31,0.03
000679,2017-12-31,0.0366
000680,2017-12-31,0.0514
000681,2017-12-31,0.4151
000682,2017-12-31,0.0649
000683,2017-12-31,0.18
000685,2017-12-31,0.72
000686,2017-12-31,0.28
000687,2017-12-31,0.173
000688,2017-12-31,0.3626
000690,2017-12-31,0.05
000693,2017-12-31,-4.2094
000697,2017-12-31,0.1034
000698,2017-12-31,0.27
000700,2017-12-31,0.163
000701,2017-12-31,-0.0843
000703,2017-12-31,0.69
000705,2017-12-31,0.18
000707,2017-12-31,-1.6078
000708,2017-12-31,0.879
000709,2017-12-31,0.17
000710,2017-12-31,0.92
000711,2017-12-31,0.43
000712,2017-12-31,0.22
000715,2017-12-31,0.3
000716,2017-12-31,0.175
000717,2017-12-31,1.0401
000718,2017-12-31,0.3782
000719,2017-12-31,0.68
000721,2017-12-31,-0.0225
000722,2017-12-31,0.19
000723,2017-12-31,0.26
000725,2017-12-31,0.217
000726,2017-12-31,0.91
000727,2017-12-31,0.0026
000728,2017-12-31,0.4
000729,2017-12-31,0.057
000731,2017-12-31,0.2631
000732,2017-12-31,1.7072
000733,2017-12-31,0.434
000735,2017-12-31,0.1328
000736,2017-12-31,1.33
000738,2017-12-31,0.19
000739,2017-12-31,0.22
000750,2017-12-31,0.09
000752,2017-12-31,0.0361
000753,2017-12-31,0.086
000756,2017-12-31,0.45
000757,2017-12-31,0.1
000758,2017-12-31,0.1021
000759,2017-12-31,0.1
000760,2017-12-31,-0.21
000761,2017-12-31,0.51
000762,2017-12-31,0.0663
000766,2017-12-31,0.27
000767,2017-12-31,-0.5058
000768,2017-12-31,0.1703
000776,2017-12-31,1.13
000777,2017-12-31,0.1162
000778,2017-12-31,0.2779
000779,2017-12-31,0.425
000780,2017-12-31,0.48
000782,2017-12-31,0.07
000783,2017-12-31,0.28
000785,2017-12-31,1.42
000786,2017-12-31,1.311
000788,2017-12-31,0.06
000789,2017-12-31,0.7542
000790,2017-12-31,0.3983
000791,2017-12-31,0.2535
000792,2017-12-31,-1.4929
000793,2017-12-31,0.1376
000795,2017-12-31,0.09
000796,2017-12-31,0.2748
000797,2017-12-31,0.25
000798,2017-12-31,0.1698
000799,2017-12-31,0.542
000800,2017-12-31,0.1728
000801,2017-12-31,0.0071
000802,2017-12-31,0.4274
000806,2017-12-31,0.0093
000807,2017-12-31,0.25
000810,2017-12-31,0.09
000811,2017-12-31,0.48
000813,2017-12-31,0.3556
000815,2017-12-31,0.04
000816,2017-12-31,-0.19
000818,2017-12-31,0.37
000819,2017-12-31,-0.036
000820,2017-12-31,0.55
000821,2017-12-31,0.32
000822,2017-12-31,0.77
000823,2017-12-31,0.3574
000825,2017-12-31,0.811
000826,2017-12-31,1.268
000828,2017-12-31,0.8531
000829,2017-12-31,0.24
000830,2017-12-31,1.239
000831,2017-12-31,0.0311
000835,2017-12-31,0.39
000836,2017-12-31,0.0696
000837,2017-12-31,0.0237
000838,2017-12-31,0.1779
000839,2017-12-31,0.0662
000848,2017-12-31,0.42
000851,2017-12-31,0.2869
000852,2017-12-31,0.0157
000858,2017-12-31,2.548
000860,2017-12-31,0.7683
000861,2017-12-31,0.1
000863,2017-12-31,0.19
000869,2017-12-31,1.51
000875,2017-12-31,-0.16
000876,2017-12-31,0.54
000877,2017-12-31,0.301
000878,2017-12-31,0.1632
000880,2017-12-31,0.09
000881,2017-12-31,0.3684
000882,2017-12-31,0.0074
000883,2017-12-31,0.334
000885,2017-12-31,1.2234
000886,2017-12-31,0.095
000887,2017-12-31,0.93
000888,2017-12-31,0.3731
000889,2017-12-31,0.3676
000890,2017-12-31,0.38
000892,2017-12-31,0.42
000893,2017-12-31,-0.9094
000895,2017-12-31,1.3091
000898,2017-12-31,0.775
000899,2017-12-31,0.0169
000900,2017-12-31,0.57
000901,2017-12-31,0.4159
000902,2017-12-31,0.52
000903,2017-12-31,0.149
000905,2017-12-31,0.2
000906,2017-12-31,0.34
000908,2017-12-31,0.1842
000909,2017-12-31,0.098
000910,2017-12-31,1.22
000911,2017-12-31,-0.6
000915,2017-12-31,1.04
000917,2017-12-31,-0.33
000918,2017-12-31,1.1
000919,2017-12-31,0.2721
000920,2017-12-31,0.27
000921,2017-12-31,1.47
000922,2017-12-31,0.2216
000923,2017-12-31,0.4668
000925,2017-12-31,0.17
000926,2017-12-31,0.89
000928,2017-12-31,0.3323
000930,2017-12-31,0.2461
000931,2017-12-31,0.0191
000932,2017-12-31,1.3665
000933,2017-12-31,0.1937
000935,2017-12-31,0.27
000936,2017-12-31,0.22
000937,2017-12-31,0.3012
000938,2017-12-31,1.511
000939,2017-12-31,-0.61
000948,2017-12-31,0.0891
000949,2017-12-31,0.0241
000950,2017-12-31,0.64
000951,2017-12-31,1.34
000952,2017-12-31,0.418
000955,2017-12-31,0.0844
000957,2017-12-31,0.32
000958,2017-12-31,0.08
000959,2017-12-31,0.4179
000960,2017-12-31,0.4592
000961,2017-12-31,0.1625
000962,2017-12-31,-0.8621
000963,2017-12-31,1.83
000965,2017-12-31,0.41
000966,2017-12-31,-0.1097
000967,2017-12-31,0.35
000968,2017-12-31,0.53
000969,2017-12-31,0.0577
000970,2017-12-31,0.265
000971,2017-12-31,0.31
000972,2017-12-31,0.05
000973,2017-12-31,0.11
000975,2017-12-31,0.2084
000976,2017-12-31,0.31
000977,2017-12-31,0.3901
000978,2017-12-31,0.147
000979,2017-12-31,-0.3
000980,2017-12-31,0.71
000981,2017-12-31,0.4
000982,2017-12-31,0.0266
000983,2017-12-31,0.4979
000985,2017-12-31,0.37
000987,2017-12-31,0.285
000988,2017-12-31,0.36
000990,2017-12-31,0.645
000993,2017-12-31,0.06
000997,2017-12-31,0.6877
000998,2017-12-31,0.61
000999,2017-12-31,1.33
001696,2017-12-31,0.2379
001979,2017-12-31,1.55
002001,2017-12-31,1.57
002002,2017-12-31,0.4074
002003,2017-12-31,0.63
002004,2017-12-31,0.25
002005,2017-12-31,-0.6664
002006,2017-12-31,0.22
002007,2017-12-31,0.8825
002008,2017-12-31,1.56
002009,2017-12-31,0.23
002010,2017-12-31,0.14
002011,2017-12-31,0.1
002013,2017-12-31,0.24
002014,2017-12-31,0.61
002015,2017-12-31,0.019
002016,2017-12-31,1.1284
002017,2017-12-31,0.11
002018,2017-12-31,0.2
002019,2017-12-31,1.15
002020,2017-12-31,0.394
002021,2017-12-31,-0.14
002022,2017-12-31,0.4248
002023,2017-12-31,0.05
002024,2017-12-31,0.45
002025,2017-12-31,0.73
002026,2017-12-31,0.3
002027,2017-12-31,0.49
002028,2017-12-31,0.33
002029,2017-12-31,0.42
002030,2017-12-31,0.12
002031,2017-12-31,0.029
002032,2017-12-31,1.601
002033,2017-12-31,0.3716
002034,2017-12-31,1.22
002035,2017-12-31,0.8802
002036,2017-12-31,0.5
002037,2017-12-31,0.23
002038,2017-12-31,0.7791
002039,2017-12-31,1.049
002040,2017-12-31,0.2856
002041,2017-12-31,0.1894
002042,2017-12-31,0.69
002043,2017-12-31,0.44
002044,2017-12-31,0.24
002045,2017-12-31,0.31
002046,2017-12-31,0.0354
002047,2017-12-31,0.29
002048,2017-12-31,1.51
002049,2017-12-31,0.4612
002050,2017-12-31,0.6
002051,2017-12-31,1.33
002052,2017-12-31,0.01
002053,2017-12-31,0.2904
002054,2017-12-31,0.06
002055,2017-12-31,0.3832
002056,2017-12-31,0.35
002057,2017-12-31,0.5291
002058,2017-12-31,0.02
002059,2017-12-31,0.0979
002060,2017-12-31,0.1315
002061,2017-12-31,0.87
002062,2017-12-31,0.25
002063,2017-12-31,0.2862
002064,2017-12-31,0.23
002065,2017-12-31,0.2114
002066,2017-12-31,0.0657
002067,2017-12-31,0.58
002068,2017-12-31,0.73
002069,2017-12-31,-1.02
002070,2017-12-31,-1.6372
002071,2017-12-31,0.32
002072,2017-12-31,-0.199
002073,2017-12-31,0.0986
002074,2017-12-31,0.95
002075,2017-12-31,0.319
002076,2017-12-31,0.08
002077,2017-12-31,0.06
002078,2017-12-31,0.8
002079,2017-12-31,0.1438
002080,2017-12-31,0.951
002081,2017-12-31,0.73
002082,2017-12-31,0.41
002083,2017-12-31,0.45
002084,2017-12-31,0.1816
002085,2017-12-31,0.41
002086,2017-12-31,0.1804
002087,2017-12-31,0.3577
002088,2017-12-31,0.61
002089,2017-12-31,-0.134
002090,2017-12-31,0.6458
002091,2017-12-31,0.5
002092,2017-12-31,1.1192
002093,2017-12-31,0.1646
002094,2017-12-31,1.06
002095,2017-12-31,0.08
002096,2017-12-31,0.07
002097,2017-12-31,0.1954
002098,2017-12-31,0.33
002099,2017-12-31,0.22
002100,2017-12-31,0.42
002101,2017-12-31,0.92
002102,2017-12-31,0.108
002103,2017-12-31,0.2
002104,2017-12-31,0.228
002105,2017-12-31,0.124
002106,2017-12-31,0.2
002107,2017-12-31,0.16
002108,2017-12-31,0.4999
002109,2017-12-31,0.2941
002110,2017-12-31,2.9
002111,2017-12-31,0.3
002112,2017-12-31,-0.62
002113,2017-12-31,0.007
002115,2017-12-31,0.114
002116,2017-12-31,0.48
002117,2017-12-31,0.638
002118,2017-12-31,0.29
002120,2017-12-31,1.31
002121,2017-12-31,0.2898
002122,2017-12-31,0.04
002123,2017-12-31,0.28
002124,2017-12-31,0.34
002125,2017-12-31,0.14
002126,2017-12-31,0.41
002127,2017-12-31,0.34
002128,2017-12-31,1.07
002129,2017-12-31,0.2211
002130,2017-12-31,0.1329
002131,2017-12-31,0.12
002132,2017-12-31,0.045
002133,2017-12-31,0.25
002135,2017-12-31,0.12
002136,2017-12-31,0.7616
002137,2017-12-31,0.1276
002138,2017-12-31,0.44
002139,2017-12-31,0.32
002140,2017-12-31,-0.14
002141,2017-12-31,0.0081
002142,2017-12-31,1.8
002143,2017-12-31,0.4343
002145,2017-12-31,0.24
002146,2017-12-31,1.32
002147,2017-12-31,0.74
002148,2017-12-31,0.24
002149,2017-12-31,0.1271
002150,2017-12-31,0.26
002151,2017-12-31,0.21
002152,2017-12-31,0.37
002153,2017-12-31,0.39
002154,2017-12-31,0.02
002155,2017-12-31,0.25
002156,2017-12-31,0.13
002157,2017-12-31,0.23
002158,2017-12-31,0.4279
002159,2017-12-31,0.04
002160,2017-12-31,0.236
002161,2017-12-31,0.0021
002162,2017-12-31,0.0236
002163,2017-12-31,-0.01
002164,2017-12-31,0.29
002165,2017-12-31,0.07
002167,2017-12-31,-0.06
002168,2017-12-31,-0.14
002169,2017-12-31,0.1589
002170,2017-12-31,-0.1165
002171,2017-12-31,0.337
002172,2017-12-31,0.21
002173,2017-12-31,0.31
002174,2017-12-31,0.76
002175,2017-12-31,-0.3584
002176,2017-12-31,0.19
002177,2017-12-31,0.0181
002178,2017-12-31,0.03
002179,2017-12-31,1.0525
002180,2017-12-31,0.9443
002181,2017-12-31,0.0625
002182,2017-12-31,0.2395
002183,2017-12-31,0.28
002184,2017-12-31,0.0596
002185,2017-12-31,0.2324
002186,2017-12-31,0.4409
002187,2017-12-31,0.51
002188,2017-12-31,-6.83
002190,2017-12-31,-0.3138
002191,2017-12-31,0.43
002192,2017-12-31,0.1393
002193,2017-12-31,0.27
002194,2017-12-31,-0.91
002195,2017-12-31,0.29
002196,2017-12-31,0.3
002197,2017-12-31,0.08
002198,2017-12-31,-0.4232
002200,2017-12-31,-2.3681
002201,2017-12-31,-0.01
002202,2017-12-31,0.839
002203,2017-12-31,0.4217
002204,2017-12-31,0.01
002205,2017-12-31,0.1369
002206,2017-12-31,0.26
002207,2017-12-31,0.04
002208,2017-12-31,0.41
002209,2017-12-31,0.1033
002210,2017-12-31,0.19
002211,2017-12-31,0.05
002212,2017-12-31,0.38
002214,2017-12-31,0.07
002215,2017-12-31,0.34
002216,2017-12-31,0.09
002217,2017-12-31,0.38
002218,2017-12-31,0.13
002219,2017-12-31,0.1087
002220,2017-12-31,0.24
002221,2017-12-31,0.6562
002222,2017-12-31,0.3195
002223,2017-12-31,0.59
002224,2017-12-31,0.24
002225,2017-12-31,0.02
002226,2017-12-31,0.0897
002227,2017-12-31,0.0673
002228,2017-12-31,0.13
002229,2017-12-31,0.0214
002230,2017-12-31,0.33
002231,2017-12-31,0.0268
002232,2017-12-31,0.1302
002233,2017-12-31,0.7635
002234,2017-12-31,-0.96
002235,2017-12-31,-0.8812
002236,2017-12-31,0.82
002237,2017-12-31,0.4
002238,2017-12-31,0.38
002239,2017-12-31,0.12
002240,2017-12-31,0.05
002241,2017-12-31,0.68
002242,2017-12-31,0.9
002243,2017-12-31,0.1158
002244,2017-12-31,0.55
002245,2017-12-31,0.3616
002246,2017-12-31,0.21
002247,2017-12-31,0.65
002249,2017-12-31,0.18
002250,2017-12-31,0.22
002251,2017-12-31,0.1695
002252,2017-12-31,0.17
002253,2017-12-31,0.2
002254,2017-12-31,0.16
002255,2017-12-31,0.157
002256,2017-12-31,0.08
002258,2017-12-31,0.77
002259,2017-12-31,0.018
002260,2017-12-31,-1.94
002261,2017-12-31,0.06
002262,2017-12-31,0.3911
002263,2017-12-31,-0.3
002264,2017-12-31,-0.08
002266,2017-12-31,0.04
002267,2017-12-31,0.3556
002268,2017-12-31,0.2109
002269,2017-12-31,-0.12
002270,2017-12-31,0.61
002271,2017-12-31,1.4
002273,2017-12-31,0.54
002274,2017-12-31,0.0903
002275,2017-12-31,0.79
002276,2017-12-31,0.12
002277,2017-12-31,0.2188
002278,2017-12-31,0.03
002279,2017-12-31,0.4351
002280,2017-12-31,0.03
002281,2017-12-31,0.53
002282,2017-12-31,0.15
002283,2017-12-31,0.3
002284,2017-12-31,0.11
002285,2017-12-31,0.49
002286,2017-12-31,0.13
002287,2017-12-31,0.741
002288,2017-12-31,0.0503
002289,2017-12-31,-0.4548
002290,2017-12-31,0.01
002291,2017-12-31,-0.88
002292,2017-12-31,0.07
002293,2017-12-31,0.6083
002294,2017-12-31,1.39
002295,2017-12-31,0.2351
002296,2017-12-31,-0.4029
002297,2017-12-31,-0.13
002298,2017-12-31,0.2446
002299,2017-12-31,0.2562
002301,2017-12-31,0.33
002302,2017-12-31,0.1
002303,2017-12-31,0.2258
002304,2017-12-31,4.4
002305,2017-12-31,0.0331
002307,2017-12-31,0.09
002308,2017-12-31,0.22
002309,2017-12-31,0.48
002310,2017-12-31,0.81
002311,2017-12-31,0.78
002312,2017-12-31,0.22
002313,2017-12-31,0.33
002314,2017-12-31,0.22
002315,2017-12-31,0.31
002316,2017-12-31,-0.0619
002317,2017-12-31,0.52
002318,2017-12-31,0.16
002320,2017-12-31,0.45
002321,2017-12-31,0.1147
002322,2017-12-31,0.7
002323,2017-12-31,0.3541
002324,2017-12-31,0.64
002325,2017-12-31,0.11
002326,2017-12-31,0.22
002327,2017-12-31,0.6
002328,2017-12-31,0.21
002329,2017-12-31,0.0677
002330,2017-12-31,0.015
002331,2017-12-31,0.2361
002332,2017-12-31,0.23
002333,2017-12-31,-0.0775
002334,2017-12-31,0.2992
002335,2017-12-31,1.55
002338,2017-12-31,0.16
002339,2017-12-31,0.19
002340,2017-12-31,0.16
002341,2017-12-31,0.3429
002342,2017-12-31,-0.018
002343,2017-12-31,1.29
002344,2017-12-31,0.23
002345,2017-12-31,0.33
002347,2017-12-31,-0.1652
002348,2017-12-31,0.0582
002349,2017-12-31,0.2086
002350,2017-12-31,0.1869
002351,2017-12-31,0.2
002352,2017-12-31,1.12
002353,2017-12-31,0.07
002354,2017-12-31,1.1742
002355,2017-12-31,0.12
002356,2017-12-31,0.4638
002357,2017-12-31,0.3292
002358,2017-12-31,0.48
002359,2017-12-31,0.2148
002361,2017-12-31,0.14
002362,2017-12-31,0.202
002363,2017-12-31,0.14
002364,2017-12-31,0.11
002365,2017-12-31,0.71
002366,2017-12-31,1.17
002367,2017-12-31,0.4089
002368,2017-12-31,0.7027
002369,2017-12-31,0.03
002370,2017-12-31,0.38
002371,2017-12-31,0.2743
002372,2017-12-31,0.83
002373,2017-12-31,0.33
002374,2017-12-31,0.1
002375,2017-12-31,0.27
002376,2017-12-31,0.45
002377,2017-12-31,0.08
002378,2017-12-31,0.03
002380,2017-12-31,0.46
002381,2017-12-31,0.26
002382,2017-12-31,0.41
002383,2017-12-31,0.3278
002384,2017-12-31,0.54
002385,2017-12-31,0.31
002386,2017-12-31,0.1528
002387,2017-12-31,0.0327
002389,2017-12-31,0.43
002390,2017-12-31,0.19
002391,2017-12-31,0.634
002392,2017-12-31,0.14
002394,2017-12-31,1.113
002395,2017-12-31,0.0732
002396,2017-12-31,0.8528
002397,2017-12-31,0.07
002398,2017-12-31,0.56
002400,2017-12-31,-0.11
002401,2017-12-31,0.2505
002402,2017-12-31,0.21
002403,2017-12-31,0.49
002404,2017-12-31,0.21
002405,2017-12-31,0.2186
002406,2017-12-31,0.33
002407,2017-12-31,0.41
002408,2017-12-31,0.48
002409,2017-12-31,0.1004
002410,2017-12-31,0.422
002411,2017-12-31,0.5825
002412,2017-12-31,0.3676
002413,2017-12-31,0.11
002414,2017-12-31,0.0936
002415,2017-12-31,1.03
002416,2017-12-31,0.367
002417,2017-12-31,0.03
002418,2017-12-31,0.17
002419,2017-12-31,0.8975
002421,2017-12-31,0.1635
002422,2017-12-31,0.52
002423,2017-12-31,-0.5128
002424,2017-12-31,0.37
002425,2017-12-31,0.31
002426,2017-12-31,0.048
002427,2017-12-31,0.81
002428,2017-12-31,0.01
002429,2017-12-31,0.13
002430,2017-12-31,0.41
002431,2017-12-31,0.21
002432,2017-12-31,-0.38
002433,2017-12-31,0.38
002434,2017-12-31,0.48
002435,2017-12-31,0.68
002436,2017-12-31,0.11
002437,2017-12-31,0.1409
002438,2017-12-31,0.13
002439,2017-12-31,0.51
002440,2017-12-31,1.22
002441,2017-12-31,0.37
002443,2017-12-31,0.31
002444,2017-12-31,0.51
002445,2017-12-31,0.36
002446,2017-12-31,0.13
002447,2017-12-31,0.19
002448,2017-12-31,0.4723
002449,2017-12-31,0.7549
002450,2017-12-31,0.7
002451,2017-12-31,0.13
002452,2017-12-31,0.116
002453,2017-12-31,0.03
002454,2017-12-31,0.87
002455,2017-12-31,0.22
002456,2017-12-31,0.3072
002457,2017-12-31,0.06
002458,2017-12-31,-0.92
002460,2017-12-31,1.98
002461,2017-12-31,0.18
002462,2017-12-31,1.05
002463,2017-12-31,0.1216
002464,2017-12-31,0.83
002465,2017-12-31,0.13
002466,2017-12-31,1.94
002467,2017-12-31,0.04
002468,2017-12-31,0.97
002469,2017-12-31,0.11
002470,2017-12-31,0.23
002472,2017-12-31,0.36
002473,2017-12-31,-0.3556
002474,2017-12-31,0.0527
002475,2017-12-31,0.53
002477,2017-12-31,0.01
002478,2017-12-31,0.17
002479,2017-12-31,0.43
002480,2017-12-31,0.0193
002481,2017-12-31,0.03
002482,2017-12-31,0.42
002483,2017-12-31,0.13
002484,2017-12-31,0.2331
002485,2017-12-31,0.1145
002486,2017-12-31,0.0338
002487,2017-12-31,0.08
002488,2017-12-31,0.09
002489,2017-12-31,0.04
002490,2017-12-31,0.05
002491,2017-12-31,0.478
002492,2017-12-31,0.1604
002493,2017-12-31,0.52
002494,2017-12-31,-0.2
002495,2017-12-31,0.0229
002496,2017-12-31,0.27
002497,2017-12-31,0.25
002498,2017-12-31,0.08
002499,2017-12-31,0.22
002500,2017-12-31,0.14
002501,2017-12-31,0.44
002502,2017-12-31,0.42
002503,2017-12-31,0.2
002504,2017-12-31,-0.14
002505,2017-12-31,0.0043
002506,2017-12-31,0.005
002507,2017-12-31,0.52
002508,2017-12-31,1.54
002509,2017-12-31,0.24
002510,2017-12-31,0.11
002511,2017-12-31,0.47
002512,2017-12-31,0.1563
002513,2017-12-31,0.1
002514,2017-12-31,0.07
002515,2017-12-31,0.11
002516,2017-12-31,0.255
002517,2017-12-31,1.12
002518,2017-12-31,0.64
002519,2017-12-31,0.16
002520,2017-12-31,0.1
002521,2017-12-31,0.32
002522,2017-12-31,0.08
002523,2017-12-31,0.12
002524,2017-12-31,0.01
002527,2017-12-31,0.22
002528,2017-12-31,0.1216
002529,2017-12-31,0.027
002530,2017-12-31,0.47
002531,2017-12-31,0.26
002532,2017-12-31,0.25
002533,2017-12-31,0.226
002534,2017-12-31,0.57
002535,2017-12-31,0.04
002536,2017-12-31,0.72
002537,2017-12-31,0.33
002538,2017-12-31,0.3
002539,2017-12-31,0.1
002540,2017-12-31,0.2867
002541,2017-12-31,0.6
002542,2017-12-31,0.13
002543,2017-12-31,0.9395
002544,2017-12-31,0.35
002545,2017-12-31,0.1909
002546,2017-12-31,0.13
002547,2017-12-31,-0.32
002548,2017-12-31,0.18
002549,2017-12-31,0.0832
002550,2017-12-31,0.14
002551,2017-12-31,0.26
002552,2017-12-31,-0.45
002553,2017-12-31,0.2257
002554,2017-12-31,0.08
002555,2017-12-31,0.76
002556,2017-12-31,0.1904
002557,2017-12-31,0.63
002558,2017-12-31,0.64
002559,2017-12-31,0.2552
002560,2017-12-31,0.03
002561,2017-12-31,0.57
002562,2017-12-31,0.76
002563,2017-12-31,0.42
002564,2017-12-31,0.31
002565,2017-12-31,0.15
002566,2017-12-31,0.1815
002567,2017-12-31,0.39
002568,2017-12-31,0.22
002569,2017-12-31,-0.24
002570,2017-12-31,-1.0338
002572,2017-12-31,0.98
002573,2017-12-31,0.6072
002574,2017-12-31,0.17
002575,2017-12-31,-0.04
002576,2017-12-31,0.02
002577,2017-12-31,0.07
002578,2017-12-31,0.04
002580,2017-12-31,0.09
002581,2017-12-31,0.5887
002582,2017-12-31,0.21
002583,2017-12-31,0.14
002584,2017-12-31,0.16
002585,2017-12-31,0.0678
002586,2017-12-31,0.22
002587,2017-12-31,0.22
002588,2017-12-31,0.23
002589,2017-12-31,0.67
002590,2017-12-31,0.27
002591,2017-12-31,0.0519
002592,2017-12-31,0.48
002593,2017-12-31,0.1
002594,2017-12-31,1.4
002595,2017-12-31,0.84
