Stkcd,Accper,Indcd
002465,2017/12/31,C39
002466,2017/3/31,C32
002466,2017/6/30,C32
002466,2017/9/30,C32
002466,2017/12/31,C32
002467,2017/3/31,I64
002467,2017/6/30,I64
002467,2017/9/30,I64
002467,2017/12/31,I64
002468,2017/3/31,C34
002468,2017/6/30,C34
002468,2017/9/30,G60
002468,2017/12/31,G60
002469,2017/3/31,M74
002469,2017/6/30,M74
002469,2017/9/30,M74
002469,2017/12/31,M74
002470,2017/3/31,C26
002470,2017/6/30,C26
002470,2017/9/30,C26
002471,2017/3/31,C38
002471,2017/6/30,C38
002471,2017/9/30,C38
002471,2017/12/31,C38
002472,2017/3/31,C34
002472,2017/6/30,C34
002472,2017/9/30,C34
002472,2017/12/31,C34
002473,2017/3/31,C38
002473,2017/12/31,C38
002474,2017/3/31,I65
002474,2017/6/30,I65
002474,2017/9/30,I65
002474,2017/12/31,I65
002475,2017/3/31,C39
002475,2017/6/30,C39
002475,2017/9/30,C39
002475,2017/12/31,C39
002476,2017/3/31,C26
002476,2017/6/30,C26
002476,2017/9/30,C26
002476,2017/12/31,C26
002477,2017/3/31,A03
002477,2017/6/30,A03
002477,2017/9/30,A03
002477,2017/12/31,A03
002478,2017/3/31,C33
002478,2017/6/30,C33
002478,2017/9/30,C33
002478,2017/12/31,C33
002479,2017/3/31,D44
002479,2017/6/30,D44
002479,2017/9/30,D44
002479,2017/12/31,D44
002480,2017/3/31,C34
002480,2017/6/30,C34
002480,2017/9/30,C34
002480,2017/12/31,C34
002481,2017/3/31,C14
002481,2017/6/30,C14
002481,2017/9/30,C14
002481,2017/12/31,C14
002482,2017/3/31,E50
002482,2017/6/30,E50
002482,2017/9/30,E50
002482,2017/12/31,E50
002483,2017/3/31,C34
002483,2017/6/30,C34
002483,2017/9/30,C34
002483,2017/12/31,C34
002484,2017/3/31,C39
002484,2017/6/30,C39
002484,2017/9/30,C39
002484,2017/12/31,C39
002485,2017/3/31,C18
002485,2017/6/30,C18
002485,2017/9/30,C18
002485,2017/12/31,C18
002486,2017/9/30,C18
002486,2017/12/31,C18
002487,2017/3/31,C33
002487,2017/6/30,C33
002487,2017/9/30,C33
002487,2017/12/31,C33
002488,2017/3/31,C36
002488,2017/6/30,C36
002488,2017/9/30,C36
002488,2017/12/31,C36
002489,2017/3/31,C21
002489,2017/6/30,C21
002489,2017/9/30,C21
002489,2017/12/31,C21
002490,2017/3/31,C35
002490,2017/6/30,C35
002490,2017/9/30,C35
002490,2017/12/31,C35
002491,2017/3/31,C38
002491,2017/6/30,C38
002491,2017/9/30,C38
002491,2017/12/31,C38
002492,2017/6/30,G59
002492,2017/9/30,G59
002492,2017/12/31,G59
002493,2017/3/31,C28
002493,2017/6/30,C28
002493,2017/9/30,C28
002493,2017/12/31,C28
002494,2017/3/31,C19
002494,2017/6/30,C19
002494,2017/9/30,C19
002494,2017/12/31,C19
002495,2017/3/31,C14
002495,2017/6/30,C14
002495,2017/9/30,C14
002495,2017/12/31,C14
002496,2017/3/31,C26
002496,2017/6/30,C26
002496,2017/9/30,C26
002496,2017/12/31,C26
002497,2017/3/31,C26
002497,2017/6/30,C26
002497,2017/9/30,C26
002497,2017/12/31,C26
002498,2017/3/31,C38
002498,2017/6/30,C38
002498,2017/9/30,C38
002498,2017/12/31,C38
002499,2017/3/31,C35
002499,2017/9/30,C35
002499,2017/12/31,D44
002500,2017/3/31,J67
002500,2017/6/30,J67
002500,2017/9/30,J67
002500,2017/12/31,J67
002501,2017/3/31,C32
002501,2017/6/30,C32
002501,2017/9/30,C32
002501,2017/12/31,C32
002502,2017/3/31,R86
002502,2017/6/30,R86
002502,2017/9/30,R86
002502,2017/12/31,R86
002503,2017/3/31,C18
002503,2017/6/30,C18
002503,2017/9/30,C18
002503,2017/12/31,C18
002504,2017/3/31,E50
002504,2017/12/31,E50
002505,2017/3/31,A03
002505,2017/9/30,A03
002505,2017/12/31,A03
002506,2017/3/31,C39
002506,2017/6/30,C39
002506,2017/9/30,C39
002506,2017/12/31,C39
002507,2017/3/31,C14
002507,2017/6/30,C14
002507,2017/9/30,C14
002507,2017/12/31,C14
002508,2017/3/31,C38
002508,2017/6/30,C38
002508,2017/9/30,C38
002508,2017/12/31,C38
002509,2017/6/30,C35
002509,2017/9/30,C35
002509,2017/12/31,C35
002510,2017/3/31,C36
002510,2017/6/30,C36
002510,2017/9/30,C36
002510,2017/12/31,C36
002511,2017/3/31,C22
002511,2017/6/30,C22
002511,2017/9/30,C22
002511,2017/12/31,C22
002512,2017/3/31,C39
002512,2017/6/30,C39
002512,2017/9/30,C39
002512,2017/12/31,C39
002513,2017/3/31,C26
002513,2017/9/30,C26
002513,2017/12/31,C26
002514,2017/3/31,C33
002514,2017/6/30,C33
002514,2017/9/30,C33
002514,2017/12/31,C33
002515,2017/3/31,C13
002515,2017/6/30,C13
002515,2017/9/30,C13
002515,2017/12/31,C13
002516,2017/3/31,C17
002516,2017/6/30,C17
002516,2017/9/30,C17
002516,2017/12/31,C17
002517,2017/3/31,I64
002517,2017/6/30,I64
002517,2017/9/30,I64
002517,2017/12/31,I64
002518,2017/3/31,C38
002518,2017/6/30,C38
002518,2017/9/30,C38
002518,2017/12/31,C38
002519,2017/3/31,C39
002519,2017/6/30,C39
002519,2017/9/30,C39
002519,2017/12/31,C39
002520,2017/3/31,C34
002520,2017/6/30,C34
002520,2017/9/30,C34
002521,2017/3/31,C22
002521,2017/6/30,C22
002521,2017/9/30,C22
002521,2017/12/31,C22
002522,2017/3/31,C29
002522,2017/6/30,C29
002522,2017/9/30,C29
002522,2017/12/31,C29
002523,2017/3/31,C34
002523,2017/6/30,C34
002523,2017/9/30,C34
002523,2017/12/31,C34
002524,2017/3/31,D45
002524,2017/6/30,D45
002524,2017/9/30,D45
002524,2017/12/31,D45
002526,2017/3/31,C35
002526,2017/6/30,C35
002526,2017/9/30,C35
002526,2017/12/31,C35
002527,2017/3/31,C38
002527,2017/6/30,C38
002527,2017/9/30,C38
002527,2017/12/31,C38
002528,2017/3/31,C39
002528,2017/6/30,C39
002528,2017/9/30,C39
002528,2017/12/31,C39
002529,2017/3/31,C34
002529,2017/6/30,C34
002529,2017/9/30,C34
002529,2017/12/31,C34
002530,2017/3/31,C34
002530,2017/6/30,C34
002530,2017/9/30,I64
002530,2017/12/31,I64
002531,2017/3/31,C38
002531,2017/6/30,C38
002531,2017/9/30,C38
002531,2017/12/31,C38
002532,2017/3/31,C34
002532,2017/6/30,C34
002532,2017/9/30,C34
002532,2017/12/31,C34
002533,2017/3/31,C38
002533,2017/6/30,C38
002533,2017/9/30,C38
002533,2017/12/31,C38
002534,2017/3/31,C34
002534,2017/6/30,C34
002534,2017/9/30,C34
002534,2017/12/31,C34
002535,2017/3/31,C35
002535,2017/6/30,C35
002535,2017/9/30,C35
002535,2017/12/31,C35
002536,2017/3/31,C36
002536,2017/6/30,C36
002536,2017/9/30,C36
002536,2017/12/31,C36
002537,2017/3/31,C34
002537,2017/6/30,C34
002537,2017/9/30,C34
002537,2017/12/31,C34
002538,2017/3/31,C26
002538,2017/6/30,C26
002538,2017/9/30,C26
002538,2017/12/31,C26
002539,2017/3/31,C26
002539,2017/6/30,C26
002539,2017/9/30,C26
002539,2017/12/31,C26
002540,2017/3/31,C32
002540,2017/6/30,C32
002540,2017/9/30,C32
002540,2017/12/31,C32
002541,2017/3/31,C33
002541,2017/6/30,C33
002541,2017/9/30,C33
002541,2017/12/31,C33
002542,2017/3/31,E48
002542,2017/6/30,E48
002542,2017/9/30,E48
002542,2017/12/31,E48
002543,2017/3/31,C38
002543,2017/6/30,C38
002543,2017/9/30,C38
002543,2017/12/31,C38
002544,2017/3/31,I65
002544,2017/6/30,I65
002544,2017/9/30,I65
002544,2017/12/31,I65
002545,2017/3/31,C33
002545,2017/6/30,C33
002545,2017/9/30,C33
002545,2017/12/31,C33
002546,2017/3/31,C38
002546,2017/6/30,C38
002546,2017/9/30,C38
002546,2017/12/31,C38
002547,2017/9/30,C33
002547,2017/12/31,C33
002548,2017/3/31,C13
002548,2017/6/30,C13
002548,2017/9/30,C13
002548,2017/12/31,C13
002549,2017/3/31,N77
002549,2017/6/30,N77
002549,2017/9/30,N77
002549,2017/12/31,N77
002550,2017/3/31,C27
002550,2017/6/30,C27
002550,2017/9/30,C27
002550,2017/12/31,C27
002551,2017/3/31,C35
002551,2017/6/30,C35
002551,2017/9/30,C35
002551,2017/12/31,C35
002552,2017/3/31,C34
002552,2017/6/30,C34
002552,2017/9/30,C34
002552,2017/12/31,C34
002553,2017/3/31,C34
002553,2017/6/30,C34
002553,2017/9/30,C34
002553,2017/12/31,C34
002554,2017/3/31,B11
002554,2017/6/30,B11
002554,2017/9/30,B11
002554,2017/12/31,B11
002555,2017/3/31,I64
002555,2017/6/30,I64
002555,2017/9/30,I64
002555,2017/12/31,I64
002556,2017/3/31,F52
002556,2017/6/30,F52
002556,2017/9/30,F52
002556,2017/12/31,F52
002557,2017/3/31,C13
002557,2017/6/30,C13
002557,2017/9/30,C13
002557,2017/12/31,C13
002558,2017/3/31,I64
002558,2017/6/30,I64
002558,2017/9/30,I64
002558,2017/12/31,I64
002559,2017/3/31,C34
002559,2017/6/30,C34
002559,2017/9/30,C34
002559,2017/12/31,C34
002560,2017/3/31,C38
002560,2017/6/30,C38
002560,2017/9/30,C38
002560,2017/12/31,C38
002561,2017/3/31,F52
002561,2017/6/30,F52
002561,2017/9/30,F52
002561,2017/12/31,F52
002562,2017/3/31,C26
002562,2017/6/30,C26
002562,2017/9/30,C26
002562,2017/12/31,C26
002563,2017/3/31,C18
002563,2017/6/30,C18
002563,2017/9/30,C18
002563,2017/12/31,C18
002564,2017/3/31,C35
002564,2017/6/30,C35
002564,2017/9/30,C35
002564,2017/12/31,C35
002565,2017/3/31,C22
002565,2017/6/30,C22
002565,2017/9/30,C22
002565,2017/12/31,C22
002566,2017/3/31,C27
002566,2017/6/30,C27
002566,2017/9/30,C27
002566,2017/12/31,C27
002567,2017/3/31,C13
002567,2017/6/30,C13
002567,2017/9/30,C13
002567,2017/12/31,C13
002568,2017/3/31,C15
002568,2017/6/30,C15
002568,2017/9/30,C15
002568,2017/12/31,C15
002569,2017/3/31,C18
002569,2017/12/31,C18
002570,2017/3/31,C14
002570,2017/6/30,C14
002570,2017/9/30,C14
002570,2017/12/31,C14
002571,2017/3/31,C30
002571,2017/6/30,C30
002571,2017/9/30,C30
002571,2017/12/31,C30
002572,2017/3/31,C21
002572,2017/6/30,C21
002572,2017/9/30,C21
002572,2017/12/31,C21
002573,2017/3/31,N77
002573,2017/6/30,N77
002573,2017/9/30,N77
002573,2017/12/31,N77
002574,2017/3/31,C41
002574,2017/6/30,C41
002574,2017/9/30,C41
002574,2017/12/31,C41
002575,2017/6/30,C24
002575,2017/9/30,C24
002577,2017/3/31,C39
002577,2017/6/30,C39
002577,2017/9/30,C39
002577,2017/12/31,C39
002578,2017/6/30,C32
002578,2017/9/30,C32
002578,2017/12/31,C32
002579,2017/3/31,C39
002579,2017/6/30,C39
002579,2017/9/30,C39
002580,2017/3/31,C38
002580,2017/6/30,C38
002580,2017/9/30,C38
002581,2017/3/31,C27
002581,2017/6/30,C27
002581,2017/9/30,C27
002581,2017/12/31,C27
002582,2017/3/31,C13
002582,2017/6/30,C13
002582,2017/9/30,C13
002582,2017/12/31,C13
002583,2017/3/31,C39
002583,2017/6/30,C39
002583,2017/9/30,C39
002583,2017/12/31,C39
002584,2017/3/31,C26
002584,2017/6/30,C26
002584,2017/9/30,C26
002584,2017/12/31,C26
002585,2017/3/31,C29
002585,2017/6/30,C29
002585,2017/9/30,C29
002585,2017/12/31,C29
002586,2017/3/31,E48
002586,2017/9/30,E48
002586,2017/12/31,E48
002587,2017/3/31,C39
002587,2017/6/30,C39
002587,2017/9/30,C39
002587,2017/12/31,C39
002588,2017/3/31,C26
002588,2017/6/30,C26
002588,2017/9/30,C26
002588,2017/12/31,C26
002589,2017/3/31,F51
002589,2017/6/30,F51
002589,2017/9/30,F51
002589,2017/12/31,F51
002590,2017/3/31,C36
002590,2017/6/30,C36
002590,2017/9/30,C36
002590,2017/12/31,C36
002591,2017/3/31,C26
002591,2017/6/30,C26
002591,2017/9/30,C26
002591,2017/12/31,C26
002592,2017/3/31,C36
002592,2017/6/30,C36
002592,2017/9/30,C36
002593,2017/3/31,C36
002593,2017/6/30,C36
002593,2017/9/30,C36
002593,2017/12/31,C36
002594,2017/3/31,C36
002594,2017/6/30,C36
002594,2017/9/30,C36
002594,2017/12/31,C36
002595,2017/3/31,C35
002595,2017/6/30,C35
002595,2017/9/30,C35
002595,2017/12/31,C35
002596,2017/3/31,C30
002596,2017/9/30,C30
002596,2017/12/31,C30
002597,2017/3/31,C26
002597,2017/6/30,C26
002597,2017/9/30,C26
002597,2017/12/31,C26
002598,2017/3/31,C34
002598,2017/6/30,C34
002598,2017/9/30,C34
002598,2017/12/31,C34
002599,2017/3/31,C23
002599,2017/6/30,C23
002599,2017/9/30,C23
002599,2017/12/31,C23
002600,2017/9/30,C39
002600,2017/12/31,C39
002601,2017/3/31,C26
002601,2017/6/30,C26
002601,2017/9/30,C26
002601,2017/12/31,C26
002602,2017/3/31,C36
002602,2017/6/30,C36
002602,2017/9/30,C36
002602,2017/12/31,C36
002603,2017/3/31,C27
002603,2017/6/30,C27
002603,2017/9/30,C27
002603,2017/12/31,C27
002604,2017/3/31,C13
002604,2017/6/30,C13
002604,2017/9/30,C13
002605,2017/3/31,C24
002605,2017/6/30,C24
002605,2017/9/30,C24
002605,2017/12/31,C24
002606,2017/3/31,C38
002606,2017/12/31,C38
002607,2017/3/31,F52
002607,2017/6/30,F52
002607,2017/9/30,F52
002607,2017/12/31,F52
002608,2017/3/31,C37
002608,2017/6/30,D44
002608,2017/9/30,D44
002608,2017/12/31,D44
002609,2017/3/31,I65
002609,2017/6/30,I65
002609,2017/9/30,I65
002609,2017/12/31,I65
002610,2017/3/31,C38
002610,2017/9/30,C38
002610,2017/12/31,C38
002611,2017/3/31,C35
002611,2017/6/30,C35
002611,2017/9/30,C35
002611,2017/12/31,C35
002612,2017/3/31,C18
002612,2017/6/30,C18
002612,2017/9/30,C18
002612,2017/12/31,C18
002613,2017/3/31,C35
002613,2017/6/30,C35
002613,2017/9/30,C35
002613,2017/12/31,C35
002614,2017/3/31,C35
002614,2017/6/30,C35
002614,2017/9/30,C35
002614,2017/12/31,C35
002615,2017/3/31,C33
002615,2017/6/30,C33
002615,2017/9/30,C33
002615,2017/12/31,C33
002616,2017/3/31,C38
002616,2017/6/30,C38
002616,2017/9/30,C38
002616,2017/12/31,C38
002617,2017/3/31,C38
002617,2017/6/30,C38
002617,2017/9/30,C38
002617,2017/12/31,C38
002618,2017/3/31,C39
002618,2017/6/30,C39
002618,2017/9/30,C39
002618,2017/12/31,C39
002619,2017/3/31,C30
002619,2017/12/31,I64
002620,2017/3/31,E50
002620,2017/6/30,E50
002620,2017/9/30,E50
002620,2017/12/31,E50
002621,2017/3/31,C35
002621,2017/12/31,C35
002622,2017/3/31,C38
002622,2017/9/30,C38
002622,2017/12/31,C38
002623,2017/3/31,C30
002623,2017/6/30,C30
002623,2017/9/30,C30
002623,2017/12/31,C30
002624,2017/3/31,I64
002624,2017/6/30,I64
002624,2017/9/30,I64
002624,2017/12/31,I64
002625,2017/3/31,C36
002625,2017/12/31,C36
002626,2017/3/31,C14
002626,2017/6/30,C14
002626,2017/9/30,C14
002626,2017/12/31,C14
002627,2017/3/31,G54
002627,2017/6/30,G54
002627,2017/9/30,G54
002627,2017/12/31,G54
002628,2017/3/31,E48
002628,2017/6/30,E48
002628,2017/9/30,E48
002628,2017/12/31,E48
002629,2017/3/31,B11
002629,2017/6/30,B11
002629,2017/9/30,B11
002629,2017/12/31,B11
002630,2017/3/31,C34
002630,2017/6/30,C34
002630,2017/9/30,C34
002630,2017/12/31,C34
002631,2017/3/31,C20
002631,2017/6/30,C20
002631,2017/9/30,C20
002631,2017/12/31,C20
002632,2017/3/31,C26
002632,2017/6/30,C26
002632,2017/9/30,C26
002632,2017/12/31,C26
002633,2017/3/31,C34
002633,2017/6/30,C34
002633,2017/9/30,C34
002633,2017/12/31,C34
002634,2017/3/31,C18
002634,2017/6/30,C18
002634,2017/9/30,C18
002634,2017/12/31,C18
002635,2017/3/31,C39
002635,2017/6/30,C39
002635,2017/9/30,C39
002635,2017/12/31,C39
002636,2017/3/31,C39
002636,2017/6/30,C39
002636,2017/9/30,C39
002636,2017/12/31,C39
002637,2017/3/31,C26
002637,2017/6/30,C26
002637,2017/9/30,C26
002637,2017/12/31,C26
002638,2017/12/31,C38
002639,2017/3/31,C34
002639,2017/6/30,C34
002639,2017/9/30,C34
002639,2017/12/31,C34
002640,2017/3/31,F52
002640,2017/6/30,F52
002640,2017/9/30,F52
002640,2017/12/31,F52
002641,2017/3/31,C29
002641,2017/6/30,C29
002641,2017/9/30,C29
002641,2017/12/31,C29
002642,2017/3/31,I65
002642,2017/9/30,I65
002642,2017/12/31,I65
002643,2017/3/31,C26
002643,2017/6/30,C26
002643,2017/9/30,C26
002643,2017/12/31,C26
002644,2017/3/31,C27
002644,2017/6/30,C27
002644,2017/9/30,C27
002644,2017/12/31,C27
002645,2017/3/31,C35
002645,2017/6/30,C35
002645,2017/9/30,C35
002645,2017/12/31,C35
002646,2017/3/31,C15
002646,2017/6/30,C15
002646,2017/9/30,C15
002646,2017/12/31,C15
002647,2017/3/31,C38
002647,2017/6/30,C38
002647,2017/9/30,J69
002647,2017/12/31,J69
002648,2017/3/31,C26
002648,2017/6/30,C26
002648,2017/9/30,C26
002648,2017/12/31,C26
002649,2017/3/31,I65
002649,2017/6/30,I65
002649,2017/9/30,I65
002649,2017/12/31,I65
002650,2017/3/31,C14
002650,2017/12/31,C14
002651,2017/3/31,C35
002651,2017/6/30,C35
002651,2017/9/30,C35
002651,2017/12/31,C35
002652,2017/6/30,C33
002652,2017/9/30,C33
002652,2017/12/31,C33
002653,2017/3/31,C27
002653,2017/6/30,C27
002653,2017/9/30,C27
002653,2017/12/31,C27
002654,2017/3/31,C39
002654,2017/9/30,C39
002654,2017/12/31,C39
002655,2017/3/31,C39
002655,2017/6/30,C39
002655,2017/9/30,C39
002655,2017/12/31,C39
002656,2017/3/31,C18
002656,2017/6/30,C18
002656,2017/9/30,C18
002656,2017/12/31,C18
002657,2017/3/31,I65
002657,2017/6/30,I65
002657,2017/9/30,I65
002657,2017/12/31,I65
002658,2017/3/31,C40
002658,2017/6/30,C40
002658,2017/9/30,C40
002658,2017/12/31,C40
002659,2017/3/31,E48
002659,2017/6/30,E48
002659,2017/9/30,E48
002659,2017/12/31,E48
002660,2017/3/31,C39
002660,2017/6/30,C39
002660,2017/9/30,C39
002660,2017/12/31,C39
002661,2017/3/31,C14
002661,2017/6/30,C14
002661,2017/9/30,C14
002661,2017/12/31,C14
002662,2017/3/31,C36
002662,2017/6/30,C36
002662,2017/9/30,C36
002662,2017/12/31,C36
002663,2017/3/31,E48
002663,2017/6/30,E48
002663,2017/9/30,E48
002663,2017/12/31,E48
002664,2017/6/30,C36
002664,2017/9/30,C36
002664,2017/12/31,C36
002665,2017/3/31,C38
002665,2017/6/30,C38
002665,2017/9/30,C38
002665,2017/12/31,C38
002666,2017/3/31,C26
002666,2017/6/30,C26
002666,2017/9/30,C26
002666,2017/12/31,C26
002667,2017/3/31,C35
002667,2017/6/30,C35
002667,2017/9/30,C35
002667,2017/12/31,C35
002668,2017/3/31,C38
002668,2017/6/30,C38
002668,2017/9/30,C38
002668,2017/12/31,C38
002669,2017/3/31,C26
002669,2017/12/31,C26
002670,2017/3/31,C38
002670,2017/6/30,J67
002670,2017/9/30,J67
002670,2017/12/31,J67
002671,2017/3/31,C30
002671,2017/6/30,C30
002671,2017/9/30,C30
002671,2017/12/31,C30
002672,2017/3/31,C42
002672,2017/6/30,C42
002672,2017/9/30,C42
002672,2017/12/31,C42
002673,2017/3/31,J67
002673,2017/6/30,J67
002673,2017/9/30,J67
002673,2017/12/31,J67
002674,2017/3/31,C19
002674,2017/6/30,C19
002674,2017/9/30,C19
002674,2017/12/31,C19
002675,2017/9/30,C27
002675,2017/12/31,C27
002676,2017/3/31,C29
002676,2017/6/30,C29
002677,2017/3/31,C38
002677,2017/6/30,C38
002677,2017/9/30,C38
002677,2017/12/31,C38
002678,2017/3/31,C24
002678,2017/6/30,C24
002678,2017/9/30,C24
002678,2017/12/31,C24
002679,2017/3/31,A02
002679,2017/6/30,A02
002679,2017/9/30,A02
002679,2017/12/31,A02
002680,2017/3/31,C27
002680,2017/6/30,C27
002680,2017/9/30,C27
002680,2017/12/31,C27
002681,2017/6/30,C39
002681,2017/9/30,C39
002681,2017/12/31,C39
002682,2017/3/31,G54
002682,2017/6/30,G54
002682,2017/9/30,G54
002682,2017/12/31,G54
002683,2017/3/31,B11
002683,2017/6/30,B11
002683,2017/9/30,B11
002683,2017/12/31,B11
002684,2017/3/31,C38
002684,2017/12/31,C38
002685,2017/6/30,C34
002685,2017/9/30,C34
002685,2017/12/31,C34
002686,2017/3/31,C34
002686,2017/6/30,C34
002686,2017/9/30,C34
002686,2017/12/31,C34
002687,2017/3/31,C18
002687,2017/6/30,C18
002687,2017/9/30,C18
002687,2017/12/31,C18
002688,2017/3/31,C27
002688,2017/6/30,C27
002688,2017/9/30,C27
002688,2017/12/31,C27
002689,2017/3/31,C34
002689,2017/6/30,C34
002689,2017/9/30,C34
002689,2017/12/31,C34
002690,2017/3/31,C35
002690,2017/6/30,C35
002690,2017/9/30,C35
002690,2017/12/31,C35
002691,2017/3/31,C35
002691,2017/6/30,C35
002691,2017/9/30,C35
002691,2017/12/31,C35
002692,2017/3/31,C38
002692,2017/6/30,C38
002692,2017/9/30,C38
002692,2017/12/31,C38
002693,2017/3/31,C27
002693,2017/9/30,C27
002693,2017/12/31,C27
002694,2017/3/31,C29
002695,2017/3/31,C13
002695,2017/6/30,C13
002695,2017/9/30,C13
002695,2017/12/31,C13
002696,2017/3/31,A04
002696,2017/6/30,A04
002696,2017/9/30,A04
002696,2017/12/31,A04
002697,2017/3/31,F52
002697,2017/6/30,F52
002697,2017/9/30,F52
002697,2017/12/31,F52
002698,2017/3/31,C35
002698,2017/6/30,C35
002698,2017/9/30,C35
002698,2017/12/31,C35
002699,2017/3/31,R87
002699,2017/6/30,R87
002699,2017/9/30,R87
002699,2017/12/31,R87
002700,2017/3/31,D45
002700,2017/6/30,D45
002700,2017/9/30,D45
002700,2017/12/31,D45
002701,2017/3/31,C33
002701,2017/6/30,C33
002701,2017/9/30,C33
002701,2017/12/31,C33
002702,2017/3/31,C13
002702,2017/6/30,C13
002702,2017/9/30,C13
002702,2017/12/31,C13
002703,2017/3/31,C36
002703,2017/6/30,C36
002703,2017/9/30,C36
002703,2017/12/31,C36
002705,2017/3/31,C38
002705,2017/6/30,C38
002705,2017/9/30,C38
002705,2017/12/31,C38
002706,2017/3/31,C38
002706,2017/6/30,C38
002706,2017/9/30,C38
002706,2017/12/31,C38
002707,2017/3/31,L72
002707,2017/6/30,L72
002707,2017/9/30,L72
002707,2017/12/31,L72
002708,2017/3/31,C36
002708,2017/6/30,C36
002708,2017/9/30,C36
002708,2017/12/31,C36
002709,2017/3/31,C26
002709,2017/6/30,C26
002709,2017/9/30,C26
002709,2017/12/31,C26
002711,2017/3/31,G59
002711,2017/6/30,G59
002711,2017/9/30,G59
002711,2017/12/31,G59
002712,2017/3/31,L72
002712,2017/6/30,L72
002712,2017/9/30,L72
002712,2017/12/31,L72
002713,2017/3/31,E50
002713,2017/6/30,E50
002713,2017/9/30,E50
002713,2017/12/31,E50
002714,2017/3/31,A03
002714,2017/6/30,A03
002714,2017/9/30,A03
002714,2017/12/31,A03
002715,2017/3/31,C36
002715,2017/6/30,C36
002715,2017/9/30,C36
002715,2017/12/31,C36
002716,2017/3/31,C32
002716,2017/6/30,C32
002716,2017/9/30,C32
002716,2017/12/31,C32
002717,2017/6/30,E48
002717,2017/9/30,E48
002717,2017/12/31,E48
002718,2017/3/31,C41
002718,2017/6/30,C41
002718,2017/9/30,C41
002718,2017/12/31,C41
002719,2017/3/31,C14
002719,2017/6/30,C14
002719,2017/9/30,C14
002719,2017/12/31,C14
002721,2017/3/31,C41
002721,2017/6/30,C41
002721,2017/9/30,C41
002721,2017/12/31,C41
002722,2017/3/31,C33
002722,2017/6/30,C33
002722,2017/9/30,C33
002722,2017/12/31,C33
002723,2017/3/31,C38
002723,2017/6/30,C38
002723,2017/9/30,C38
002723,2017/12/31,C38
002724,2017/6/30,C38
002724,2017/9/30,C38
002724,2017/12/31,C38
002725,2017/3/31,C36
002725,2017/6/30,C36
002725,2017/9/30,C36
002725,2017/12/31,C36
002726,2017/3/31,C13
002726,2017/6/30,C13
002726,2017/9/30,C13
002726,2017/12/31,C13
002727,2017/3/31,F52
002727,2017/6/30,F52
002727,2017/9/30,F52
002727,2017/12/31,F52
002728,2017/3/31,C27
002728,2017/6/30,C27
002728,2017/9/30,C27
002728,2017/12/31,C27
002729,2017/3/31,C39
002729,2017/9/30,C39
002729,2017/12/31,C39
002730,2017/3/31,C35
002730,2017/6/30,C35
002730,2017/9/30,C35
002730,2017/12/31,C35
002731,2017/3/31,C41
002731,2017/6/30,C41
002731,2017/9/30,C41
002731,2017/12/31,C41
002732,2017/3/31,C14
002732,2017/6/30,C14
002732,2017/9/30,C14
002732,2017/12/31,C14
002733,2017/3/31,C38
002733,2017/6/30,C38
002733,2017/9/30,C38
002733,2017/12/31,C38
002734,2017/3/31,C26
002734,2017/6/30,C26
002734,2017/9/30,C26
002734,2017/12/31,C26
002735,2017/6/30,C29
002735,2017/9/30,C29
002735,2017/12/31,C29
002736,2017/3/31,J67
002736,2017/6/30,J67
002736,2017/9/30,J67
002736,2017/12/31,J67
002737,2017/3/31,C27
002737,2017/6/30,C27
002737,2017/9/30,C27
002737,2017/12/31,C27
002738,2017/3/31,M74
002738,2017/6/30,M74
002738,2017/9/30,M74
002739,2017/3/31,R86
002739,2017/6/30,R86
002740,2017/6/30,C18
002740,2017/9/30,C18
002740,2017/12/31,C18
002741,2017/3/31,C26
002741,2017/6/30,C26
002741,2017/9/30,C26
002741,2017/12/31,C26
002742,2017/3/31,C30
002742,2017/6/30,C30
002742,2017/9/30,C30
002742,2017/12/31,C30
002743,2017/3/31,C33
002743,2017/6/30,C33
002743,2017/9/30,C33
002743,2017/12/31,C33
002745,2017/6/30,C39
002745,2017/9/30,C39
002745,2017/12/31,C39
002746,2017/3/31,A03
002746,2017/6/30,A03
002746,2017/9/30,A03
002746,2017/12/31,A03
002747,2017/6/30,C40
002747,2017/9/30,C40
002747,2017/12/31,C40
002748,2017/3/31,C26
002748,2017/6/30,C26
002748,2017/9/30,C26
002748,2017/12/31,C26
002749,2017/3/31,C26
002749,2017/6/30,C26
002749,2017/9/30,C26
002749,2017/12/31,C26
002750,2017/3/31,C27
002750,2017/6/30,C27
002750,2017/9/30,C27
002750,2017/12/31,C27
002751,2017/3/31,C21
002751,2017/6/30,C21
002751,2017/9/30,C21
002751,2017/12/31,C21
002752,2017/3/31,C33
002752,2017/6/30,C33
002752,2017/9/30,C33
002752,2017/12/31,C33
002753,2017/3/31,C26
002753,2017/6/30,C26
002753,2017/9/30,C26
002753,2017/12/31,C26
002755,2017/3/31,E48
002755,2017/6/30,E48
002755,2017/9/30,E48
002755,2017/12/31,E48
002756,2017/3/31,C31
002756,2017/6/30,C31
002756,2017/12/31,C31
002757,2017/3/31,C35
002757,2017/6/30,C35
002757,2017/12/31,C35
002758,2017/3/31,F51
002758,2017/6/30,F51
002758,2017/9/30,F51
002758,2017/12/31,F51
002759,2017/3/31,C38
002759,2017/6/30,C38
002759,2017/9/30,C38
