Stkcd,Ddate,Meps
證券代碼,報告期間,每股收益
沒有單位,沒有單位,元
002739,2019-12-31,-2.2751
002740,2019-12-31,-0.69
002741,2019-12-31,0.04
002742,2019-12-31,0.289
002743,2019-12-31,0.27
002745,2019-12-31,0.38
002746,2019-12-31,2.16
002747,2019-12-31,0.08
002749,2019-12-31,0.5452
002751,2019-12-31,0.28
002752,2019-12-31,0.0642
002753,2019-12-31,0.2648
002755,2019-12-31,0.84
002756,2019-12-31,0.95
002757,2019-12-31,1.0386
002758,2019-12-31,0.12
002760,2019-12-31,0.75
002761,2019-12-31,0.85
002762,2019-12-31,0.13
002763,2019-12-31,0.467
002765,2019-12-31,-0.33
002766,2019-12-31,0.02
002768,2019-12-31,1.46
002769,2019-12-31,0.17
002770,2019-12-31,-0.16
002771,2019-12-31,0.15
002772,2019-12-31,0.19
002773,2019-12-31,0.82
002775,2019-12-31,0.478
002776,2019-12-31,0.28
002777,2019-12-31,0.72
002780,2019-12-31,-0.2
002781,2019-12-31,0.38
002783,2019-12-31,0.14
002787,2019-12-31,0.22
002788,2019-12-31,0.78
002789,2019-12-31,0.16
002790,2019-12-31,0.44
002791,2019-12-31,1.39
002792,2019-12-31,0.07
002793,2019-12-31,0.59
002796,2019-12-31,0.57
002797,2019-12-31,0.146
002798,2019-12-31,1.49
002799,2019-12-31,0.44
002800,2019-12-31,0.27
002801,2019-12-31,1.4
002803,2019-12-31,1.52
002805,2019-12-31,0.08
002806,2019-12-31,0.2
002807,2019-12-31,0.4971
002809,2019-12-31,1.07
002810,2019-12-31,0.8542
002811,2019-12-31,0.74
002812,2019-12-31,1.06
002813,2019-12-31,-2.93
002815,2019-12-31,0.63
002816,2019-12-31,-0.68
002818,2019-12-31,1.07
002819,2019-12-31,0.3581
002820,2019-12-31,0.42
002821,2019-12-31,2.42
002822,2019-12-31,0.41
002823,2019-12-31,0.23
002824,2019-12-31,0.06
002825,2019-12-31,0.3
002826,2019-12-31,0.2
002828,2019-12-31,0.22
002829,2019-12-31,0.08
002830,2019-12-31,0.18
002831,2019-12-31,1.1948
002832,2019-12-31,1.32
002833,2019-12-31,2.25
002837,2019-12-31,0.76
002838,2019-12-31,0.41
002839,2019-12-31,0.53
002840,2019-12-31,0.49
002841,2019-12-31,2.49
002842,2019-12-31,0.24
002843,2019-12-31,0.29
002845,2019-12-31,0.55
002846,2019-12-31,0.41
002847,2019-12-31,1.03
002849,2019-12-31,0.5
002850,2019-12-31,1.13
002851,2019-12-31,0.7751
002852,2019-12-31,0.45
002853,2019-12-31,1.13
002855,2019-12-31,0.23
002856,2019-12-31,-0.15
002858,2019-12-31,0.19
002859,2019-12-31,0.46
002860,2019-12-31,1.15
002861,2019-12-31,0.59
002862,2019-12-31,0.1
002863,2019-12-31,0.15
002864,2019-12-31,0.83
002865,2019-12-31,0.14
002866,2019-12-31,0.3
002867,2019-12-31,1.37
002868,2019-12-31,0.47
002869,2019-12-31,7.43
002871,2019-12-31,0.45
002872,2019-12-31,-0.7008
002873,2019-12-31,0.6183
002875,2019-12-31,0.32
002876,2019-12-31,0.49
002877,2019-12-31,0.21
002878,2019-12-31,0.89
002879,2019-12-31,0.77
002880,2019-12-31,1.5865
002882,2019-12-31,0.651
002883,2019-12-31,0.76
002886,2019-12-31,0.44
002887,2019-12-31,1
002889,2019-12-31,1.09
002890,2019-12-31,0.13
002891,2019-12-31,0.46
002892,2019-12-31,0.6196
002893,2019-12-31,0.3
002896,2019-12-31,0.66
002897,2019-12-31,0.26
002898,2019-12-31,0.1718
002899,2019-12-31,0.42
002900,2019-12-31,0.57
002901,2019-12-31,1.16
002902,2019-12-31,0.1284
002905,2019-12-31,0.4
002906,2019-12-31,0.16
002907,2019-12-31,0.4243
002908,2019-12-31,0.4378
002909,2019-12-31,0.51
002910,2019-12-31,0.27
002911,2019-12-31,0.74
002912,2019-12-31,2.77
002913,2019-12-31,1.84
002915,2019-12-31,-0.4688
002916,2019-12-31,3.66
002917,2019-12-31,0.34
002918,2019-12-31,1.08
002920,2019-12-31,0.53
002925,2019-12-31,2.13
002926,2019-12-31,0.55
002927,2019-12-31,0.43
002928,2019-12-31,0.836
002929,2019-12-31,1.04
002930,2019-12-31,0.43
002932,2019-12-31,0.62
002933,2019-12-31,1.17
002935,2019-12-31,0.6966
002936,2019-12-31,0.47
002937,2019-12-31,0.47
002938,2019-12-31,1.27
002942,2019-12-31,1.29
002943,2019-12-31,0.14
002945,2019-12-31,0.16
002946,2019-12-31,0.29
002948,2019-12-31,0.39
002949,2019-12-31,0.72
002950,2019-12-31,0.7943
002955,2019-12-31,2.56
002956,2019-12-31,2.25
002957,2019-12-31,0.68
002958,2019-12-31,0.52
002959,2019-12-31,2.6818
002962,2019-12-31,0.97
002966,2019-12-31,0.79
002967,2019-12-31,0.66
002968,2019-12-31,1.89
002970,2019-12-31,3.01
002971,2019-12-31,0.7
002973,2019-12-31,0.36
002975,2019-12-31,2.89
003816,2019-12-31,0.201
300001,2019-12-31,0.27
300002,2019-12-31,-0.7517
300003,2019-12-31,0.9746
300004,2019-12-31,0.04
300005,2019-12-31,0.128
300006,2019-12-31,-0.1911
300007,2019-12-31,-0.35
300008,2019-12-31,-0.3732
300009,2019-12-31,0.12
300010,2019-12-31,0.0352
300011,2019-12-31,0.0764
300012,2019-12-31,0.2874
300013,2019-12-31,-1.3
300014,2019-12-31,1.64
300015,2019-12-31,0.4468
300016,2019-12-31,0.7
300017,2019-12-31,0.01
300018,2019-12-31,0.1
300019,2019-12-31,0.3976
300020,2019-12-31,0.23
300021,2019-12-31,0.16
300023,2019-12-31,-1.23
300024,2019-12-31,0.1877
300025,2019-12-31,-0.4988
300026,2019-12-31,0.14
300027,2019-12-31,-1.42
300030,2019-12-31,0.08
300031,2019-12-31,0.7921
300033,2019-12-31,1.67
300034,2019-12-31,0.3453
300035,2019-12-31,0.286
300036,2019-12-31,0.49
300037,2019-12-31,0.86
300038,2019-12-31,0.4915
300039,2019-12-31,0.2369
300041,2019-12-31,0.3828
300043,2019-12-31,0.21
300044,2019-12-31,-0.602
300045,2019-12-31,-0.2398
300046,2019-12-31,-1.0324
300047,2019-12-31,0.18
300048,2019-12-31,0.02
300049,2019-12-31,0.17
300050,2019-12-31,-0.89
300051,2019-12-31,-0.7
300053,2019-12-31,-0.337
300054,2019-12-31,0.04
300055,2019-12-31,0.0862
300056,2019-12-31,-0.0524
300057,2019-12-31,0.2125
300058,2019-12-31,0.3
300059,2019-12-31,0.2776
300061,2019-12-31,0.08
300062,2019-12-31,0.09
300064,2019-12-31,-4.3108
300065,2019-12-31,0.26
300066,2019-12-31,0.184
300067,2019-12-31,0.1726
300068,2019-12-31,0.42
300070,2019-12-31,0.45
300072,2019-12-31,0.059
300073,2019-12-31,-0.4787
300075,2019-12-31,0.31
300077,2019-12-31,0.19
300078,2019-12-31,0.18
300079,2019-12-31,0.05
300081,2019-12-31,0.1068
300082,2019-12-31,0.51
300083,2019-12-31,0.01
300084,2019-12-31,0.0898
300085,2019-12-31,0.007
300086,2019-12-31,-0.0588
300087,2019-12-31,0.22
300088,2019-12-31,0.37
300089,2019-12-31,-0.3585
300090,2019-12-31,-2.7182
300091,2019-12-31,0.0903
300094,2019-12-31,-0.55
300095,2019-12-31,0.2106
300096,2019-12-31,0.024
300097,2019-12-31,-2.52
300098,2019-12-31,-0.67
300099,2019-12-31,0.0958
300100,2019-12-31,-2.04
300101,2019-12-31,0.0082
300102,2019-12-31,-0.4
300103,2019-12-31,0.1565
300104,2019-12-31,-2.8272
300106,2019-12-31,-0.27
300107,2019-12-31,0.5932
300109,2019-12-31,0.45
300113,2019-12-31,0.13
300114,2019-12-31,0.36
300115,2019-12-31,0.093
300116,2019-12-31,0.07
300118,2019-12-31,1.11
300119,2019-12-31,0.4894
300120,2019-12-31,0.3306
300121,2019-12-31,0.47
300122,2019-12-31,1.479
300123,2019-12-31,0.28
300124,2019-12-31,0.58
300125,2019-12-31,0.06
300127,2019-12-31,0.46
300128,2019-12-31,0.0135
300129,2019-12-31,0.2136
300130,2019-12-31,0.51
300131,2019-12-31,0.03
300132,2019-12-31,0.958
300133,2019-12-31,-0.83
300134,2019-12-31,-0.46
300136,2019-12-31,1.0491
300137,2019-12-31,0.48
300138,2019-12-31,0.3769
300140,2019-12-31,-0.0807
300141,2019-12-31,0.02
300142,2019-12-31,0.0923
300143,2019-12-31,-1.29
300144,2019-12-31,0.9223
300145,2019-12-31,0.01
300146,2019-12-31,-0.24
300147,2019-12-31,0.12
300148,2019-12-31,0.04
300149,2019-12-31,0.28
300150,2019-12-31,0.18
300152,2019-12-31,0.0142
300153,2019-12-31,0.0103
300154,2019-12-31,0.25
300155,2019-12-31,0.13
300157,2019-12-31,-1.5633
300158,2019-12-31,0.1382
300159,2019-12-31,-1.3276
300160,2019-12-31,0.21
300161,2019-12-31,0.0887
300162,2019-12-31,0.12
300164,2019-12-31,0.1
300165,2019-12-31,0.05
300166,2019-12-31,0.48
300168,2019-12-31,-1.2736
300169,2019-12-31,-0.89
300170,2019-12-31,0.1
300171,2019-12-31,0.23
300172,2019-12-31,0.28
300173,2019-12-31,-0.25
300174,2019-12-31,0.2187
300177,2019-12-31,-0.2335
300178,2019-12-31,-2.5758
300179,2019-12-31,0.2344
300180,2019-12-31,0.09
300181,2019-12-31,0.0421
300182,2019-12-31,-0.93
300183,2019-12-31,0.4213
300184,2019-12-31,0.163
300185,2019-12-31,0.07
300187,2019-12-31,0.09
300188,2019-12-31,0.36
300190,2019-12-31,0.4
300191,2019-12-31,0.08
300192,2019-12-31,0.33
300193,2019-12-31,0.43
300194,2019-12-31,0.25
300195,2019-12-31,-2.21
300196,2019-12-31,0.71
300197,2019-12-31,-0.39
300198,2019-12-31,0.2299
300199,2019-12-31,-0.96
300200,2019-12-31,0.7
300201,2019-12-31,0.0436
300202,2019-12-31,0.069
300203,2019-12-31,0.09
300204,2019-12-31,0.06
300205,2019-12-31,0.4474
300206,2019-12-31,0.2261
300207,2019-12-31,0.49
300209,2019-12-31,0.1284
300211,2019-12-31,0.021
300212,2019-12-31,0.7188
300213,2019-12-31,0.26
300214,2019-12-31,0.42
300215,2019-12-31,0.22
300216,2019-12-31,-2.17
300217,2019-12-31,-0.0768
300218,2019-12-31,0.3277
300219,2019-12-31,-1.23
300220,2019-12-31,0.1201
300221,2019-12-31,0.02
300222,2019-12-31,-3.67
300223,2019-12-31,0.2914
300224,2019-12-31,0.11
300225,2019-12-31,0.064
300226,2019-12-31,1.1349
300227,2019-12-31,0.3081
300228,2019-12-31,-0.69
300229,2019-12-31,0.3302
300230,2019-12-31,0.323
300231,2019-12-31,0.3158
300232,2019-12-31,0.59
300233,2019-12-31,0.52
300234,2019-12-31,0.21
300235,2019-12-31,0.19
300236,2019-12-31,0.7265
300237,2019-12-31,0.06
300238,2019-12-31,-1.75
300239,2019-12-31,0.0704
300240,2019-12-31,0.09
300241,2019-12-31,-0.2367
300242,2019-12-31,0.0134
300243,2019-12-31,0.32
300244,2019-12-31,0.56
300245,2019-12-31,0.11
300246,2019-12-31,0.443
300247,2019-12-31,-0.89
300248,2019-12-31,0.3278
300249,2019-12-31,0.0075
300250,2019-12-31,0.21
300251,2019-12-31,0.32
300252,2019-12-31,0.12
300253,2019-12-31,0.2463
300255,2019-12-31,0.24
300256,2019-12-31,0.18
300257,2019-12-31,0.18
300258,2019-12-31,0.4293
300259,2019-12-31,0.23
300260,2019-12-31,0.31
300261,2019-12-31,0.0848
300262,2019-12-31,0.12
300263,2019-12-31,0.1919
300264,2019-12-31,-0.3814
300265,2019-12-31,0.08
300266,2019-12-31,0.02
300267,2019-12-31,0.0783
300268,2019-12-31,-0.9434
300269,2019-12-31,-2.32
300270,2019-12-31,-0.29
300271,2019-12-31,0.74
300272,2019-12-31,0.17
300274,2019-12-31,0.61
300275,2019-12-31,0.162
300276,2019-12-31,0.35
300278,2019-12-31,-2.77
300279,2019-12-31,0.0127
300280,2019-12-31,1.09
300281,2019-12-31,0.06
300282,2019-12-31,0.03
300284,2019-12-31,0.7449
300285,2019-12-31,0.52
300286,2019-12-31,0.54
300287,2019-12-31,0.02
300289,2019-12-31,0.0157
300290,2019-12-31,0.0795
300291,2019-12-31,0.1401
300292,2019-12-31,0.05
300294,2019-12-31,1
300295,2019-12-31,0.53
300296,2019-12-31,0.2768
300297,2019-12-31,-0.77
300298,2019-12-31,0.4445
300299,2019-12-31,-0.78
300300,2019-12-31,-1.16
300301,2019-12-31,-0.5435
300302,2019-12-31,0.0253
300303,2019-12-31,0.25
300304,2019-12-31,0.16
300305,2019-12-31,0.3318
300306,2019-12-31,0.44
300307,2019-12-31,-1.09
300308,2019-12-31,0.73
300309,2019-12-31,-1.37
300310,2019-12-31,0.04
300311,2019-12-31,-0.1489
300312,2019-12-31,0.016
300313,2019-12-31,-0.19
300315,2019-12-31,0.13
300316,2019-12-31,0.5
300317,2019-12-31,-1.2802
300318,2019-12-31,0.0031
300319,2019-12-31,0.0649
300320,2019-12-31,0.37
300321,2019-12-31,0.4444
300322,2019-12-31,0.23
300323,2019-12-31,-0.96
300324,2019-12-31,0.1512
300325,2019-12-31,-0.58
300326,2019-12-31,0.4189
300327,2019-12-31,0.7459
300328,2019-12-31,0.224
300329,2019-12-31,0.21
300331,2019-12-31,0.4463
300332,2019-12-31,0.05
300333,2019-12-31,0.0377
300334,2019-12-31,-2.75
300335,2019-12-31,0.23
300336,2019-12-31,-1.18
300337,2019-12-31,0.02
300338,2019-12-31,-1.84
300339,2019-12-31,-2.3
300340,2019-12-31,0.1435
300342,2019-12-31,0.33
300343,2019-12-31,-1.27
300346,2019-12-31,0.1374
300347,2019-12-31,1.13
300348,2019-12-31,0.3028
300349,2019-12-31,0.98
300350,2019-12-31,-1.11
300351,2019-12-31,-1.12
300352,2019-12-31,0.0154
300353,2019-12-31,-0.8573
300355,2019-12-31,0.04
300356,2019-12-31,0.0618
300357,2019-12-31,0.5697
300358,2019-12-31,0.1
300359,2019-12-31,-1.11
300360,2019-12-31,0.6
300362,2019-12-31,-4.2955
300363,2019-12-31,0.35
300364,2019-12-31,-0.7853
300365,2019-12-31,0.49
300366,2019-12-31,0.2277
300367,2019-12-31,-2.6795
300368,2019-12-31,0.0839
300369,2019-12-31,0.28
300370,2019-12-31,0.0142
300371,2019-12-31,0.6597
300373,2019-12-31,0.48
300374,2019-12-31,0.27
300375,2019-12-31,0.22
300376,2019-12-31,0.18
300377,2019-12-31,0.1838
300378,2019-12-31,0.39
300379,2019-12-31,0.53
300381,2019-12-31,0.3054
300382,2019-12-31,0.17
300383,2019-12-31,0.54
300384,2019-12-31,0.5771
300385,2019-12-31,0.4315
300386,2019-12-31,0.22
300387,2019-12-31,0.21
300388,2019-12-31,0.54
300389,2019-12-31,0.3369
300390,2019-12-31,0.11
300391,2019-12-31,-1.9116
300393,2019-12-31,0.69
300394,2019-12-31,0.8402
300395,2019-12-31,0.6312
300396,2019-12-31,0.8455
300397,2019-12-31,0.36
300398,2019-12-31,0.5
300400,2019-12-31,0.1
300401,2019-12-31,0.72
300403,2019-12-31,0.2704
300404,2019-12-31,0.038
300406,2019-12-31,0.66
300407,2019-12-31,0.24
300408,2019-12-31,0.5
300409,2019-12-31,0.05
300410,2019-12-31,-2.42
300411,2019-12-31,0.11
300413,2019-12-31,0.66
300414,2019-12-31,0.15
300415,2019-12-31,0.45
300416,2019-12-31,0.65
300417,2019-12-31,2.7494
300418,2019-12-31,1.13
300420,2019-12-31,0.22
300422,2019-12-31,0.79
300423,2019-12-31,1.22
300424,2019-12-31,0.2821
300425,2019-12-31,0.2327
300426,2019-12-31,-0.27
300427,2019-12-31,0.66
300428,2019-12-31,0.77
300429,2019-12-31,0.2923
300430,2019-12-31,0.3
300432,2019-12-31,1.07
300433,2019-12-31,0.62
300435,2019-12-31,0.29
300436,2019-12-31,0.08
300437,2019-12-31,0.528
300438,2019-12-31,0.6
300439,2019-12-31,-1.63
300440,2019-12-31,0.29
300441,2019-12-31,-0.22
300442,2019-12-31,0.13
300443,2019-12-31,0.86
300444,2019-12-31,-1.0739
300445,2019-12-31,0.4816
300446,2019-12-31,0.595
300447,2019-12-31,0.4539
300448,2019-12-31,0.2321
300449,2019-12-31,-1.71
300450,2019-12-31,0.8684
300451,2019-12-31,0.43
300452,2019-12-31,0.61
300454,2019-12-31,1.9
300455,2019-12-31,0.2252
300456,2019-12-31,0.19
300457,2019-12-31,0.44
300458,2019-12-31,0.41
300459,2019-12-31,-0.79
300461,2019-12-31,-1.59
300462,2019-12-31,1.9
300463,2019-12-31,0.9494
300464,2019-12-31,0.61
300465,2019-12-31,0.3
300467,2019-12-31,-5.28
300468,2019-12-31,0.5
300469,2019-12-31,-0.73
300470,2019-12-31,1.1459
300471,2019-12-31,0.057
300472,2019-12-31,0.29
300473,2019-12-31,0.57
300474,2019-12-31,0.58
300475,2019-12-31,0.22
300476,2019-12-31,0.6
300477,2019-12-31,0.08
300479,2019-12-31,0.1179
300480,2019-12-31,0.29
300481,2019-12-31,0.57
300482,2019-12-31,1.14
300483,2019-12-31,0.723
300484,2019-12-31,-0.73
300486,2019-12-31,0.51
300487,2019-12-31,1.24
300488,2019-12-31,0.78
300489,2019-12-31,-1.2386
300491,2019-12-31,0.19
300492,2019-12-31,0.26
300494,2019-12-31,0.22
300495,2019-12-31,0.3269
300496,2019-12-31,0.5941
300497,2019-12-31,1.14
300498,2019-12-31,2.6614
300499,2019-12-31,0.29
300500,2019-12-31,0.98
300501,2019-12-31,0.44
300502,2019-12-31,0.9059
300503,2019-12-31,-0.55
300504,2019-12-31,0.4
300506,2019-12-31,0.23
300507,2019-12-31,0.31
300508,2019-12-31,0.7245
300510,2019-12-31,-1.3581
300511,2019-12-31,0.51
300512,2019-12-31,0.4
300513,2019-12-31,0.512
300516,2019-12-31,0.346
300520,2019-12-31,0.49
300521,2019-12-31,0.0401
300522,2019-12-31,0.6183
300523,2019-12-31,0.53
300525,2019-12-31,0.547
300526,2019-12-31,0.16
300527,2019-12-31,0.1744
300528,2019-12-31,0.02
300529,2019-12-31,1.38
300531,2019-12-31,0.18
300532,2019-12-31,0.17
300533,2019-12-31,1.61
300535,2019-12-31,0.384
300536,2019-12-31,0.18
300537,2019-12-31,0.374
300538,2019-12-31,0.26
300539,2019-12-31,0.04
300540,2019-12-31,0.0595
300541,2019-12-31,0.39
300545,2019-12-31,0.56
300546,2019-12-31,0.9
300547,2019-12-31,0.643
300548,2019-12-31,0.09
300549,2019-12-31,0.16
300550,2019-12-31,0.36
300551,2019-12-31,0.41
300552,2019-12-31,8.17
300553,2019-12-31,0.43
300554,2019-12-31,0.1053
300555,2019-12-31,0.0248
300556,2019-12-31,0.25
300557,2019-12-31,0.18
300558,2019-12-31,0.58
300559,2019-12-31,0.7698
300560,2019-12-31,0.3
300561,2019-12-31,0.08
300562,2019-12-31,0.16
300563,2019-12-31,0.67
300566,2019-12-31,0.42
300567,2019-12-31,1.1
300568,2019-12-31,0.66
300569,2019-12-31,1.1976
300570,2019-12-31,0.73
300571,2019-12-31,1.76
300572,2019-12-31,0.98
300573,2019-12-31,0.45
300575,2019-12-31,1.13
300576,2019-12-31,0.32
300577,2019-12-31,1.04
300578,2019-12-31,0.55
300579,2019-12-31,0.5474
300580,2019-12-31,0.8391
300581,2019-12-31,0.2829
300584,2019-12-31,0.8105
300585,2019-12-31,0.132
300586,2019-12-31,0.38
300587,2019-12-31,0.7
300588,2019-12-31,0.055
300589,2019-12-31,0.1679
300590,2019-12-31,1.01
300592,2019-12-31,0.0652
300593,2019-12-31,0.38
300595,2019-12-31,0.7689
300596,2019-12-31,1.38
300598,2019-12-31,2.1177
300599,2019-12-31,0.77
300600,2019-12-31,0.28
300601,2019-12-31,0.91
300602,2019-12-31,1.16
300603,2019-12-31,0.46
300604,2019-12-31,0.04
300605,2019-12-31,0.3676
300606,2019-12-31,0.68
300607,2019-12-31,1.41
300608,2019-12-31,0.58
300609,2019-12-31,0.68
300610,2019-12-31,0.63
300611,2019-12-31,0.1
300612,2019-12-31,0.07
300613,2019-12-31,1.84
300616,2019-12-31,2.69
300617,2019-12-31,0.65
300618,2019-12-31,0.05
300619,2019-12-31,0.5559
300620,2019-12-31,0.6439
300621,2019-12-31,0.42
300622,2019-12-31,0.52
300623,2019-12-31,0.7
300624,2019-12-31,1.08
300625,2019-12-31,0.88
300626,2019-12-31,0.13
300627,2019-12-31,0.577
300628,2019-12-31,2.0679
300629,2019-12-31,-0.25
300630,2019-12-31,1.1
300631,2019-12-31,0.5408
300632,2019-12-31,0.96
300633,2019-12-31,0.25
300634,2019-12-31,0.33
300635,2019-12-31,0.4505
300636,2019-12-31,0.5996
300637,2019-12-31,0.44
300638,2019-12-31,1.4
300639,2019-12-31,0.7
300641,2019-12-31,0.08
300642,2019-12-31,1.74
300643,2019-12-31,0.1
300645,2019-12-31,0.36
300648,2019-12-31,0.0262
300649,2019-12-31,0.52
300651,2019-12-31,0.3301
300653,2019-12-31,1.34
300654,2019-12-31,0.24
300655,2019-12-31,0.2079
300656,2019-12-31,0.3653
300657,2019-12-31,0.97
300658,2019-12-31,0.54
300659,2019-12-31,0.95
300660,2019-12-31,0.899
300661,2019-12-31,1.7022
300662,2019-12-31,0.8458
300663,2019-12-31,0.16
300664,2019-12-31,0.604
300666,2019-12-31,0.29
300668,2019-12-31,0.7903
300670,2019-12-31,0.1158
300671,2019-12-31,0.26
300672,2019-12-31,0.3795
300673,2019-12-31,0.34
300674,2019-12-31,0.69
300675,2019-12-31,0.2497
300676,2019-12-31,0.6907
300677,2019-12-31,0.91
300679,2019-12-31,0.64
300681,2019-12-31,-1.05
300682,2019-12-31,1.7805
300683,2019-12-31,0.61
300684,2019-12-31,0.4898
300685,2019-12-31,0.94
300686,2019-12-31,0.6467
300687,2019-12-31,0.31
300688,2019-12-31,0.17
300689,2019-12-31,0.7
300690,2019-12-31,1.39
300691,2019-12-31,0.33
300692,2019-12-31,0.61
300693,2019-12-31,0.45
300695,2019-12-31,3.21
300696,2019-12-31,0.66
300698,2019-12-31,0.03
300699,2019-12-31,1.01
300700,2019-12-31,-0.56
300701,2019-12-31,0.68
300702,2019-12-31,3.26
300703,2019-12-31,0.65
300705,2019-12-31,0.23
300706,2019-12-31,0.1
300707,2019-12-31,0.2345
300709,2019-12-31,1.94
300710,2019-12-31,0.1783
300711,2019-12-31,0.0984
300712,2019-12-31,0.4016
300713,2019-12-31,-0.1494
300715,2019-12-31,0.93
300716,2019-12-31,0.16
300717,2019-12-31,0.5
300718,2019-12-31,0.65
300719,2019-12-31,0.2882
300722,2019-12-31,0.36
300723,2019-12-31,0.89
300724,2019-12-31,1.19
300725,2019-12-31,1.06
300726,2019-12-31,0.7323
300727,2019-12-31,0.4
300729,2019-12-31,0.73
300731,2019-12-31,0.4
300732,2019-12-31,1.41
300735,2019-12-31,0.93
300736,2019-12-31,-0.72
300737,2019-12-31,0.6
300738,2019-12-31,0.88
300739,2019-12-31,0.48
300740,2019-12-31,0.07
300741,2019-12-31,2.01
300742,2019-12-31,-10.71
300745,2019-12-31,0.24
300746,2019-12-31,0.43
300747,2019-12-31,1.6938
300748,2019-12-31,0.38
300749,2019-12-31,0.38
300750,2019-12-31,2.0937
300751,2019-12-31,4.76
300753,2019-12-31,1.27
300755,2019-12-31,0.78
300756,2019-12-31,1.52
300757,2019-12-31,0.98
300758,2019-12-31,1.06
300759,2019-12-31,0.8284
300760,2019-12-31,3.85
300761,2019-12-31,4.9477
300762,2019-12-31,0.91
300763,2019-12-31,1.69
300766,2019-12-31,0.28
300767,2019-12-31,1.2097
300768,2019-12-31,0.65
300769,2019-12-31,2.56
300770,2019-12-31,3.36
300771,2019-12-31,3.12
300772,2019-12-31,0.4
300773,2019-12-31,2.09
300776,2019-12-31,5.15
300777,2019-12-31,0.36
300782,2019-12-31,5.6819
300783,2019-12-31,0.63
300785,2019-12-31,2.61
300788,2019-12-31,1.55
300792,2019-12-31,3.37
300793,2019-12-31,0.92
300795,2019-12-31,0.83
300798,2019-12-31,0.25
300800,2019-12-31,3.63
300802,2019-12-31,1.12
300805,2019-12-31,0.57
300811,2019-12-31,1.96
300815,2019-12-31,3.01
300816,2019-12-31,1.72
430141,2019-12-31,2.85
430642,2019-12-31,1.32
600000,2019-12-31,1.95
600004,2019-12-31,0.48
600006,2019-12-31,0.2212
600007,2019-12-31,0.97
600008,2019-12-31,0.1686
600009,2019-12-31,2.61
600010,2019-12-31,0.012
600011,2019-12-31,0.06
600012,2019-12-31,0.6617
600015,2019-12-31,1.37
600016,2019-12-31,1.22
600017,2019-12-31,0.21
600018,2019-12-31,0.3911
600019,2019-12-31,0.56
600021,2019-12-31,0.3609
600022,2019-12-31,0.0529
600023,2019-12-31,0.32
600025,2019-12-31,0.308
600026,2019-12-31,0.107
600027,2019-12-31,0.29
600028,2019-12-31,0.476
600029,2019-12-31,0.22
600030,2019-12-31,1.01
600031,2019-12-31,1.3595
600033,2019-12-31,0.3
600035,2019-12-31,0.37
600036,2019-12-31,3.62
600037,2019-12-31,0.4181
600038,2019-12-31,0.9979
600039,2019-12-31,0.47
600048,2019-12-31,2.35
600050,2019-12-31,0.161
600053,2019-12-31,1.8273
600054,2019-12-31,0.46
600055,2019-12-31,0.31
600056,2019-12-31,0.9184
600057,2019-12-31,0.45
600058,2019-12-31,0.0228
600059,2019-12-31,0.26
600060,2019-12-31,0.43
600061,2019-12-31,0.7
600062,2019-12-31,1.0114
600063,2019-12-31,0.2
600064,2019-12-31,1.49
600066,2019-12-31,0.85
600067,2019-12-31,0.29
600068,2019-12-31,1.034
600070,2019-12-31,0.96
600071,2019-12-31,0.02
600072,2019-12-31,0.187
600073,2019-12-31,0.39
600074,2019-12-31,-0.38
600075,2019-12-31,0.03
600076,2019-12-31,0.38
600077,2019-12-31,0.44
600078,2019-12-31,0.09
600079,2019-12-31,0.58
600080,2019-12-31,0.07
600081,2019-12-31,0.4714
600085,2019-12-31,0.719
600088,2019-12-31,0.226
600089,2019-12-31,0.4695
600093,2019-12-31,0.789
600094,2019-12-31,0.3004
600096,2019-12-31,0.1064
600098,2019-12-31,0.2959
600100,2019-12-31,0.1004
600104,2019-12-31,2.191
600105,2019-12-31,0.02
600108,2019-12-31,0.0414
600109,2019-12-31,0.429
600110,2019-12-31,-0.106
600111,2019-12-31,0.1697
600114,2019-12-31,0.49
600115,2019-12-31,0.21
600116,2019-12-31,0.19
600117,2019-12-31,0.09
600118,2019-12-31,0.28
600120,2019-12-31,0.5046
600121,2019-12-31,-0.7566
600122,2019-12-31,-2.36
600123,2019-12-31,0.5802
600125,2019-12-31,0.348
600126,2019-12-31,0.27
600127,2019-12-31,0.02
600129,2019-12-31,-0.13
600131,2019-12-31,0.44
600132,2019-12-31,1.36
600135,2019-12-31,0.1707
600136,2019-12-31,0.22
600138,2019-12-31,0.7849
600141,2019-12-31,0.33
600143,2019-12-31,0.474
600146,2019-12-31,-0.6359
600150,2019-12-31,0.29
600151,2019-12-31,-0.5245
600153,2019-12-31,1.65
600155,2019-12-31,0.15
600157,2019-12-31,0.0113
600158,2019-12-31,0.1164
600160,2019-12-31,0.33
600161,2019-12-31,0.58
600163,2019-12-31,0.151
600166,2019-12-31,0.03
600167,2019-12-31,0.6956
600168,2019-12-31,0.35
600169,2019-12-31,-0.3176
600170,2019-12-31,0.41
600171,2019-12-31,0.34
600172,2019-12-31,0.029
600173,2019-12-31,0.73
600175,2019-12-31,-0.2324
600176,2019-12-31,0.6078
600177,2019-12-31,0.81
600178,2019-12-31,0.0229
600179,2019-12-31,-2.9416
600180,2019-12-31,0.4067
600183,2019-12-31,0.66
600184,2019-12-31,0.12
600185,2019-12-31,0.27
600188,2019-12-31,1.7646
