Stkcd,Accper,Indcd
002204,2019/12/31,C35
002205,2019/3/31,C30
002205,2019/6/30,C30
002205,2019/9/30,C30
002205,2019/12/31,C30
002206,2019/3/31,C28
002206,2019/6/30,C28
002206,2019/9/30,C28
002206,2019/12/31,C28
002207,2019/3/31,B11
002207,2019/6/30,B11
002207,2019/9/30,B11
002207,2019/12/31,B11
002208,2019/3/31,K70
002208,2019/6/30,K70
002208,2019/9/30,K70
002208,2019/12/31,K70
002209,2019/3/31,C35
002209,2019/6/30,C35
002209,2019/9/30,C35
002209,2019/12/31,C35
002210,2019/3/31,L72
002210,2019/6/30,L72
002210,2019/9/30,L72
002210,2019/12/31,L72
002211,2019/3/31,C26
002211,2019/6/30,C26
002211,2019/9/30,C26
002211,2019/12/31,C26
002212,2019/3/31,C38
002212,2019/6/30,C38
002212,2019/9/30,C38
002212,2019/12/31,C38
002213,2019/3/31,C36
002213,2019/6/30,C36
002213,2019/9/30,C36
002213,2019/12/31,C36
002214,2019/3/31,C39
002214,2019/6/30,C39
002214,2019/9/30,C39
002214,2019/12/31,C39
002215,2019/3/31,C26
002215,2019/6/30,C26
002215,2019/9/30,C26
002215,2019/12/31,C26
002216,2019/3/31,C14
002216,2019/6/30,C14
002216,2019/9/30,C14
002216,2019/12/31,C14
002217,2019/3/31,C39
002217,2019/6/30,C39
002217,2019/9/30,C39
002217,2019/12/31,C39
002218,2019/3/31,C38
002218,2019/6/30,C38
002218,2019/9/30,C38
002218,2019/12/31,C38
002219,2019/3/31,C27
002219,2019/6/30,C27
002219,2019/9/30,C27
002219,2019/12/31,C27
002220,2019/3/31,C13
002220,2019/6/30,C13
002220,2019/9/30,C13
002220,2019/12/31,C13
002221,2019/3/31,F51
002221,2019/6/30,F51
002221,2019/9/30,F51
002221,2019/12/31,F51
002222,2019/3/31,C39
002222,2019/6/30,C39
002222,2019/9/30,C39
002222,2019/12/31,C39
002223,2019/3/31,C35
002223,2019/6/30,C35
002223,2019/9/30,C35
002223,2019/12/31,C35
002224,2019/3/31,C29
002224,2019/6/30,C29
002224,2019/9/30,C29
002224,2019/12/31,C29
002225,2019/3/31,C30
002225,2019/6/30,C30
002225,2019/9/30,C30
002225,2019/12/31,C30
002226,2019/3/31,C26
002226,2019/6/30,C26
002226,2019/9/30,C26
002226,2019/12/31,C26
002227,2019/3/31,C38
002227,2019/6/30,C38
002227,2019/9/30,C38
002227,2019/12/31,C38
002228,2019/3/31,C22
002228,2019/6/30,C22
002228,2019/9/30,C22
002228,2019/12/31,C22
002229,2019/3/31,C23
002229,2019/6/30,C23
002229,2019/9/30,C23
002229,2019/12/31,C23
002230,2019/3/31,I65
002230,2019/6/30,I65
002230,2019/9/30,I65
002230,2019/12/31,I65
002231,2019/3/31,C39
002231,2019/6/30,C39
002231,2019/9/30,C39
002231,2019/12/31,C39
002232,2019/3/31,I65
002232,2019/6/30,I65
002232,2019/9/30,I65
002232,2019/12/31,I65
002233,2019/3/31,C30
002233,2019/6/30,C30
002233,2019/9/30,C30
002233,2019/12/31,C30
002234,2019/3/31,A03
002234,2019/6/30,A03
002234,2019/9/30,A03
002234,2019/12/31,A03
002235,2019/3/31,I64
002235,2019/6/30,I64
002235,2019/9/30,I64
002235,2019/12/31,I64
002236,2019/3/31,C39
002236,2019/6/30,C39
002236,2019/9/30,C39
002236,2019/12/31,C39
002237,2019/3/31,C32
002237,2019/6/30,C32
002237,2019/9/30,C32
002237,2019/12/31,C32
002238,2019/3/31,I63
002238,2019/6/30,I63
002238,2019/9/30,I63
002238,2019/12/31,I63
002239,2019/3/31,C36
002239,2019/6/30,C36
002239,2019/9/30,C36
002239,2019/12/31,C36
002240,2019/3/31,C20
002240,2019/6/30,C20
002240,2019/9/30,C20
002240,2019/12/31,C20
002241,2019/3/31,C39
002241,2019/6/30,C39
002241,2019/9/30,C39
002241,2019/12/31,C39
002242,2019/3/31,C38
002242,2019/6/30,C38
002242,2019/9/30,C38
002242,2019/12/31,C38
002243,2019/3/31,C29
002243,2019/6/30,C29
002243,2019/9/30,C29
002243,2019/12/31,C29
002244,2019/3/31,K70
002244,2019/6/30,K70
002244,2019/9/30,K70
002244,2019/12/31,K70
002245,2019/3/31,G58
002245,2019/6/30,G58
002245,2019/9/30,G58
002245,2019/12/31,G58
002246,2019/3/31,C26
002246,2019/6/30,C26
002246,2019/9/30,C26
002246,2019/12/31,C26
002247,2019/3/31,I64
002247,2019/6/30,I64
002247,2019/9/30,I64
002247,2019/12/31,I64
002248,2019/3/31,C34
002248,2019/6/30,C34
002248,2019/9/30,C34
002248,2019/12/31,C34
002249,2019/3/31,C38
002249,2019/6/30,C38
002249,2019/9/30,C38
002249,2019/12/31,C38
002250,2019/3/31,C26
002250,2019/6/30,C26
002250,2019/9/30,C26
002250,2019/12/31,C26
002251,2019/3/31,F52
002251,2019/6/30,F52
002251,2019/9/30,F52
002251,2019/12/31,F52
002252,2019/3/31,C27
002252,2019/6/30,C27
002252,2019/9/30,C27
002252,2019/12/31,C27
002253,2019/3/31,I65
002253,2019/6/30,I65
002253,2019/9/30,I65
002253,2019/12/31,I65
002254,2019/3/31,C28
002254,2019/6/30,C28
002254,2019/9/30,C28
002254,2019/12/31,C28
002255,2019/3/31,C34
002255,2019/6/30,C34
002255,2019/9/30,C34
002255,2019/12/31,C34
002256,2019/3/31,C26
002256,2019/6/30,C26
002256,2019/9/30,C26
002256,2019/12/31,C26
002258,2019/3/31,C26
002258,2019/6/30,C26
002258,2019/9/30,C26
002258,2019/12/31,C26
002259,2019/3/31,D45
002259,2019/6/30,D45
002259,2019/9/30,D45
002259,2019/12/31,D45
002260,2019/3/31,C38
002261,2019/3/31,I65
002261,2019/6/30,I65
002261,2019/9/30,I65
002261,2019/12/31,I65
002262,2019/3/31,C27
002262,2019/6/30,C27
002262,2019/9/30,C27
002262,2019/12/31,C27
002263,2019/3/31,C29
002263,2019/6/30,C29
002263,2019/9/30,C29
002263,2019/12/31,C29
002264,2019/3/31,F52
002264,2019/6/30,F52
002264,2019/9/30,F52
002264,2019/12/31,F52
002265,2019/3/31,C36
002265,2019/6/30,C36
002265,2019/9/30,C36
002265,2019/12/31,C36
002266,2019/3/31,C38
002266,2019/6/30,C38
002266,2019/9/30,C38
002266,2019/12/31,C38
002267,2019/3/31,D45
002267,2019/6/30,D45
002267,2019/9/30,D45
002267,2019/12/31,D45
002268,2019/3/31,I65
002268,2019/6/30,I65
002268,2019/9/30,I65
002268,2019/12/31,I65
002269,2019/3/31,C18
002269,2019/6/30,C18
002269,2019/9/30,C18
002269,2019/12/31,C18
002270,2019/3/31,C38
002270,2019/6/30,C38
002270,2019/9/30,C38
002270,2019/12/31,C38
002271,2019/3/31,C30
002271,2019/6/30,C30
002271,2019/9/30,C30
002271,2019/12/31,C30
002272,2019/3/31,C34
002272,2019/6/30,C34
002272,2019/9/30,C34
002272,2019/12/31,C34
002273,2019/3/31,C39
002273,2019/6/30,C39
002273,2019/9/30,C39
002273,2019/12/31,C39
002274,2019/3/31,C26
002274,2019/6/30,C26
002274,2019/9/30,C26
002274,2019/12/31,C26
002275,2019/3/31,C27
002275,2019/6/30,C27
002275,2019/9/30,C27
002275,2019/12/31,C27
002276,2019/3/31,C38
002276,2019/6/30,C38
002276,2019/9/30,C38
002276,2019/12/31,C38
002277,2019/3/31,F52
002277,2019/6/30,F52
002277,2019/9/30,F52
002277,2019/12/31,F52
002278,2019/3/31,C35
002278,2019/6/30,C35
002278,2019/9/30,C35
002278,2019/12/31,C35
002279,2019/3/31,I65
002279,2019/6/30,I65
002279,2019/9/30,I65
002279,2019/12/31,I65
002280,2019/3/31,I65
002280,2019/6/30,I65
002280,2019/9/30,I65
002280,2019/12/31,I65
002281,2019/3/31,C39
002281,2019/6/30,C39
002281,2019/9/30,C39
002281,2019/12/31,C39
002282,2019/3/31,C34
002282,2019/6/30,C34
002282,2019/9/30,C34
002282,2019/12/31,C34
002283,2019/3/31,C36
002283,2019/6/30,C36
002283,2019/9/30,C36
002283,2019/12/31,C36
002284,2019/3/31,C36
002284,2019/6/30,C36
002284,2019/9/30,C36
002284,2019/12/31,C36
002285,2019/3/31,K70
002285,2019/6/30,K70
002285,2019/9/30,K70
002285,2019/12/31,K70
002286,2019/3/31,C13
002286,2019/6/30,C13
002286,2019/9/30,C13
002286,2019/12/31,C13
002287,2019/3/31,C27
002287,2019/6/30,C27
002287,2019/9/30,C27
002287,2019/12/31,C27
002288,2019/3/31,C39
002288,2019/6/30,C39
002288,2019/9/30,C39
002288,2019/12/31,C39
002289,2019/3/31,C39
002289,2019/6/30,C39
002289,2019/9/30,C39
002289,2019/12/31,C39
002290,2019/3/31,C38
002290,2019/6/30,C38
002290,2019/9/30,C38
002290,2019/12/31,C38
002291,2019/3/31,C18
002291,2019/6/30,C18
002291,2019/9/30,C18
002291,2019/12/31,C18
002292,2019/3/31,C24
002292,2019/6/30,C24
002292,2019/9/30,C24
002292,2019/12/31,C24
002293,2019/3/31,C17
002293,2019/6/30,C17
002293,2019/9/30,C17
002293,2019/12/31,C17
002294,2019/3/31,C27
002294,2019/6/30,C27
002294,2019/9/30,C27
002294,2019/12/31,C27
002295,2019/3/31,C32
002295,2019/6/30,C32
002295,2019/9/30,C32
002295,2019/12/31,C32
002296,2019/3/31,C39
002296,2019/6/30,C39
002296,2019/9/30,C39
002296,2019/12/31,C39
002297,2019/3/31,C30
002297,2019/6/30,C30
002297,2019/9/30,C30
002297,2019/12/31,C30
002298,2019/3/31,I65
002298,2019/6/30,I65
002298,2019/9/30,I65
002298,2019/12/31,I65
002299,2019/3/31,A03
002299,2019/6/30,A03
002299,2019/9/30,A03
002299,2019/12/31,A03
002300,2019/3/31,C38
002300,2019/6/30,C38
002300,2019/9/30,C38
002300,2019/12/31,C38
002301,2019/3/31,C24
002301,2019/6/30,C24
002301,2019/9/30,C24
002301,2019/12/31,C24
002302,2019/3/31,C30
002302,2019/6/30,C30
002302,2019/9/30,C30
002302,2019/12/31,C30
002303,2019/3/31,C22
002303,2019/6/30,C22
002303,2019/9/30,C22
002303,2019/12/31,C22
002304,2019/3/31,C15
002304,2019/6/30,C15
002304,2019/9/30,C15
002304,2019/12/31,C15
002305,2019/3/31,K70
002305,2019/6/30,K70
002305,2019/9/30,K70
002305,2019/12/31,K70
002306,2019/3/31,H62
002306,2019/6/30,H62
002306,2019/9/30,H62
002306,2019/12/31,H62
002307,2019/3/31,E48
002307,2019/6/30,E48
002307,2019/9/30,E48
002307,2019/12/31,E48
002308,2019/3/31,C39
002308,2019/6/30,C39
002308,2019/9/30,C39
002308,2019/12/31,C39
002309,2019/3/31,C38
002309,2019/6/30,C38
002309,2019/9/30,C38
002309,2019/12/31,C38
002310,2019/3/31,E48
002310,2019/6/30,E48
002310,2019/9/30,E48
002310,2019/12/31,E48
002311,2019/3/31,C13
002311,2019/6/30,C13
002311,2019/9/30,C13
002311,2019/12/31,C13
002312,2019/3/31,C39
002312,2019/6/30,C39
002312,2019/9/30,C39
002312,2019/12/31,C26
002313,2019/3/31,C39
002313,2019/6/30,C39
002313,2019/9/30,C39
002313,2019/12/31,C39
002314,2019/3/31,K70
002314,2019/6/30,K70
002314,2019/9/30,K70
002314,2019/12/31,K70
002315,2019/3/31,I64
002315,2019/6/30,I64
002315,2019/9/30,I64
002315,2019/12/31,I64
002316,2019/3/31,I65
002316,2019/6/30,I65
002316,2019/9/30,I65
002316,2019/12/31,I65
002317,2019/3/31,C27
002317,2019/6/30,C27
002317,2019/9/30,C27
002317,2019/12/31,C27
002318,2019/3/31,C33
002318,2019/6/30,C33
002318,2019/9/30,C33
002318,2019/12/31,C33
002319,2019/3/31,C26
002319,2019/6/30,C26
002319,2019/9/30,C26
002319,2019/12/31,C26
002320,2019/3/31,G55
002320,2019/6/30,G55
002320,2019/9/30,G55
002320,2019/12/31,G55
002321,2019/3/31,A03
002321,2019/6/30,A03
002321,2019/9/30,A03
002321,2019/12/31,A03
002322,2019/3/31,I65
002322,2019/6/30,I65
002322,2019/9/30,I65
002322,2019/12/31,I65
002323,2019/12/31,E50
002324,2019/3/31,C29
002324,2019/6/30,C29
002324,2019/9/30,C29
002324,2019/12/31,C29
002325,2019/3/31,E50
002325,2019/6/30,E50
002325,2019/9/30,E50
002325,2019/12/31,E50
002326,2019/3/31,C26
002326,2019/6/30,C26
002326,2019/9/30,C26
002326,2019/12/31,C26
002327,2019/3/31,C17
002327,2019/6/30,C17
002327,2019/9/30,C17
002327,2019/12/31,C17
002328,2019/3/31,C36
002328,2019/6/30,C36
002328,2019/9/30,C36
002328,2019/12/31,C36
002329,2019/3/31,C14
002329,2019/6/30,C14
002329,2019/9/30,C14
002329,2019/12/31,C14
002330,2019/3/31,C13
002330,2019/6/30,C13
002330,2019/9/30,C13
002330,2019/12/31,C13
002331,2019/3/31,I65
002331,2019/6/30,I65
002331,2019/9/30,I65
002331,2019/12/31,I65
002332,2019/3/31,C27
002332,2019/6/30,C27
002332,2019/9/30,C27
002332,2019/12/31,C27
002333,2019/3/31,C32
002333,2019/6/30,C32
002333,2019/9/30,C32
002333,2019/12/31,C32
002334,2019/3/31,C38
002334,2019/6/30,C38
002334,2019/9/30,C38
002334,2019/12/31,C38
002335,2019/3/31,C38
002335,2019/6/30,C38
002335,2019/9/30,C38
002335,2019/12/31,C38
002336,2019/3/31,F52
002336,2019/6/30,F52
002336,2019/9/30,F52
002336,2019/12/31,F52
002337,2019/3/31,C35
002337,2019/6/30,C35
002337,2019/9/30,C35
002337,2019/12/31,C35
002338,2019/3/31,C40
002338,2019/6/30,C40
002338,2019/9/30,C40
002338,2019/12/31,C40
002339,2019/3/31,C38
002339,2019/6/30,C38
002339,2019/9/30,C38
002339,2019/12/31,C38
002340,2019/3/31,C42
002340,2019/6/30,C42
002340,2019/9/30,C42
002340,2019/12/31,C42
002341,2019/3/31,C26
002341,2019/6/30,C26
002341,2019/9/30,C26
002341,2019/12/31,C26
002342,2019/3/31,C33
002342,2019/6/30,C33
002342,2019/9/30,C33
002342,2019/12/31,C33
002343,2019/3/31,R86
002343,2019/6/30,R86
002343,2019/9/30,R86
002343,2019/12/31,R86
002344,2019/3/31,L72
002344,2019/6/30,L72
002344,2019/9/30,L72
002344,2019/12/31,L72
002345,2019/3/31,C41
002345,2019/6/30,C41
002345,2019/9/30,C41
002345,2019/12/31,C41
002346,2019/3/31,C38
002346,2019/6/30,C38
002346,2019/9/30,C38
002346,2019/12/31,C38
002347,2019/3/31,C34
002347,2019/6/30,C34
002347,2019/9/30,C34
002347,2019/12/31,C34
002348,2019/3/31,C24
002348,2019/6/30,C24
002348,2019/9/30,C24
002348,2019/12/31,C24
002349,2019/3/31,C27
002349,2019/6/30,C27
002349,2019/9/30,C27
002349,2019/12/31,C27
002350,2019/3/31,C38
002350,2019/6/30,C38
002350,2019/9/30,C38
002350,2019/12/31,C38
002351,2019/3/31,C39
002351,2019/6/30,C39
002351,2019/9/30,C39
002351,2019/12/31,C39
002352,2019/3/31,G60
002352,2019/6/30,G60
002352,2019/9/30,G60
002352,2019/12/31,G60
002353,2019/3/31,C35
002353,2019/6/30,C35
002353,2019/9/30,C35
002353,2019/12/31,C35
002354,2019/3/31,I64
002354,2019/6/30,I64
002354,2019/9/30,I64
002354,2019/12/31,I64
002355,2019/3/31,C36
002355,2019/6/30,C36
002355,2019/9/30,C36
002355,2019/12/31,C36
002356,2019/3/31,F52
002356,2019/6/30,F52
002356,2019/9/30,F52
002356,2019/12/31,F52
002357,2019/3/31,G54
002357,2019/6/30,G54
002357,2019/9/30,G54
002357,2019/12/31,G54
002358,2019/3/31,C38
002358,2019/6/30,C38
002358,2019/9/30,C38
002358,2019/12/31,C38
002359,2019/3/31,I63
002359,2019/6/30,I63
002359,2019/9/30,I63
002359,2019/12/31,I63
002360,2019/3/31,C26
002360,2019/6/30,C26
002360,2019/9/30,C26
002360,2019/12/31,C26
002361,2019/3/31,C26
002361,2019/6/30,C26
002361,2019/9/30,C26
002361,2019/12/31,C26
002362,2019/3/31,C39
002362,2019/6/30,C39
002362,2019/9/30,C39
002362,2019/12/31,C39
002363,2019/3/31,C36
002363,2019/6/30,C36
002363,2019/9/30,C36
002363,2019/12/31,C36
002364,2019/3/31,C38
002364,2019/6/30,C38
002364,2019/9/30,C38
002364,2019/12/31,C38
002365,2019/3/31,C27
002365,2019/6/30,C27
002365,2019/9/30,C27
002365,2019/12/31,C27
002366,2019/3/31,C35
002366,2019/6/30,C35
002366,2019/9/30,C35
002366,2019/12/31,C35
002367,2019/3/31,C34
002367,2019/6/30,C34
002367,2019/9/30,C34
002367,2019/12/31,C34
002368,2019/3/31,I65
002368,2019/6/30,I65
002368,2019/9/30,I65
002368,2019/12/31,I65
002369,2019/3/31,C39
002369,2019/6/30,C39
002369,2019/9/30,C39
002369,2019/12/31,C39
002370,2019/3/31,C27
002370,2019/6/30,C27
002370,2019/9/30,C27
002370,2019/12/31,C27
002371,2019/3/31,C35
002371,2019/6/30,C35
002371,2019/9/30,C35
002371,2019/12/31,C35
002372,2019/3/31,C29
002372,2019/6/30,C29
002372,2019/9/30,C29
002372,2019/12/31,C29
002373,2019/3/31,I65
002373,2019/6/30,I65
002373,2019/9/30,I65
002373,2019/12/31,I65
002374,2019/3/31,E48
002374,2019/6/30,E48
002374,2019/9/30,E48
002374,2019/12/31,E48
002375,2019/3/31,E50
002375,2019/6/30,E50
002375,2019/9/30,E50
002375,2019/12/31,E50
002376,2019/3/31,C39
002376,2019/6/30,C39
002376,2019/9/30,C39
002376,2019/12/31,C39
002377,2019/3/31,K70
002377,2019/6/30,K70
002377,2019/9/30,K70
002377,2019/12/31,K70
002378,2019/3/31,C32
002378,2019/6/30,C32
002378,2019/9/30,C32
002378,2019/12/31,C32
002379,2019/3/31,C32
002379,2019/6/30,C32
002379,2019/9/30,C32
002379,2019/12/31,C32
002380,2019/3/31,C38
002380,2019/6/30,C38
002380,2019/9/30,I65
002380,2019/12/31,I65
002381,2019/3/31,C29
002381,2019/6/30,C29
002381,2019/9/30,C29
002381,2019/12/31,C29
002382,2019/3/31,C35
002382,2019/6/30,C35
002382,2019/9/30,C35
002382,2019/12/31,C35
002383,2019/3/31,C39
002383,2019/6/30,C39
002383,2019/9/30,C39
002383,2019/12/31,C39
002384,2019/3/31,C39
002384,2019/6/30,C39
002384,2019/9/30,C39
002384,2019/12/31,C39
002385,2019/3/31,C13
002385,2019/6/30,C13
002385,2019/9/30,C13
002385,2019/12/31,C13
002386,2019/3/31,C26
002386,2019/6/30,C26
002386,2019/9/30,C26
002386,2019/12/31,C26
002387,2019/3/31,C39
002387,2019/6/30,C39
002387,2019/9/30,C39
002387,2019/12/31,C39
002388,2019/3/31,C39
002388,2019/6/30,C39
002388,2019/9/30,C39
002388,2019/12/31,C39
002389,2019/3/31,C39
002389,2019/6/30,C39
002389,2019/9/30,C39
002389,2019/12/31,C39
002390,2019/3/31,C27
002390,2019/6/30,C27
002390,2019/9/30,C27
002390,2019/12/31,C27
002391,2019/3/31,C26
002391,2019/6/30,C26
002391,2019/9/30,C26
002391,2019/12/31,C26
002392,2019/3/31,C30
002392,2019/6/30,C30
002392,2019/9/30,C30
002392,2019/12/31,C30
002393,2019/3/31,C27
002393,2019/6/30,C27
002393,2019/9/30,C27
002393,2019/12/31,C27
002394,2019/3/31,C17
002394,2019/6/30,C17
002394,2019/9/30,C17
002394,2019/12/31,C17
002395,2019/3/31,C29
002395,2019/6/30,C29
002395,2019/9/30,C29
002395,2019/12/31,C29
002396,2019/3/31,C39
002396,2019/6/30,C39
002396,2019/9/30,C39
002396,2019/12/31,C39
002397,2019/3/31,C17
002397,2019/6/30,C17
002397,2019/9/30,C17
002397,2019/12/31,C17
002398,2019/3/31,M74
002398,2019/6/30,M74
002398,2019/9/30,M74
002398,2019/12/31,M74
002399,2019/3/31,C27
002399,2019/6/30,C27
002399,2019/9/30,C27
002399,2019/12/31,C27
002400,2019/3/31,L72
002400,2019/6/30,L72
002400,2019/9/30,L72
002400,2019/12/31,L72
002401,2019/3/31,I65
002401,2019/6/30,I65
002401,2019/9/30,I65
002401,2019/12/31,I65
002402,2019/3/31,C39
002402,2019/6/30,C39
002402,2019/9/30,C39
002402,2019/12/31,C39
002403,2019/3/31,C33
002403,2019/6/30,C33
002403,2019/9/30,C33
002403,2019/12/31,C33
002404,2019/3/31,C18
002404,2019/6/30,C18
002404,2019/9/30,C18
002404,2019/12/31,C18
002405,2019/3/31,I65
002405,2019/6/30,I65
002405,2019/9/30,I65
002405,2019/12/31,I65
002406,2019/3/31,C36
002406,2019/6/30,C36
002406,2019/9/30,C36
002406,2019/12/31,C36
002407,2019/3/31,C26
002407,2019/6/30,C26
002407,2019/9/30,C26
002407,2019/12/31,C26
002408,2019/3/31,C26
002408,2019/6/30,C26
002408,2019/9/30,C26
002408,2019/12/31,C26
002409,2019/3/31,C26
002409,2019/6/30,C26
002409,2019/9/30,C26
002409,2019/12/31,C26
002410,2019/3/31,I65
002410,2019/6/30,I65
002410,2019/9/30,I65
002410,2019/12/31,I65
002411,2019/3/31,C27
002411,2019/6/30,C27
002411,2019/9/30,C27
002411,2019/12/31,C27
002412,2019/3/31,C27
002412,2019/6/30,C27
002412,2019/9/30,C27
002412,2019/12/31,C27
002413,2019/3/31,C39
002413,2019/6/30,C39
002413,2019/9/30,C39
002413,2019/12/31,C39
002414,2019/3/31,C39
002414,2019/6/30,C39
002414,2019/9/30,C39
002414,2019/12/31,C39
002415,2019/3/31,C39
002415,2019/6/30,C39
002415,2019/9/30,C39
002415,2019/12/31,C39
002416,2019/3/31,F51
002416,2019/6/30,F51
002416,2019/9/30,F51
002416,2019/12/31,F51
002417,2019/3/31,C39
002417,2019/6/30,C39
002417,2019/9/30,I65
002417,2019/12/31,I65
002418,2019/3/31,C34
002418,2019/6/30,C34
002418,2019/9/30,C34
002418,2019/12/31,C34
002419,2019/3/31,F52
002419,2019/6/30,F52
002419,2019/9/30,F52
002419,2019/12/31,F52
002420,2019/3/31,C29
002420,2019/6/30,C29
002420,2019/9/30,C29
002420,2019/12/31,C29
002421,2019/3/31,I65
002421,2019/6/30,I65
002421,2019/9/30,I65
002421,2019/12/31,I65
002422,2019/3/31,C27
002422,2019/6/30,C27
002422,2019/9/30,C27
002422,2019/12/31,C27
002423,2019/3/31,C35
002423,2019/6/30,J69
002423,2019/9/30,J69
002423,2019/12/31,J69
002424,2019/3/31,C27
002424,2019/6/30,C27
002424,2019/9/30,C27
002424,2019/12/31,C27
002425,2019/3/31,I64
002425,2019/6/30,I64
002425,2019/9/30,I64
002425,2019/12/31,I64
002426,2019/3/31,C39
002426,2019/6/30,C39
002426,2019/9/30,C39
002426,2019/12/31,C39
002427,2019/3/31,C28
002427,2019/6/30,C28
002427,2019/9/30,C28
002427,2019/12/31,C28
002428,2019/3/31,C32
002428,2019/6/30,C32
002428,2019/9/30,C32
002428,2019/12/31,C32
002429,2019/3/31,C39
002429,2019/6/30,C39
002429,2019/9/30,C39
002429,2019/12/31,C39
002430,2019/3/31,C35
002430,2019/6/30,C35
002430,2019/9/30,C35
002430,2019/12/31,C35
002431,2019/3/31,E48
002431,2019/6/30,E48
002431,2019/9/30,E48
002431,2019/12/31,E48
002432,2019/3/31,C35
002432,2019/6/30,C35
002432,2019/9/30,C35
002432,2019/12/31,C35
002433,2019/3/31,C27
002433,2019/6/30,C27
002433,2019/9/30,C27
002433,2019/12/31,C27
002434,2019/3/31,C36
002434,2019/6/30,C36
002434,2019/9/30,C36
002434,2019/12/31,C36
002435,2019/3/31,C27
002435,2019/6/30,C27
002435,2019/9/30,C27
002435,2019/12/31,C27
002436,2019/3/31,C39
002436,2019/6/30,C39
002436,2019/9/30,C39
002436,2019/12/31,C39
002437,2019/3/31,C27
002437,2019/6/30,C27
002437,2019/9/30,C27
002437,2019/12/31,C27
002438,2019/3/31,C34
002438,2019/6/30,C34
002438,2019/9/30,C34
002438,2019/12/31,C34
002439,2019/3/31,I64
002439,2019/6/30,I64
002439,2019/9/30,I64
002439,2019/12/31,I64
002440,2019/3/31,C26
002440,2019/6/30,C26
002440,2019/9/30,C26
002440,2019/12/31,C26
002441,2019/3/31,F51
002441,2019/6/30,F51
002441,2019/9/30,F51
002441,2019/12/31,F51
002442,2019/3/31,C26
002442,2019/6/30,C26
002442,2019/9/30,C26
002442,2019/12/31,C26
002443,2019/3/31,C33
002443,2019/6/30,C33
002443,2019/9/30,C33
002443,2019/12/31,C33
002444,2019/3/31,C33
002444,2019/6/30,C33
002444,2019/9/30,C33
002444,2019/12/31,C33
002445,2019/3/31,R86
002445,2019/6/30,R86
002445,2019/9/30,R86
002445,2019/12/31,R86
002446,2019/3/31,C39
002446,2019/6/30,C39
002446,2019/9/30,C39
002446,2019/12/31,C39
002447,2019/3/31,I64
002447,2019/6/30,I64
002447,2019/9/30,I64
002447,2019/12/31,I64
002448,2019/3/31,C36
002448,2019/6/30,C36
002448,2019/9/30,C36
002448,2019/12/31,C36
002449,2019/3/31,C39
002449,2019/6/30,C39
002449,2019/9/30,C39
002449,2019/12/31,C39
002450,2019/3/31,C29
002450,2019/6/30,C29
002451,2019/3/31,C38
002451,2019/6/30,C38
002451,2019/9/30,C38
002451,2019/12/31,C38
002452,2019/3/31,C38
002452,2019/6/30,C38
002452,2019/9/30,C38
002452,2019/12/31,C38
002453,2019/3/31,C26
002453,2019/6/30,C26
002453,2019/9/30,I65
002453,2019/12/31,I65
002454,2019/3/31,C36
002454,2019/6/30,C36
002454,2019/9/30,C36
002454,2019/12/31,C36
002455,2019/3/31,C26
002455,2019/6/30,C26
002455,2019/9/30,C26
002455,2019/12/31,C26
002456,2019/3/31,C39
002456,2019/6/30,C39
002456,2019/9/30,C39
002456,2019/12/31,C39
002457,2019/3/31,C30
002457,2019/6/30,C30
002457,2019/9/30,C30
002457,2019/12/31,C30
002458,2019/3/31,A03
002458,2019/6/30,A03
002458,2019/9/30,A03
002458,2019/12/31,A03
002459,2019/3/31,C35
002459,2019/6/30,C35
002459,2019/9/30,C35
002459,2019/12/31,C35
002460,2019/3/31,C32
002460,2019/6/30,C32
002460,2019/9/30,C32
002460,2019/12/31,C32
002461,2019/3/31,C15
002461,2019/6/30,C15
002461,2019/9/30,C15
002461,2019/12/31,C15
002462,2019/3/31,F51
002462,2019/6/30,F51
002462,2019/9/30,F51
002462,2019/12/31,F51
002463,2019/3/31,C39
002463,2019/6/30,C39
002463,2019/9/30,C39
002463,2019/12/31,C39
002464,2019/3/31,I64
002464,2019/6/30,I64
002464,2019/9/30,I64
002464,2019/12/31,I64
002465,2019/3/31,C39
002465,2019/6/30,C39
002465,2019/9/30,C39
002465,2019/12/31,C39
002466,2019/3/31,C32
002466,2019/6/30,C32
002466,2019/9/30,C32
002466,2019/12/31,C32
002467,2019/3/31,I64
002467,2019/6/30,I64
002467,2019/9/30,I64
002467,2019/12/31,I64
002468,2019/3/31,G60
002468,2019/6/30,G60
002468,2019/9/30,G60
002468,2019/12/31,G60
002469,2019/3/31,M74
002469,2019/6/30,M74
002469,2019/9/30,M74
002469,2019/12/31,M74
002470,2019/3/31,C26
002470,2019/6/30,C26
002470,2019/9/30,C26
002470,2019/12/31,C26
002471,2019/3/31,C38
002471,2019/6/30,C38
002471,2019/9/30,C38
002471,2019/12/31,C38
002472,2019/3/31,C34
002472,2019/6/30,C34
002472,2019/9/30,C34
002472,2019/12/31,C34
002473,2019/3/31,C38
002473,2019/6/30,C38
002473,2019/9/30,C38
002473,2019/12/31,C38
002474,2019/3/31,I65
002474,2019/6/30,I65
002474,2019/9/30,I65
002474,2019/12/31,I65
002475,2019/3/31,C39
002475,2019/6/30,C39
002475,2019/9/30,C39
002475,2019/12/31,C39
002476,2019/3/31,C26
002476,2019/6/30,C26
