嚜燕ostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-01-21,002286,1,17053,1,1,0,0.23,2.5,738,358,C13,,
2017-01-23,002286,1,62407,11,11,1,3.83,2.5,212,0,C13,,
2017-12-13,002288,1,25553,67,18,9,4.45,3.5,3242,378,C39,,
2017-12-19,002288,1,295445,328,0,22,4.73,3.5,1560,0,C39,,
2017-09-06,002288,1,303286,358,358,38,4.45,3.5,1560,0,C39,,
2017-09-25,002288,1,56080,15,15,5,4.5,4,1704,0,C39,,
2017-08-18,002292,1,13091,6,6,3,4.39,4,1556,0,C24,,
2017-10-23,002292,1,7294,9,5,6,1.13,3,559,313,C24,,
2017-04-07,002294,1,8854,35,7,1,0.79,3.5,1338,347,C27,,
2017-12-08,002294,1,26988,55,25,3,5.68,3,2333,398,C27,,
2017-11-06,002296,1,1844,1,0,0,2.21,3,1359,389,C39,,
2017-04-13,002296,1,81406,18,18,9,4.05,3,747,0,C39,,
2017-08-09,002298,1,140839,24,24,25,4.37,3.5,1550,0,I65,,
2017-10-23,002301,1,88,0,0,0,4.58,3.5,811,0,C24,,
2017-12-25,002302,1,44151,69,35,21,4.74,3,531,349,C30,,
2017-12-24,002302,2,35576,19,1,3.5,4.75,3.5,990,0,C30,,
2017-06-14,002302,1,74575,111,65,27,2.7,3,77,306,C30,,
2017-12-01,002304,1,124829,45,45,1,4.68,3.5,3385,0,C15,,
2017-12-13,002304,1,80754,15,0,8,4.72,3.5,3386,0,C15,,
2017-05-23,002304,1,9880,17,1,1,0.1,3,1118,375,C15,,
2017-08-04,002304,1,64962,11,11,3,4.36,3.5,3475,0,C15,,
2017-11-09,002304,1,42540,28,28,3,4.62,3.5,3482,0,C15,,
2017-11-18,002304,1,54700,26,26,19,4.65,3.5,3399,0,C15,,
2017-10-26,002308,1,14882,1,1,3,4.58,3.5,1324,0,C39,,
2017-04-30,002309,1,39521,1,1,1,2.26,3,388,370,C38,,
2017-09-22,002310,1,27460,7,0,9,2.06,3.5,2046,152,E48,,
2017-12-28,002310,1,12483,13,2,1,3.02,3,783,355,E48,,
2017-05-18,002310,1,7915,12,1,2,0.08,3,1118,382,E48,,
2017-04-17,002310,1,18292,3,3,2,4.06,4,1006,0,E48,,
2017-09-13,002310,1,27138,46,10,8,2.73,3,783,355,E48,,
2017-08-13,002310,1,46165,14,2,4,6.3,4,571,342,E48,,
2017-12-28,002311,1,35413,25,4,5,5.95,3,1047,310,C13,,
2017-08-29,002312,1,4098,9,6,0,0.64,4,2225,371,C39,,
2017-08-30,002312,2,12076.5,48,11,6,0.64,4,2225,371,C39,,
2017-08-31,002312,1,5981,23,8,5,0.64,4,2227,303,C39,,
2017-09-06,002312,2,4387.5,15.5,11,0.5,0.66,4,2225,371,C39,,
2017-09-12,002312,1,4356,9,9,5,0.67,4,2225,371,C39,,
2017-09-13,002312,1,6911,21,13,5,0.68,4,2227,303,C39,,
2017-09-14,002312,1,92739,309,117,57,0.68,4,2225,371,C39,,
2017-10-24,002312,2,1267,1.5,1.5,0,0.79,4,2225,371,C39,,
2017-10-25,002312,4,4247.75,13.75,8,1.5,0.79,4,2227,371,C39,,
2017-10-30,002312,1,2282,8,2,2,0.81,4,2227,303,C39,,
2017-10-31,002312,3,2878,5.33,1.33,1.33,0.81,4,2227,371,C39,,
2017-11-01,002312,6,2898.33,7.5,3.5,1.17,0.81,4,2227,371,C39,,
2017-11-02,002312,1,4171,6,6,1,0.81,4,2225,371,C39,,
2017-07-29,002312,1,6635,17,9,8,0.01,3,817,324,C39,,
2017-08-03,002312,1,6933,14,10,6,0.02,3,817,324,C39,,
2017-08-15,002312,1,23069,120,36,31,0.6,4,2225,371,C39,,
2017-04-26,002312,2,13188.5,4.5,4.5,0,4.08,4,2937,0,C39,,
2017-01-25,002312,1,128446,72,58,12,3.83,4,2937,0,C39,,
2017-09-11,002315,1,10752,3,3,5,3.66,3,53,320,I64,,
2017-02-15,002320,1,9251,13,7,3,1.45,3.5,2440,315,G55,,
2017-06-13,002321,1,3362,6,5,2,0.02,3,313,132,A03,,
2017-07-03,002321,2,10802,23.5,8,7,0.07,3,313,132,A03,,
2017-07-07,002321,1,8172,19,4,18,0.08,3,313,132,A03,,
2017-07-14,002321,1,2871,5,1,1,0.1,3,313,132,A03,,
2017-07-18,002321,1,17891,46,17,21,0.11,3,313,132,A03,,
2017-07-19,002321,3,5579,11.33,5,5,0.12,3,313,132,A03,,
2017-07-20,002321,2,1667,2,0,0,0.12,3,313,132,A03,,
2017-08-02,002321,2,2138,2.5,1.5,3,0.15,3,313,132,A03,,
2017-08-09,002321,1,3813,5,5,3,0.17,3,313,132,A03,,
2017-05-23,002323,1,105912,21,4,24,0.34,2.5,386,341,E50,,
2017-12-18,002323,1,5167,4,4,1,3.75,3.5,32,198,E50,,
2017-11-20,002323,1,341670,192,192,26,3.55,2.5,20,375,E50,,
2017-06-20,002326,1,31122,8,8,4,4.23,4,1719,0,C26,,
2017-05-23,002331,1,8228,3,2,4,4.02,4,366,372,I65,,
2017-09-01,002334,1,86910,19,19,5,4.43,3.5,1589,0,C38,,
2017-08-29,002334,1,8740,2,2,0,4.42,3.5,1623,0,C38,,
2017-04-11,002338,1,66708,13,14,13,4.04,3,1128,0,C40,,
2017-10-16,002342,1,67476,152,118,12,8.95,3.5,26,354,C33,,
2017-04-12,002343,1,3946,4,2,9,0.04,2.5,197,337,R86,,
2017-10-20,002344,1,1735,2,1,0,2.01,3,208,392,L72,,
2017-03-01,002344,1,27104,9,8,1,6.8,3.5,0,0,L72,,
2017-07-18,002352,1,11455,15,1,6,0.25,3,1074,311,G60,,
2017-11-29,002353,3,137749,115,86,13,2.63,3.25,2017,347,C35,,
2017-08-18,002354,4,254431.25,740.5,575.25,16,3.13,2.5,124,299,I64,,
2017-08-17,002354,1,348120,840,494,40,2.53,3,222,303,I64,,
2017-08-16,002354,1,188047,716,716,14,3.13,4,4218,340,I64,,
2017-08-13,002354,1,292877,822,0,20,0.06,3,91,361,I64,,
2017-08-08,002354,1,324402,788,784,32,5.35,4,1112,360,I64,,
2017-08-31,002354,19,176997.47,538.37,397.74,7.53,3.88,2.57,942.14,182.79,I64,,
2017-08-30,002354,39,253187.79,715.62,324.85,12.67,2.58,2.68,961.05,224.85,I64,,
2017-08-29,002354,13,282846.92,802.77,304.38,15.62,1.93,2.56,605.11,166.56,I64,,
2017-08-28,002354,1,195006,629,0,19,0.28,3,386,327,I64,,
2017-08-26,002354,1,311010,877,0,22,3.49,2.5,39,322,I64,,
2017-08-23,002354,1,305616,745,741,19,5.39,4,1112,359,I64,,
2017-08-24,002354,2,295697,801,354,21,3.74,3,2387,321.5,I64,,
2017-09-12,002354,1,71460,21,21,7,4.46,4,998,0,I64,,
2017-11-08,002354,1,131582,48,48,11,4.62,4,898,0,I64,,
2017-12-07,002354,1,4747,4,4,2,4.55,2.5,284,387,I64,,
2017-07-19,002354,1,282117,762,761,21,3.56,3,200,301,I64,,
2017-06-13,002354,1,106444,19,19,6,4.21,4,1000,0,I64,,
2017-05-26,002354,1,301285,889,0,31,5.15,4,1112,359,I64,,
2017-07-27,002354,2,10709.5,14.5,11,10,2.59,3.5,8716,361,I64,,
2017-06-09,002354,1,13482,34,31,4,0.05,2.5,123,321,I64,,
2017-06-03,002354,1,3754,11,1,4,0.08,2.5,62,326,I64,,
2017-04-25,002354,1,9374,30,28,1,0.5,2.5,203,306,I64,,
2017-03-22,002354,4,249257.5,708,0,10,2.5,3,45,395,I64,,
2017-05-03,002354,1,158282,586,542,22,3.82,2.5,31,362,I64,,
2017-05-02,002354,2,240177.5,590,552.5,9.5,3.82,2.5,31,362,I64,,
2017-12-06,002357,1,44991,42,36,5,4.12,4,102,324,G54,,
2017-08-15,002359,1,5486,5,1,4,0.61,2.5,194,301,I63,,
2017-08-22,002359,1,47843,4,5,5,4.41,3.5,885,0,I63,,
2017-04-27,002359,1,52627,15,15,6,4.09,3.5,885,0,I63,,
2017-08-29,002361,1,1348024,31,31,6,4.42,3,513,0,C26,,
2017-10-25,002361,1,530952,11,11,1,4.58,3,513,0,C26,,
2017-04-23,002362,1,3718,10,4,4,4.93,3,612,343,C39,,
2017-04-24,002362,1,2084,1,0,1,3.12,4,2361,360,C39,,
2017-09-04,002362,1,19386,58,28,18,9.6,3,241,307,C39,,
2017-09-11,002362,1,9717,18,14,3,0.28,2.5,432,322,C39,,
2017-10-13,002362,1,68554,119,27,10,3.14,2.5,345,321,C39,,
2017-12-24,002362,1,26682,29,0,5,5.6,3,612,343,C39,,
2017-12-12,002363,1,136450,61,56,6,2.62,3.5,440,359,C36,,
2017-05-07,002364,1,9200,4,4,1,3.78,3,1032,341,C38,,
2017-12-20,002365,1,67497,8,8,7,4.73,3,736,0,C27,,
2017-10-27,002366,1,8646,3,1,8,2.04,4,643,336,C35,,
2017-12-14,002369,1,29176,2,2,3,0.57,2.5,351,0,C39,,
2017-08-29,002369,1,3733,4,0,0,0.45,2.5,240,385,C39,,
2017-09-07,002369,1,12387,13,0,2,4.54,3.5,878,316,C39,,
2017-09-12,002369,2,2061,1.5,0.5,0,0.49,2.5,240,385,C39,,
2017-05-26,002369,1,33008,8,8,0,4.16,3.5,2652,0,C39,,
2017-08-31,002375,1,25961,15,15,0,4.43,3,915,0,E50,,
2017-11-07,002375,1,20968,9,9,1,4.62,3,936,0,E50,,
2017-11-27,002375,1,27056,19,19,2,4.67,3,936,0,E50,,
2017-12-08,002380,1,37956,38,37,8,9.48,4,138,351,C38,,
2017-11-21,002380,2,44243,7.5,7.5,9,4.65,3,344,0,C38,,
2017-12-20,002381,1,14909,11,10,9,0.75,2.5,304,352,C29,,
2017-12-19,002383,1,12040,12,11,0,2.54,3,319,309,C39,,
2017-11-30,002385,1,23453,18,16,15,9.79,4,247,359,C13,,
2017-07-14,002385,1,18144,34,20,10,9.41,4,247,362,C13,,
2017-08-02,002386,1,1664,3,0,1,2.85,3.5,624,301,C26,,
2017-02-20,002389,1,28924,36,5,4,2.72,4,502,318,C39,,
2017-07-27,002390,1,14635,27,17,19,0.31,2.5,203,309,C27,,
2017-05-11,002390,1,6700,8,2,11,0.1,2.5,208,321,C27,,
2017-07-05,002392,1,75444,173,123,56,0.78,2.5,2988,330,C30,,
2017-10-17,002392,1,13107,16,1,3,0.55,2.5,476,357,C30,,
2017-12-23,002394,1,6614,3,2,0,1.98,2.5,505,365,C17,,
2017-12-21,002394,1,9164,21,13,0,1.97,2.5,491,349,C17,,
2017-12-14,002394,1,4504,7,0,0,7.05,3.5,753,375,C17,,
2017-12-12,002394,1,123341,53,27,4,4.06,4,2000,368,C17,,
2017-12-20,002396,1,52488,103,0,15,4.5,3,390,84,C39,,
2017-11-23,002396,1,17564,12,12,2,0.88,4,624,9,C39,,
2017-11-30,002396,1,11164,7,6,2,2.91,3,40,321,C39,,
2017-08-01,002400,1,123193,497,52,82,2.79,4,835,309,L72,,
2017-03-29,002402,1,23082,28,0,22,9.44,3.5,2783,308,C39,,
2017-11-11,002405,1,300499,151,103,35,1.92,2.5,6,276,I65,,
2017-12-11,002406,1,2632,1,0,0,4.75,2.5,218,305,C36,,
2017-07-29,002407,1,21369,31,8,18,2.13,4,1295,308,C26,,
2017-12-29,002409,1,11009,6,1,0,3.33,4,5747,323,C26,,
2017-11-15,002410,1,30063,22,22,30,4.64,3.5,2844,0,I65,,
2017-07-14,002410,1,46850,48,47,10,0.45,4,1124,303,I65,,
2017-12-14,002411,1,9193,6,4,2,3.9,3,398,334,C27,,
2017-07-14,002411,1,43124,55,54,13,0.45,4,1124,303,C27,,
2017-12-20,002415,2,213674,204,21.5,15.5,1.83,2.75,6033,317.5,C39,,
2017-10-28,002415,1,943923,907,718,97,5.68,3.5,234,308,C39,,
2017-12-13,002415,1,29693,46,2,4,6.01,3.5,307,346,C39,,
2017-05-11,002415,1,10320,19,0,0,0.07,3,1067,320,C39,,
2017-07-06,002418,1,73250,12,12,9,4.28,3.5,1670,0,C34,,
2017-12-18,002419,1,37762,107,83,16,4.72,3,531,349,F52,,
2017-03-10,002419,1,910,1,1,0,2.96,3,235,245,F52,,
2017-09-14,002421,1,87422,16,16,4,4.47,3.5,1524,0,I65,,
2017-10-13,002421,1,82654,37,0,10,4.55,3.5,1524,0,I65,,
2017-11-08,002421,1,310336,147,29,38,1.77,2.5,330,366,I65,,
2017-06-09,002421,1,4861,2,1,6,4,3.5,953,316,I65,,
2017-11-30,002422,1,25820,6,6,1,4.68,3,512,0,C27,,
2017-11-06,002422,1,98147,265,265,25,0.23,3.5,3177,366,C27,,
2017-12-30,002423,1,30612,48,46,13,0.62,2.5,937,314,C35,,
2017-10-16,002424,1,1547,1,0,1,3.26,2.5,198,374,C27,,
2017-12-03,002424,2,205450.5,282,282,44,3.54,3.25,1723,125.5,C27,,
2017-11-02,002424,1,5753,4,3,6,2.51,2.5,276,326,C27,,
2017-03-27,002424,1,2146,1,1,1,0.34,2.5,174,345,C27,,
2017-03-29,002424,1,12129,8,5,2,1.91,2.5,273,326,C27,,
2017-04-12,002424,1,3768,4,3,2,4.41,2.5,212,330,C27,,
2017-04-25,002424,1,3529,27,27,0,0.42,2.5,173,329,C27,,
2017-04-28,002424,1,2441,2,2,0,0.42,2.5,173,329,C27,,
2017-05-02,002424,1,4065,33,31,1,0.44,2.5,173,329,C27,,
2017-05-09,002424,1,1837,2,1,0,0.45,2.5,173,329,C27,,
2017-05-17,002424,1,1567,0,0,0,0.48,2.5,173,329,C27,,
2017-05-18,002424,1,3861,14,6,0,0.48,2.5,173,329,C27,,
2017-05-24,002424,1,55357,9,10,7,4.16,4,2735,0,C27,,
2017-06-05,002424,1,59459,65,65,24,4.19,4,2819,0,C27,,
2017-06-08,002424,1,1633,0,0,2,0.54,2.5,173,329,C27,,
2017-07-23,002424,1,2059,2,2,0,2.23,2.5,273,326,C27,,
2017-08-18,002424,1,3619,3,2,1,0.73,2.5,173,329,C27,,
2017-08-23,002424,1,3615,1,1,1,0.75,2.5,173,329,C27,,
2017-09-10,002424,1,3314,1,1,0,0.79,2.5,173,329,C27,,
2017-09-15,002424,1,1033,1,1,1,0.81,2.5,173,329,C27,,
2017-09-22,002424,1,1637,1,1,0,0.83,2.5,173,329,C27,,
2017-09-27,002424,1,4084,3,3,0,2.41,2.5,273,326,C27,,
2017-09-28,002424,1,2542,2,2,1,2.41,2.5,276,326,C27,,
2017-09-29,002424,1,9552,6,5,6,2.41,2.5,276,326,C27,,
2017-02-27,002426,1,334315,1152,753,51,1.66,2.5,100,304,C39,,
2017-12-07,002428,1,143811,30,25,10,4.36,3,165,322,C32,,
2017-02-23,002429,1,18478,2,1,2,3.92,3.5,3004,0,C39,,
2017-06-19,002429,1,31187,9,9,7,4.23,3.5,3057,0,C39,,
2017-10-11,002429,1,25489,52,11,3,6.99,3.5,201,389,C39,,
2017-12-14,002429,1,85445,32,32,16,4.72,3.5,3029,0,C39,,
2017-05-18,002431,1,4786,6,0,2,0.08,3,1118,382,E48,,
2017-06-23,002433,1,13371,54,24,23,0.56,2.5,182,354,C27,,
2017-11-23,002438,1,61776,69,20,9,3.1,4,444,331,C34,,
2017-12-01,002438,1,13,0,0,0,4.68,3,1846,0,C34,,
2017-11-20,002438,1,128006,83,13,4,3.1,4,446,393,C34,,
2017-10-09,002438,2,15,0,0,0,4.54,3,1812,0,C34,,
2017-10-16,002438,2,8,0,0,0,4.56,3,1806,0,C34,,
2017-11-01,002438,2,44,0,0,0,4.6,3,1821,0,C34,,
2017-06-21,002438,2,4.5,0,0,0,4.24,3,1820,0,C34,,
2017-05-02,002438,2,5,0,0,0,4.1,3,1828,0,C34,,
2017-04-19,002438,2,5,0,0,0,4.06,3,1828,0,C34,,
2017-04-05,002438,2,6,0,0,0,4.02,3,1831,0,C34,,
2017-03-02,002438,2,13.5,0,0,0,3.93,3,1835,0,C34,,
2017-03-16,002438,2,10.5,0,0,0,3.97,3,1837,0,C34,,
2017-01-03,002438,2,8,0,0,0,3.77,3,1838,0,C34,,
2017-01-16,002438,2,30,0,0,0,3.81,3,1845,0,C34,,
2017-02-17,002438,1,8,0,0,0,3.9,3,1837,0,C34,,
2017-09-18,002438,1,3,0,0,0,4.48,3,1847,0,C34,,
2017-09-01,002438,2,14,0,0,0,4.43,3,1818,0,C34,,
2017-07-19,002438,2,11.5,0,0,0,4.31,3,1818,0,C34,,
2017-07-03,002438,2,12,0,0,0,4.27,3,1820,0,C34,,
2017-08-16,002438,4,3,0,0,0,4.39,3,1814,0,C34,,
2017-10-17,002439,1,70372,84,18,20,2.45,2.5,463,370,I64,,
2017-01-12,002440,1,19682,22,12,5,2.84,2.5,415,379,C26,,
2017-08-17,002443,1,186838,352,138,15,1.27,2.5,67,371,C33,,
2017-09-23,002444,1,49347,23,11,15,2.06,3,2044,360,C33,,
2017-08-18,002445,1,57186,8,8,4,4.4,3.5,1831,0,R86,,
2017-03-28,002445,1,16553,4,4,0,2.74,2.5,215,314,R86,,
2017-12-03,002446,1,13907,29,0,1,3.42,3,1134,337,C39,,
2017-12-19,002446,1,10646,21,0,0,3.34,3,1893,347,C39,,
2017-08-31,002446,1,12353,43,19,3,3.16,3,1134,337,C39,,
2017-01-20,002447,1,43346,7,3,0,3.82,4,1714,0,A04,,
2017-11-07,002447,1,30778,15,15,0,4.62,4,1743,0,A04,,
2017-10-31,002447,2,43780,15.5,15.5,9.5,4.6,4,1759,0,A04,,
2017-12-12,002448,1,49581,63,57,10,2.62,3.5,439,349,C36,,
2017-04-12,002449,1,34835,45,12,10,1.3,3,4981,353,C39,,
2017-12-26,002450,2,8795.5,13.5,7.5,6.5,3.89,3.25,283.5,339.5,C29,,
2017-12-24,002450,1,29726,51,0,8,0.03,2.5,158,302,C29,,
2017-12-19,002450,1,7765,30,26,8,0.1,2.5,190,368,C29,,
2017-12-18,002450,1,102609,32,32,15,4.73,4.5,1778,0,C29,,
2017-12-14,002450,1,123023,111,82,8,3.08,3,674,349,C29,,
2017-11-29,002450,2,2897.5,2,1.5,0.5,1.39,2.5,397.5,364,C29,,
2017-11-09,002450,2,127555,77,0,68,1.63,3,107,237,C29,,
2017-11-23,002450,1,4349,6,3,1,8.36,3,691,326,C29,,
2017-09-29,002450,1,86668,59,59,21,4.51,4.5,1693,0,C29,,
2017-09-22,002450,1,19371,27,26,3,0.8,2.5,1154,395,C29,,
2017-08-12,002450,1,15449,33,0,10,2.81,3.5,1322,350,C29,,
2017-09-06,002450,1,191255,140,0,43,4.45,4.5,1439,0,C29,,
2017-10-26,002450,2,30369.5,3.5,3.5,2,4.58,4.5,1508,0,C29,,
2017-02-24,002450,1,2792,1,0,1,2.27,2.5,368,331,C29,,
2017-03-24,002450,1,7911,6,5,2,0.2,2.5,139,369,C29,,
2017-06-06,002450,1,21240,18,10,8,4.22,3.5,1906,329,C29,,
2017-07-11,002450,1,2565,2,1,1,2.41,3,900,338,C29,,
2017-10-23,002451,1,84115,16,16,5,4.58,3.5,1693,0,C38,,
2017-09-20,002452,1,39653,9,9,5,4.48,3,1184,0,C38,,
2017-11-15,002452,1,157049,171,75,28,6.57,2.5,197,300,C38,,
2017-01-27,002453,1,4449,1,0,0,2.09,3,400,323,C26,,
2017-10-14,002456,1,591824,658,366,46,0.03,2.5,28,350,C39,,
2017-12-06,002456,2,4.5,0,0,0,4.7,4,4421,0,C39,,
2017-07-28,002457,1,79702,321,120,86,0.37,2.5,190,334,C30,,
2017-04-27,002457,1,2036,2,0,0,0.03,3,1120,379,C30,,
2017-09-27,002458,2,38193.5,29,4,10,0.94,4,11939,327,A03,,
2017-10-22,002460,2,2388,6.5,0,0.5,0.52,3,1067,345,C32,,
2017-12-11,002460,2,5685.5,15,1,3,0.67,2.5,107,322,C32,,
2017-12-05,002460,3,28000.67,29.33,23.67,5.33,2.67,3.25,1775,161,C32,,
2017-12-04,002460,2,3298,8.5,1,1.5,0.65,2.5,107,322,C32,,
2017-12-03,002460,2,98322.5,84.5,64,19.5,1.62,3,273,335.5,C32,,
2017-12-25,002460,2,29471.5,49,18,8.5,2.73,3,369,334,C32,,
2017-12-18,002460,1,4206,8,0,4,0.68,2.5,107,322,C32,,
2017-12-15,002460,1,6081,18,1,4,0.68,2.5,107,322,C32,,
2017-10-01,002460,1,11874,9,7,6,0.18,3,332,386,C32,,
2017-07-21,002460,1,11305,28,21,0,0.8,3,1652,334,C32,,
2017-12-26,002465,1,28649,13,13,26,4.75,4,2987,0,C39,,
2017-12-29,002465,1,11789,16,16,6,8.11,3.5,1727,390,C39,,
2017-12-27,002465,1,28210,6,6,6,4.75,4,2961,0,C39,,
2017-12-20,002465,1,9011,17,17,4,8.08,3.5,1727,390,C39,,
2017-12-14,002465,1,25180,66,28,14,9.88,4,709,369,C39,,
2017-12-13,002465,1,2981,2,2,1,8.06,3.5,1727,390,C39,,
2017-12-12,002465,1,16072,29,19,11,4.76,2.5,68,321,C39,,
2017-12-07,002465,2,6259,2,2,0,8.05,3.5,1727,392,C39,,
2017-12-05,002465,2,8367,10,7,2.5,8.95,3.75,1218,378.5,C39,,
2017-11-24,002465,1,7998,9,0,5,9.83,4,707,349,C39,,
2017-09-19,002465,2,6758,21.5,3.5,0.5,9.65,4,709,371,C39,,
2017-09-08,002465,1,56411,41,41,21,4.45,4,3088,0,C39,,
2017-11-17,002465,2,10653.5,14,14,3.5,7.99,3.5,1727,392,C39,,
2017-09-04,002465,2,1622,1,1,0,7.79,3.5,1727,390,C39,,
2017-11-07,002465,1,54812,11,11,4,4.62,4,2987,0,C39,,
2017-11-08,002465,1,9428,2,2,1,7.97,3.5,1727,390,C39,,
2017-09-13,002465,1,4663,6,2,2,4.52,2.5,68,321,C39,,
2017-11-01,002465,1,5792,5,4,1,7.95,3.5,1727,390,C39,,
2017-09-27,002465,1,2966,1,1,0,7.85,3.5,1727,390,C39,,
2017-09-22,002465,1,11642,7,7,2,7.84,3.5,1727,390,C39,,
2017-11-21,002465,2,37475,21,7.5,2,7.24,4,1845,181,C39,,
2017-10-20,002465,1,4380,6,2,0,9.73,4,709,367,C39,,
2017-11-03,002465,2,7915,2,1,0,7.95,3.5,1797,384,C39,,
2017-10-18,002465,1,4936,9,8,5,7.91,3.5,1727,390,C39,,
2017-11-02,002465,1,6690,6,5,0,7.95,3.5,1727,390,C39,,
2017-10-14,002465,1,9878,9,9,2,7.9,3.5,1727,390,C39,,
2017-10-19,002465,1,11411,36,2,5,9.73,4,709,367,C39,,
2017-11-09,002465,1,4736,2,2,0,7.97,3.5,1727,390,C39,,
2017-11-06,002465,2,8148.5,8.5,8.5,4,7.96,3.5,1727,390,C39,,
2017-10-31,002465,1,49371,12,12,2,4.6,4,2987,0,C39,,
2017-09-15,002465,1,69107,33,33,9,4.47,4,3005,0,C39,,
2017-10-08,002465,1,13133,55,10,9,9.7,4,709,367,C39,,
2017-09-16,002465,1,7767,19,4,0,9.64,4,709,367,C39,,
2017-10-12,002465,2,2789,5,5,0,7.89,3.5,1727,390,C39,,
2017-09-18,002465,1,11045,4,4,3,0.38,2.5,299,351,C39,,
2017-05-30,002465,1,11127,3,3,6,7.52,3.5,1727,390,C39,,
2017-05-31,002465,1,3935,3,3,1,7.53,3.5,1727,390,C39,,
2017-06-01,002465,1,4506,4,4,0,7.53,3.5,1727,390,C39,,
2017-06-05,002465,1,3721,7,6,1,7.54,3.5,1727,390,C39,,
2017-06-07,002465,1,3744,2,2,3,7.55,3.5,1727,390,C39,,
2017-06-09,002465,1,3657,2,2,1,7.55,3.5,1727,390,C39,,
2017-06-12,002465,1,7807,5,4,2,7.56,3.5,1727,390,C39,,
2017-06-14,002465,1,3046,3,3,0,7.56,3.5,1727,390,C39,,
2017-06-18,002465,1,11011,9,9,4,7.58,3.5,1727,390,C39,,
2017-06-19,002465,1,12014,8,7,2,7.58,3.5,1727,390,C39,,
2017-06-20,002465,1,5502,6,6,7,7.58,3.5,1727,390,C39,,
2017-06-22,002465,2,15234,18,18,9.5,7.59,3.5,1727,390,C39,,
2017-07-05,002465,3,77903.33,21.67,21.67,17,4.27,4,3005,0,C39,,
2017-07-16,002465,1,3986,3,2,0,9.47,4,709,367,C39,,
2017-08-17,002465,1,6032,5,5,3,7.74,3.5,1727,390,C39,,
2017-09-01,002465,1,12199,25,5,7,9.6,4,709,367,C39,,
2017-08-25,002465,1,3187,2,2,0,7.76,3.5,1727,390,C39,,
2017-08-28,002465,1,2918,2,2,0,7.77,3.5,1727,390,C39,,
2017-08-29,002465,1,12672,13,9,3,7.77,3.5,1727,390,C39,,
2017-08-30,002465,1,42796,9,9,2,4.43,4,2987,0,C39,,
2017-05-04,002465,1,2666,2,2,0,7.45,3.5,1727,390,C39,,
2017-05-05,002465,1,12287,13,10,7,7.45,3.5,1727,390,C39,,
2017-05-08,002465,2,5059.5,3,3,1,7.46,3.5,1727,390,C39,,
2017-05-10,002465,1,3137,3,3,2,7.47,3.5,1727,390,C39,,
2017-05-14,002465,1,2004,1,1,1,7.48,3.5,1727,390,C39,,
2017-05-17,002465,4,4626,6,6,0.25,7.49,3.5,1727,390,C39,,
2017-05-19,002465,1,3274,2,2,2,7.49,3.5,1727,390,C39,,
2017-05-20,002465,1,4927,3,3,1,7.5,3.5,1727,390,C39,,
2017-05-21,002465,1,4282,3,3,3,7.5,3.5,1727,390,C39,,
2017-05-23,002465,1,6612,5,5,4,7.5,3.5,1727,390,C39,,
2017-05-24,002465,2,6536.5,4.5,4.5,4,7.51,3.5,1727,390,C39,,
2017-05-25,002465,1,8531,17,17,1,7.51,3.5,1727,390,C39,,
2017-05-26,002465,2,5876,5.5,5.5,6.5,7.51,3.5,1727,390,C39,,
2017-04-28,002465,1,54581,28,28,11,4.09,4,3005,0,C39,,
2017-03-12,002465,1,19596,3,3,1,3.96,4,3008,0,C39,,
2017-04-02,002465,1,3370,2,2,0,4.02,4,2996,0,C39,,
2017-04-01,002465,1,29083,10,10,6,4.01,4,3005,0,C39,,
2017-01-10,002465,1,13488,4,1,0,3.79,4,2980,0,C39,,
2017-05-02,002465,1,47658,20,20,13,4.1,4,3005,0,C39,,
2017-04-06,002465,1,34359,15,15,5,4.03,4,2996,0,C39,,
2017-03-27,002465,1,33381,26,26,11,4,4,3005,0,C39,,
2017-04-07,002465,1,27891,16,16,5,4.03,4,2996,0,C39,,
2017-11-18,002466,1,5744,4,2,1,0.17,2.5,146,331,C32,,
2017-11-13,002466,2,296157.5,390.5,155,33.5,1.36,2.5,37,303,C32,,
2017-12-16,002466,1,19515,48,34,5,0.5,2.5,152,342,C32,,
2017-09-14,002466,1,23229,78,0,7,0.95,3,1653,334,C32,,
2017-08-12,002466,2,1442,1,1,0,3.79,3.5,2153,352,C32,,
2017-09-12,002466,1,59400,25,5,25,0.9,4,11940,328,C32,,
2017-08-04,002466,1,17954,23,17,6,1.11,2.5,71,377,C32,,
2017-05-27,002472,1,58126,83,0,12,9.6,3.5,2783,308,C34,,
2017-03-29,002472,3,34014.67,45.33,15.67,9.33,9.44,3.5,2783,308,C34,,
2017-10-09,002477,1,160626,15,15,10,4.54,4,1503,0,A03,,
2017-05-05,002477,1,47844,46,0,5,4.11,4,1127,0,A03,,
2017-04-16,002477,1,10088,12,8,2,1.08,2.5,157,341,A03,,
2017-04-24,002477,1,25313732,967,430,71,0.2,2.5,101,366,A03,,
2017-04-06,002477,1,1085,2,0,0,8.79,3.5,392,385,A03,,
2017-07-06,002478,1,23960,3,3,5,4.28,3,1331,0,C33,,
2017-12-20,002479,1,94075,23,23,9,4.74,3,1201,0,D44,,
2017-12-26,002481,1,8104,11,0,0,1.9,3,1214,315,C14,,
