PostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-09-04,601939,1,10597,42,5,1,2.57,2.5,1082,345,J66,,
2017-06-08,601939,1,8522,25,6,0,0.14,3,1067,320,J66,,
2017-07-25,601939,1,4660,2,1,3,3.4,3,1133,388,J66,,
2017-07-13,601988,1,8822,16,0,4,0.24,0,1057,345,J66,,
2017-08-11,601988,1,9892,4,1,2,1.63,2.5,108,348,J66,,
2017-12-07,601988,1,10445,26,0,5,1.88,2,120,366,J66,,
2017-12-04,601988,1,7131,17,8,2,3.42,3,159,319,J66,,
2017-12-21,601988,1,48405,74,26,2,0,2,2,285,J66,,
2017-06-02,601988,1,5057,3,0,1,1.71,2.5,228,393,J66,,
2017-02-23,601988,2,369830,475,107.5,42,4.56,2,267,343,J66,,
2017-12-16,601997,1,97037,95,33,2,2.68,3,621,325,J66,,
2017-11-13,601997,1,15845,19,14,4,8.27,3.5,449,310,J66,,
2017-12-15,601997,1,46864,200,88,6,2.34,4,92,323,J66,,
2017-11-09,601997,1,10430,17,12,5,8.26,3.5,449,310,J66,,
2017-02-08,601997,1,11638,6,2,2,7.51,3.5,449,310,J66,,
2017-05-20,601997,1,68989,109,0,9,1.76,3.5,91,325,J66,,
2017-05-26,601997,1,14676,22,6,3,3.25,2.5,33,258,J66,,
2017-09-22,601997,1,34243,102,0,27,2.11,3.5,91,325,J66,,
2017-09-24,601997,1,75094,177,0,19,2.11,3.5,91,325,J66,,
2017-01-26,601997,1,10385,7,3,3,7.48,3.5,449,310,J66,,
2017-12-12,601998,1,134569,47,30,6,2.87,4,1835,344,J66,,
2017-11-19,601998,1,135605,145,110,28,2.77,4.5,2795,365,J66,,
2017-11-14,601998,2,31222,51.5,25.5,8,2.79,4,1843,350,J66,,
2017-11-13,601998,1,51169,67,37,8,2.79,4,1843,344,J66,,
2017-11-11,601998,1,51083,79,39,9,2.78,4,1843,350,J66,,
2017-11-09,601998,1,141423,83,55,11,2.78,4,1843,350,J66,,
2017-09-05,601998,1,4224,7,0,1,4.02,3.5,201,352,J66,,
2017-09-13,603323,1,2553,6,6,3,1.03,2,187,82,J66,,
