PostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-11-14,002539,1,7107,9,0,4,7.14,3,957,393,C26,,
2017-08-17,002542,1,1834,3,1,0,0.21,1.5,15,207,E48,,
2017-09-12,002542,1,1101,1,1,1,2.34,2.5,71,399,E48,,
2017-05-23,002543,2,9941,5.5,4.5,12,1.21,1,3,18,C38,,
2017-06-11,002543,1,8163,6,3,2,3.23,5,3239,353,C38,,
2017-12-19,002544,1,10042,21,7,1,2.74,4,392,330,I65,,
2017-12-07,002544,2,17374.5,39,29,4,2.4,3.25,1939,363,I65,,
2017-10-30,002544,1,6468,4,4,2,1.98,2.5,3482,397,I65,,
2017-10-27,002544,1,2284,4,4,0,1.97,2.5,3482,397,I65,,
2017-05-27,002544,1,2,0,0,0,0,0,0,0,I65,,
2017-09-18,002545,1,27788,46,0,4,3.13,1,346,308,C33,,
2017-08-25,002545,1,11242,19,6,3,3.07,1.5,373,348,C33,,
2017-08-23,002545,1,41174,90,0,9,3.06,1,346,308,C33,,
2017-09-05,002545,1,19437,53,24,7,3.1,1.5,373,348,C33,,
2017-03-02,002548,1,1,0,0,0,3.93,3.5,2064,0,C13,,
2017-03-27,002548,1,3024,2,2,2,3.92,2,36,54,C13,,
2017-10-30,002551,1,17565,18,3,2,5.05,2.5,131,351,C35,,
2017-04-12,002551,1,9858,18,0,5,1.99,3,4845,325,C35,,
2017-10-13,002551,1,63777,198,126,17,4.54,3,531,349,C35,,
2017-09-12,002552,1,20935,6,6,1,4.47,2.5,279,0,C34,,
2017-06-26,002553,1,295083,229,229,46,4.46,2,99,8,C34,,
2017-09-20,002554,1,18429,23,4,6,0,1,4,125,B11,,
2017-04-11,002555,1,76967,19,19,27,0.48,4,11933,266,I64,,
2017-08-26,002556,1,5519,3,3,0,2.94,1,61,326,F52,,
2017-10-25,002556,1,19553,4,4,0,4.58,3,1223,0,F52,,
2017-11-15,002556,1,7211,9,7,6,10.4,3.5,87,343,F52,,
2017-11-20,002556,1,26519,30,19,11,10.42,3.5,87,343,F52,,
2017-12-28,002556,1,63396,35,0,5,4.76,3,1212,0,F52,,
2017-04-20,002556,2,4559,1.5,1.5,3.5,6.21,2.25,74,334.5,F52,,
2017-07-24,002556,1,39963,17,17,4,4.33,3,1264,0,F52,,
2017-08-08,002556,1,2174,2,2,0,10.13,3.5,87,343,F52,,
2017-03-09,002556,1,25345,43,17,7,2.65,2,52,371,F52,,
2017-07-07,002558,1,93049,31,5,19,0.72,4,11934,386,I64,,
2017-05-24,002558,2,30586,5,5,2.5,4.16,4,925,0,I64,,
2017-04-17,002558,1,1264,1,1,0,1.57,2.5,1052,383,I64,,
2017-07-04,002558,1,18215,18,13,9,3.22,2.5,71,387,I64,,
2017-01-13,002558,1,3544,2,2,2,5.01,3,1490,316,I64,,
2017-11-22,002558,1,1093,0,0,0,5.3,2.5,397,48,I64,,
2017-10-22,002558,1,8289,10,0,2,0.52,3,1067,311,I64,,
2017-04-18,002558,1,1524,2,2,0,1.57,2.5,707,347,I64,,
2017-05-22,002558,1,1402,2,2,4,1.67,2.5,707,347,I64,,
2017-12-06,002558,1,990,1,1,0,2.21,2.5,707,347,I64,,
2017-05-15,002558,1,1728,4,0,2,1.65,2.5,707,347,I64,,
2017-12-22,002560,1,13165,24,21,1,0,1.5,13,19,C38,,
2017-12-21,002560,1,27563,68,44,2,2.41,2,48,374,C38,,
2017-12-07,002560,2,16419,45.5,33.5,1.5,2.38,2,48,374,C38,,
2017-12-13,002560,2,22089.5,42.5,30.5,1.5,2.39,2,48,374,C38,,
2017-12-12,002560,1,33535,84,54,6,2.39,2,48,374,C38,,
2017-12-08,002560,1,25273,54,35,1,2.38,2,48,374,C38,,
2017-08-01,002560,1,3182,9,2,2,0.85,1,82,365,C38,,
2017-11-17,002563,1,10133,7,0,1,8.06,2.5,579,347,C18,,
2017-12-17,002563,1,18978,14,2,0,2.37,1.5,196,367,C18,,
2017-12-27,002564,1,48366,11,11,6,4.75,3.5,597,0,C35,,
2017-10-17,002565,1,1589,2,2,1,2.25,1.5,57,351,C22,,
2017-11-20,002565,1,7306,1,0,2,0.01,2,157,366,C22,,
2017-09-21,002565,1,8055,7,7,0,2.88,2.5,194,390,C22,,
2017-08-16,002565,1,28996,27,23,6,0,2,42,107,C22,,
2017-02-27,002566,1,10090,16,10,5,0.42,4,10093,366,C27,,
2017-03-03,002566,1,3641,2,0,5,0,2,286,378,C27,,
2017-03-12,002566,1,12457,12,6,7,0.36,1.5,17,45,C27,,
2017-12-11,002566,1,16420,50,45,17,0.02,2,74,136,C27,,
2017-12-04,002566,1,3553,5,4,6,0.04,2,157,323,C27,,
2017-10-30,002566,1,34389,41,4,3,2.54,3,5897,340,C27,,
2017-11-13,002566,1,1953,0,0,5,0.01,2,157,216,C27,,
2017-11-16,002566,1,5478,6,6,6,0.33,2,78,294,C27,,
2017-02-11,002566,1,20857,34,21,11,0.28,1.5,17,44,C27,,
2017-05-29,002567,1,28604,26,8,7,0.02,2,61,36,C13,,
2017-12-18,002569,1,3058,3,0,0,8.43,2.5,611,348,C18,,
2017-11-30,002569,1,9247,2,2,0,4.68,3.5,698,0,C18,,
2017-12-06,002570,1,2578,2,2,1,3.01,2,65,393,C14,,
2017-12-27,002570,1,6331,7,4,5,0,2,94,102,C14,,
2017-12-28,002570,1,19966,20,20,13,0.5,4,551,239,C14,,
2017-12-22,002570,1,4601,5,2,1,2.52,3,207,341,C14,,
2017-11-21,002570,1,23725,37,9,17,2.54,2.5,252,346,C14,,
2017-11-23,002570,1,2735,3,2,0,0.08,1.5,27,53,C14,,
2017-11-27,002571,1,41111,15,15,18,4.67,3,383,0,C30,,
2017-12-29,002571,1,6565,5,3,3,5.55,3.5,1219,308,C30,,
2017-03-17,002572,1,39904,55,21,28,6.77,4,1607,371,C21,,
2017-12-28,002574,1,15349,13,0,5,2.12,1.5,254,289,C41,,
2017-11-13,002574,1,8764,12,6,0,1.56,2.5,361,310,C41,,
2017-12-12,002574,1,35392,10,10,3,0.57,1.5,81,0,C41,,
2017-07-13,002575,1,9850,8,5,11,1.75,4,614,305,C24,,
2017-12-20,002580,3,18325,17.33,13.33,1.67,1.27,1,29.5,235,C38,,
2017-11-27,002580,1,19063,9,7,5,2.12,2,89,90,C38,,
2017-06-19,002580,1,75349,154,13,40,5.52,2.5,46,355,C38,,
2017-09-20,002580,1,42559,59,45,27,4.54,4,262,399,C38,,
2017-09-25,002580,1,16538,27,19,19,4.56,4,261,396,C38,,
2017-12-04,002581,2,4.5,0,0,0,4.69,3.5,1373,0,C27,,
2017-11-03,002581,2,3,0,0,0,4.61,3.5,1375,0,C27,,
2017-02-12,002581,1,4067,1,0,0,2.62,2.5,294,302,C27,,
2017-02-13,002581,1,2037,1,0,1,2.62,2.5,294,302,C27,,
2017-02-15,002581,1,3172,3,0,2,2.63,2.5,294,302,C27,,
2017-02-16,002581,1,2791,3,0,2,2.63,2.5,294,302,C27,,
2017-03-10,002581,1,5724,3,0,1,2.69,2.5,294,302,C27,,
2017-06-12,002581,1,3156,1,0,8,2.95,2.5,294,302,C27,,
2017-06-30,002581,1,2094,2,0,5,3,2.5,294,302,C27,,
2017-08-09,002581,2,6.5,0,0,0,4.37,3.5,1379,0,C27,,
2017-09-05,002581,2,3,0,0,0,4.45,3.5,1379,0,C27,,
2017-10-09,002581,2,16,0,0,0,4.54,3.5,1379,0,C27,,
2017-05-17,002582,1,26215,117,0,11,1.24,3,84,342,C13,,
2017-12-22,002583,1,22988,65,29,3,5.32,4,977,367,C39,,
2017-12-15,002584,1,35931,7,7,2,4.72,4,1505,0,C26,,
2017-03-07,002584,1,6381,2,2,1,3.95,4,1547,0,C26,,
2017-08-09,002585,1,2239,1,1,0,4.3,2,84,58,C29,,
2017-12-05,002588,1,21345,28,0,1,0.44,0,24,174,C26,,
2017-06-23,002589,1,23667,28,16,12,2.65,3,273,383,F51,,
2017-11-23,002589,1,15646,31,12,3,0.79,2.5,765,338,F51,,
2017-10-19,002590,1,100222,45,17,10,0.49,2.5,334,353,C36,,
2017-09-18,002592,1,49854,21,21,20,4.48,3,985,0,C36,,
2017-11-15,002592,1,15662,24,3,2,2.28,2.5,285,345,C36,,
2017-07-15,002594,1,129153,141,141,27,3.38,4.5,594,359,C36,,
2017-12-03,002594,2,59195,166.5,149,6.5,2.68,3.5,1665.5,374,C36,,
2017-04-07,002594,1,5464,10,4,3,2.11,3.5,2892,399,C36,,
2017-04-16,002594,1,14374,37,30,8,2.04,2,12,142,C36,,
2017-10-22,002594,1,4044,18,0,0,0.52,3,1067,324,C36,,
2017-04-18,002594,1,3376,3,2,0,3.09,3.5,7389,397,C36,,
2017-10-06,002594,2,14641,34.5,15,2,1.89,2.5,148.5,214.5,C36,,
2017-12-08,002595,1,35442,44,42,4,2.61,3.5,439,349,C35,,
2017-05-05,002595,1,16626,7,5,6,3.25,4,10,310,C35,,
2017-09-21,002596,1,41727,4,4,3,4.49,4,2107,0,C30,,
2017-05-24,002599,1,11295,2,0,5,4.16,3,1182,0,C23,,
2017-05-16,002599,1,8832,4,4,4,4.14,3,1182,0,C23,,
2017-05-17,002599,2,10402,4,2.5,7,4.14,3,1182,0,C23,,
2017-06-09,002599,1,10619,4,0,4,4.21,3,1182,0,C23,,
2017-07-05,002600,1,4661,4,2,2,0.19,2,61,378,C39,,
2017-08-23,002600,1,1395,3,1,0,2.94,0,444,347,C39,,
2017-09-05,002600,1,4697,8,4,5,2.97,0,444,347,C39,,
2017-08-05,002600,1,200973,49,39,43,6.92,3,372,380,C39,,
2017-02-09,002601,1,24234,4,3,1,0.1,2.5,1028,209,C26,,
2017-09-05,002602,1,70795,16,14,13,0.88,4,11934,386,C36,,
2017-11-06,002602,1,33016,4,4,3,4.62,4,725,0,C36,,
2017-04-04,002604,1,171448,41,41,20,4.02,4,1522,0,C13,,
2017-03-30,002606,1,108712,17,17,16,4.01,4,1598,0,C38,,
2017-12-13,002606,1,55419,99,49,9,1.23,2.5,61,286,C38,,
2017-11-30,002607,1,194930,159,130,18,1.67,2.5,1163,357,F52,,
2017-11-28,002607,1,1253669,2161,1832,242,2.58,3.5,438,343,F52,,
2017-11-22,002607,1,439645,429,330,55,2.78,4,405,383,F52,,
2017-11-19,002607,1,52898,73,65,5,2.55,3.5,438,343,F52,,
2017-11-17,002607,4,373705,483.25,33.5,62.5,2.66,3.75,421,360.5,F52,,
2017-03-23,002607,1,51781,16,16,5,3.99,4,2014,0,F52,,
2017-10-22,002608,1,13552,17,16,1,2.29,2.5,89,387,D44,,
2017-02-09,002610,1,118973,87,83,17,3.87,4,2233,0,C38,,
2017-02-27,002610,1,36856,19,16,3,3.92,4,2233,0,C38,,
2017-02-24,002610,6,27073.33,11.5,10.33,2.83,3.92,4,2233,0,C38,,
2017-02-22,002610,1,47842,43,37,11,3.91,4,2233,0,C38,,
2017-10-20,002615,1,5272,40,16,1,0.13,1.5,55,372,C33,,
2017-10-23,002615,1,2880,9,5,0,0.14,2,66,399,C33,,
2017-10-25,002615,1,3248,3,2,0,0.14,2,66,399,C33,,
2017-11-14,002615,1,22543,33,6,10,0.65,3.5,1684,345,C33,,
2017-10-17,002615,1,5408,17,10,0,0.12,2,66,399,C33,,
2017-10-18,002615,1,4108,15,9,0,0.12,2,66,399,C33,,
2017-06-23,002616,1,6488,7,3,2,2.23,2.5,124,393,C38,,
2017-07-12,002616,1,5284,11,4,0,2.28,2.5,124,393,C38,,
2017-05-29,002616,2,3,0,0,1,2.11,0.5,5,10,C38,,
2017-09-17,002619,1,35662,14,0,3,0.92,4,11940,328,I64,,
2017-03-13,002619,1,222460,380,141,60,2.01,2,17,386,I64,,
2017-02-14,002620,1,9568,13,13,3,1.14,2,76,41,E50,,
2017-12-28,002620,1,21134,20,13,6,10.74,3,421,323,E50,,
2017-12-23,002622,1,3267,1,1,0,4.53,3.5,527,326,C38,,
2017-12-26,002622,1,5566,2,1,2,4.53,3.5,527,326,C38,,
2017-07-17,002622,1,16147,7,0,9,4.31,4,1794,0,C38,,
2017-01-03,002622,1,87589,7,7,0,3.77,4,1800,0,C38,,
2017-11-21,002623,1,31036,1,0,1,4.52,0.5,8,6,C30,,
2017-01-09,002623,1,45326,6,5,0,3.79,3,685,0,C30,,
2017-08-10,002623,1,6088,4,1,4,2.12,2.5,203,316,C30,,
2017-03-20,002624,1,32442,9,8,7,3.71,4,3463,341,I64,,
2017-11-24,002625,2,7114.5,12,0,2.5,0.61,3,1067,324,C36,,
2017-11-27,002625,1,43840,4,0,11,1.11,4,11940,328,C36,,
2017-12-06,002625,1,45703,86,72,7,2.6,3.5,439,349,C36,,
2017-12-07,002625,1,33086,135,106,12,4.46,3,390,84,C36,,
2017-12-09,002625,1,21649,108,104,10,4.47,3,390,84,C36,,
2017-12-22,002625,1,1863,1,1,0,2.97,2,219,334,C36,,
2017-12-11,002629,1,4003,3,0,1,2.64,3,166,398,B11,,
2017-11-25,002629,1,6999,8,8,1,2.78,2.5,276,377,B11,,
2017-08-26,002629,1,11242,13,11,0,2.53,2.5,276,377,B11,,
2017-10-23,002629,1,21181,36,16,5,2.51,3,172,396,B11,,
2017-03-27,002629,1,12125,8,0,4,2.34,2,16,139,B11,,
2017-03-31,002629,1,2202,2,1,2,1,1,23,19,B11,,
2017-04-03,002629,1,3215,8,7,1,1.04,2.5,64,371,B11,,
2017-05-12,002629,1,20159,31,24,8,1.85,2,745,364,B11,,
2017-05-16,002629,1,13404,20,19,3,1.86,2,740,335,B11,,
2017-06-04,002629,1,11116,30,28,2,2.67,4,6393,315,B11,,
2017-02-21,002629,1,13929,3,0,2,7.55,4.5,13844,285,B11,,
2017-06-19,002630,1,49151,11,11,0,4.23,3.5,1816,0,C34,,
2017-09-07,002633,1,203423,32,32,22,4.45,3.5,1458,0,C34,,
2017-03-18,002634,1,75080,132,0,39,0.04,3,128,369,C18,,
2017-08-18,002637,1,35053,44,0,4,5.89,2.5,218,325,C26,,
2017-09-27,002637,1,34564,5,5,0,4.5,3,730,0,C26,,
2017-12-28,002638,1,1325,0,0,0,1.03,2.5,399,378,C38,,
2017-12-29,002638,1,1062,0,0,0,1.03,2.5,408,397,C38,,
2017-12-26,002639,1,10151,1,0,0,0.61,0,109,0,C34,,
2017-10-15,002639,1,1151,1,0,1,0.72,1.5,37,24,C34,,
2017-08-25,002643,1,7084,1,1,1,0.27,2,309,0,C26,,
2017-12-30,002645,1,218656,134,107,42,4.55,4,55,352,C35,,
2017-12-12,002646,1,7680,1,0,0,0,1,10,33,C15,,
2017-12-03,002646,1,1845,3,3,0,0.19,2.5,869,322,C15,,
2017-12-29,002646,1,11538,22,6,5,10.38,4,5113,308,C15,,
2017-10-27,002646,1,1206,1,1,0,0.09,2.5,869,322,C15,,
2017-11-12,002646,2,1446,1,1,0,0.14,2.5,869,322,C15,,
2017-09-03,002646,1,1598,1,1,0,7.47,3.5,3443,330,C15,,
2017-09-13,002646,1,6690,9,9,2,8.78,3,192,154,C15,,
2017-09-12,002646,2,3050.5,6,4,1.5,8.78,3,192,154,C15,,
2017-09-14,002646,1,1951,4,3,2,8.79,3,192,154,C15,,
2017-10-13,002646,1,12042,5,0,2,4.55,3.5,2627,0,C15,,
2017-03-20,002646,1,1922,2,2,4,8.3,4,6994,317,C15,,
2017-03-21,002646,3,3217.67,3.67,3.67,3,8.31,4,6994,317,C15,,
2017-04-18,002646,1,13244,6,0,0,4.06,3.5,2627,0,C15,,
2017-05-22,002646,1,2311,3,3,2,3.38,3.5,2726,334,C15,,
2017-05-31,002646,1,3507,3,0,0,9.8,4,5181,375,C15,,
2017-06-29,002646,1,10702,2,2,2,4.26,3.5,2627,0,C15,,
2017-07-09,002646,1,3394,5,4,0,8.61,4,6994,317,C15,,
2017-07-13,002646,1,5051,6,5,3,8.62,4,6994,317,C15,,
2017-07-22,002646,1,2097,1,1,1,8.64,4,6994,317,C15,,
2017-07-23,002646,1,7052,11,4,4,8.65,4,6994,317,C15,,
2017-07-24,002646,1,9347,7,7,0,8.65,4,6994,317,C15,,
2017-07-26,002646,1,2711,2,2,1,8.65,4,6994,317,C15,,
2017-07-27,002646,1,7377,21,3,2,5.56,3,1046,312,C15,,
2017-07-30,002646,2,25608,33,30,17.5,8.67,4,6994,317,C15,,
2017-08-03,002646,1,11374,16,12,1,8.68,4,6994,317,C15,,
2017-08-07,002646,2,14662.5,25.5,25,9,8.69,4,7045,317,C15,,
2017-08-08,002646,3,2416.67,3.67,2.67,3.33,8.69,4,7045,303,C15,,
2017-08-09,002646,2,8093,11,9.5,2.5,8.69,4,7042,351,C15,,
2017-08-10,002646,3,3382,4.67,3.67,1,8.7,4,7065,335,C15,,
2017-08-30,002646,1,14601,3,0,2,4.43,3.5,2627,0,C15,,
2017-09-01,002646,1,16640,2,0,0,4.43,3.5,2627,0,C15,,
2017-12-22,002649,1,77530,7,7,9,4.74,3,279,0,I65,,
2017-12-20,002649,1,2460,2,2,3,0.83,2,475,96,I65,,
2017-12-18,002649,1,62477,11,11,31,4.73,3,279,0,I65,,
2017-11-23,002649,1,360002,513,80,28,0.74,2,37,350,I65,,
2017-11-22,002649,1,43329,108,103,15,5.64,4,1112,343,I65,,
2017-05-13,002649,1,12790,6,2,5,5.12,4,1115,375,I65,,
2017-06-08,002649,1,3047,4,2,0,3.43,2,407,348,I65,,
2017-03-23,002649,1,1216,1,1,2,3.55,0.5,1,142,I65,,
2017-10-11,002650,1,101350,94,94,9,4.54,3.5,1584,0,C14,,
2017-08-28,002651,1,26832,8,8,2,4.42,3.5,1143,0,C35,,
2017-12-21,002651,1,7042,7,6,5,3.98,1.5,91,272,C35,,
2017-03-29,002651,1,1577,1,1,0,1.92,0,9,184,C35,,
2017-12-20,002655,2,40561.5,7,6,4,0.81,1,15,47,C39,,
2017-12-29,002655,1,38528,36,24,6,1.26,2,20,333,C39,,
2017-12-19,002657,1,46784,80,50,15,4.49,3,390,84,I65,,
2017-07-07,002657,1,63081,28,0,2,4.28,3.5,526,0,I65,,
2017-03-31,002657,1,18772,5,5,4,8.07,4,377,321,I65,,
2017-06-08,002657,1,95592,70,16,100,1.98,2.5,282,380,I65,,
2017-03-02,002658,1,70516,5,5,4,3.93,3.5,1452,0,C40,,
2017-01-05,002659,30,14.63,0,0,0,3.78,3,1668,0,E48,,
2017-12-11,002662,1,58868,101,80,10,2.61,3.5,439,349,C36,,
2017-10-11,002662,1,2478,2,0,0,1.23,1.5,20,75,C36,,
2017-03-21,002662,1,45180,14,10,8,3.98,3.5,1888,0,C36,,
2017-09-05,002663,1,37918,55,24,9,9.56,3.5,56,322,E48,,
2017-12-21,002663,1,20665,33,28,8,9.65,3,477,321,E48,,
2017-05-24,002663,1,7876,16,16,15,2.36,2,210,157,E48,,
2017-06-21,002663,1,9252,92,88,107,0.24,2.5,184,106,E48,,
2017-12-05,002663,1,29726,8,8,11,4.69,3,494,0,E48,,
2017-05-04,002663,1,6123,7,7,5,5.22,3,523,277,E48,,
2017-04-12,002663,1,8399,10,9,1,1.05,3,1839,388,E48,,
2017-06-19,002663,1,11185,20,20,11,2.74,4,686,326,E48,,
2017-08-21,002664,1,19828,5,5,5,4.41,3.5,1247,0,C36,,
2017-12-15,002664,1,37476,3,3,4,4.72,3.5,1247,0,C36,,
2017-04-18,002664,1,1434,4,4,4,2.01,1.5,27,356,C36,,
2017-03-01,002664,1,4193,1,1,0,1.88,2,46,68,C36,,
2017-08-22,002665,1,5837,4,3,1,2.05,3.5,1106,328,C38,,
2017-12-11,002666,1,46976,59,48,9,2.61,3.5,439,349,C26,,
2017-12-08,002667,1,102972,64,59,25,0.39,2,78,384,C35,,
2017-11-09,002667,1,8878,25,0,17,0.06,2.5,176,325,C35,,
2017-09-12,002667,1,24836,237,235,174,1.43,2,60,107,C35,,
2017-03-20,002668,1,24537,15,0,3,3.98,0,726,0,C38,,
2017-06-21,002668,2,23217,10,10,3.5,2.17,0.5,374.5,0,C38,,
2017-08-31,002668,1,25866,12,12,6,4.43,3.5,779,0,C38,,
2017-10-25,002668,1,23721,7,0,1,4.58,0,726,0,C38,,
2017-11-28,002668,1,26567,23,0,18,4.67,3.5,759,0,C38,,
2017-12-20,002668,1,29364,65,37,6,4.73,3,531,349,C38,,
2017-02-24,002668,1,12473,14,14,1,3.92,0,728,0,C38,,
2017-10-13,002671,1,6454,3,1,3,2,1,55,333,C30,,
2017-12-17,002671,1,28103,12,12,3,4.73,3.5,1452,0,C30,,
2017-11-22,002672,1,34515,79,57,7,0.76,2.5,368,382,C42,,
2017-12-18,002672,1,1,0,0,0,4.73,3.5,2752,0,C42,,
2017-10-30,002672,1,8514,5,5,22,4.59,3.5,2606,0,C42,,
2017-10-13,002672,1,24035,43,28,6,2.21,2,1021,341,C42,,
2017-12-05,002672,2,10286,1,1,0.5,4.69,3.5,2605,0,C42,,
2017-11-16,002672,1,3,0,0,0,4.64,3.5,2704,0,C42,,
2017-11-30,002672,2,25110.5,15.5,15.5,16,4.68,3.5,2642,0,C42,,
2017-01-18,002672,1,2,0,0,0,3.81,3.5,2754,0,C42,,
2017-02-21,002672,2,27.5,0,0,0,3.91,3.5,2740,0,C42,,
2017-03-09,002672,2,10.5,0,0,0,3.95,3.5,2734,0,C42,,
2017-08-11,002672,1,3589,1,1,0,0.23,2,177,0,C42,,
2017-08-14,002672,2,17.5,0,0,0,4.38,3.5,2716,0,C42,,
2017-09-04,002672,4,6.25,0,0,0,4.44,3.5,2714,0,C42,,
2017-09-18,002672,2,8.5,0,0,0,4.48,3.5,2714,0,C42,,
2017-09-27,002672,1,36073,38,35,11,1.7,3.5,258,333,C42,,
2017-04-06,002672,2,9,0,0,0,4.03,3.5,2734,0,C42,,
2017-04-24,002672,2,5,0,0,0,4.08,3.5,2732,0,C42,,
2017-05-04,002672,2,8.5,0,0,0,4.1,3.5,2730,0,C42,,
2017-05-17,002672,1,22,0,0,0,4.14,3.5,2734,0,C42,,
2017-06-02,002672,2,10.5,0,0,0,4.18,3.5,2724,0,C42,,
2017-06-16,002672,2,14.5,0,0,0,4.22,3.5,2730,0,C42,,
2017-06-23,002672,1,22461,3,3,3,4.24,3.5,2606,0,C42,,
2017-07-04,002672,2,6.5,0,0,0,4.27,3.5,2720,0,C42,,
2017-07-06,002672,1,10597,1,1,2,4.28,3.5,2606,0,C42,,
2017-07-11,002672,1,21186,14,0,5,4.29,3.5,2606,0,C42,,
2017-07-19,002672,2,7.5,0,0,0,4.31,3.5,2716,0,C42,,
2017-10-10,002672,2,50,0,0,0,4.54,3.5,2724,0,C42,,
2017-08-17,002677,1,343123,448,189,84,4.36,2,181,372,C38,,
2017-08-28,002677,2,8.5,0,0,0,4.42,3,771,0,C38,,
2017-10-27,002677,1,20386,4,4,4,4.59,3,675,0,C38,,
2017-11-27,002677,1,5569,1,1,1,0.76,2,257,31,C38,,
2017-11-29,002677,2,6470,2,2,2,5.35,2.5,175,129,C38,,
2017-12-11,002677,1,3731,1,1,1,0.03,0.5,28,32,C38,,
2017-12-20,002677,2,4.5,0,0,0,4.73,3,769,0,C38,,
2017-11-07,002679,1,5826,7,4,0,2.01,3,625,338,A02,,
2017-10-09,002680,1,32513,17,17,5,4.54,4.5,987,0,C27,,
2017-07-17,002680,1,4725,5,2,1,7.84,3,739,322,C27,,
2017-04-24,002680,1,21319,3,3,2,4.08,4.5,966,0,C27,,
2017-04-25,002680,1,13078,22,0,6,7.61,3,741,322,C27,,
2017-03-11,002680,1,2354,3,0,2,7.49,3,739,322,C27,,
2017-02-27,002680,1,9429,2,2,0,3.92,4.5,966,0,C27,,
2017-02-23,002680,1,4870,6,5,2,7.44,3,739,322,C27,,
2017-09-29,002681,1,17335,14,14,4,4.51,3.5,2745,0,C39,,
2017-07-20,002681,1,226607,944,122,105,5.16,2.5,902,326,C39,,
2017-12-23,002682,1,12156,10,9,1,2.67,0,2147,62,G54,,
2017-11-04,002684,1,469434,477,164,76,0.47,2.5,223,363,C38,,
2017-01-17,002687,1,110745,7,6,3,3.81,3,956,0,C18,,
2017-12-14,002687,1,19245,29,21,5,0.63,2.5,454,367,C18,,
2017-12-13,002688,1,33330,68,39,9,1.91,2.5,580,390,C27,,
2017-11-27,002688,1,61670,129,68,29,1.87,2.5,579,392,C27,,
2017-04-14,002689,1,8124,1,2,1,0.91,4,5910,350,C34,,
2017-05-10,002691,1,38332,5,5,0,4.12,3,1120,0,C35,,
2017-08-02,002691,1,18978,3,0,3,4.35,3,1121,0,C35,,
2017-12-04,002693,2,14.5,0,0,0,4.69,3,550,0,C27,,
2017-08-22,002696,1,6625,2,2,0,4.41,3,1594,0,A04,,
2017-07-18,002699,1,48553,5,5,2,4.31,3.5,800,0,R87,,
2017-12-01,002701,1,37134,53,21,16,2.41,1.5,46,314,C33,,
2017-07-13,002701,1,53443,46,46,4,4.3,3.5,1286,0,C33,,
2017-12-28,002703,1,39371,8,8,8,4.76,3.5,1338,0,C36,,
2017-12-19,002703,2,9.5,0,0,0,4.73,3.5,1395,0,C36,,
2017-12-18,002703,1,1,0,0,0,4.73,3.5,1424,0,C36,,
2017-09-15,002703,1,35552,31,20,6,0.18,2,130,158,C36,,
2017-09-28,002703,1,57434,82,44,7,2.73,2.5,279,380,C36,,
2017-10-24,002703,1,5734,20,16,3,4.65,3,233,354,C36,,
2017-10-30,002703,1,26498,24,18,4,2.55,3,200,391,C36,,
2017-06-01,002703,1,25284,28,24,2,0.12,1.5,29,77,C36,,
2017-06-12,002703,1,9013,36,36,8,0.74,3.5,1760,313,C36,,
2017-07-27,002703,2,9034,6,5,5.5,2.78,2.5,460,173.5,C36,,
2017-07-31,002703,2,14691,22,22,5,1.99,3,184,75,C36,,
2017-08-27,002703,1,12358,25,25,5,0.39,4,2546,232,C36,,
2017-08-30,002703,1,52791,45,38,15,2.13,2.5,318,330,C36,,
2017-09-06,002703,1,9206,49,49,56,0.18,1.5,1,0,C36,,
2017-12-09,002708,1,7756,8,5,1,6.61,3.5,159,367,C36,,
2017-04-25,002709,1,7722,6,4,5,3.85,4,958,364,C26,,
2017-12-20,002714,1,4229,3,1,2,0.71,2.5,220,331,A03,,
2017-12-06,002715,1,74121,46,41,1,2.6,3.5,439,349,C36,,
2017-11-21,002716,1,49402,3,3,3,1.42,2.5,104,315,C32,,
2017-12-28,002718,1,25609,28,28,1,3.97,3,1003,0,C41,,
2017-11-03,002721,3,13569.33,12.67,11,3.67,3.07,3.25,848.5,165,C41,,
2017-05-08,002721,2,3,0,0,0,3.33,4,1395,0,C41,,
2017-09-11,002721,2,5.5,0,0,0,3.67,4,1385,0,C41,,
2017-02-16,002721,2,11,0,0,0,3.11,4,1397,0,C41,,
2017-09-04,002721,2,1,0,0,0,3.65,4,1385,0,C41,,
2017-07-07,002721,2,1.5,0,0,0,3.49,4,1389,0,C41,,
2017-05-02,002721,2,6.5,0,0,0,3.31,4,1397,0,C41,,
2017-06-07,002721,2,8,0,0,0,3.41,4,1393,0,C41,,
2017-10-05,002721,2,2,0,0,0,3.74,4,1385,0,C41,,
2017-04-19,002724,1,13845,13,5,4,9.15,4,207,332,C38,,
2017-06-02,002725,1,2063,2,2,0,0.3,2,288,0,C36,,
2017-07-26,002729,1,3514,0,0,0,2.9,1.5,320,0,C39,,
2017-12-26,002732,1,55007,55,55,16,3.12,3,752,0,C14,,
2017-12-21,002732,1,4929,9,0,0,3.1,3,752,0,C14,,
2017-12-14,002732,1,8387,14,5,4,1.92,2.5,742,380,C14,,
2017-10-17,002732,1,307657,479,120,19,5.33,3.5,782,373,C14,,
2017-05-17,002732,1,59589,144,73,3,4.22,3,256,311,C14,,
