PostDate,Stkcd,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd,,
2017-01-09,600068,1,9552,6,0,1,1.55,2,359,131,E48,,
2017-06-10,600068,1,108223,25,14,3,1.12,2.5,499,333,E48,,
2017-05-01,600068,1,40351,118,47,32,0.85,3.5,1338,347,E48,,
2017-01-09,600069,1,238972,147,57,24,3.99,2.5,180,343,C22,,
2017-01-04,600069,1,7409,15,1,1,4.56,3.5,1221,323,C22,,
2017-12-28,600069,2,20732.5,6,6,0.5,4.76,4,1879,0,C22,,
2017-03-15,600069,1,125273,11,10,2,3.97,4,1879,0,C22,,
2017-03-24,600069,1,48963,9,9,2,3.99,4,1879,0,C22,,
2017-08-31,600069,1,78613,32,32,9,4.43,4,1879,0,C22,,
2017-08-11,600069,1,97443,43,43,8,4.38,4,1879,0,C22,,
2017-08-15,600069,1,74879,20,20,7,4.39,4,1879,0,C22,,
2017-08-13,600071,1,67367,11,11,11,4.38,3,375,0,C40,,
2017-11-28,600072,1,6876,5,1,4,0.34,0.5,2,20,E48,,
2017-09-07,600072,1,116644,39,22,11,2.16,1.5,317,335,E48,,
2017-11-17,600073,1,4134,4,2,0,1.25,2,71,324,C14,,
2017-11-16,600074,1,17962,43,41,18,0.33,2,78,384,C39,,
2017-09-04,600074,1,63093,117,0,29,0.36,0,120,397,C39,,
2017-12-09,600074,1,6493,7,6,12,0.06,2,110,310,C39,,
2017-10-10,600074,1,103502,57,57,29,4.54,4,1898,0,C39,,
2017-08-28,600074,2,116081,95.5,38,27.5,5.58,3.5,1068.5,161,C39,,
2017-03-07,600076,1,36563,5,4,9,3.95,3.5,897,0,C20,,
2017-04-24,600076,1,20360,9,9,2,4.08,3.5,889,0,C20,,
2017-03-26,600076,1,28442,6,6,8,4,3.5,889,0,C20,,
2017-12-28,600076,1,2246,2,2,0,1.65,1.5,49,100,C20,,
2017-05-03,600076,1,27259,12,12,3,4.1,3.5,897,0,C20,,
2017-08-01,600077,1,11927,24,5,8,4.77,2.5,681,342,K70,,
2017-12-06,600078,1,83509,43,11,6,3.02,3.5,28,354,C26,,
2017-01-02,600078,1,1557,1,1,0,5.21,1.5,75,28,C26,,
2017-05-03,600078,1,7408,25,6,7,0.27,3,631,390,C26,,
2017-07-20,600078,1,102828,43,39,4,0.48,3,631,390,C26,,
2017-07-24,600078,1,83977,12,7,2,0.49,3,631,390,C26,,
2017-07-27,600078,1,112202,51,44,6,0.5,3,631,390,C26,,
2017-12-28,600079,1,9494,1,0,1,1.9,2.5,458,324,C27,,
2017-11-06,600079,1,13767,26,5,2,2.27,4,1137,310,C27,,
2017-12-17,600079,1,20919,8,4,3,5.86,2,31,187,C27,,
2017-05-09,600079,1,67241,13,13,2,4.12,3.5,3395,0,C27,,
2017-12-28,600082,1,21210,11,0,7,1.07,1,3,22,S90,,
2017-09-24,600082,2,12960,17,11,1,3.67,3.5,73,317,S90,,
2017-11-25,600082,1,4659,2,3,3,3.84,3.5,73,317,S90,,
2017-01-12,600082,1,4233,4,2,3,1.57,2.5,70,369,S90,,
2017-05-12,600083,1,7812,10,7,9,4.99,3.5,229,366,C39,,
2017-12-28,600083,1,22557,11,9,0,4.37,2.5,533,374,C39,,
2017-07-21,600083,1,9246,18,18,4,0.22,1,6,1,C39,,
2017-02-14,600083,1,15327,18,10,4,4.62,3,234,387,C39,,
2017-03-20,600083,1,16092,31,27,8,4.72,3,234,387,C39,,
2017-11-13,600084,1,16109,27,23,3,0.72,0,43,313,C15,,
2017-11-20,600084,1,79628,219,218,14,1.52,2.5,154,314,C15,,
2017-12-09,600084,1,13356,41,29,5,0.79,2,43,320,C15,,
2017-02-13,600084,1,2607,3,0,2,2.62,2.5,294,302,C15,,
2017-07-13,600084,1,1527646,2738,579,483,1.26,4,211,391,C15,,
2017-07-21,600084,1,329416,183,0,49,4.32,4,666,0,C15,,
2017-10-08,600084,1,22239,51,51,5,2.27,2,67,50,C15,,
2017-10-23,600084,1,204065,275,0,35,1,2.5,26,292,C15,,
2017-11-03,600084,1,37515,76,54,8,2.32,2,75,353,C15,,
2017-11-28,600085,1,7786,6,3,1,0.01,2,60,141,C27,,
2017-06-28,600085,1,16501,47,28,20,1.01,3.5,1338,347,C27,,
2017-11-23,600086,1,22621,18,18,16,4.66,4,1441,0,C41,,
2017-12-19,600088,2,89216,179.5,87.5,3.5,0.59,2,56,0,R86,,
2017-12-25,600088,1,13990,5,0,1,4.81,2,144,48,R86,,
2017-11-21,600088,1,30816,34,0,0,0.51,2,56,0,R86,,
2017-09-08,600088,2,5745.5,7,5,1,0.37,1,23,72,R86,,
2017-03-07,600088,1,4205,9,0,0,2.62,3.5,1263,359,R86,,
2017-12-01,600088,1,4285,3,2,1,0.6,2.5,250,340,R86,,
2017-12-08,600089,1,28646,63,0,10,0.58,3,452,313,C38,,
2017-10-19,600089,1,120725,54,47,5,4.15,0,16,114,C38,,
2017-05-27,600089,1,7638,26,0,2,2.01,2,31,352,C38,,
2017-07-03,600089,1,19490,33,13,12,0.14,3,459,382,C38,,
2017-05-18,600089,1,2578,1,0,0,1.99,2,31,352,C38,,
2017-05-01,600089,1,44774,122,49,27,0.85,3.5,1338,347,C38,,
2017-01-18,600090,1,77200,20,0,3,3.81,3.5,1018,0,F51,,
2017-09-12,600091,1,7434,1,0,0,0.32,2,154,0,C26,,
2017-09-26,600091,1,11097,13,13,0,10.29,2.5,348,327,C26,,
2017-02-27,600094,1,3430,1,0,0,1.14,2,24,113,K70,,
2017-11-14,600094,1,10649,25,16,3,0.58,2.5,222,303,K70,,
2017-11-29,600094,1,6669,4,2,1,0.62,2.5,222,303,K70,,
2017-07-24,600095,1,51033,9,9,6,4.33,3,713,0,C13,,
2017-09-18,600095,1,50795,13,13,24,4.48,3,713,0,C13,,
2017-10-26,600095,1,48710,12,12,21,4.58,3,713,0,C13,,
2017-11-02,600095,1,26318,5,3,4,2.51,2,536,391,C13,,
2017-12-06,600096,1,11755,12,0,2,0.29,2,58,6,C26,,
2017-09-29,600096,4,9542,1.5,1.25,0,0.51,2,272,120,C26,,
2017-09-28,600096,2,7354.5,2,2,0.5,0.51,2,272,120,C26,,
2017-09-26,600096,1,2009,1,1,0,0.5,2,271,120,C26,,
2017-09-25,600096,2,2071.5,0.5,0.5,0.5,0.5,2,272,120,C26,,
2017-09-20,600096,2,2076,1,1,0,0.48,2,272,120,C26,,
2017-09-19,600096,1,2428,3,2,0,0.48,2,272,120,C26,,
2017-09-05,600096,1,2117,1,1,0,0.44,2,271,120,C26,,
2017-09-06,600096,1,2333,1,1,2,0.45,2,272,120,C26,,
2017-11-15,600096,2,5076.5,2.5,1.5,0.5,0.64,2,277,121,C26,,
2017-10-18,600096,1,3765,3,3,0,0.56,2,272,120,C26,,
2017-11-03,600096,1,7376,1,1,0,0.61,2,271,120,C26,,
2017-08-23,600096,1,2186,1,1,0,0.41,2,272,120,C26,,
2017-08-24,600096,1,3540,3,2,0,0.41,2,272,120,C26,,
2017-08-25,600096,3,3259.67,1,0.67,0.33,0.41,2,272,120,C26,,
2017-06-28,600097,1,2387,2,1,2,2.78,2,36,136,A04,,
2017-02-24,600100,1,3850,7,4,1,2.52,3,1172,333,C39,,
2017-12-19,600100,1,61021,109,41,8,0.75,3,387,312,C39,,
2017-12-29,600100,1,6767,15,14,6,3.41,1,259,274,C39,,
2017-11-04,600100,1,99672,70,64,16,0.05,2,527,326,C39,,
2017-02-17,600100,1,2920,6,6,1,2.5,3,1172,333,C39,,
2017-09-15,600100,1,51945,86,37,41,2.22,3,19583,303,C39,,
2017-05-08,600100,1,13205,20,18,5,0.59,2.5,449,374,C39,,
2017-12-24,600100,1,54567,59,43,14,4.05,2.5,232,354,C39,,
2017-10-31,600100,2,95378,52,46,6,0.04,2,527,326,C39,,
2017-08-14,600100,1,19988,51,0,20,6.17,3,444,386,C39,,
2017-10-25,600100,2,55329,58,50,10,3.89,1.25,39.5,310,C39,,
2017-08-27,600100,1,24442,67,58,19,2.6,2.5,135,355,C39,,
2017-08-28,600100,1,64719,12,0,2,4.42,4,2810,0,C39,,
2017-12-01,600100,1,12304,41,39,7,0.35,1.5,8,39,C39,,
2017-09-22,600100,2,2047,3.5,3.5,1.5,2.28,1.75,375.5,323,C39,,
2017-02-28,600100,1,4452,6,5,4,2.53,3.5,1231,392,C39,,
2017-10-12,600100,1,8413,29,28,2,3.11,2.5,388,360,C39,,
2017-03-09,600100,1,11223,18,15,8,2.56,3.5,1231,392,C39,,
2017-02-26,600100,1,3394,5,3,1,6.57,3,203,326,C39,,
2017-09-14,600100,1,129552,53,53,23,4.47,4,2802,0,C39,,
2017-12-16,600100,1,9506,16,4,3,3.33,3.5,1233,322,C39,,
2017-03-07,600100,3,11739.33,18,13.67,3,2.55,3.5,1231,392,C39,,
2017-09-21,600100,3,102282.33,115.67,53.33,40,2.23,3,20301,325,C39,,
2017-08-18,600100,1,3270,2,2,3,4.16,3.5,326,363,C39,,
2017-02-21,600100,1,2449,5,5,2,2.51,3,1172,333,C39,,
2017-12-13,600100,1,6170,7,3,3,4.29,3,632,335,C39,,
2017-03-11,600100,1,3994,4,2,1,1.62,2,66,330,C39,,
2017-03-08,600100,1,9146,19,16,9,2.55,3,1172,333,C39,,
2017-09-20,600100,2,30657,43.5,24.5,26.5,2.64,2.75,10344.5,342.5,C39,,
2017-09-16,600100,1,13833,17,17,10,3.4,3.5,233,325,C39,,
2017-09-17,600100,1,14453,42,35,10,3.04,2.5,388,360,C39,,
2017-12-17,600100,3,8896.67,9.67,3.33,2.67,3.33,3.5,1233,322,C39,,
2017-03-10,600100,1,3141,7,7,4,2.56,3,1172,333,C39,,
2017-01-06,600100,1,23212,21,12,5,2.39,3,1172,333,C39,,
2017-11-16,600100,1,107534,71,32,10,2.39,3,19583,303,C39,,
2017-05-12,600100,1,6116,2,2,2,2.73,3,1172,333,C39,,
2017-07-20,600100,1,7257,12,1,5,3.15,3.5,3009,309,C39,,
2017-11-23,600100,1,4198,10,7,2,1.58,2.5,492,371,C39,,
2017-12-07,600100,1,8662,31,31,3,4.94,1.5,61,302,C39,,
2017-06-12,600100,1,19943,57,51,2,3.52,2.5,232,354,C39,,
2017-01-05,600100,1,9498,22,18,3,2.38,3.5,1231,392,C39,,
2017-12-21,600101,1,3,0,0,0,8.53,0.5,105,74,D44,,
2017-08-23,600104,1,9574,19,2,4,0.35,0,1057,327,C36,,
2017-11-14,600104,1,33171,29,10,16,1.79,2,16,334,C36,,
2017-12-06,600104,1,46539,85,61,5,2.6,3.5,439,349,C36,,
2017-12-10,600104,1,221611,65,8,5,0.55,0,302,319,C36,,
2017-07-06,600104,1,5856,8,0,3,0.22,3,1074,321,C36,,
2017-05-03,600104,1,5998,10,1,0,0.04,3,1123,318,C36,,
2017-03-09,600104,1,23263,39,4,8,0.46,1,3,43,C36,,
2017-06-16,600104,1,37520,75,59,25,8.06,4,515,336,C36,,
2017-05-01,600104,1,52351,142,88,43,0.85,3.5,1338,347,C36,,
2017-01-16,600107,1,2369,2,0,1,1.61,2,41,224,C18,,
2017-02-20,600107,1,1800,0,0,0,1.7,2,41,224,C18,,
2017-03-11,600107,1,52828,86,33,17,0.41,2,447,333,C18,,
2017-03-18,600107,1,22956,7,6,1,1.77,2,41,224,C18,,
2017-03-20,600107,1,1493,1,1,0,1.78,2,41,224,C18,,
2017-04-18,600107,1,1088,5,0,1,1.86,2,41,224,C18,,
2017-07-11,600107,1,106885,112,0,31,5.38,3,80,317,C18,,
2017-08-01,600107,1,1162,5,0,1,2.15,2,41,224,C18,,
2017-07-27,600107,1,10187,10,0,5,2.13,2,41,224,C18,,
2017-11-27,600108,1,33415,25,17,11,7.61,3.5,739,310,A01,,
2017-09-08,600108,1,20436,13,13,4,0.41,1.5,4,0,A01,,
2017-10-26,600110,1,97859,388,68,11,1.92,3.5,303,353,C32,,
2017-10-21,600110,1,8174,19,8,2,1.9,3.5,303,347,C32,,
2017-10-19,600110,1,219309,511,38,22,2.4,2.5,194,365,C32,,
2017-09-29,600110,1,34071,49,38,12,2.8,4,761,300,C32,,
2017-08-02,600110,1,155709,80,77,10,2.64,4,768,319,C32,,
2017-09-10,600110,1,38869,64,57,17,2.75,4,768,319,C32,,
2017-09-15,600110,1,54799,63,61,22,2.76,4,767,318,C32,,
2017-12-08,600111,1,27906,29,14,10,1.36,3.5,753,373,C32,,
2017-07-26,600111,2,114381,28,28,37,2.2,3,874,0,C32,,
2017-05-01,600111,1,67797,201,99,27,0.85,3.5,1338,347,C32,,
2017-03-21,600111,1,16577,35,14,16,0.88,2,32,275,C32,,
2017-05-05,600112,1,1137,1,0,1,1.67,1,4,8,C38,,
2017-06-19,600112,1,404400,932,890,99,0.07,2,44,46,C38,,
2017-08-07,600113,1,3964,3,0,4,3.97,1.5,58,35,L72,,
2017-11-17,600115,1,109249,125,118,22,2.71,2.5,32,137,G56,,
2017-08-24,600115,1,1113747,1053,681,151,2.11,4,74,305,G56,,
2017-05-01,600115,1,42244,110,67,21,0.85,3.5,1338,347,G56,,
2017-11-01,600116,1,2061,1,0,1,0.93,2,13,390,D44,,
2017-11-25,600118,1,12089,8,8,2,3.67,2.5,136,351,C39,,
2017-11-16,600118,1,1972,1,1,1,1.73,1.5,10,26,C39,,
2017-11-03,600118,1,2740,2,2,1,1.04,1,19,28,C39,,
2017-08-12,600118,1,45611,89,24,34,5.16,3.5,202,373,C39,,
2017-09-14,600118,1,85163,73,64,49,7.29,4,1615,397,C39,,
2017-05-24,600118,1,39963,31,22,13,3.1,3,119,372,C39,,
2017-08-03,600118,1,9448,1,1,0,2.3,1.5,106,57,C39,,
2017-02-24,600119,1,35127,18,12,5,1.45,3.5,264,370,G54,,
2017-03-20,600120,1,14635,58,55,12,0.47,2,178,334,F51,,
2017-02-28,600120,2,1705,2.5,2,0,1.39,2,263,195.5,F51,,
2017-03-01,600120,1,1150,1,1,0,0.81,2,222,86,F51,,
2017-02-27,600120,1,23012,44,39,12,0.41,2,178,334,F51,,
2017-04-28,600120,1,28995,82,79,12,0.58,2,178,334,F51,,
2017-05-04,600120,1,1626,3,0,2,2.38,2,319,247,F51,,
2017-05-05,600120,1,20019,54,52,9,0.59,2,178,334,F51,,
2017-05-11,600120,1,958,1,0,0,2.4,2,319,247,F51,,
2017-12-22,600120,2,106375.5,116,12.5,9.5,6.41,3,499,255,F51,,
2017-12-29,600120,1,2821,1,1,1,3.04,2,319,247,F51,,
2017-12-04,600120,1,13479,33,14,7,0.9,3,897,341,F51,,
2017-12-06,600120,1,2142,2,0,0,2.98,2,319,247,F51,,
2017-07-21,600120,1,3514,5,4,4,2.6,2,319,247,F51,,
2017-08-02,600120,1,1628,1,1,0,0.4,2,123,185,F51,,
2017-06-09,600120,1,2840,2,2,0,3.13,1.5,12,122,F51,,
2017-06-08,600120,1,1508,3,0,1,2.48,2,319,247,F51,,
2017-06-29,600120,2,25217,10.5,10.5,6,4.26,3.5,2806,0,F51,,
2017-06-24,600120,1,2736,2,2,6,2.41,2.5,207,386,F51,,
2017-06-21,600120,2,2467.5,6,6,0,2.4,2.5,207,386,F51,,
2017-08-17,600120,1,1474,2,2,0,0.44,2,123,185,F51,,
2017-11-17,600120,1,2211,3,3,1,2.92,2,319,247,F51,,
2017-10-27,600120,1,1120,1,0,2,2.87,2,319,247,F51,,
2017-09-07,600120,1,10268,10,4,1,0.55,3,169,348,F51,,
2017-09-11,600120,1,1842,3,0,1,2.74,2,319,247,F51,,
2017-09-12,600120,1,3975,3,0,1,2.74,2,319,247,F51,,
2017-09-13,600120,1,1615,2,2,0,2.75,2,319,247,F51,,
2017-09-26,600120,2,51804.5,97,43,11.5,5.08,3.5,420.5,317.5,F51,,
2017-09-24,600120,1,26444,22,21,1,3.31,2.5,700,312,F51,,
2017-09-21,600120,1,8547,26,12,3,5.28,2,220,355,F51,,
2017-08-31,600120,2,82011.5,16.5,15,5.5,3.57,2.75,1575,123.5,F51,,
2017-08-30,600120,1,1551,6,5,0,0.48,2,123,185,F51,,
2017-12-18,600121,1,7344,13,8,5,2.6,1,80,277,B06,,
2017-12-04,600121,1,1880,2,2,0,5.78,2,207,131,B06,,
2017-11-30,600121,3,20676,26.67,13,2,3.61,2.25,367.5,232,B06,,
2017-11-27,600121,1,1597,1,0,1,5.76,2,207,131,B06,,
2017-11-23,600121,1,23508,12,3,1,1.42,2.5,528,333,B06,,
2017-11-22,600121,2,11599,11,4.5,2,1.41,2.5,528,333,B06,,
2017-09-13,600121,1,4890,6,1,0,2.59,4,1217,289,B06,,
2017-07-31,600121,1,1863,1,0,1,5.44,2,207,131,B06,,
2017-05-24,600122,1,9215,20,7,3,0.92,3.5,1338,347,F52,,
2017-11-16,600122,1,4302,11,3,2,1.96,3,2196,307,F52,,
2017-12-15,600122,1,12226,18,10,8,2.29,1.5,110,228,F52,,
2017-07-12,600123,1,1420,4,3,0,0,0.5,1,60,B06,,
2017-03-22,600126,1,60247,19,16,8,3.99,3,814,0,C31,,
2017-10-11,600127,1,55231,161,154,63,1.12,1,128,311,C13,,
2017-08-11,600127,1,26799,40,28,10,1.63,3,81,323,C13,,
2017-08-18,600127,1,8016,16,16,1,2.79,1.5,5,154,C13,,
2017-03-31,600127,2,28400,49,42,14,1.27,3,81,323,C13,,
2017-03-07,600127,1,23218,61,53,10,1.2,3,81,323,C13,,
2017-04-26,600127,1,1918,2,1,1,0.02,3,1120,379,C13,,
2017-11-16,600128,1,31032,12,9,5,4.18,3.5,3903,311,F51,,
2017-12-27,600128,1,13636,6,5,3,4.29,3.5,3808,309,F51,,
2017-12-28,600128,1,181591,26,26,1,4.76,3,639,0,F51,,
2017-12-01,600129,1,2655,1,0,0,0.77,2.5,404,365,C27,,
2017-12-26,600129,2,39086,8,8,11,4.75,3.5,1087,0,C27,,
2017-03-16,600130,1,8144,23,4,6,1.96,1,17,343,C39,,
2017-11-07,600130,1,182542,86,25,18,3.53,3.5,332,310,C39,,
2017-10-27,600131,1,7305,0,0,1,0.08,0,10,13,D44,,
2017-03-03,600131,1,5157,5,4,5,0.6,2.5,367,300,D44,,
2017-10-17,600132,1,3814,3,3,0,3.23,5,1654,344,C15,,
2017-12-31,600132,1,6420,7,3,0,3.62,4,1024,307,C15,,
2017-02-04,600132,1,33672,37,16,8,1.7,2,30,354,C15,,
2017-02-05,600132,1,1848,1,0,1,3.08,3,595,397,C15,,
2017-02-11,600132,1,4188,7,0,0,2.55,5,1791,379,C15,,
2017-02-23,600132,1,3736,6,0,1,2.58,5,1791,379,C15,,
2017-03-27,600132,1,3418,8,3,0,2.75,2,200,313,C15,,
2017-01-16,600132,1,3952,6,4,4,2.48,5,1745,357,C15,,
2017-08-23,600133,1,1270,0,0,0,0.49,1.5,20,13,E48,,
2017-07-25,600135,1,5297,7,6,1,0.27,2,30,97,C26,,
2017-05-05,600135,1,3701,1,1,0,1.72,1.5,356,53,C26,,
2017-05-24,600138,1,17204,30,14,8,0.92,3.5,1338,347,L72,,
2017-12-11,600139,1,52319,71,0,6,2.61,3.5,439,349,C36,,
2017-04-03,600141,1,11905,18,14,7,2.08,1.5,97,397,C26,,
2017-04-19,600141,1,18506,28,0,5,2.44,3.5,899,353,C26,,
2017-06-26,600141,1,30511,21,3,7,9.46,3,290,353,C26,,
2017-08-17,600141,1,53917,63,40,14,2.11,2,27,221,C26,,
2017-05-15,600143,1,50777,15,15,4,4.13,3.5,2662,0,C29,,
2017-02-09,600146,2,12628.5,1,1,0,3.87,3.5,3417,0,C18,,
2017-12-08,600148,1,57876,69,61,3,2.61,3.5,439,349,C36,,
2017-04-07,600149,1,4582,6,4,1,2.16,2,247,372,S90,,
2017-05-23,600149,1,84426,134,100,58,1.86,2,72,300,S90,,
2017-10-25,600149,1,11011,4,2,0,0.69,2,329,306,S90,,
2017-10-10,600150,1,152900,16,16,15,4.54,4,2938,0,C37,,
2017-05-01,600150,1,107706,168,35,36,0.85,3.5,1338,347,C37,,
2017-11-16,600151,1,14048,30,7,2,6.73,1,6,286,C39,,
2017-11-18,600152,1,20136,36,24,5,5.66,2,316,357,C38,,
2017-11-21,600152,1,8525,16,5,1,5.67,2,331,346,C38,,
2017-10-24,600152,1,7771,9,1,3,2.59,2.5,373,323,C38,,
2017-10-10,600152,1,12642,31,2,2,2.55,2.5,373,323,C38,,
2017-03-18,600152,1,5213,6,4,1,4.99,2,331,346,C38,,
2017-06-12,600152,1,39372,81,39,17,2.22,2.5,377,321,C38,,
2017-08-10,600152,1,52083,36,16,15,2.38,2.5,377,321,C38,,
2017-04-13,600157,1,9629,6,6,1,1.99,1,20,53,B06,,
2017-05-07,600157,1,2815,14,14,0,0.51,1.5,86,4,B06,,
2017-08-22,600157,1,1896,2,2,1,0.35,3,571,366,B06,,
2017-09-15,600158,1,12737,25,9,3,1.99,2,126,329,K70,,
2017-09-01,600158,1,60406,19,19,10,4.43,4,2821,0,K70,,
2017-08-09,600158,1,22681,16,12,5,0.1,3,463,303,K70,,
2017-02-24,600158,1,18153,15,0,4,0.16,2,30,179,K70,,
2017-04-03,600158,1,25881,48,22,7,1.74,2.5,168,362,K70,,
2017-05-03,600158,1,35513,92,24,26,0.86,3.5,1338,347,K70,,
2017-08-15,600159,1,60238,73,8,14,2.58,2,373,369,K70,,
2017-11-21,600159,1,5615,7,7,1,7.76,4.5,229,306,K70,,
2017-05-09,600160,1,34492,94,50,21,0.88,3.5,1338,347,C26,,
2017-03-31,600161,1,2913,20,20,0,5.06,2.5,13,348,C27,,
2017-09-23,600161,1,19057,13,4,4,2.06,3.5,2046,152,C27,,
2017-12-26,600162,1,52534,52,13,9,0,3,1129,221,K70,,
2017-09-26,600162,1,343899,354,217,29,0.93,2,33,307,K70,,
2017-12-07,600162,1,19423,24,17,6,2.84,2.5,430,369,K70,,
2017-07-22,600162,1,5607,12,2,5,2.06,2,11,319,K70,,
2017-04-27,600162,1,35621,35,29,9,3.25,2,828,229,K70,,
2017-11-30,600163,1,29621,6,6,23,4.68,3,1505,0,D44,,
2017-11-07,600163,3,2106.67,4.33,1,1.33,3.07,2.5,1141,354,D44,,
2017-11-17,600163,1,3219,7,0,0,4.71,3.5,1264,399,D44,,
2017-12-30,600166,1,24345,73,71,7,2.1,3,259,366,C36,,
2017-12-25,600166,1,12717,42,16,4,0.28,3,807,389,C36,,
2017-12-19,600166,1,16099,54,21,3,0.26,3,791,329,C36,,
2017-12-29,600166,1,51248,23,23,9,4.76,4,3294,0,C36,,
2017-12-15,600166,1,14440,40,19,1,0.25,0,770,375,C36,,
2017-12-10,600166,1,62227,127,0,14,2.61,3.5,439,349,C36,,
2017-11-21,600166,2,56909.5,21.5,2.5,11.5,2.34,2.75,1619.5,105.5,C36,,
2017-12-13,600166,1,10781,52,0,3,2.93,3.5,1573,386,C36,,
2017-12-14,600166,1,7238,21,5,1,0.25,3,845,339,C36,,
2017-11-23,600166,1,33907,90,43,4,0.11,2.5,277,328,C36,,
2017-12-07,600166,1,128283,82,40,35,2.96,2,40,340,C36,,
2017-11-22,600166,1,6384,16,12,2,0.1,2.5,277,328,C36,,
2017-12-03,600166,1,7542,20,20,3,0.41,2,68,67,C36,,
2017-11-28,600166,1,29011,74,65,10,2.89,3.5,1614,373,C36,,
2017-11-20,600166,2,12669,33.5,3.5,8.5,1.47,3,839,361,C36,,
2017-03-01,600166,1,10324,11,10,3,2.14,3.5,1604,345,C36,,
2017-03-30,600166,1,38151,40,39,19,8.15,4,1964,396,C36,,
2017-05-02,600166,1,5704,2,1,0,4.24,3,153,343,C36,,
2017-05-05,600166,1,147714,214,81,41,8.51,2.5,403,349,C36,,
2017-07-07,600166,1,3646,5,1,1,4.42,3,153,341,C36,,
2017-09-03,600166,1,11061,13,8,1,1.76,3,207,360,C36,,
2017-09-22,600166,2,2929,2,2,0,10.06,2,66,173,C36,,
2017-10-09,600166,1,2236,1,1,0,2.75,3.5,1604,345,C36,,
2017-10-18,600166,1,139898,86,86,43,4.56,4,3379,0,C36,,
2017-10-19,600166,1,87315,32,32,13,4.56,4,3444,0,C36,,
2017-10-25,600166,1,50487,121,28,14,1.2,2,40,370,C36,,
2017-10-30,600166,1,943070,2039,591,96,0.44,3,327,378,C36,,
2017-11-02,600166,1,6137,6,4,0,0.05,2.5,331,313,C36,,
2017-11-15,600166,1,13934,10,7,8,3.45,3.5,136,320,C36,,
2017-08-21,600168,1,2704,0,0,7,8.78,0,23,10,D46,,
2017-12-29,600169,1,6447,9,0,2,0.73,2,182,329,C35,,
2017-12-27,600169,1,1771,2,0,0,0.72,2,182,329,C35,,
2017-12-25,600169,2,2520,3.5,0.5,0,0.72,2,182,329,C35,,
2017-12-23,600169,1,5511,6,0,2,0.71,2,182,329,C35,,
2017-12-21,600169,1,1570,1,1,1,2.88,3,248,367,C35,,
2017-12-20,600169,1,2429,2,0,1,0.7,2,180,327,C35,,
2017-12-13,600169,1,6381,8,6,1,2.86,3,214,386,C35,,
2017-11-29,600169,1,19719,22,16,6,0.64,2,182,329,C35,,
2017-11-21,600169,1,7142,7,4,7,0.62,2,180,327,C35,,
2017-10-13,600169,1,3387,4,4,1,2.69,3,214,386,C35,,
2017-09-19,600169,1,33754,61,59,7,2.62,3,212,378,C35,,
2017-09-07,600169,1,3408,1,1,1,0.62,3,951,379,C35,,
2017-07-07,600169,1,1718,1,0,0,2.27,2,704,383,C35,,
2017-04-24,600169,1,7541,1,1,1,4.08,3,1230,0,C35,,
2017-04-09,600169,1,1940,2,1,1,0,2.5,1516,317,C35,,
2017-04-06,600169,1,61804,131,14,41,0.09,3,128,369,C35,,
2017-12-25,600171,1,123931,24,12,14,3.77,5,3218,332,C39,,
2017-12-13,600171,1,31462,94,35,9,0.78,3,128,369,C39,,
2017-12-02,600171,1,20804,24,0,4,4.35,3,165,387,C39,,
2017-07-14,600171,1,15567,16,10,9,0.02,1.5,11,35,C39,,
2017-10-11,600172,1,2582,3,2,6,0.66,1.5,24,12,C30,,
2017-08-17,600172,1,22860,5,5,0,1.34,1.5,569,344,C30,,
2017-07-14,600172,1,7678,1,1,0,0.99,2,50,6,C30,,
2017-04-15,600172,1,26284,16,15,2,0.27,3,630,372,C30,,
2017-03-07,600172,1,6546,2,2,2,0.92,1.5,15,10,C30,,
2017-08-07,600173,1,52033,13,13,8,4.37,3,1248,0,K70,,
2017-08-30,600173,1,32213,11,11,5,4.43,3,1251,0,K70,,
2017-06-29,600175,1,122525,128,30,42,0.32,3,128,369,S90,,
2017-09-26,600175,1,18153,6,0,6,4.5,4,3590,0,S90,,
2017-11-24,600175,1,6365,20,16,2,2.25,1,9,81,S90,,
2017-05-11,600175,1,41103,64,36,18,0,2.5,203,301,S90,,
2017-07-27,600177,1,15394,23,14,10,3.92,3.5,489,348,K70,,
2017-06-08,600177,1,812,1,1,0,3.11,1,16,15,K70,,
2017-12-11,600178,1,166731,67,55,5,2.61,3.5,440,359,C36,,
2017-09-13,600179,1,48953,7,0,12,0.9,4,11940,328,G58,,
2017-12-11,600182,1,19831,60,21,2,2.07,2,13,328,C29,,
2017-11-28,600182,1,11752,47,7,6,3.74,1.5,173,347,C29,,
2017-12-20,600182,1,5078,7,4,1,5.78,3.5,519,311,C29,,
2017-12-02,600182,1,8155,17,5,13,3.75,1.5,173,333,C29,,
2017-12-24,600182,1,29887,74,70,45,10.82,4,136,341,C29,,
2017-12-04,600182,1,15090,43,17,7,3.76,2,193,364,C29,,
2017-01-25,600182,1,3683,3,1,2,1.69,1,64,312,C29,,
2017-05-14,600182,1,9973,7,7,4,1.48,1.5,27,20,C29,,
2017-09-02,600182,1,9741,40,37,9,0.84,3,86,271,C29,,
2017-09-07,600182,1,12899,50,41,12,0.85,3,99,292,C29,,
