PostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd
2020-09-24,000686,24,345.46,0.79,0,5.25,3.71,2.55,26806.59,1422.91,J67
2020-09-25,000686,43,261.37,0.6,0,4.05,3.41,2.42,1677.88,993.94,J67
2020-09-26,000686,6,559.33,1.83,0,2,3.94,2.6,754.4,1541.8,J67
2020-09-27,000686,2,636,1,0,3.5,5.95,3,1006.5,1075.5,J67
2020-09-28,000686,9,401.56,2.33,0,5.22,1.49,3,5818.57,6033.86,J67
2020-09-29,000686,14,261.43,0.79,0,7.71,2.06,2.23,3689.27,1315.09,J67
2020-09-30,000686,35,222.06,0.46,0,0.37,4.86,2.35,2298.38,2051.58,J67
2020-10-01,000686,1,454,0,0,0,0.08,1.5,32,6,J67
2020-10-02,000686,1,0,0,0,0,0.33,0.5,0,0,J67
2020-10-07,000686,3,740.33,3,0,4.67,5.55,1.5,186,79.5,J67
2020-10-08,000686,1,394,0,0,1,6.8,1.5,34,148,J67
2020-10-09,000686,25,327.52,0.64,0,3.76,2.89,2.24,3159.19,2351.76,J67
2020-10-10,000686,4,385.75,0.25,0,3,2.81,1.88,240.75,103.25,J67
2020-10-11,000686,8,429.25,0,0,2.13,1.86,1.86,134.71,191.71,J67
2020-10-12,000686,16,442.38,1.31,0,5.44,3.92,2.61,4954.43,1308.07,J67
2020-10-13,000686,11,409,1.27,0,4.91,3.87,3.09,56176.55,1181.27,J67
2020-10-14,000686,10,574,1.7,0,4.2,3.23,2.9,8243.4,1265.6,J67
2020-10-15,000686,9,269.56,0.11,0,3.67,3.13,3.06,10471.44,1203,J67
2020-10-16,000686,8,337.88,0.88,0,2.38,4.03,2.94,10992.88,1284.25,J67
2020-10-17,000686,4,682.5,1.25,0,1.25,7.02,2.63,1559.75,2005.5,J67
2020-10-18,000686,2,347,0,0,2.5,1.24,1.75,145.5,276.5,J67
2020-10-19,000686,13,322.46,0.31,0,4.92,3.19,2.68,8935.36,1554.18,J67
2020-10-20,000686,17,323.94,0.53,0,3.59,3.14,2.4,7103.2,1147.33,J67
2020-10-21,000686,16,300.38,0.31,0,4.38,2.74,2.64,8495.21,1470.07,J67
2020-10-22,000686,13,277.15,1,0,3.69,3.29,2.5,3502.08,1732.67,J67
2020-10-23,000686,17,207.29,0.59,0,2.47,3.43,2.5,2931.29,1496.79,J67
2020-10-24,000686,2,303.5,0,0,2,3.12,2,60,553.5,J67
2020-10-25,000686,2,403,0,0,3,2.6,2.75,1161.5,14.5,J67
2020-10-26,000686,19,285.68,0.47,0,2.89,2.12,2.47,8082.47,1176.35,J67
2020-10-27,000686,24,363.29,0.38,0,5.5,2.7,2.64,7621.57,770.95,J67
2020-10-28,000686,14,259.71,0.36,0,4,3.37,3,14545.82,1509.36,J67
2020-10-29,000686,10,237.7,0.5,0,4.9,1.95,2.94,7980.38,308.38,J67
2020-10-30,000686,21,210,0.62,0,2.67,3.61,2.47,2763.69,965.25,J67
2020-10-31,000686,4,328.25,0,0,1.25,1.76,2.13,0,2590.25,J67
2020-11-01,000686,1,486,3,0,6,6.8,2.5,0,150,J67
2020-11-02,000686,17,262.24,0.53,0,4.18,2.57,2.65,0,1018.46,J67
2020-11-03,000686,15,232.27,0.67,0,3.27,2.98,2.69,0,1135.77,J67
2020-11-04,000686,18,202.72,0.28,0,3.06,1.92,2.75,0,842.29,J67
2020-11-05,000686,25,251.48,0.4,0,2.56,2.9,2.65,0,1161,J67
2020-11-06,000686,20,223.6,0.25,0,1.9,1.72,2.25,0,956.19,J67
2020-11-08,000686,2,267.5,0,0,2,1.9,3.25,0,167,J67
2020-11-09,000686,34,250.32,0.59,0,3.88,2.82,2.4,0,837.68,J67
2020-11-10,000686,20,253.7,0.85,0,2.6,2.58,2.31,0,270.11,J67
2020-11-11,000686,11,239.18,0.27,0,4.18,2.48,2.7,0,1594.6,J67
2020-11-12,000686,11,276.91,0.64,0,2.82,2.47,2.65,0,84.2,J67
2020-11-13,000686,6,231.5,0,0,2.33,2.79,3.08,0,0,J67
2020-11-15,000686,3,406,0.33,0,2,3.57,3.83,0,0,J67
2020-11-16,000686,14,308.71,0.43,0,3.79,2,2.69,0,0,J67
2020-11-17,000686,16,338.38,0.81,0,4.31,3.01,2.83,0,0,J67
2020-11-18,000686,11,350.18,1.18,0,1.91,2.55,2.8,0,0,J67
2020-11-19,000686,13,256.15,0.46,0,3.23,3.93,2.62,0,0,J67
2020-11-20,000686,12,262.75,0.92,0,4.83,1.94,2.4,0,0,J67
2020-11-21,000686,1,418,5,0,4,2.3,1.5,0,0,J67
2020-11-22,000686,7,290.29,0.29,0,1.14,2.74,2.67,0,0,J67
2020-11-23,000686,20,296.3,1.45,0,7.4,3.03,2.74,0,0,J67
2020-11-24,000686,13,340.77,1.23,0,4.46,3.37,2.79,0,0,J67
2020-11-25,000686,28,182.57,0.25,0,4.36,2.28,2.67,0,0,J67
2020-11-26,000686,14,284.79,0.71,0,5.43,2.63,2.65,0,0,J67
2020-11-27,000686,20,226.8,1.1,0,3.55,3.1,2.77,0,0,J67
2020-11-28,000686,6,378.5,1.83,0,2.67,4.35,2.42,0,0,J67
2020-11-29,000686,6,483.67,0.5,0,1.83,3.5,3.67,0,0,J67
2020-11-30,000686,27,236.78,1.15,0,5.89,3.72,2.56,0,0,J67
2020-12-01,000686,28,207.89,0.71,0,5.14,2.85,2.63,0,0,J67
2020-12-02,000686,29,227.03,1.14,0,3.72,2.8,2.64,0,0,J67
2020-12-03,000686,34,274.53,0.74,0,2.68,2.54,2.52,0,0,J67
2020-12-04,000686,20,215.9,0.45,0,3.45,3.39,2.62,0,0,J67
2020-12-05,000686,5,388.4,2.4,0,1.4,6.78,3.25,0,0,J67
2020-12-06,000686,4,268.75,0,0,2.25,3.08,3.63,0,0,J67
2020-12-07,000686,23,244.22,0.91,0,4.65,2.47,2.73,0,0,J67
2020-12-08,000686,22,228.77,0.73,0,2.55,2.65,2.56,0,0,J67
2020-12-09,000686,22,207,0.73,0,4.18,2.3,2.65,0,0,J67
2020-12-10,000686,17,221.82,0.47,0,1.88,3.6,3.07,0,0,J67
2020-12-11,000686,24,195.54,0.5,0,2.79,3,2.72,0,0,J67
2020-12-12,000686,4,526,1.75,0,1.5,4.1,3.67,0,0,J67
2020-12-13,000686,3,355,0.33,0,1,2.17,4.33,0,0,J67
2020-12-14,000686,17,263.71,1.06,0,1.71,3.82,2.85,0,0,J67
2020-12-15,000686,10,220.9,0.5,0,3.6,2.31,2.89,0,0,J67
2020-12-16,000686,22,375.5,1.73,0,2.41,3.75,2.7,0,0,J67
2020-12-17,000686,51,202.63,0.88,0,0.76,3.37,2.23,0,0,J67
2020-12-18,000686,25,214.08,0.76,0,1.84,2.77,2.47,0,0,J67
2020-12-19,000686,1,138,0,0,0,3.8,3.5,0,0,J67
2020-12-20,000686,7,316.71,0.43,0,1.57,2.61,3.42,0,0,J67
2020-12-21,000686,15,284.73,1.13,0,3.47,2.42,2.64,0,0,J67
2020-12-22,000686,16,266.75,1.94,0,1.19,3.08,2.9,0,0,J67
2020-12-23,000686,17,222.59,0.82,0,2.41,2.68,2.77,0,0,J67
2020-12-24,000686,20,210.05,0.7,0,3.45,2.88,2.79,0,0,J67
2020-12-25,000686,20,208.15,0.8,0,2.35,3.06,2.75,0,0,J67
2020-12-27,000686,2,240,0,0,1,2.05,4.5,0,0,J67
2020-12-28,000686,9,319.89,1.67,0,3,2.73,2.86,0,0,J67
2020-12-29,000686,19,217.95,0.84,0,1.84,4.03,3.04,0,0,J67
2020-12-30,000686,21,255.67,0.95,0,3.43,2.88,2.81,0,0,J67
2020-12-31,000686,47,226.45,0.85,0,1.72,3.66,2.63,0,0,J67
2020-01-06,000712,1,1543,4,3,1,4.4,3,607,833,J67
2020-01-10,000712,1,5220,7,6,4,6.7,3,418,1834,J67
2020-01-12,000712,1,1296,2,2,0,4.4,3,607,833,J67
2020-01-13,000712,5,1169.8,6,5,2.8,5.55,3,513,1335,J67
2020-01-14,000712,1,930,3,2,2,6.7,3,418,1836,J67
2020-01-15,000712,3,1991.33,8,6.67,1.33,3.55,2.75,497,947,J67
2020-01-16,000712,1,1880,2,1,2,4,2,45,224,J67
2020-01-17,000712,35,1881.97,2.46,2.23,1.43,3.7,2.2,1469.4,1174.52,J67
2020-01-18,000712,10,1306.3,2.1,1.5,1.7,4.93,2.89,48586.44,1357.67,J67
2020-01-19,000712,1,3034,6,5,2,0.92,2.5,553,266,J67
2020-01-20,000712,33,1624.52,3.33,2.67,0.73,3.84,2.33,49972.88,804.19,J67
2020-01-21,000712,14,956.86,1.14,0.79,1.07,3.26,2.08,323.33,751.33,J67
2020-01-22,000712,7,1519.29,1.71,1.71,1.29,5.14,2.5,285.4,419.6,J67
2020-02-07,000712,1,1287,4,4,0,4.4,3,607,833,J67
2020-02-12,000712,15,694.87,2.2,1.33,1,3.58,2.27,333.27,425.82,J67
2020-02-13,000712,12,618.33,0.75,0.67,0.83,3.14,1.95,168.27,376.09,J67
2020-02-14,000712,10,493.4,2.3,2.3,0.7,3.85,2.78,802.44,1222,J67
2020-02-15,000712,4,1324.75,3.75,3,1,3.99,2.83,643,2779.67,J67
2020-02-16,000712,8,1032.63,1.25,0.88,1.13,4.13,2.36,412.14,844.43,J67
2020-02-17,000712,10,1218,1.6,1.3,1.3,3.1,2.25,632.5,1912.4,J67
2020-02-18,000712,6,816.17,0.5,0.5,0.67,2.51,1.75,1520.5,946.17,J67
2020-02-19,000712,11,977.36,1.64,1.18,1.91,4.3,2.33,50720.44,295,J67
2020-02-20,000712,19,864.16,1.26,1,1.05,3.85,2.36,2109.29,847.07,J67
2020-02-21,000712,18,705.5,1.33,1.06,0.56,5.21,2.67,1122,5019.8,J67
2020-02-22,000712,2,887.5,0.5,0,1.5,6.65,4,6052,27601.5,J67
2020-02-23,000712,5,1374.8,2.4,2.4,1.2,4.39,2.1,840,1083.2,J67
2020-02-24,000712,11,935.64,1.64,1,1,3.45,1.86,228.57,255.43,J67
2020-02-25,000712,12,959.58,1.83,1.42,0.83,3.26,2.45,398,1182.3,J67
2020-02-26,000712,14,716.36,0.79,0.79,0.86,3.8,2.13,791.5,1890.42,J67
2020-02-27,000712,8,1111.13,1.5,1.25,1,4.09,2.43,309.43,378.43,J67
2020-02-28,000712,12,638.08,1.92,1.33,0.58,4.65,2.29,726.71,1248.43,J67
2020-02-29,000712,24,906.21,1.21,0.92,1.04,2.16,1.85,27649.82,539.47,J67
2020-03-01,000712,23,1536.61,2,1.7,1.13,3.58,1.5,355.31,658,J67
2020-03-02,000712,20,1580.25,3.45,3.05,1.95,3.92,2.23,495.67,637.87,J67
2020-03-03,000712,9,1572.33,2.78,2.56,2.22,4.29,1.69,184.13,368.88,J67
2020-03-04,000712,18,1137.17,2.72,2.33,1.94,3.91,2.13,601.13,703.93,J67
2020-03-05,000712,47,1857.72,1.7,1.55,1.81,3.06,1.66,208.25,282.94,J67
2020-03-06,000712,14,877.07,1.07,1,0.29,4.6,2.33,39385.08,279.33,J67
2020-03-07,000712,9,1796.78,2.33,2.22,2.11,3.57,2.36,833.43,1421,J67
2020-03-08,000712,12,2357,5.92,4.83,2.67,2.93,2.06,305.67,667.89,J67
2020-03-09,000712,13,739.77,1.46,0.85,1.38,3.22,1.69,339.62,1187.92,J67
2020-03-10,000712,9,841.33,1.22,1.11,0.56,5.32,2.39,197250,483,J67
2020-03-11,000712,14,981.29,2.14,1.93,1.5,3.28,2,497,1388.62,J67
2020-03-12,000712,29,761.69,1.07,1.93,1.24,4.81,2.23,22091.77,1286.5,J67
2020-03-13,000712,38,957.79,2.18,2.66,1.76,3.89,2.06,18081.22,706.81,J67
2020-03-14,000712,16,1555.44,3,6.88,1,5.18,2.79,40199.08,1694,J67
2020-03-15,000712,9,2272.56,5.33,5.44,2.33,3.3,2.06,367.22,616.11,J67
2020-03-16,000712,5,575.2,0.4,3.4,0.6,2.59,2.5,258.6,634.8,J67
2020-03-17,000712,4,1450.5,2,1.75,1.75,3.29,2.5,469,940.75,J67
2020-03-18,000712,6,794.83,1.83,6.17,0.33,3.46,2.5,738.6,855.2,J67
2020-03-19,000712,11,1300.91,2.27,1.91,1.64,5.21,2.61,533.11,854.11,J67
2020-03-20,000712,7,1487,3.71,2.43,2.29,3.34,1.93,423.14,384.14,J67
2020-03-21,000712,6,403.33,0.5,0.33,0.17,5.59,2.63,120932.5,324,J67
2020-03-22,000712,10,875.6,2.6,1.9,0.3,1.68,1.7,265.6,651.6,J67
2020-03-23,000712,11,834.45,2.45,2.18,1.36,3.56,2.22,441.44,403.56,J67
2020-03-24,000712,19,469.63,1.95,3.68,0.74,3.05,1.92,25869.11,526.74,J67
2020-03-25,000712,19,342.79,1.42,1.21,0.84,4.27,2.33,33039.27,521.8,J67
2020-03-26,000712,18,556.39,3.67,7.39,1,3.83,2.13,30691.56,290.81,J67
2020-03-27,000712,12,511,2.42,4.58,1.17,4.06,2.27,350.27,521.27,J67
2020-03-28,000712,1,879,2,2,1,4.4,1,4,2,J67
2020-03-29,000712,13,688.54,3.77,2.31,1.54,2.63,2.11,280.78,933.22,J67
2020-03-30,000712,16,834.19,2.38,6.94,0.88,3.99,2.43,1023.71,1478.5,J67
2020-03-31,000712,14,510.86,2.21,14,0.93,4.37,2.33,109647.67,536.42,J67
2020-04-01,000712,17,292.24,1.12,13.53,1.24,3.47,1.97,31285.5,506.19,J67
2020-04-02,000712,6,345.33,1.5,20,0.17,4.05,2.33,371.67,431,J67
2020-04-03,000712,1,230,2,15,0,3.4,1.5,24,67,J67
2020-04-05,000712,1,850,1,30,3,4.2,1,10,10,J67
2020-04-06,000712,1,1493,38,45,2,0.17,1.5,14,21,J67
2020-04-07,000712,4,259.75,0.25,22.5,1.25,2.66,1.38,144.5,105.5,J67
2020-04-08,000712,6,698.5,1.67,15.67,1,5.44,2.25,145.67,1332.33,J67
2020-04-09,000712,25,1008.28,3.92,16.44,2.36,3.92,2.06,222.39,529.94,J67
2020-04-10,000712,16,602.81,3.38,17.94,1.56,4.97,2.35,519.5,1120.4,J67
2020-04-12,000712,1,425,5,30,0,2.9,2.5,1048,0,J67
2020-04-13,000712,17,860,3.53,23.71,1.65,4.17,2.43,643.79,878.14,J67
2020-04-14,000712,16,494.5,1.81,25.31,1.13,3.21,1.92,582.42,160.42,J67
2020-04-15,000712,27,451.52,1.74,21.63,0.93,5.09,2.29,26686.63,1002,J67
2020-04-16,000712,18,393.94,1.39,14.33,0.78,2.75,2.04,36110.07,314.71,J67
2020-04-17,000712,15,441.93,0.53,22.13,1,4.04,2.17,33851.93,638.93,J67
2020-04-18,000712,6,707.5,3,16.17,1.17,5.82,2.3,100737,419.4,J67
2020-04-19,000712,6,749.83,2.17,24.17,1,3.26,2.08,498.83,866.17,J67
2020-04-20,000712,10,386.1,1.4,9.9,0.7,3.12,1.95,358.7,1189.8,J67
2020-04-21,000712,28,351.5,1.46,13.21,0.75,3.71,1.95,292.45,612.91,J67
2020-04-22,000712,20,408.05,1.6,14.9,0.45,4.6,2,31798.25,353.25,J67
2020-04-23,000712,16,370.06,1.56,5.5,0.75,5.12,2.33,42762.08,690.5,J67
2020-04-24,000712,19,354.58,1.37,3.84,1.05,4.85,2.09,30215.94,786.65,J67
2020-04-25,000712,6,403.67,0.17,10.17,0.5,5.48,2.17,84880.67,520,J67
2020-04-26,000712,6,573.17,1.83,10,1.17,4.37,2.08,217.83,279.5,J67
2020-04-27,000712,15,496.07,1.27,4.47,1.13,4.61,2.18,493.64,1608.36,J67
2020-04-28,000712,26,327.04,0.81,5.15,0.38,4.04,2.02,23975.14,1765.86,J67
2020-04-29,000712,11,476.82,2.18,3.91,0.91,4.98,2.5,64263.88,721.25,J67
2020-04-30,000712,7,618.71,5.29,5.14,0.86,4.36,2,250.33,367.83,J67
2020-05-01,000712,3,939.33,9,12.67,1,5,1.83,260.33,786,J67
2020-05-02,000712,7,481.71,1.71,1.43,0.57,3.26,1.58,245.33,366.17,J67
2020-05-03,000712,1,713,0,0,0,3.8,2,1603,111,J67
2020-05-04,000712,2,619.5,2,1,2,3.1,1.25,11.5,46.5,J67
2020-05-05,000712,1,1108,6,0,3,4.8,3,707,2181,J67
2020-05-06,000712,10,456.4,1.5,3.8,1.1,2.82,2.36,625.43,833.57,J67
2020-05-07,000712,6,644.17,1.17,5.33,0.33,7.2,2.7,102810.6,312.4,J67
2020-05-08,000712,22,435.55,1.36,7.55,0.45,4.28,2.23,34774,574.47,J67
2020-05-15,000712,1,701,10,0,6,1.6,3.5,0,0,J67
2020-05-19,000712,2,59867.5,1,15,2.5,4.3,4.25,383.5,8,J67
2020-05-20,000712,6,301961.17,656.5,518,825.67,5.13,3.08,648939.67,330.17,J67
2020-05-21,000712,3,326,0.67,0.67,3.33,3.37,2.17,409.67,535.33,J67
2020-05-22,000712,8,6668.88,33.13,18.75,62.38,3.55,2.57,555945.43,374.43,J67
2020-05-23,000712,4,15477.75,67.75,60.25,52.5,3.66,3.33,1296817,229.33,J67
2020-05-24,000712,3,14589,108.33,92,169.33,4,2.67,1296773.67,751,J67
2020-05-25,000712,6,760.5,3.17,6,3,4.04,3.3,779229.8,850.2,J67
2020-05-26,000712,5,365795.8,784.8,647,990.4,5.17,2.5,1752.4,254.4,J67
2020-05-27,000712,5,6292,31.6,25.8,56,5.48,3.1,783197.2,1199,J67
2020-05-28,000712,2,272.5,2,1.5,2,5.2,2.5,417.5,638,J67
2020-05-29,000712,9,725.11,2.89,1.67,2.89,3.16,2.31,297.5,535.5,J67
2020-05-30,000712,2,1052.5,4,4,2.5,5.85,2,64.5,134.5,J67
2020-05-31,000712,3,15964,10.67,0.33,7,3.53,2.67,693,596.67,J67
2020-06-01,000712,3,437.67,2.33,1.67,5,4.57,2.33,637,430,J67
2020-06-02,000712,2,348,0.5,0.5,4.5,3.9,3,785,5266,J67
2020-06-03,000712,7,508,3.43,2.86,3.14,4.6,2.58,765,749,J67
2020-06-04,000712,5,210,2.4,1,1.8,4.21,2.4,449.2,712.2,J67
2020-06-05,000712,5,518,1.8,1.6,3.4,5.85,2.5,426.75,912.5,J67
2020-06-06,000712,6,1285.67,1.33,1.33,3,4.03,2.5,627.2,803.8,J67
2020-06-07,000712,10,589.7,2.3,2.2,4.7,3.54,2,476,624.78,J67
2020-06-08,000712,7,475.71,1.43,1.14,4.14,3.28,2.42,548,507.67,J67
2020-06-09,000712,4,457086.5,981.25,829.25,1239.25,7.75,2.88,3039.5,300.75,J67
2020-06-10,000712,3,312.67,0,0,2,2.62,2.25,408.5,1165,J67
2020-06-11,000712,5,30293.2,135.6,111.6,102.2,4.13,2.75,967532,583.25,J67
2020-06-12,000712,4,25043.5,129.25,93.75,228,7.1,5,3866770,0,J67
2020-06-16,000712,1,29327,145,96,272,7.1,5,3875241,0,J67
2020-06-18,000712,1,1827028,3919,3015,4945,14.2,4.5,7680,22,J67
2020-06-19,000712,1,1829747,3919,3198,4945,14.2,4.5,7681,22,J67
2020-06-20,000712,1,56895,261,177,199,7.1,5,3886691,0,J67
2020-06-22,000712,4,64785.5,262,232.5,279.5,5.65,4.5,1949772,14,J67
2020-06-23,000712,1,732,6,0,5,1,3,457,1282,J67
2020-06-25,000712,1,9017,387,353,237,7.1,5,3897463,0,J67
2020-07-07,000712,1,390,3,0,3,4.7,3,780,930,J67
2020-07-08,000712,7,572,3.57,0,3.71,4.17,2.25,454.17,286,J67
2020-07-09,000712,7,17604.29,2.14,0,5.57,4.05,2.14,408.29,258.71,J67
2020-07-10,000712,14,1205.64,4.36,0,10.36,5.41,2.68,516.91,430,J67
2020-07-11,000712,10,6359.8,115.8,0,30.3,3.63,2.5,438282.44,964.11,J67
2020-07-12,000712,14,813.57,2.5,0,4.14,3.58,1.92,484.77,859.62,J67
2020-07-13,000712,17,445.53,1.88,0,5.76,4.42,2.23,482.93,651.53,J67
2020-07-14,000712,18,7027.94,2.33,0,6.67,4.64,2.32,362.57,223.21,J67
2020-07-15,000712,14,465.5,2.79,0,3.64,3.47,2.46,850.46,664.15,J67
2020-07-16,000712,8,421.5,2.13,0,5.13,2.7,1.63,113.88,164.63,J67
2020-07-17,000712,8,1023.13,2.5,0,2.25,4.85,2.44,762.13,541.75,J67
2020-07-18,000712,7,961.29,2.86,0,0.71,5.13,2.29,381.57,705.14,J67
2020-07-19,000712,17,4399.53,70.47,0,20.35,4.19,2.21,285085.36,568.36,J67
2020-07-20,000712,12,386.83,1.75,0,9.83,4.65,2.3,401.4,304,J67
2020-07-21,000712,17,560.53,2.24,0,9.24,3.63,1.75,329.29,433.14,J67
2020-07-22,000712,12,373.75,0.5,0,7.75,2.65,2,474.82,273,J67
2020-07-23,000712,10,14019.8,1.3,0,7.6,4.26,2.75,1091.6,809.4,J67
2020-07-24,000712,6,368.33,1.5,0,5,2.44,2.5,272,560,J67
2020-07-25,000712,2,537.5,1,0,1.5,3.85,2.5,657,1364.5,J67
2020-07-26,000712,12,5501.42,98.08,0,27.75,4.45,2.27,367465.82,434.27,J67
2020-07-27,000712,6,404,1.5,0,8.17,4.02,2.6,296.6,616.2,J67
2020-07-28,000712,5,27626.2,1.2,0,6.4,4.15,2.2,251.6,41.8,J67
2020-07-29,000712,14,323,1.14,0,6.36,3.79,2.58,871.62,156.46,J67
2020-07-30,000712,25,312.52,1.28,0,5.8,4.44,2.12,191.33,184.52,J67
2020-07-31,000712,20,394.15,2.05,0,2.95,3.46,2.22,145,156.72,J67
2020-08-01,000712,8,1328.25,9.63,0,6.25,2.05,2.06,91.25,233.5,J67
2020-08-02,000712,13,945.85,3.54,0,10,3.34,2.58,821.67,1462.58,J67
2020-08-03,000712,29,22141.1,80.86,0,24.1,4.09,2.52,179990.61,3063.61,J67
2020-08-04,000712,28,47027.14,82.82,0,22.25,5.07,2.88,242222.06,988.59,J67
2020-08-05,000712,20,21088.25,172.65,0,44.95,4.44,2.68,244144.47,4113.65,J67
2020-08-06,000712,31,24341.65,75.19,0,21.58,5.12,2.48,171536.13,943.46,J67
2020-08-07,000712,34,534.35,3.53,0,4.79,4.39,2.17,638.83,929.53,J67
2020-08-08,000712,15,588.2,2.07,0,1.07,4.86,2.5,41557.62,1604.38,J67
2020-08-09,000712,5,1340.8,7.4,0,7.2,4.86,1.9,74.4,194.6,J67
2020-08-10,000712,35,459.57,2.09,0,5.4,4.49,2.22,1426.41,633.17,J67
2020-08-11,000712,85,470.81,2.69,0,6.42,3.95,2.17,11438.64,569.64,J67
2020-08-12,000712,43,441.51,2.4,0,5.14,4.47,2.25,1946.38,633.19,J67
2020-08-13,000712,48,594.44,2.98,0,6.13,4.87,2.28,16631.74,698.85,J67
2020-08-14,000712,36,490.42,2.69,0,3.44,4.34,2.23,1075.39,1173.74,J67
2020-08-15,000712,10,820.2,4.9,0,5.1,4.78,2.69,2839.13,1655.75,J67
2020-08-16,000712,4,934.75,4.25,0,5,3.58,2.5,1111.25,1043.75,J67
2020-08-17,000712,51,620.2,4.16,0,4.86,3.53,2.12,602.68,1283.26,J67
2020-08-18,000712,73,628.53,2.49,0,3.45,3.59,1.94,471,512,J67
2020-08-19,000712,191,433.84,2.52,0,2.34,3.79,2.14,771.53,927.89,J67
2020-08-20,000712,311,488.38,2.17,0,2.17,3.48,2.06,720.01,945.67,J67
2020-08-21,000712,193,584.92,2.68,0,2.41,3.64,2.07,792.23,662.98,J67
2020-08-22,000712,32,1012.19,3.38,0,5.5,4.08,2.22,21682.48,1021.4,J67
2020-08-23,000712,28,1027.86,4.04,0,7.04,2.92,2.02,315.6,600.72,J67
2020-08-24,000712,69,648.51,2.46,0,5.67,3.43,1.92,352.26,473.98,J67
2020-08-25,000712,50,812.06,3.26,0,6.7,3.6,2.26,15340.69,1683.92,J67
2020-08-26,000712,36,616.19,2.39,0,5.47,4.23,2.19,1239.13,872.23,J67
2020-08-27,000712,19,815.26,3.11,0,6.05,4.88,2.29,599.71,987.5,J67
2020-08-28,000712,21,463.86,2.05,0,2.95,3.66,1.79,1441.47,243.26,J67
2020-08-29,000712,9,879.22,3.33,0,4,5.21,2,59707.89,123,J67
2020-08-30,000712,9,14443.33,3.56,0,4.33,6.74,3,4024.29,649,J67
2020-08-31,000712,17,8621.53,2,0,6.12,4.3,2.56,1159.13,1233.94,J67
2020-09-01,000712,19,1066.63,3.63,0,6.79,4.94,2.03,2206.6,671.67,J67
2020-09-02,000712,26,697.81,2.38,0,6.12,4.27,2.46,1556,1166.92,J67
2020-09-03,000712,23,554.52,2.61,0,5.78,3.9,2.2,592.86,922,J67
2020-09-04,000712,23,529.96,1.83,0,3.65,5.09,2.19,718.63,1414.75,J67
2020-09-05,000712,7,728.29,2.71,0,3.71,0.57,1.42,51.5,177.67,J67
2020-09-06,000712,8,542.5,0.63,0,3.25,3.72,2.21,273,1191.86,J67
2020-09-07,000712,21,483.86,1.24,0,5.81,3.95,1.89,471.89,997.79,J67
2020-09-08,000712,15,556.67,1.53,0,5.27,2.85,1.82,138.29,133.29,J67
2020-09-09,000712,31,472.84,3.35,0,5.23,3.54,2.14,487.48,1009.19,J67
2020-09-10,000712,55,372.33,2.71,0,3.42,3.34,1.91,368.47,579.53,J67
2020-09-11,000712,36,475.47,2.97,0,5,4.32,2.24,352.74,662.74,J67
2020-09-12,000712,10,683.7,2.6,0,1.9,5.59,2.2,327.4,1449.2,J67
2020-09-13,000712,23,435.39,3.17,0,2.09,2.93,2.19,742.13,950.75,J67
2020-09-14,000712,37,735.43,4.46,0,4.76,4.02,2.12,436.77,716.42,J67
2020-09-15,000712,30,564.97,2.7,0,3.57,3.91,2.23,468.42,915.63,J67
2020-09-16,000712,34,609.76,3.26,0,4.29,4.4,2.34,439.75,765.14,J67
2020-09-17,000712,34,549.41,1.71,0,3.94,3.69,1.77,481.69,521.22,J67
2020-09-18,000712,34,467.65,3.56,0,3.91,3.29,2.05,643.21,618.04,J67
2020-09-19,000712,21,777.81,2.52,0,2.1,3.08,2.08,267.39,837.33,J67
2020-09-20,000712,19,928.37,6.05,0,5.58,3.52,2.16,309.94,490.75,J67
2020-09-21,000712,117,510.19,2.62,0,6.24,3.97,2.16,1563.18,1876.1,J67
2020-09-22,000712,77,563.21,2.86,0,4.51,3.73,2.04,10915.8,1254.55,J67
2020-09-23,000712,62,487.44,2.74,0,5.19,3.66,2.22,895.93,805,J67
2020-09-24,000712,32,404.25,1.28,0,3.44,4.02,2.62,3558.19,1248.76,J67
2020-09-25,000712,34,317.06,0.79,0,3.62,4,2.65,4450.29,2157.5,J67
2020-09-26,000712,20,644.2,1.05,0,1,4.17,2.61,3914.56,2230.44,J67
2020-09-27,000712,11,405,1,0,2.55,4.4,2.43,1256.29,5416.43,J67
2020-09-28,000712,8,325.25,1.13,0,3.88,4.32,3.17,7362,1942.33,J67
2020-09-29,000712,10,414.9,1.1,0,5.3,2,2.19,4863.38,155.5,J67
2020-09-30,000712,7,271.29,0.14,0,4.14,3.38,2.42,632.67,757.67,J67
2020-10-01,000712,2,454,1,0,1,3.74,2.5,572,602.5,J67
2020-10-02,000712,2,580,1,0,0.5,3.5,2.5,1147,0,J67
2020-10-03,000712,2,467,0.5,0,1,3.49,1,4,8,J67
2020-10-04,000712,1,547,0,0,3,5.9,3.5,1044,4936,J67
2020-10-08,000712,1,629,1,0,2,0.08,2,29,284,J67
2020-10-09,000712,17,619,2.71,0,3.41,2.86,2.6,4427.87,1000.27,J67
2020-10-10,000712,6,936.33,5.5,0,4,4.55,2.67,431.5,930.83,J67
2020-10-11,000712,2,202.5,0.5,0,2,6.1,2.25,178.5,185,J67
2020-10-12,000712,42,586.48,2.64,0,6.36,3.41,2.32,2697.36,894.69,J67
