PostDate,Stockcode,TotalPosts,AvgReadings,AvgComments,AvgNetComments,AvgThumbUps,AvgUserBarAge,AvgUserInfluIndex,AvgUserPosts,AvgUserComments,Indcd
2020-01-01,000001,9,5910.56,159,123.89,13.44,5.42,3.28,3434.78,11527.78,35485
2020-01-02,000001,8,6956.38,55.25,31.13,24.13,5.56,3.56,3591.38,9822.25,123
2020-01-03,000001,8,5071,32.63,23.25,29.13,4.5,3.58,7154.17,23492.17,J66
2020-01-04,000001,4,2671.25,18.25,14.5,10.75,6.23,3.63,4172.5,15168.5,J66
2020-01-05,000001,4,5516.25,34.25,25.25,20,8.33,3.88,5714.25,31240.25,J66
2020-01-06,000001,7,18474.71,116.29,104.86,95.86,4.99,3.64,2907,16423.43,J66
2020-01-07,000001,3,1263.33,23.67,3.33,3.33,6,3.67,14142.67,53661.67,J66
2020-01-08,000001,7,2403.71,31.14,15.71,10,4.53,2.92,3205.67,21618.67,J66
2020-01-09,000001,8,2085,15.5,11.75,23.13,6.14,3.29,5927.43,23829,J66
2020-01-10,000001,25,12147.88,138.56,84.56,34.88,5.03,3.26,2675.52,20684.7,J66
2020-01-11,000001,8,12073.5,238.38,134.13,25.75,4.93,3.71,8896,51819.43,J66
2020-01-12,000001,16,4538.31,32.56,25.75,23.69,5.43,3.37,3251.73,21055,J66
2020-01-13,000001,17,3836,34.47,26,14.88,4.54,3.47,2694.65,16935.71,J66
2020-01-14,000001,29,4894.55,25.76,19.62,16.03,4.61,3.38,3449.07,15801.25,J66
2020-01-15,000001,29,8927.03,61.48,50.34,21.79,4.16,3.33,6401.57,26416.65,J66
2020-01-16,000001,85,4812.14,27.99,20.62,20.22,4.49,3.15,2330.73,9409.93,J66
2020-01-17,000001,1782,430,1.33,1.06,1.54,3.19,2.2,1127.37,1331.1,J66
2020-01-18,000001,411,1007.82,3.26,2.19,2.09,3.19,2.31,2913.66,3895.51,J66
2020-01-19,000001,408,827.16,2.63,1.59,1.15,3.24,2.31,1560.35,3540.6,J66
2020-01-20,000001,754,861.65,2.44,1.74,1.81,3.22,2.31,1320.73,2147.01,J66
2020-01-21,000001,1412,584.95,1.51,1.14,1.58,3.22,2.18,1443.39,1569.27,J66
2020-01-22,000001,850,603.18,1.75,1.26,1.59,3.31,2.28,1843.04,2054.45,J66
2020-01-23,000001,1,200,1,0,0,4.2,3.5,372,1424,J66
2020-02-03,000001,3,238.67,1.67,0.67,2,7.53,2.83,1107,2210.67,J66
2020-02-04,000001,1,268,1,1,0,6.3,1.5,101,206,J66
2020-02-05,000001,1,201,1,0,0,8.8,2.5,234,647,J66
2020-02-06,000001,1,272,1,1,1,6.1,3,866,2507,J66
2020-02-07,000001,2,369,2.5,0,0.5,5.3,2.5,389,5899.5,J66
2020-02-12,000001,682,1172.18,4.94,3.66,3.59,3.28,2.26,1407.83,2613.63,J66
2020-02-13,000001,2004,601.89,1.48,1.16,1.52,3.21,2.09,1011.67,1323.86,J66
2020-02-14,000001,1155,677.12,1.43,1.05,1.87,3.17,2.12,1620.12,1598.32,J66
2020-02-15,000001,275,926.2,2.97,2.13,3.36,3.23,2.08,1065.29,2597.84,J66
2020-02-16,000001,634,856,2.86,1.86,2.33,2.99,2.01,1025.15,2496.78,J66
2020-02-17,000001,1100,1288.35,3.51,2.71,4.3,3.05,2.03,955.35,1831.31,J66
2020-02-18,000001,998,704.88,2.28,1.78,2.31,3,2.09,1169.17,1927.14,J66
2020-02-19,000001,974,917.07,3.01,2.44,2.62,3.12,2.07,1025.83,1685.61,J66
2020-02-20,000001,2100,434.05,1.29,0.89,1.38,3.07,2.05,1259.34,1298.2,J66
2020-02-21,000001,1237,490.65,2.06,1.43,1.84,3.25,2.1,1541.67,1534.8,J66
2020-02-22,000001,376,1426.92,4.74,4.08,3.33,3.17,2.1,1086.51,2695.87,J66
2020-02-23,000001,837,769.3,2.21,1.45,1.69,3.13,2.1,1004.55,2217.36,J66
2020-02-24,000001,1532,525.06,1.41,1.07,1.48,3.05,2.12,971.28,1356.58,J66
2020-02-25,000001,1652,638.32,1.77,1.37,1.88,3.11,2.07,915.75,1406.79,J66
2020-02-26,000001,1642,397.39,1.47,1.02,1.22,3.12,2.07,991.95,1589.51,J66
2020-02-27,000001,1401,837.74,2.34,1.88,2.49,3.22,2.07,982.79,1549.51,J66
2020-02-28,000001,4426,519.01,1.45,1.24,1.59,3.3,2.05,992.64,1026.2,J66
2020-02-29,000001,1347,756.82,3.46,2.62,2.9,3.07,2.07,1435.82,1846.98,J66
2020-03-01,000001,1303,771.97,2.21,1.61,2.23,2.91,2.03,878.09,1672.93,J66
2020-03-02,000001,1413,813.75,2.31,1.68,2.24,3.15,2.06,920.72,1317.56,J66
2020-03-03,000001,1218,574.07,2.05,1.56,1.9,3.06,2.09,1573.49,1674.71,J66
2020-03-04,000001,1151,597.09,2.09,1.48,2.17,3.25,2.1,1558.25,1694.97,J66
2020-03-05,000001,1897,970.97,2.69,2.23,2.83,3.08,2.03,994.89,1353.71,J66
2020-03-06,000001,1413,604.38,1.56,1.3,1.62,3.16,2.12,1463.3,1330.95,J66
2020-03-07,000001,382,864.22,3.36,2.73,3.97,2.79,1.94,907.26,1830.49,J66
2020-03-08,000001,944,839.79,2.42,1.74,2.61,3.12,2.06,946.67,1661.72,J66
2020-03-09,000001,2599,550.64,1.55,1.15,1.63,3.13,2.09,922.3,1224.18,J66
2020-03-10,000001,1629,809.13,2.52,2.03,2.31,3.2,2.05,1197.63,1342.72,J66
2020-03-11,000001,1454,715.63,1.87,1.39,2.15,3.2,2.09,1022.94,1767.84,J66
2020-03-12,000001,4344,450.64,1.38,1.86,1.52,3.26,2.03,829.58,1169.1,J66
2020-03-13,000001,6843,302.53,0.93,2.24,1.05,3.28,1.96,711.06,841.73,J66
2020-03-14,000001,968,711.34,2.12,5.29,2.39,3.25,2.05,1589.43,1866.4,J66
2020-03-15,000001,515,835.75,2.74,7.25,3.1,3.21,2.14,1257.21,2963.64,J66
2020-03-16,000001,1011,709.35,1.32,7,1.64,3.1,2.03,928.29,1056.49,J66
2020-03-17,000001,1345,497.14,1.62,1.45,1.72,3.1,1.98,843.95,1266.28,J66
2020-03-18,000001,3098,484.42,1.63,5.13,1.89,3,1.94,797,1109.35,J66
2020-03-19,000001,1987,325.15,1.16,1.68,1.43,3.17,2,837.92,1166.7,J66
2020-03-20,000001,1701,610.18,2.17,1.6,2.02,3.06,2.02,870.42,1314.1,J66
2020-03-21,000001,1226,532.93,3.6,2.98,4.13,2.98,2.08,1432.58,1784.58,J66
2020-03-22,000001,1145,460.68,2.55,2.02,3.87,3.02,2.04,938.98,1698.96,J66
2020-03-23,000001,3487,286.42,1.56,3.17,1.87,3.1,1.96,792.16,979.02,J66
2020-03-24,000001,2538,300.05,1.65,4.84,1.83,3.04,1.99,1042.39,1089.54,J66
2020-03-25,000001,2741,294.64,1.5,2.26,2.62,3.13,2.06,1467.6,1024.29,J66
2020-03-26,000001,2401,406.07,2.27,4.79,2.27,3.11,2.08,1220.6,1165.53,J66
2020-03-27,000001,3349,262.75,1.61,13.87,2.22,3.2,2.06,866.77,968.62,J66
2020-03-28,000001,443,487.19,3.74,4.08,4.19,3.12,2.12,1009.28,2222.52,J66
2020-03-29,000001,853,481.2,2.75,2.07,3.14,3.02,2.1,989.56,1878.65,J66
2020-03-30,000001,2077,311.22,1.84,8.97,1.99,3.08,2.08,1008.8,1362.78,J66
2020-03-31,000001,2530,257.93,1.45,8.98,2.1,3.11,2.04,1114.81,1213.44,J66
2020-04-01,000001,2147,311.48,1.96,17.07,2.23,3.17,2.1,1189.59,1331.77,J66
2020-04-02,000001,403,336.56,1.69,25.05,1.7,3.39,2.15,1098.19,1532.97,J66
2020-04-03,000001,11,215.27,1.55,20.18,0.45,2.92,2.41,3758.18,1101,J66
2020-04-05,000001,142,700.6,3.81,23.04,5.46,3.1,2.37,1435.3,3104.98,J66
2020-04-06,000001,27,792.93,9.37,24.48,2.96,3.64,2.67,3292.58,5451,J66
2020-04-07,000001,401,341.09,1.97,22.84,2.82,2.84,2.05,1031.68,1263.4,J66
2020-04-08,000001,388,526.82,2.21,17.39,2.98,2.98,2.19,1234.85,1916.68,J66
2020-04-09,000001,1119,429.25,3.03,20.05,2.9,3.12,2.14,1232.61,1639.3,J66
2020-04-10,000001,137,287.15,2.31,16.8,1.69,3.21,2.16,1355.9,1668.46,J66
2020-04-11,000001,2,20817,170.5,155,58.5,4.95,3.5,181,3169,J66
2020-04-13,000001,38,382.13,1.47,19.29,0.79,2.47,1.96,2153.89,1498.54,J66
2020-04-14,000001,40,402.63,0.98,26.33,1.13,2.87,1.89,1185.7,1262.65,J66
2020-04-15,000001,30,329.07,1.4,24.53,1.1,3.56,2.54,22478.04,1868.71,J66
2020-04-16,000001,77,340.32,1.29,16.51,1.32,2.41,2.12,9702.53,1422.19,J66
2020-04-17,000001,47,277.26,0.81,18.85,0.62,2.37,2.14,14785.71,2594.47,J66
2020-04-18,000001,13,632.69,2.15,14.15,0.85,3.55,2.85,51946.2,8380.3,J66
2020-04-19,000001,7,403.14,0.86,9.14,0.57,3.49,2.75,2507.67,8825,J66
2020-04-20,000001,39,532,1.59,9.69,1,3.01,2.21,1154.46,2131.66,J66
2020-04-21,000001,71,289.15,0.77,9.1,0.41,2.99,1.9,884.03,2001.6,J66
2020-04-22,000001,56,315.27,0.98,10.66,0.43,2.19,1.77,11226.21,2233.83,J66
2020-04-23,000001,36,295.78,0.92,9.61,0.69,3.1,2.12,19974.9,2363.9,J66
2020-04-24,000001,19,326,1.32,5.37,1.05,3.78,2.45,28827.47,1902.32,J66
2020-04-25,000001,14,379.07,0.57,3.93,0.64,3.49,2.75,44243,4786.67,J66
2020-04-26,000001,6,377,0.67,10.33,0,2.61,2.58,1736.83,6487.17,J66
2020-04-27,000001,20,333.75,0.85,7.75,0.75,2.02,1.74,306.74,279.42,J66
2020-04-28,000001,23,286.78,0.3,9.26,0.17,2.72,1.86,26286.29,2074.05,J66
2020-04-29,000001,43,369.16,2.05,8.37,3.91,3.1,2.11,15506.31,2283.58,J66
2020-04-30,000001,26,307.92,0.38,9.65,0.58,2.44,1.82,442.23,485.09,J66
2020-05-01,000001,3,265.67,14.67,0.33,0.67,4.38,2.83,664.67,593.67,J66
2020-05-02,000001,6,1017,3.33,7.17,2.67,2.93,2.33,1756.17,1889.67,J66
2020-05-03,000001,5,510.6,0.6,0.6,0.4,2.39,2.13,225,290.25,J66
2020-05-04,000001,4,638,1.75,15.75,1.5,3.58,2.38,2364,9708.75,J66
2020-05-05,000001,6,418.67,0.5,0.17,0.17,6.17,2.75,1247.33,5707.33,J66
2020-05-06,000001,22,476,1.64,4.23,0.95,2.53,2.08,2500.67,1525.06,J66
2020-05-07,000001,28,430.43,1.79,7.39,0.68,3.66,1.91,23164.22,1054.3,J66
2020-05-08,000001,16,381.06,1.38,5.94,0.38,3.76,2.4,34925.67,667.27,J66
2020-05-19,000001,2,6749,26.5,30,32.5,4.15,3.5,1951801,170,J66
2020-05-20,000001,4,14275.75,65.25,61.5,50.25,5.9,3.88,973624.5,7081.25,J66
2020-05-21,000001,2,247,2.5,2,3.5,4,1.5,236,152.5,J66
2020-05-22,000001,37,112649.54,274.24,224.59,319.81,3.32,2.27,152735.31,6771.81,J66
2020-05-23,000001,2,516,1.5,1.5,2.5,3.05,2.25,393,339,J66
2020-05-24,000001,9,20805.33,151.44,123.33,71,4.4,2.57,556941.71,419.14,J66
2020-05-25,000001,7,1717,56.43,51.29,36.57,3.65,2.17,650444.83,85.67,J66
2020-05-26,000001,4,39323.5,235.5,218.5,102.25,5.3,4.17,1302870.33,119.33,J66
2020-05-27,000001,18,7109.61,28.94,25.33,19.33,2.65,2.47,261393.4,1052.8,J66
2020-05-28,000001,15,2441.33,51.33,41.2,18.47,2.92,2.25,280383,684.21,J66
2020-05-29,000001,6,391.83,1.17,1,2.83,1.61,1.67,216.83,141.33,J66
2020-05-30,000001,4,345.25,0,0,2.25,2.49,2.88,2588.5,10483.5,J66
2020-05-31,000001,4,567.25,2.5,2.25,3.25,1.63,2.5,2228,10017.5,J66
2020-06-01,000001,1,218,0,0,4,3.3,4,8209,38818,J66
2020-06-02,000001,7,336.71,1.29,0.86,2.57,2.07,2.43,583.14,1191,J66
2020-06-03,000001,11,7750.27,103,82.55,41.91,3.68,2.05,394056.4,191.2,J66
2020-06-04,000001,4,363,2.5,2.5,3.25,4.25,2.38,5512.75,5106.75,J66
2020-06-05,000001,6,268.83,1.5,1.17,3.33,2,2.5,1733,6847.5,J66
2020-06-06,000001,2,243.5,0,0,0,3.89,3.25,745,1194,J66
2020-06-07,000001,7,687.43,3.71,0.57,5.29,1.75,1.5,186.33,127,J66
2020-06-08,000001,5,17737.4,82.2,67.2,62.2,4.29,3.2,784105.8,11786.2,J66
2020-06-09,000001,8,295.5,1.38,1.38,4.13,4.03,2.13,552.38,980,J66
2020-06-10,000001,11,265,1.36,1.18,1.55,1.83,1.82,594.64,1592.45,J66
2020-06-11,000001,7,261695.71,561.43,450.43,711.86,4.7,2.29,1438.43,216.43,J66
2020-06-12,000001,3,12137,253,256,84.33,7.05,5,1933178.5,8,J66
2020-06-16,000001,1,46323,25,30,16,4.2,4,955,28,J66
2020-06-19,000001,3,645499.33,1478,1125.67,1818.67,10.65,4.75,1946918,11,J66
2020-06-20,000001,2,52081.5,143.5,110.5,107.5,5.65,4.5,1943553,14,J66
2020-06-22,000001,7,32399,48.71,52.29,36.43,6.1,4.67,1299910,14.67,J66
2020-06-23,000001,3,25918.33,316.33,223,250,7.1,5,3901486,0,J66
2020-06-24,000001,2,26537,174.5,176,282,7.1,5,3900267,0,J66
2020-06-25,000001,1,48384,937,712,284,7.1,5,3897669,0,J66
2020-07-03,000001,1,209,1,0,2,4.7,3,1544,1201,J66
2020-07-06,000001,4,455.75,2.25,0,2.5,1.14,1.38,754.25,171.75,J66
2020-07-07,000001,2,348.5,3,0,2,2.06,2.75,2516,6948,J66
2020-07-08,000001,6,322,1,0,1.83,3.37,1.67,168.5,226.83,J66
2020-07-09,000001,17,31211.29,0.94,0,3.53,2.35,2.18,349.14,180.36,J66
2020-07-10,000001,23,320.35,1.74,0,5.17,3.18,2.15,959.4,597.2,J66
2020-07-11,000001,17,390.47,1,0,2.82,2.33,2.09,390.24,1259.29,J66
2020-07-12,000001,19,346.16,0.63,0,5.11,2.55,2.21,744.12,1409.06,J66
2020-07-13,000001,15,9372.73,1,0,4.13,2.63,2.39,993.36,2348.79,J66
2020-07-14,000001,10,284.1,1.6,0,4,2.61,2.25,666.6,1035.8,J66
2020-07-15,000001,11,444.27,3.55,0,2.18,3.59,2,206.82,273.27,J66
2020-07-16,000001,12,5132,95.92,0,25.83,2.99,2.33,332252.5,3763.17,J66
2020-07-17,000001,14,327.5,1.64,0,2.07,2.79,2.29,3067.83,4473.25,J66
2020-07-18,000001,6,469.83,2,0,0.67,2.41,2,264,639.5,J66
2020-07-19,000001,15,551.8,0.87,0,5.47,2.72,1.77,338.2,707.2,J66
2020-07-20,000001,7,498.71,1.43,0,8.71,3.3,1.86,269.43,932.29,J66
2020-07-21,000001,4,447.5,4.25,0,7.5,1.63,1.75,2195.25,10395,J66
2020-07-22,000001,6,404.17,2,0,5.83,3.37,2,793.83,667.5,J66
2020-07-23,000001,23,6247.87,1.65,0,5.65,3.97,2.23,2084.77,672.27,J66
2020-07-24,000001,19,53081.58,2.11,0,3.21,2.35,2.17,2537.92,3069.67,J66
2020-07-25,000001,9,14006.78,2.56,0,4.11,3.78,2.72,3079.44,426.22,J66
2020-07-26,000001,5,666.4,0.4,0,4.4,5.36,3.1,3083.8,4057.6,J66
2020-07-27,000001,17,360,1.71,0,6,2.78,2.2,2322,2293.2,J66
2020-07-28,000001,16,16250.63,1.38,0,3.94,3.51,2.43,996.86,1788.64,J66
2020-07-29,000001,4,29887,0,0,4.75,2.65,2.13,330,122.25,J66
2020-07-30,000001,12,10329.67,2.75,0,4.92,2,2,198.75,181.33,J66
2020-07-31,000001,13,238.31,0.69,0,1.38,1.85,2.25,2757.08,456.58,J66
2020-08-01,000001,2,414,1,0,3,4.25,2.75,1424.5,1809,J66
2020-08-02,000001,8,17877.88,2,0,2.63,2.84,2.94,1817.5,4040.5,J66
2020-08-03,000001,17,53439.41,2.29,0,4.35,3.02,2.36,456,269.82,J66
2020-08-04,000001,30,20636.87,77.6,0,22.8,2.97,2.1,158366.62,519.08,J66
2020-08-05,000001,13,9621.23,1.31,0,6.31,2.54,2.77,2413,3144,J66
2020-08-06,000001,14,8889.86,2.14,0,3.14,3.55,2.79,3338.58,7398.58,J66
2020-08-07,000001,18,318.94,1.83,0,4.11,2.93,2.13,1166.63,4337.31,J66
2020-08-08,000001,6,565.17,1.33,0,3.5,5.37,2.2,528.2,463,J66
2020-08-09,000001,7,483.43,1.57,0,4.43,2.21,1.86,145.43,1752.14,J66
2020-08-10,000001,31,303.55,0.9,0,5.74,2.92,2.02,1386.92,1270.08,J66
2020-08-11,000001,96,365.02,1.06,0,6.14,3.2,2.17,1018.27,693.71,J66
2020-08-12,000001,79,335.29,0.95,0,5.97,3.35,2.32,1914.22,2720.86,J66
2020-08-13,000001,63,342.05,1.25,0,5.6,3.07,2.07,1328.48,1923.41,J66
2020-08-14,000001,34,372.97,0.91,0,3.03,3.44,2.13,1795.71,1892.29,J66
2020-08-15,000001,15,460.67,1.33,0,3.13,3.13,2.37,1182.07,2885.2,J66
2020-08-16,000001,15,644.6,2.13,0,4.67,2.55,2.07,830.57,3361.93,J66
2020-08-17,000001,81,476.79,1.68,0,3.67,3.18,2.15,1418.16,1839.35,J66
2020-08-18,000001,57,506.02,0.89,0,3.77,2.97,2.1,1379.57,4037.11,J66
2020-08-19,000001,52,379.33,1.27,0,3.12,2.6,1.8,686.05,312.28,J66
2020-08-20,000001,85,360.45,1.2,0,2.74,2.66,1.92,546.06,842.76,J66
2020-08-21,000001,104,309.27,0.79,0,1.38,2.87,1.93,740.47,1264.87,J66
2020-08-22,000001,15,524.87,2.13,0,2.2,2.68,2.64,1827.64,2471.55,J66
2020-08-23,000001,12,767.75,2.42,0,4.58,3.3,2.75,2894,1716.8,J66
2020-08-24,000001,35,540.6,1.86,0,5.31,2.93,2.06,1786.12,2098.58,J66
2020-08-25,000001,35,354.43,1.06,0,6.4,2.27,2.14,1327.79,858.28,J66
2020-08-26,000001,55,412.62,0.69,0,2.29,2.94,2.02,2021.36,2722.95,J66
2020-08-27,000001,53,632.7,1.68,0,5.34,3.19,2.2,1757.38,1173.89,J66
2020-08-28,000001,72,362.89,1.18,0,4.65,3.48,2.3,2044.58,2081.48,J66
2020-08-29,000001,9,631.56,2.44,0,3.33,1.83,2.33,1427.11,6295.56,J66
2020-08-30,000001,12,479.33,1.5,0,4.58,3.79,2.65,3631.9,816.3,J66
2020-08-31,000001,65,2193.03,36.14,0,13.26,2.93,2.01,76510.45,3793.7,J66
2020-09-01,000001,28,4602.75,0.64,0,5.82,3.23,2.28,3045.37,995.93,J66
2020-09-02,000001,67,340.73,0.61,0,4.64,2.79,1.92,418.62,479.85,J66
2020-09-03,000001,67,359.33,0.94,0,4.88,2.7,1.84,865.81,1454.22,J66
2020-09-04,000001,46,372.8,0.72,0,2.24,2.45,2.13,1603.42,2113.61,J66
2020-09-05,000001,4,511,2.25,0,3,1.82,2.5,2494,10882.5,J66
2020-09-06,000001,4,351.5,0.5,0,4.5,2.09,2.38,2754,7742,J66
2020-09-07,000001,34,402.41,0.44,0,4.68,3.88,2.41,24085.04,3928.59,J66
2020-09-08,000001,48,451.23,0.69,0,3.94,3.37,2.33,20340.97,1403.69,J66
2020-09-09,000001,38,297.03,0.66,0,3.16,2.94,1.85,1328.1,2854.9,J66
2020-09-10,000001,49,259.55,0.65,0,3.8,2.74,1.86,1127.92,1618.78,J66
2020-09-11,000001,52,304.21,1.19,0,3.71,3.08,2.05,2036.7,2484.86,J66
2020-09-12,000001,5,481.8,0.6,0,0.2,3.07,2.1,423.4,583.8,J66
2020-09-13,000001,7,507.71,0.14,0,3.71,4.57,2.29,1700.57,6847.57,J66
2020-09-14,000001,31,420.71,0.9,0,4.97,3.34,2.34,1963.72,1799.9,J66
2020-09-15,000001,26,431.5,1.35,0,3.81,2.61,1.81,343.38,258.25,J66
2020-09-16,000001,28,437.32,1.29,0,3.29,3.04,2.17,1846.04,2341.39,J66
2020-09-17,000001,39,410.64,0.92,0,3.72,2.59,1.83,1261.14,1052.14,J66
2020-09-18,000001,71,349.39,0.85,0,5.07,2.86,2.18,995.36,905.3,J66
2020-09-19,000001,12,379.5,1,0,1.92,2.9,2.7,1910.3,4425.5,J66
2020-09-20,000001,8,777,1,0,4.13,3.6,2.29,2410.71,3186.29,J66
2020-09-21,000001,23,410.91,0.39,0,4.65,3.47,2.41,3979,1942.77,J66
2020-09-22,000001,30,309.57,0.5,0,5,2.15,2.14,2122.72,1515.32,J66
2020-09-23,000001,25,466.44,0.84,0,5.52,3.59,2.36,3077.14,2809.43,J66
2020-09-24,000001,74,340.91,0.73,0,4.07,3.77,2.05,1515.34,2318.72,J66
2020-09-25,000001,24,417.63,0.33,0,3.96,2.84,2.4,3503.76,1733.14,J66
2020-09-26,000001,2,245,1.5,0,2,1.79,2.25,421,6.5,J66
2020-09-27,000001,3,760,2.67,0,1,3.4,3.67,510.67,4077.33,J66
2020-09-28,000001,22,436.09,1.86,0,5.45,3.33,2.47,2954.53,6101.13,J66
2020-09-29,000001,92,344.65,1.14,0,4.58,3.11,1.87,1786.39,967.83,J66
2020-09-30,000001,41,351.9,0.61,0,2.39,3.53,2.17,1573.93,1630.7,J66
2020-10-01,000001,7,597.86,0.86,0,2.43,2.93,2.43,833.43,618.57,J66
2020-10-02,000001,16,652.63,1.31,0,2.19,3.52,1.97,457.33,312.93,J66
2020-10-03,000001,3,234.33,0.33,0,1.33,1.19,1.33,48.33,140.33,J66
2020-10-04,000001,2,2139,4.5,0,2,3.07,1.75,173.5,248,J66
2020-10-06,000001,1,540,0,0,2,6.2,1.5,46,523,J66
2020-10-07,000001,3,292,0,0,1,2.73,1.33,123.67,113,J66
2020-10-08,000001,4,720,1.25,0,3.25,1.9,2.63,798.5,1034,J66
2020-10-09,000001,53,417.58,0.51,0,2.62,3.31,2.21,2567.65,1105.19,J66
2020-10-10,000001,11,575.73,0.82,0,2.45,2.58,2.36,595.64,1393.27,J66
2020-10-11,000001,9,921.56,2,0,2.67,3.04,1.93,410.14,233.29,J66
2020-10-12,000001,91,421.38,0.65,0,5.8,4.12,1.93,1687.51,1524.44,J66
2020-10-13,000001,19,514.37,0.84,0,4.74,3.73,2.47,6789.63,1974.38,J66
2020-10-14,000001,25,422.76,1,0,3.32,3.19,2.68,7619.77,9628.86,J66
2020-10-15,000001,79,393.41,0.75,0,4.53,3.04,2.19,3723.64,4888.22,J66
2020-10-16,000001,114,391.98,1.04,0,2.2,3.06,2.19,2770.6,1431.01,J66
2020-10-17,000001,13,457.38,0.38,0,1.15,2.7,2,1216.33,1441.5,J66
2020-10-18,000001,11,1019.27,1.91,0,4.27,3.65,2.56,8039.89,22156.33,J66
2020-10-19,000001,86,491.92,0.85,0,3.93,2.73,2.32,3401.04,3619.5,J66
2020-10-20,000001,31,614.35,1.16,0,3.35,2.91,2.44,3241.13,2704.29,J66
2020-10-21,000001,43,590.26,1,0,4.91,3.54,2.58,2857.86,674.6,J66
2020-10-22,000001,80,355.05,0.54,0,3.24,3.06,2.18,3071.38,1154.62,J66
2020-10-23,000001,107,335.87,0.58,0,2.18,3.46,2.13,1098.38,506.1,J66
2020-10-24,000001,8,647,0.88,0,1.25,3.1,1.75,160.63,225.25,J66
2020-10-25,000001,12,595.42,1.83,0,2.92,3.74,2.29,5233.75,17733.75,J66
2020-10-26,000001,27,438.33,1.11,0,2.33,2.3,2.58,8647.24,1626.56,J66
2020-10-27,000001,38,339.08,0.45,0,4.18,3.31,2.32,5660.45,3031.67,J66
2020-10-28,000001,32,315.22,0.91,0,5.28,2.9,2.27,6930.27,1364.12,J66
2020-10-29,000001,19,315.89,0.26,0,2.95,3.11,2.38,9471,959.25,J66
2020-10-30,000001,32,315.69,0.5,0,1.47,3.28,2.24,1672.1,6578.48,J66
2020-10-31,000001,10,417.8,0.5,0,0,4.07,2.56,0,9073.67,J66
2020-11-01,000001,7,991.86,0.57,0,3.43,2.84,2.57,0,1836.43,J66
2020-11-02,000001,24,394.38,0.79,0,4.08,2.45,2.39,0,4819.36,J66
2020-11-03,000001,30,481,1.1,0,3.77,2.83,2.34,0,4464.68,J66
2020-11-04,000001,31,778.61,2.35,0,4.32,4.19,2.64,0,5661.04,J66
2020-11-05,000001,60,442.65,0.92,0,3.47,2.55,2.3,0,1281.78,J66
2020-11-06,000001,41,343.59,0.71,0,1.59,2.74,2.32,0,2935.35,J66
2020-11-07,000001,7,411.71,0.86,0,0.71,2.28,2.25,0,7825.5,J66
2020-11-08,000001,6,302.17,0,0,1.67,2.49,2.67,0,9506.17,J66
2020-11-09,000001,29,399.86,1.03,0,3.93,3.16,2.35,0,9376.31,J66
2020-11-10,000001,28,391.82,1.5,0,2.96,2.33,2.46,0,8925.13,J66
2020-11-11,000001,53,344.11,0.53,0,3,2.18,2.04,0,574.97,J66
2020-11-12,000001,40,1861.68,29.33,0,9.38,2.43,2.53,0,2790.13,J66
2020-11-13,000001,52,387.1,0.56,0,3.67,2.99,2.22,0,0,J66
2020-11-14,000001,3,293.33,0.67,0,0.33,2.42,1.33,0,0,J66
2020-11-15,000001,6,436.33,1,0,2.5,2.59,2.5,0,0,J66
2020-11-16,000001,29,376.41,0.93,0,2.66,3.28,2.12,0,0,J66
2020-11-17,000001,26,397.19,1.19,0,4.46,3.26,2.42,0,0,J66
2020-11-18,000001,47,387.57,0.79,0,2.21,4.13,2.27,0,0,J66
2020-11-19,000001,43,390.74,1.02,0,4.07,2.9,2.32,0,0,J66
2020-11-20,000001,22,348.32,0.82,0,4.77,3.57,2.26,0,0,J66
2020-11-21,000001,6,1040.83,2.5,0,5.17,5.1,2.2,0,0,J66
2020-11-22,000001,7,350.86,0.14,0,1.43,1.75,2.57,0,0,J66
2020-11-23,000001,48,829.35,1.98,0,6.83,3.52,2.44,0,0,J66
2020-11-24,000001,26,449.15,1.96,0,3.08,2.84,2.42,0,0,J66
2020-11-25,000001,23,443,0.74,0,4.91,2.3,2.5,0,0,J66
2020-11-26,000001,37,476.32,1.05,0,2.89,3.8,2.7,0,0,J66
2020-11-27,000001,60,406.75,1.12,0,3.97,3.31,2.23,0,0,J66
2020-11-28,000001,8,789.75,2.88,0,2,4.24,3.19,0,0,J66
2020-11-29,000001,14,351.21,0.79,0,2.79,3.65,2.64,0,0,J66
2020-11-30,000001,75,400.12,0.67,0,5.03,2.77,2.22,0,0,J66
2020-12-01,000001,51,350.96,0.61,0,4.67,3.17,2.37,0,0,J66
2020-12-02,000001,35,372.09,1.29,0,3.66,2.28,2.22,0,0,J66
2020-12-03,000001,26,367.81,1.04,0,3.04,3.02,2.13,0,0,J66
2020-12-04,000001,31,388.87,2.06,0,3.55,2.15,2.09,0,0,J66
2020-12-05,000001,4,241.25,0.75,0,2.25,3.32,2.33,0,0,J66
2020-12-06,000001,8,723.5,0.88,0,2.38,3.84,3.5,0,0,J66
2020-12-07,000001,47,336.57,1.19,0,4.7,3.11,2.26,0,0,J66
2020-12-08,000001,51,385.06,1.65,0,4.45,3.19,2.24,0,0,J66
2020-12-09,000001,30,363.67,1.13,0,2.13,2.49,2.4,0,0,J66
2020-12-10,000001,38,277.18,1.29,0,1.76,3.05,2.53,0,0,J66
2020-12-11,000001,58,268.64,1.33,0,2.62,2.76,2.35,0,0,J66
