Stkcd,Accper,Typrep,Indcd
600479,2020-12-31,A,C27
600480,2020-12-31,A,C36
600481,2020-12-31,A,C38
600482,2020-12-31,A,C37
600483,2020-12-31,A,D44
600485,2020-12-31,A,C39
600486,2020-12-31,A,C26
600487,2020-12-31,A,C38
600488,2020-12-31,A,C27
600489,2020-12-31,A,B09
600490,2020-12-31,A,C32
600491,2020-12-31,A,E48
600493,2020-12-31,A,C17
600495,2020-12-31,A,C37
600496,2020-12-31,A,C33
600497,2020-12-31,A,B09
600498,2020-12-31,A,C39
600499,2020-12-31,A,C35
600500,2020-12-31,A,C26
600501,2020-12-31,A,C36
600502,2020-12-31,A,E48
600503,2020-12-31,A,K70
600505,2020-12-31,A,D44
600506,2020-12-31,A,A01
600507,2020-12-31,A,C31
600508,2020-12-31,A,B06
600509,2020-12-31,A,D44
600510,2020-12-31,A,K70
600511,2020-12-31,A,F51
600512,2020-12-31,A,E48
600513,2020-12-31,A,C27
600515,2020-12-31,A,K70
600516,2020-12-31,A,C30
600517,2020-12-31,A,J69
600518,2020-12-31,A,C27
600519,2020-12-31,A,C15
600520,2020-12-31,A,C38
600521,2020-12-31,A,C27
600522,2020-12-31,A,C38
600523,2020-12-31,A,C36
600525,2020-12-31,A,C39
600526,2020-12-31,A,C35
600527,2020-12-31,A,C28
600528,2020-12-31,A,C35
600529,2020-12-31,A,C30
600530,2020-12-31,A,C27
600531,2020-12-31,A,C32
600532,2020-12-31,A,B08
600533,2020-12-31,A,K70
600535,2020-12-31,A,C27
600536,2020-12-31,A,I65
600537,2020-12-31,A,C38
600538,2020-12-31,A,F51
600539,2020-12-31,A,C30
600540,2020-12-31,A,A01
600543,2020-12-31,A,C15
600545,2020-12-31,A,C35
600546,2020-12-31,A,F51
600547,2020-12-31,A,B09
600548,2020-12-31,A,G54
600549,2020-12-31,A,C32
600550,2020-12-31,A,C38
600551,2020-12-31,A,R85
600552,2020-12-31,A,C39
600555,2020-12-31,A,K70
600556,2020-12-31,A,I65
600557,2020-12-31,A,C27
600558,2020-12-31,A,C33
600559,2020-12-31,A,C15
600560,2020-12-31,A,C35
600561,2020-12-31,A,G54
600562,2020-12-31,A,C39
600563,2020-12-31,A,C39
600565,2020-12-31,A,K70
600566,2020-12-31,A,C27
600567,2020-12-31,A,C22
600568,2020-12-31,A,C27
600569,2020-12-31,A,C31
600570,2020-12-31,A,I65
600571,2020-12-31,A,I65
600572,2020-12-31,A,C27
600573,2020-12-31,A,C15
600575,2020-12-31,A,G55
600576,2020-12-31,A,R87
600577,2020-12-31,A,C38
600578,2020-12-31,A,D44
600579,2020-12-31,A,C35
600580,2020-12-31,A,C38
600581,2020-12-31,A,C31
600582,2020-12-31,A,C35
600583,2020-12-31,A,B11
600584,2020-12-31,A,C39
600585,2020-12-31,A,C30
600586,2020-12-31,A,C30
600587,2020-12-31,A,C35
600588,2020-12-31,A,I65
600589,2020-12-31,A,C26
600590,2020-12-31,A,C38
600592,2020-12-31,A,C34
600593,2020-12-31,A,N78
600594,2020-12-31,A,C27
600595,2020-12-31,A,C32
600596,2020-12-31,A,C26
600597,2020-12-31,A,C14
600598,2020-12-31,A,A01
600599,2020-12-31,A,J69
600600,2020-12-31,A,C15
600601,2020-12-31,A,C39
600602,2020-12-31,A,I65
600603,2020-12-31,A,S90
600604,2020-12-31,A,K70
600605,2020-12-31,A,F51
600606,2020-12-31,A,K70
600608,2020-12-31,A,C31
600609,2020-12-31,A,C36
600610,2020-12-31,A,C26
600611,2020-12-31,A,G54
600612,2020-12-31,A,C41
600613,2020-12-31,A,C27
600614,2020-12-31,A,C42
600615,2020-12-31,A,C33
600616,2020-12-31,A,C15
600617,2020-12-31,A,D45
600618,2020-12-31,A,C26
600619,2020-12-31,A,C34
600620,2020-12-31,A,S90
600621,2020-12-31,A,J67
600622,2020-12-31,A,K70
600623,2020-12-31,A,C26
600624,2020-12-31,A,S90
600626,2020-12-31,A,F51
600628,2020-12-31,A,F52
600629,2020-12-31,A,M74
600630,2020-12-31,A,C17
600633,2020-12-31,A,I64
600634,2020-12-31,A,I64
600635,2020-12-31,A,D45
600636,2020-12-31,A,C26
600637,2020-12-31,A,I63
600638,2020-12-31,A,K70
600639,2020-12-31,A,K70
600640,2020-12-31,A,I64
600641,2020-12-31,A,K70
600642,2020-12-31,A,D45
600643,2020-12-31,A,J69
600644,2020-12-31,A,D44
600645,2020-12-31,A,M73
600647,2020-12-31,A,F51
600648,2020-12-31,A,F51
600649,2020-12-31,A,K70
600650,2020-12-31,A,G54
600651,2020-12-31,A,C38
600652,2020-12-31,A,I64
600653,2020-12-31,A,F52
600654,2020-12-31,A,I65
600655,2020-12-31,A,F52
600657,2020-12-31,A,K70
600658,2020-12-31,A,K70
600660,2020-12-31,A,C30
600661,2020-12-31,A,P82
600662,2020-12-31,A,G54
600663,2020-12-31,A,K70
600664,2020-12-31,A,C27
600665,2020-12-31,A,K70
600666,2020-12-31,A,C39
600667,2020-12-31,A,C39
600668,2020-12-31,A,C30
600671,2020-12-31,A,C27
600673,2020-12-31,A,S90
600674,2020-12-31,A,D44
600675,2020-12-31,A,K70
600676,2020-12-31,A,G54
600678,2020-12-31,A,C30
600679,2020-12-31,A,C37
600681,2020-12-31,A,D45
600682,2020-12-31,A,F52
600683,2020-12-31,A,K70
600684,2020-12-31,A,K70
600685,2020-12-31,A,C37
600686,2020-12-31,A,C36
600688,2020-12-31,A,C25
600689,2020-12-31,A,C17
600690,2020-12-31,A,C38
600691,2020-12-31,A,C26
600692,2020-12-31,A,K70
600693,2020-12-31,A,F52
600694,2020-12-31,A,F52
600695,2020-12-31,A,J67
600696,2020-12-31,A,K70
600697,2020-12-31,A,F52
600698,2020-12-31,A,C36
600699,2020-12-31,A,C36
600701,2020-12-31,A,I65
600702,2020-12-31,A,C15
600703,2020-12-31,A,C39
600704,2020-12-31,A,F51
600705,2020-12-31,A,J69
600706,2020-12-31,A,N78
600707,2020-12-31,A,C39
600708,2020-12-31,A,K70
600710,2020-12-31,A,F51
600711,2020-12-31,A,B09
600712,2020-12-31,A,F52
600713,2020-12-31,A,F52
600714,2020-12-31,A,C26
600715,2020-12-31,A,R86
600716,2020-12-31,A,K70
600717,2020-12-31,A,G55
600718,2020-12-31,A,I65
600719,2020-12-31,A,D44
600720,2020-12-31,A,C30
600721,2020-12-31,A,M73
600722,2020-12-31,A,C26
600723,2020-12-31,A,F52
600724,2020-12-31,A,C30
600725,2020-12-31,A,C25
600726,2020-12-31,A,D44
600727,2020-12-31,A,C26
600728,2020-12-31,A,I65
600729,2020-12-31,A,F52
600730,2020-12-31,A,P82
600731,2020-12-31,A,C26
600732,2020-12-31,A,C38
600733,2020-12-31,A,C36
600734,2020-12-31,A,C39
600735,2020-12-31,A,C19
600736,2020-12-31,A,K70
600737,2020-12-31,A,C13
600738,2020-12-31,A,F52
600739,2020-12-31,A,F51
600740,2020-12-31,A,C25
600741,2020-12-31,A,C36
600742,2020-12-31,A,C36
600743,2020-12-31,A,K70
600744,2020-12-31,A,D44
600745,2020-12-31,A,C39
600746,2020-12-31,A,C26
600748,2020-12-31,A,K70
600749,2020-12-31,A,N78
600750,2020-12-31,A,C27
600751,2020-12-31,A,F51
600753,2020-12-31,A,F51
600754,2020-12-31,A,H61
600755,2020-12-31,A,F51
600756,2020-12-31,A,I65
600757,2020-12-31,A,R85
600758,2020-12-31,A,B06
600759,2020-12-31,A,B07
600760,2020-12-31,A,C37
600761,2020-12-31,A,C35
600763,2020-12-31,A,Q83
600764,2020-12-31,A,C39
600765,2020-12-31,A,C37
600766,2020-12-31,A,B09
600767,2020-12-31,A,I65
600768,2020-12-31,A,C32
600769,2020-12-31,A,E48
600770,2020-12-31,A,S90
600771,2020-12-31,A,C27
600773,2020-12-31,A,K70
600774,2020-12-31,A,F52
600775,2020-12-31,A,C39
600776,2020-12-31,A,C39
600777,2020-12-31,A,B07
600778,2020-12-31,A,F52
600779,2020-12-31,A,C15
600780,2020-12-31,A,D44
600781,2020-12-31,A,C27
600782,2020-12-31,A,C31
600783,2020-12-31,A,J67
600784,2020-12-31,A,C14
600785,2020-12-31,A,F52
600787,2020-12-31,A,G59
600789,2020-12-31,A,C27
600790,2020-12-31,A,L72
600791,2020-12-31,A,K70
600792,2020-12-31,A,C25
600793,2020-12-31,A,C22
600794,2020-12-31,A,G59
600795,2020-12-31,A,D44
600796,2020-12-31,A,C26
600797,2020-12-31,A,I65
600798,2020-12-31,A,G55
600800,2020-12-31,A,C26
600801,2020-12-31,A,C30
600802,2020-12-31,A,C30
600803,2020-12-31,A,C26
600804,2020-12-31,A,I64
600805,2020-12-31,A,S90
600807,2020-12-31,A,K70
600808,2020-12-31,A,C31
600809,2020-12-31,A,C15
600810,2020-12-31,A,C28
600811,2020-12-31,A,C13
600812,2020-12-31,A,C27
600814,2020-12-31,A,F52
600815,2020-12-31,A,C35
600816,2020-12-31,A,J69
600817,2020-12-31,A,K70
600818,2020-12-31,A,C37
600819,2020-12-31,A,C30
600820,2020-12-31,A,E48
600821,2020-12-31,A,F52
600822,2020-12-31,A,F51
600823,2020-12-31,A,K70
600824,2020-12-31,A,F52
600825,2020-12-31,A,R85
600826,2020-12-31,A,F51
600827,2020-12-31,A,F52
600828,2020-12-31,A,F52
600829,2020-12-31,A,F51
600830,2020-12-31,A,L71
600831,2020-12-31,A,I63
600833,2020-12-31,A,F52
600834,2020-12-31,A,G54
600835,2020-12-31,A,C34
600836,2020-12-31,A,C23
600837,2020-12-31,A,J67
600838,2020-12-31,A,F52
600839,2020-12-31,A,C39
600841,2020-12-31,A,C34
600843,2020-12-31,A,C35
600844,2020-12-31,A,C26
600845,2020-12-31,A,I65
600846,2020-12-31,A,E48
600847,2020-12-31,A,C38
600848,2020-12-31,A,K70
600850,2020-12-31,A,I65
600851,2020-12-31,A,C27
600853,2020-12-31,A,E48
600854,2020-12-31,A,C38
600855,2020-12-31,A,C35
600856,2020-12-31,A,D45
600857,2020-12-31,A,F52
600858,2020-12-31,A,F52
600859,2020-12-31,A,F52
600860,2020-12-31,A,C35
600861,2020-12-31,A,F52
600862,2020-12-31,A,C37
600863,2020-12-31,A,D44
600864,2020-12-31,A,J67
600865,2020-12-31,A,F52
600866,2020-12-31,A,C14
600867,2020-12-31,A,C27
600868,2020-12-31,A,D44
600869,2020-12-31,A,C38
600870,2020-12-31,A,C39
600871,2020-12-31,A,B11
600872,2020-12-31,A,C14
600873,2020-12-31,A,C14
600874,2020-12-31,A,D46
600875,2020-12-31,A,C34
600876,2020-12-31,A,C30
600877,2020-12-31,A,C38
600879,2020-12-31,A,C35
600880,2020-12-31,A,R85
600881,2020-12-31,A,C30
600882,2020-12-31,A,C14
600883,2020-12-31,A,C30
600884,2020-12-31,A,C38
600885,2020-12-31,A,C38
600886,2020-12-31,A,D44
600887,2020-12-31,A,C14
600888,2020-12-31,A,C39
600889,2020-12-31,A,C28
600890,2020-12-31,A,K70
600891,2020-12-31,A,C41
600892,2020-12-31,A,I65
600893,2020-12-31,A,C37
600894,2020-12-31,A,C34
600895,2020-12-31,A,K70
600896,2020-12-31,A,Q83
600897,2020-12-31,A,G56
600898,2020-12-31,A,C39
600900,2020-12-31,A,D44
600901,2020-12-31,A,J66
600903,2020-12-31,A,D45
600908,2020-12-31,A,J66
600909,2020-12-31,A,J67
600916,2020-12-31,A,F52
600917,2020-12-31,A,D45
600918,2020-12-31,A,J67
600919,2020-12-31,A,J66
600926,2020-12-31,A,J66
600928,2020-12-31,A,J66
600929,2020-12-31,A,C14
600933,2020-12-31,A,C36
600936,2020-12-31,A,I63
600939,2020-12-31,A,E47
600956,2020-12-31,A,D45
600958,2020-12-31,A,J67
600959,2020-12-31,A,I63
600960,2020-12-31,A,C36
600961,2020-12-31,A,C32
600962,2020-12-31,A,C15
600963,2020-12-31,A,C22
600965,2020-12-31,A,A03
600966,2020-12-31,A,C22
600967,2020-12-31,A,C37
600968,2020-12-31,A,B11
600969,2020-12-31,A,D44
600970,2020-12-31,A,E48
600971,2020-12-31,A,B06
600973,2020-12-31,A,C38
600975,2020-12-31,A,A03
600976,2020-12-31,A,F52
600977,2020-12-31,A,R86
600979,2020-12-31,A,D44
600980,2020-12-31,A,C39
600981,2020-12-31,A,F51
600982,2020-12-31,A,D44
600983,2020-12-31,A,C38
600984,2020-12-31,A,C35
600985,2020-12-31,A,B06
600986,2020-12-31,A,I64
600987,2020-12-31,A,C17
600988,2020-12-31,A,B09
600989,2020-12-31,A,C26
600990,2020-12-31,A,C39
600992,2020-12-31,A,C33
600993,2020-12-31,A,F51
600995,2020-12-31,A,D44
600996,2020-12-31,A,I63
600997,2020-12-31,A,C25
600998,2020-12-31,A,F51
600999,2020-12-31,A,J67
601000,2020-12-31,A,G55
601001,2020-12-31,A,B06
601002,2020-12-31,A,C34
601003,2020-12-31,A,C31
601005,2020-12-31,A,C31
601006,2020-12-31,A,G53
601007,2020-12-31,A,H61
601008,2020-12-31,A,G55
601009,2020-12-31,A,J66
601010,2020-12-31,A,F52
601011,2020-12-31,A,C25
601012,2020-12-31,A,C30
601015,2020-12-31,A,C25
601016,2020-12-31,A,D44
601018,2020-12-31,A,G55
601019,2020-12-31,A,R85
601020,2020-12-31,A,B09
601021,2020-12-31,A,G56
601028,2020-12-31,A,C33
601038,2020-12-31,A,C35
601058,2020-12-31,A,C29
601066,2020-12-31,A,J67
601068,2020-12-31,A,E48
601069,2020-12-31,A,B09
601077,2020-12-31,A,J66
601086,2020-12-31,A,F52
601088,2020-12-31,A,B06
601098,2020-12-31,A,R85
601099,2020-12-31,A,J67
601100,2020-12-31,A,C35
601101,2020-12-31,A,B06
601106,2020-12-31,A,C35
601107,2020-12-31,A,G54
601108,2020-12-31,A,J67
601111,2020-12-31,A,G56
601113,2020-12-31,A,C28
601116,2020-12-31,A,F52
601117,2020-12-31,A,E48
601118,2020-12-31,A,A01
601126,2020-12-31,A,C38
601127,2020-12-31,A,C36
601128,2020-12-31,A,J66
601137,2020-12-31,A,C32
601138,2020-12-31,A,C39
601139,2020-12-31,A,D45
601155,2020-12-31,A,K70
601158,2020-12-31,A,D46
601162,2020-12-31,A,J67
601163,2020-12-31,A,C29
601166,2020-12-31,A,J66
601168,2020-12-31,A,B09
601169,2020-12-31,A,J66
601177,2020-12-31,A,C34
601179,2020-12-31,A,C38
601186,2020-12-31,A,E48
601187,2020-12-31,A,J66
601188,2020-12-31,A,G54
601198,2020-12-31,A,J67
601199,2020-12-31,A,D46
601200,2020-12-31,A,N77
601208,2020-12-31,A,C26
601211,2020-12-31,A,J67
601212,2020-12-31,A,C32
601216,2020-12-31,A,C26
601218,2020-12-31,A,C35
601222,2020-12-31,A,C40
601225,2020-12-31,A,B06
601226,2020-12-31,A,M74
601228,2020-12-31,A,G55
601229,2020-12-31,A,J66
601231,2020-12-31,A,C39
601233,2020-12-31,A,C28
601236,2020-12-31,A,J67
601238,2020-12-31,A,C36
601258,2020-12-31,A,F52
601288,2020-12-31,A,J66
601298,2020-12-31,A,G55
601311,2020-12-31,A,C38
601318,2020-12-31,A,J68
601319,2020-12-31,A,J68
601326,2020-12-31,A,G55
601328,2020-12-31,A,J66
601330,2020-12-31,A,N77
601333,2020-12-31,A,G53
601336,2020-12-31,A,J68
601339,2020-12-31,A,C17
601360,2020-12-31,A,I64
601366,2020-12-31,A,F52
601368,2020-12-31,A,D46
601369,2020-12-31,A,C38
601375,2020-12-31,A,J67
601377,2020-12-31,A,J67
601388,2020-12-31,A,C32
601390,2020-12-31,A,E48
601398,2020-12-31,A,J66
601399,2020-12-31,A,E48
601456,2020-12-31,A,J67
601500,2020-12-31,A,C29
601512,2020-12-31,A,K70
601515,2020-12-31,A,C23
601518,2020-12-31,A,G54
601519,2020-12-31,A,J69
601555,2020-12-31,A,J67
601566,2020-12-31,A,C18
601567,2020-12-31,A,C40
601568,2020-12-31,A,C26
601577,2020-12-31,A,J66
601579,2020-12-31,A,C15
601588,2020-12-31,A,K70
601595,2020-12-31,A,R86
601598,2020-12-31,A,G58
601599,2020-12-31,A,C17
601600,2020-12-31,A,C32
601601,2020-12-31,A,J68
601606,2020-12-31,A,C41
601607,2020-12-31,A,F52
601608,2020-12-31,A,C35
601609,2020-12-31,A,C32
601611,2020-12-31,A,E48
601615,2020-12-31,A,C34
601616,2020-12-31,A,C38
601618,2020-12-31,A,E48
601619,2020-12-31,A,D44
601628,2020-12-31,A,J68
601633,2020-12-31,A,C36
601636,2020-12-31,A,C30
601658,2020-12-31,A,J66
601666,2020-12-31,A,B06
601668,2020-12-31,A,E48
601669,2020-12-31,A,E48
601677,2020-12-31,A,C32
601678,2020-12-31,A,C26
601686,2020-12-31,A,C33
601688,2020-12-31,A,J67
601689,2020-12-31,A,C36
601696,2020-12-31,A,J67
601698,2020-12-31,A,I63
601699,2020-12-31,A,B06
601700,2020-12-31,A,C33
601702,2020-12-31,A,C32
601717,2020-12-31,A,C36
601718,2020-12-31,A,C18
601727,2020-12-31,A,C34
601766,2020-12-31,A,C37
601777,2020-12-31,A,C36
601778,2020-12-31,A,D44
601788,2020-12-31,A,J67
601789,2020-12-31,A,E48
601798,2020-12-31,A,C35
601799,2020-12-31,A,C36
601800,2020-12-31,A,E48
601801,2020-12-31,A,R85
601808,2020-12-31,A,B11
601811,2020-12-31,A,R85
601816,2020-12-31,A,G53
601818,2020-12-31,A,J66
601827,2020-12-31,A,N77
601828,2020-12-31,A,L72
601838,2020-12-31,A,J66
601857,2020-12-31,A,B07
601858,2020-12-31,A,R85
601860,2020-12-31,A,J66
601865,2020-12-31,A,C30
601866,2020-12-31,A,G55
601869,2020-12-31,A,C39
601872,2020-12-31,A,G55
601877,2020-12-31,A,C38
601878,2020-12-31,A,J67
601880,2020-12-31,A,G55
601881,2020-12-31,A,J67
601882,2020-12-31,A,C34
601886,2020-12-31,A,E50
601888,2020-12-31,A,L72
601890,2020-12-31,A,C37
601898,2020-12-31,A,B06
601899,2020-12-31,A,B09
601900,2020-12-31,A,R85
601901,2020-12-31,A,J67
601908,2020-12-31,A,C35
601916,2020-12-31,A,J66
601918,2020-12-31,A,B06
601919,2020-12-31,A,G55
601928,2020-12-31,A,R85
601929,2020-12-31,A,I63
601933,2020-12-31,A,F52
601939,2020-12-31,A,J66
601949,2020-12-31,A,R85
601952,2020-12-31,A,C13
601956,2020-12-31,A,C34
601958,2020-12-31,A,B09
601963,2020-12-31,A,J66
601965,2020-12-31,A,M74
601966,2020-12-31,A,C29
601968,2020-12-31,A,C33
601969,2020-12-31,A,B08
601975,2020-12-31,A,G55
601985,2020-12-31,A,D44
601988,2020-12-31,A,J66
601989,2020-12-31,A,C37
601990,2020-12-31,A,J67
601991,2020-12-31,A,D44
601992,2020-12-31,A,C30
601995,2020-12-31,A,J67
601996,2020-12-31,A,C20
601997,2020-12-31,A,J66
601998,2020-12-31,A,J66
601999,2020-12-31,A,R85
603000,2020-12-31,A,I64
603001,2020-12-31,A,C19
603002,2020-12-31,A,C26
603003,2020-12-31,A,F51
603005,2020-12-31,A,C39
603006,2020-12-31,A,C36
603007,2020-12-31,A,E48
603008,2020-12-31,A,C21
603009,2020-12-31,A,C36
603010,2020-12-31,A,C26
603011,2020-12-31,A,C34
603012,2020-12-31,A,C35
603013,2020-12-31,A,C36
603015,2020-12-31,A,C38
603016,2020-12-31,A,C38
603017,2020-12-31,A,M74
603018,2020-12-31,A,M74
603019,2020-12-31,A,C39
603020,2020-12-31,A,C14
603021,2020-12-31,A,C30
603022,2020-12-31,A,C22
603023,2020-12-31,A,C39
603025,2020-12-31,A,C39
603026,2020-12-31,A,C26
603027,2020-12-31,A,C14
603028,2020-12-31,A,C33
603029,2020-12-31,A,C35
603030,2020-12-31,A,E50
603031,2020-12-31,A,F52
603032,2020-12-31,A,G54
603033,2020-12-31,A,C29
603035,2020-12-31,A,C36
603036,2020-12-31,A,C35
603037,2020-12-31,A,C36
603038,2020-12-31,A,C41
603039,2020-12-31,A,I65
603040,2020-12-31,A,C33
603041,2020-12-31,A,C26
603042,2020-12-31,A,C39
603043,2020-12-31,A,C14
603045,2020-12-31,A,C38
603050,2020-12-31,A,C38
603053,2020-12-31,A,D45
603055,2020-12-31,A,C17
603056,2020-12-31,A,G60
603058,2020-12-31,A,C23
603059,2020-12-31,A,C41
603060,2020-12-31,A,M74
603063,2020-12-31,A,C38
603066,2020-12-31,A,G59
603067,2020-12-31,A,C26
603068,2020-12-31,A,C39
603069,2020-12-31,A,G54
603076,2020-12-31,A,C35
603077,2020-12-31,A,C26
603078,2020-12-31,A,C26
603079,2020-12-31,A,C14
603080,2020-12-31,A,D45
603081,2020-12-31,A,C35
603083,2020-12-31,A,C39
603085,2020-12-31,A,C35
603086,2020-12-31,A,C26
603087,2020-12-31,A,C27
603088,2020-12-31,A,C35
603089,2020-12-31,A,C36
603090,2020-12-31,A,C34
603093,2020-12-31,A,J67
603095,2020-12-31,A,C35
603096,2020-12-31,A,R85
603098,2020-12-31,A,E50
603099,2020-12-31,A,N78
603100,2020-12-31,A,C40
603101,2020-12-31,A,F52
603103,2020-12-31,A,R86
603105,2020-12-31,A,C38
603106,2020-12-31,A,C39
603108,2020-12-31,A,F51
603109,2020-12-31,A,C34
603110,2020-12-31,A,C26
603111,2020-12-31,A,C37
603112,2020-12-31,A,C33
603113,2020-12-31,A,C25
603115,2020-12-31,A,C39
603116,2020-12-31,A,C19
603117,2020-12-31,A,L72
603118,2020-12-31,A,C39
603121,2020-12-31,A,C36
603123,2020-12-31,A,F52
603126,2020-12-31,A,M74
603127,2020-12-31,A,M73
603128,2020-12-31,A,G58
603129,2020-12-31,A,C37
603131,2020-12-31,A,C34
603133,2020-12-31,A,C39
603136,2020-12-31,A,N78
603138,2020-12-31,A,I65
603139,2020-12-31,A,C27
603155,2020-12-31,A,C26
603156,2020-12-31,A,C15
603157,2020-12-31,A,C18
603158,2020-12-31,A,C36
603159,2020-12-31,A,C35
603160,2020-12-31,A,C39
603161,2020-12-31,A,C36
603165,2020-12-31,A,C22
603166,2020-12-31,A,C36
603167,2020-12-31,A,G55
603168,2020-12-31,A,C27
603169,2020-12-31,A,C35
603177,2020-12-31,A,N77
603178,2020-12-31,A,C36
603179,2020-12-31,A,C36
603180,2020-12-31,A,C21
603181,2020-12-31,A,C26
603183,2020-12-31,A,M74
603185,2020-12-31,A,C35
603186,2020-12-31,A,C39
603187,2020-12-31,A,C34
603188,2020-12-31,A,C26
603189,2020-12-31,A,I65
603192,2020-12-31,A,C26
603195,2020-12-31,A,C38
603196,2020-12-31,A,C18
603197,2020-12-31,A,C36
603198,2020-12-31,A,C15
603199,2020-12-31,A,N78
603200,2020-12-31,A,N77
603203,2020-12-31,A,C35
603208,2020-12-31,A,C21
603212,2020-12-31,A,C29
603214,2020-12-31,A,F52
603217,2020-12-31,A,C26
603218,2020-12-31,A,C34
603220,2020-12-31,A,I65
603221,2020-12-31,A,C29
603222,2020-12-31,A,C27
603223,2020-12-31,A,G54
603225,2020-12-31,A,C28
603226,2020-12-31,A,C20
603227,2020-12-31,A,C26
603228,2020-12-31,A,C39
603229,2020-12-31,A,C27
603232,2020-12-31,A,I65
603233,2020-12-31,A,F52
603236,2020-12-31,A,C39
603238,2020-12-31,A,C17
603239,2020-12-31,A,C36
603256,2020-12-31,A,C30
603258,2020-12-31,A,I64
603259,2020-12-31,A,M73
603260,2020-12-31,A,C26
603266,2020-12-31,A,C29
603267,2020-12-31,A,C39
603268,2020-12-31,A,C30
603269,2020-12-31,A,C34
603277,2020-12-31,A,C34
603278,2020-12-31,A,C33
603279,2020-12-31,A,C34
603283,2020-12-31,A,C35
603286,2020-12-31,A,C36
603288,2020-12-31,A,C14
603289,2020-12-31,A,C35
603290,2020-12-31,A,C39
603297,2020-12-31,A,C40
603298,2020-12-31,A,C34
603299,2020-12-31,A,C14
603300,2020-12-31,A,L71
603301,2020-12-31,A,C35
603303,2020-12-31,A,C38
603305,2020-12-31,A,C32
603306,2020-12-31,A,C36
603308,2020-12-31,A,C35
603309,2020-12-31,A,C35
603311,2020-12-31,A,C35
603313,2020-12-31,A,C21
603315,2020-12-31,A,C34
603316,2020-12-31,A,E48
603317,2020-12-31,A,C14
603318,2020-12-31,A,C35
603319,2020-12-31,A,C36
603320,2020-12-31,A,C34
603321,2020-12-31,A,C34
603322,2020-12-31,A,I65
603323,2020-12-31,A,J66
603326,2020-12-31,A,C21
603327,2020-12-31,A,C39
603328,2020-12-31,A,C39
603329,2020-12-31,A,G58
603330,2020-12-31,A,C26
603331,2020-12-31,A,C38
603332,2020-12-31,A,C28
603333,2020-12-31,A,C38
603335,2020-12-31,A,C36
603336,2020-12-31,A,C13
603337,2020-12-31,A,C35
603338,2020-12-31,A,C35
603339,2020-12-31,A,C34
603345,2020-12-31,A,C13
603348,2020-12-31,A,C33
603351,2020-12-31,A,C27
603353,2020-12-31,A,F52
603355,2020-12-31,A,C38
603356,2020-12-31,A,C34
603357,2020-12-31,A,M74
603358,2020-12-31,A,C36
603359,2020-12-31,A,N77
603360,2020-12-31,A,C26
603363,2020-12-31,A,C13
603365,2020-12-31,A,C17
603366,2020-12-31,A,C38
603367,2020-12-31,A,C27
603368,2020-12-31,A,F51
603369,2020-12-31,A,C15
603377,2020-12-31,A,P82
603378,2020-12-31,A,C26
603379,2020-12-31,A,C26
603380,2020-12-31,A,C39
603383,2020-12-31,A,I65
603385,2020-12-31,A,C30
603386,2020-12-31,A,C39
603387,2020-12-31,A,C27
603388,2020-12-31,A,E48
603389,2020-12-31,A,C21
603390,2020-12-31,A,C39
603392,2020-12-31,A,C27
603393,2020-12-31,A,D45
603396,2020-12-31,A,C35
603398,2020-12-31,A,C24
603399,2020-12-31,A,C32
603408,2020-12-31,A,C29
603416,2020-12-31,A,C40
603421,2020-12-31,A,I65
603429,2020-12-31,A,C23
603439,2020-12-31,A,C27
603444,2020-12-31,A,I64
603456,2020-12-31,A,C27
603458,2020-12-31,A,M74
603466,2020-12-31,A,R87
603477,2020-12-31,A,A03
603486,2020-12-31,A,C38
603488,2020-12-31,A,C38
603489,2020-12-31,A,C38
603496,2020-12-31,A,C39
603499,2020-12-31,A,C23
603500,2020-12-31,A,C37
603501,2020-12-31,A,C39
603505,2020-12-31,A,B10
603506,2020-12-31,A,K70
603507,2020-12-31,A,C38
603508,2020-12-31,A,C37
603515,2020-12-31,A,C38
603516,2020-12-31,A,C39
603517,2020-12-31,A,C13
603518,2020-12-31,A,C18
603519,2020-12-31,A,C38
603520,2020-12-31,A,C27
603527,2020-12-31,A,C32
603528,2020-12-31,A,C39
603530,2020-12-31,A,C38
603533,2020-12-31,A,I64
603535,2020-12-31,A,G59
603536,2020-12-31,A,C13
603538,2020-12-31,A,C27
603551,2020-12-31,A,C38
603555,2020-12-31,A,C18
603556,2020-12-31,A,C40
603557,2020-12-31,A,C19
603558,2020-12-31,A,C17
603559,2020-12-31,A,I63
603565,2020-12-31,A,G55
603566,2020-12-31,A,C27
603567,2020-12-31,A,C27
603568,2020-12-31,A,N77
603569,2020-12-31,A,L72
603577,2020-12-31,A,C33
603578,2020-12-31,A,C30
603579,2020-12-31,A,C38
603580,2020-12-31,A,C29
603583,2020-12-31,A,C38
603585,2020-12-31,A,C26
603586,2020-12-31,A,C36
603587,2020-12-31,A,C18
603588,2020-12-31,A,N77
603589,2020-12-31,A,C15
603590,2020-12-31,A,C27
603595,2020-12-31,A,C39
603596,2020-12-31,A,C36
603598,2020-12-31,A,L72
603599,2020-12-31,A,C26
603600,2020-12-31,A,C21
603601,2020-12-31,A,C30
603602,2020-12-31,A,I65
603603,2020-12-31,A,N77
603605,2020-12-31,A,C26
603606,2020-12-31,A,C38
603607,2020-12-31,A,C22
603608,2020-12-31,A,C19
603609,2020-12-31,A,C13
