Stkcd,Accper,Typrep,Indcd
002474,2020-12-31,A,I65
002475,2020-12-31,A,C39
002476,2020-12-31,A,C26
002478,2020-12-31,A,C33
002479,2020-12-31,A,D44
002480,2020-12-31,A,C34
002481,2020-12-31,A,C14
002482,2020-12-31,A,E50
002483,2020-12-31,A,C34
002484,2020-12-31,A,C39
002485,2020-12-31,A,N78
002486,2020-12-31,A,C18
002487,2020-12-31,A,C33
002488,2020-12-31,A,C36
002489,2020-12-31,A,C21
002490,2020-12-31,A,C35
002491,2020-12-31,A,C38
002492,2020-12-31,A,G59
002493,2020-12-31,A,C28
002494,2020-12-31,A,C19
002495,2020-12-31,A,C14
002496,2020-12-31,A,C26
002497,2020-12-31,A,C26
002498,2020-12-31,A,C38
002499,2020-12-31,A,D44
002500,2020-12-31,A,J67
002501,2020-12-31,A,C32
002502,2020-12-31,A,R86
002503,2020-12-31,A,C18
002504,2020-12-31,A,E50
002505,2020-12-31,A,F51
002506,2020-12-31,A,C39
002507,2020-12-31,A,C14
002508,2020-12-31,A,C38
002510,2020-12-31,A,C36
002511,2020-12-31,A,C22
002512,2020-12-31,A,C39
002513,2020-12-31,A,C26
002514,2020-12-31,A,C33
002515,2020-12-31,A,C13
002516,2020-12-31,A,C17
002517,2020-12-31,A,I64
002518,2020-12-31,A,C38
002519,2020-12-31,A,C39
002520,2020-12-31,A,C34
002521,2020-12-31,A,C22
002522,2020-12-31,A,C29
002523,2020-12-31,A,C34
002524,2020-12-31,A,Q83
002526,2020-12-31,A,C35
002527,2020-12-31,A,C38
002528,2020-12-31,A,C39
002529,2020-12-31,A,C34
002530,2020-12-31,A,I64
002531,2020-12-31,A,C38
002532,2020-12-31,A,C34
002533,2020-12-31,A,C38
002534,2020-12-31,A,C34
002535,2020-12-31,A,C35
002536,2020-12-31,A,C36
002537,2020-12-31,A,C34
002538,2020-12-31,A,C26
002539,2020-12-31,A,C26
002540,2020-12-31,A,C32
002541,2020-12-31,A,C33
002542,2020-12-31,A,E48
002543,2020-12-31,A,C38
002544,2020-12-31,A,I65
002545,2020-12-31,A,C33
002546,2020-12-31,A,C38
002547,2020-12-31,A,C33
002548,2020-12-31,A,C13
002549,2020-12-31,A,N77
002550,2020-12-31,A,C27
002551,2020-12-31,A,C35
002552,2020-12-31,A,C34
002553,2020-12-31,A,C34
002554,2020-12-31,A,B11
002555,2020-12-31,A,I64
002556,2020-12-31,A,F52
002557,2020-12-31,A,C13
002558,2020-12-31,A,I64
002559,2020-12-31,A,C34
002560,2020-12-31,A,C38
002561,2020-12-31,A,F52
002562,2020-12-31,A,C27
002563,2020-12-31,A,C18
002564,2020-12-31,A,E48
002565,2020-12-31,A,C22
002566,2020-12-31,A,C27
002567,2020-12-31,A,C13
002568,2020-12-31,A,C15
002569,2020-12-31,A,C18
002570,2020-12-31,A,C14
002571,2020-12-31,A,C30
002572,2020-12-31,A,C21
002573,2020-12-31,A,N77
002574,2020-12-31,A,C41
002575,2020-12-31,A,C24
002576,2020-12-31,A,C38
002577,2020-12-31,A,C39
002578,2020-12-31,A,C32
002579,2020-12-31,A,C39
002580,2020-12-31,A,C38
002581,2020-12-31,A,C27
002582,2020-12-31,A,C13
002583,2020-12-31,A,C39
002584,2020-12-31,A,C26
002585,2020-12-31,A,C29
002586,2020-12-31,A,E48
002587,2020-12-31,A,C39
002588,2020-12-31,A,C26
002589,2020-12-31,A,F51
002590,2020-12-31,A,C36
002591,2020-12-31,A,C26
002592,2020-12-31,A,C36
002593,2020-12-31,A,C36
002594,2020-12-31,A,C36
002595,2020-12-31,A,C35
002596,2020-12-31,A,C30
002597,2020-12-31,A,C14
002598,2020-12-31,A,C34
002599,2020-12-31,A,C23
002600,2020-12-31,A,C39
002601,2020-12-31,A,C26
002602,2020-12-31,A,I65
002603,2020-12-31,A,C27
002605,2020-12-31,A,I64
002606,2020-12-31,A,C38
002607,2020-12-31,A,P82
002608,2020-12-31,A,D44
002609,2020-12-31,A,I65
002610,2020-12-31,A,C38
002611,2020-12-31,A,C35
002612,2020-12-31,A,C18
002613,2020-12-31,A,C35
002614,2020-12-31,A,C38
002615,2020-12-31,A,C33
002616,2020-12-31,A,C38
002617,2020-12-31,A,C38
002618,2020-12-31,A,C39
002619,2020-12-31,A,I64
002620,2020-12-31,A,E50
002621,2020-12-31,A,P82
002622,2020-12-31,A,C38
002623,2020-12-31,A,C30
002624,2020-12-31,A,I64
002625,2020-12-31,A,C36
002626,2020-12-31,A,C14
002627,2020-12-31,A,G54
002628,2020-12-31,A,E48
002629,2020-12-31,A,B11
002630,2020-12-31,A,C34
002631,2020-12-31,A,C20
002632,2020-12-31,A,C26
002633,2020-12-31,A,C34
002634,2020-12-31,A,C18
002635,2020-12-31,A,C39
002636,2020-12-31,A,C39
002637,2020-12-31,A,C26
002638,2020-12-31,A,C38
002639,2020-12-31,A,C34
002640,2020-12-31,A,F52
002641,2020-12-31,A,C29
002642,2020-12-31,A,I65
002643,2020-12-31,A,C26
002644,2020-12-31,A,C27
002645,2020-12-31,A,C35
002646,2020-12-31,A,C15
002647,2020-12-31,A,J69
002648,2020-12-31,A,C26
002649,2020-12-31,A,I65
002650,2020-12-31,A,C14
002651,2020-12-31,A,C35
002652,2020-12-31,A,C33
002653,2020-12-31,A,C27
002654,2020-12-31,A,L72
002655,2020-12-31,A,C39
002656,2020-12-31,A,C18
002657,2020-12-31,A,I65
002658,2020-12-31,A,C40
002659,2020-12-31,A,P82
002660,2020-12-31,A,C39
002661,2020-12-31,A,C14
002662,2020-12-31,A,C36
002663,2020-12-31,A,E48
002664,2020-12-31,A,C36
002665,2020-12-31,A,C38
002666,2020-12-31,A,C26
002667,2020-12-31,A,C35
002668,2020-12-31,A,C38
002669,2020-12-31,A,C26
002670,2020-12-31,A,J67
002671,2020-12-31,A,C30
002672,2020-12-31,A,C42
002673,2020-12-31,A,J67
002674,2020-12-31,A,C19
002675,2020-12-31,A,C27
002676,2020-12-31,A,C29
002677,2020-12-31,A,C38
002678,2020-12-31,A,C24
002679,2020-12-31,A,A02
002681,2020-12-31,A,C39
002682,2020-12-31,A,G54
002683,2020-12-31,A,B11
002684,2020-12-31,A,C38
002685,2020-12-31,A,C34
002686,2020-12-31,A,C34
002687,2020-12-31,A,C18
002688,2020-12-31,A,C27
002689,2020-12-31,A,C34
002690,2020-12-31,A,C35
002691,2020-12-31,A,C35
002692,2020-12-31,A,C38
002693,2020-12-31,A,C27
002694,2020-12-31,A,C29
002695,2020-12-31,A,C13
002696,2020-12-31,A,A04
002697,2020-12-31,A,F52
002698,2020-12-31,A,C35
002699,2020-12-31,A,R87
002700,2020-12-31,A,D45
002701,2020-12-31,A,C33
002702,2020-12-31,A,C13
002703,2020-12-31,A,C36
002705,2020-12-31,A,C38
002706,2020-12-31,A,C38
002707,2020-12-31,A,L72
002708,2020-12-31,A,C36
002709,2020-12-31,A,C26
002711,2020-12-31,A,G59
002712,2020-12-31,A,L72
002713,2020-12-31,A,E50
002714,2020-12-31,A,A03
002715,2020-12-31,A,C36
002716,2020-12-31,A,C32
002717,2020-12-31,A,N77
002718,2020-12-31,A,C41
002719,2020-12-31,A,C14
002721,2020-12-31,A,C41
002722,2020-12-31,A,C33
002723,2020-12-31,A,C38
002724,2020-12-31,A,C38
002725,2020-12-31,A,C36
002726,2020-12-31,A,C13
002727,2020-12-31,A,F52
002728,2020-12-31,A,C27
002729,2020-12-31,A,C39
002730,2020-12-31,A,C35
002731,2020-12-31,A,C41
002732,2020-12-31,A,C14
002733,2020-12-31,A,C38
002734,2020-12-31,A,C26
002735,2020-12-31,A,C29
002736,2020-12-31,A,J67
002737,2020-12-31,A,C27
002738,2020-12-31,A,C32
002739,2020-12-31,A,R86
002740,2020-12-31,A,C18
002741,2020-12-31,A,C26
002742,2020-12-31,A,C30
002743,2020-12-31,A,C33
002745,2020-12-31,A,C39
002746,2020-12-31,A,A03
002747,2020-12-31,A,C40
002748,2020-12-31,A,C26
002749,2020-12-31,A,C26
002750,2020-12-31,A,C27
002751,2020-12-31,A,C21
002752,2020-12-31,A,C33
002753,2020-12-31,A,C26
002755,2020-12-31,A,C27
002756,2020-12-31,A,C31
002757,2020-12-31,A,C35
002758,2020-12-31,A,F51
002759,2020-12-31,A,C38
002760,2020-12-31,A,C33
002761,2020-12-31,A,E48
002762,2020-12-31,A,C18
002763,2020-12-31,A,C18
002765,2020-12-31,A,C36
002766,2020-12-31,A,C39
002767,2020-12-31,A,C40
002768,2020-12-31,A,C29
002769,2020-12-31,A,L72
002770,2020-12-31,A,C14
002771,2020-12-31,A,I65
002772,2020-12-31,A,A01
002773,2020-12-31,A,C27
002774,2020-12-31,A,C34
002775,2020-12-31,A,E48
002776,2020-12-31,A,M74
002777,2020-12-31,A,I65
002778,2020-12-31,A,C25
002779,2020-12-31,A,C35
002780,2020-12-31,A,F52
002781,2020-12-31,A,E50
002782,2020-12-31,A,C39
002783,2020-12-31,A,C26
002785,2020-12-31,A,C30
002786,2020-12-31,A,C35
002787,2020-12-31,A,C33
002788,2020-12-31,A,F51
002789,2020-12-31,A,E50
002790,2020-12-31,A,C29
002791,2020-12-31,A,C33
002792,2020-12-31,A,C39
002793,2020-12-31,A,C27
002795,2020-12-31,A,C34
002796,2020-12-31,A,C39
002797,2020-12-31,A,J67
002798,2020-12-31,A,C30
002799,2020-12-31,A,C22
002800,2020-12-31,A,G54
002801,2020-12-31,A,C38
002802,2020-12-31,A,C26
002803,2020-12-31,A,I64
002805,2020-12-31,A,C26
002806,2020-12-31,A,C39
002807,2020-12-31,A,J66
002808,2020-12-31,A,C34
002809,2020-12-31,A,C26
002810,2020-12-31,A,C26
002811,2020-12-31,A,E50
002812,2020-12-31,A,C29
002813,2020-12-31,A,C39
002815,2020-12-31,A,C39
002816,2020-12-31,A,C34
002817,2020-12-31,A,C27
002818,2020-12-31,A,L72
002819,2020-12-31,A,F51
002820,2020-12-31,A,C14
002821,2020-12-31,A,C27
002822,2020-12-31,A,E50
002823,2020-12-31,A,C38
002824,2020-12-31,A,C32
002825,2020-12-31,A,C29
002826,2020-12-31,A,C27
002827,2020-12-31,A,C26
002828,2020-12-31,A,B11
002829,2020-12-31,A,C39
002830,2020-12-31,A,E50
002831,2020-12-31,A,C22
002832,2020-12-31,A,C18
002833,2020-12-31,A,C35
002835,2020-12-31,A,C39
002836,2020-12-31,A,C23
002837,2020-12-31,A,C35
002838,2020-12-31,A,C29
002839,2020-12-31,A,J66
002840,2020-12-31,A,C13
002841,2020-12-31,A,C39
002842,2020-12-31,A,C32
002843,2020-12-31,A,C33
002845,2020-12-31,A,C39
002846,2020-12-31,A,C33
002847,2020-12-31,A,C14
002848,2020-12-31,A,C39
002849,2020-12-31,A,C40
002850,2020-12-31,A,C33
002851,2020-12-31,A,C38
002852,2020-12-31,A,C13
002853,2020-12-31,A,C21
002855,2020-12-31,A,C39
002856,2020-12-31,A,E50
002857,2020-12-31,A,C40
002858,2020-12-31,A,R88
002859,2020-12-31,A,C39
002860,2020-12-31,A,C38
002861,2020-12-31,A,C39
002862,2020-12-31,A,C24
002863,2020-12-31,A,C36
002864,2020-12-31,A,C27
002865,2020-12-31,A,C36
002866,2020-12-31,A,C39
002867,2020-12-31,A,C41
002868,2020-12-31,A,C27
002869,2020-12-31,A,C39
002870,2020-12-31,A,C40
002871,2020-12-31,A,C34
002872,2020-12-31,A,F51
002873,2020-12-31,A,C27
002875,2020-12-31,A,C18
002876,2020-12-31,A,C39
002877,2020-12-31,A,C40
002878,2020-12-31,A,L72
002879,2020-12-31,A,C38
002880,2020-12-31,A,C27
002881,2020-12-31,A,C39
002882,2020-12-31,A,C38
002883,2020-12-31,A,M74
002884,2020-12-31,A,C34
002885,2020-12-31,A,C39
002886,2020-12-31,A,C29
002887,2020-12-31,A,N77
002888,2020-12-31,A,C39
002889,2020-12-31,A,L72
002890,2020-12-31,A,C35
002891,2020-12-31,A,C13
002892,2020-12-31,A,C38
002893,2020-12-31,A,D44
002895,2020-12-31,A,C26
002896,2020-12-31,A,C34
002897,2020-12-31,A,C39
002898,2020-12-31,A,C27
002899,2020-12-31,A,C24
002900,2020-12-31,A,C27
002901,2020-12-31,A,C35
002902,2020-12-31,A,C39
002903,2020-12-31,A,C34
002905,2020-12-31,A,R86
002906,2020-12-31,A,C39
002907,2020-12-31,A,C27
002908,2020-12-31,A,I65
002909,2020-12-31,A,C26
002910,2020-12-31,A,C14
002911,2020-12-31,A,D45
002912,2020-12-31,A,I65
002913,2020-12-31,A,C39
002915,2020-12-31,A,C26
002916,2020-12-31,A,C39
002917,2020-12-31,A,C26
002918,2020-12-31,A,C30
002919,2020-12-31,A,C26
002920,2020-12-31,A,C36
002921,2020-12-31,A,C33
002922,2020-12-31,A,C38
002923,2020-12-31,A,C27
002925,2020-12-31,A,C39
002926,2020-12-31,A,J67
002927,2020-12-31,A,C38
002928,2020-12-31,A,G56
002929,2020-12-31,A,I65
002930,2020-12-31,A,G59
002931,2020-12-31,A,C35
002932,2020-12-31,A,C27
002933,2020-12-31,A,C37
002935,2020-12-31,A,C39
002936,2020-12-31,A,J66
002937,2020-12-31,A,C39
002938,2020-12-31,A,C39
002939,2020-12-31,A,J67
002940,2020-12-31,A,C27
002941,2020-12-31,A,E48
002942,2020-12-31,A,C26
002943,2020-12-31,A,C34
002945,2020-12-31,A,J67
002946,2020-12-31,A,C14
002947,2020-12-31,A,C39
002948,2020-12-31,A,J66
002949,2020-12-31,A,M74
002950,2020-12-31,A,C35
002951,2020-12-31,A,C23
002952,2020-12-31,A,C39
002953,2020-12-31,A,C38
002955,2020-12-31,A,C39
002956,2020-12-31,A,C14
002957,2020-12-31,A,C35
002958,2020-12-31,A,J66
002959,2020-12-31,A,C38
002960,2020-12-31,A,C39
002961,2020-12-31,A,J67
002962,2020-12-31,A,C39
002963,2020-12-31,A,E50
002965,2020-12-31,A,C33
002966,2020-12-31,A,J66
002967,2020-12-31,A,M74
002968,2020-12-31,A,K70
002969,2020-12-31,A,C33
002970,2020-12-31,A,C39
002971,2020-12-31,A,C26
002972,2020-12-31,A,C39
002973,2020-12-31,A,N78
002975,2020-12-31,A,C35
002976,2020-12-31,A,C33
002977,2020-12-31,A,C39
002978,2020-12-31,A,B08
002979,2020-12-31,A,C40
002980,2020-12-31,A,C40
002981,2020-12-31,A,C39
002982,2020-12-31,A,A03
002983,2020-12-31,A,C39
002984,2020-12-31,A,C29
002985,2020-12-31,A,C37
002986,2020-12-31,A,C26
002987,2020-12-31,A,I65
002988,2020-12-31,A,C32
002989,2020-12-31,A,E50
002990,2020-12-31,A,I65
002991,2020-12-31,A,C13
002992,2020-12-31,A,C39
002993,2020-12-31,A,C39
002995,2020-12-31,A,I64
002996,2020-12-31,A,C42
002997,2020-12-31,A,C35
002998,2020-12-31,A,C28
002999,2020-12-31,A,F52
003000,2020-12-31,A,C13
003001,2020-12-31,A,E48
003002,2020-12-31,A,C26
003003,2020-12-31,A,C23
003004,2020-12-31,A,I65
003005,2020-12-31,A,I65
003006,2020-12-31,A,C22
003007,2020-12-31,A,I65
003008,2020-12-31,A,M74
003009,2020-12-31,A,C37
003010,2020-12-31,A,I64
003011,2020-12-31,A,C29
003012,2020-12-31,A,C30
003013,2020-12-31,A,M74
003015,2020-12-31,A,C39
003016,2020-12-31,A,C18
003017,2020-12-31,A,C26
003018,2020-12-31,A,C29
003019,2020-12-31,A,C39
003020,2020-12-31,A,F51
003021,2020-12-31,A,C38
003022,2020-12-31,A,C26
003023,2020-12-31,A,C38
003025,2020-12-31,A,C34
003026,2020-12-31,A,C39
003027,2020-12-31,A,N77
003028,2020-12-31,A,C39
003029,2020-12-31,A,I65
003030,2020-12-31,A,C13
003031,2020-12-31,A,C39
003032,2020-12-31,A,P82
003033,2020-12-31,A,C34
003035,2020-12-31,A,M75
003036,2020-12-31,A,C35
003037,2020-12-31,A,C30
003039,2020-12-31,A,D46
003040,2020-12-31,A,C39
003041,2020-12-31,A,C17
003042,2020-12-31,A,C26
003816,2020-12-31,A,D44
200054,2020-12-31,A,C37
200152,2020-12-31,A,G56
200168,2020-12-31,A,K70
200468,2020-12-31,A,C39
200512,2020-12-31,A,C38
200706,2020-12-31,A,C34
200771,2020-12-31,A,C34
200986,2020-12-31,A,C22
200992,2020-12-31,A,A04
300001,2020-12-31,A,C38
300002,2020-12-31,A,I65
300003,2020-12-31,A,C35
300004,2020-12-31,A,C34
300005,2020-12-31,A,C18
300006,2020-12-31,A,C27
300007,2020-12-31,A,C40
300008,2020-12-31,A,E48
300009,2020-12-31,A,C27
300010,2020-12-31,A,I65
300011,2020-12-31,A,C37
300012,2020-12-31,A,M74
300013,2020-12-31,A,G59
300014,2020-12-31,A,C38
300015,2020-12-31,A,Q83
300016,2020-12-31,A,C27
300017,2020-12-31,A,I65
300018,2020-12-31,A,C38
300019,2020-12-31,A,C26
300020,2020-12-31,A,I65
300021,2020-12-31,A,C29
300022,2020-12-31,A,F52
300023,2020-12-31,A,J69
300024,2020-12-31,A,C34
300025,2020-12-31,A,I65
300026,2020-12-31,A,C27
300027,2020-12-31,A,R86
300029,2020-12-31,A,C35
300030,2020-12-31,A,C35
300031,2020-12-31,A,I64
300032,2020-12-31,A,C38
300033,2020-12-31,A,J69
300034,2020-12-31,A,C32
300035,2020-12-31,A,C38
300036,2020-12-31,A,I65
300037,2020-12-31,A,C26
300038,2020-12-31,A,I64
300039,2020-12-31,A,C27
300040,2020-12-31,A,C38
300041,2020-12-31,A,C26
300042,2020-12-31,A,C39
300043,2020-12-31,A,I64
300044,2020-12-31,A,I65
300045,2020-12-31,A,C35
300046,2020-12-31,A,C39
300047,2020-12-31,A,I65
300048,2020-12-31,A,C38
300049,2020-12-31,A,C35
300050,2020-12-31,A,I65
300051,2020-12-31,A,I65
300052,2020-12-31,A,I64
300053,2020-12-31,A,C39
300054,2020-12-31,A,C26
300055,2020-12-31,A,E48
300056,2020-12-31,A,C35
300057,2020-12-31,A,C32
300058,2020-12-31,A,L72
300059,2020-12-31,A,J67
300061,2020-12-31,A,L72
300062,2020-12-31,A,C38
300063,2020-12-31,A,L72
300064,2020-12-31,A,C30
300065,2020-12-31,A,C39
300066,2020-12-31,A,C40
300067,2020-12-31,A,C26
300068,2020-12-31,A,C38
300069,2020-12-31,A,C38
300070,2020-12-31,A,N77
300071,2020-12-31,A,L72
300072,2020-12-31,A,C26
300073,2020-12-31,A,C38
300074,2020-12-31,A,I65
300075,2020-12-31,A,I65
300076,2020-12-31,A,C39
300077,2020-12-31,A,C39
300078,2020-12-31,A,C39
300079,2020-12-31,A,C39
300080,2020-12-31,A,C30
300081,2020-12-31,A,M74
300082,2020-12-31,A,C26
300083,2020-12-31,A,C39
300084,2020-12-31,A,B11
300085,2020-12-31,A,I65
300086,2020-12-31,A,C27
300087,2020-12-31,A,A01
300088,2020-12-31,A,C39
300089,2020-12-31,A,C30
300091,2020-12-31,A,C34
300092,2020-12-31,A,C35
300093,2020-12-31,A,C30
300094,2020-12-31,A,A04
300095,2020-12-31,A,C35
300096,2020-12-31,A,I65
300097,2020-12-31,A,C34
300098,2020-12-31,A,I65
300099,2020-12-31,A,C35
300100,2020-12-31,A,C36
300101,2020-12-31,A,C39
300102,2020-12-31,A,C39
300103,2020-12-31,A,N77
300105,2020-12-31,A,C38
300106,2020-12-31,A,A03
300107,2020-12-31,A,C26
300108,2020-12-31,A,C27
300109,2020-12-31,A,C26
300110,2020-12-31,A,C27
300111,2020-12-31,A,C27
300112,2020-12-31,A,C40
300113,2020-12-31,A,I64
300114,2020-12-31,A,C39
300115,2020-12-31,A,C39
300116,2020-12-31,A,C38
300117,2020-12-31,A,E50
300118,2020-12-31,A,C38
300119,2020-12-31,A,C27
300120,2020-12-31,A,C39
300121,2020-12-31,A,C26
300122,2020-12-31,A,C27
300123,2020-12-31,A,C37
300124,2020-12-31,A,C38
300125,2020-12-31,A,M74
300126,2020-12-31,A,C34
300127,2020-12-31,A,C39
300128,2020-12-31,A,C39
300129,2020-12-31,A,C38
300130,2020-12-31,A,C35
300131,2020-12-31,A,F51
300132,2020-12-31,A,C26
300133,2020-12-31,A,R86
300134,2020-12-31,A,C39
300135,2020-12-31,A,C26
300136,2020-12-31,A,C39
300137,2020-12-31,A,C40
300138,2020-12-31,A,C13
300139,2020-12-31,A,C39
300140,2020-12-31,A,C35
300141,2020-12-31,A,C38
300142,2020-12-31,A,C27
300143,2020-12-31,A,Q83
300144,2020-12-31,A,R87
300145,2020-12-31,A,C34
300146,2020-12-31,A,C14
300147,2020-12-31,A,C27
300148,2020-12-31,A,I64
300149,2020-12-31,A,M73
300150,2020-12-31,A,I65
300151,2020-12-31,A,C35
300152,2020-12-31,A,N77
300153,2020-12-31,A,C38
300154,2020-12-31,A,C34
300155,2020-12-31,A,C39
300157,2020-12-31,A,B11
300158,2020-12-31,A,C27
300159,2020-12-31,A,C37
300160,2020-12-31,A,C30
300161,2020-12-31,A,C34
300162,2020-12-31,A,C39
300163,2020-12-31,A,C41
300164,2020-12-31,A,B11
300165,2020-12-31,A,C40
300166,2020-12-31,A,I65
300167,2020-12-31,A,I65
300168,2020-12-31,A,I65
300169,2020-12-31,A,C29
300170,2020-12-31,A,I65
300171,2020-12-31,A,C35
300172,2020-12-31,A,N77
300173,2020-12-31,A,C35
300174,2020-12-31,A,C26
300175,2020-12-31,A,C13
300176,2020-12-31,A,C36
300177,2020-12-31,A,C39
300178,2020-12-31,A,L72
300179,2020-12-31,A,C30
300180,2020-12-31,A,C29
300181,2020-12-31,A,C27
300182,2020-12-31,A,R86
300183,2020-12-31,A,I65
300184,2020-12-31,A,F51
300185,2020-12-31,A,C34
300187,2020-12-31,A,N77
300188,2020-12-31,A,I65
300189,2020-12-31,A,A01
300190,2020-12-31,A,N77
300191,2020-12-31,A,B11
300192,2020-12-31,A,C26
300193,2020-12-31,A,C34
300194,2020-12-31,A,C27
300195,2020-12-31,A,C35
300196,2020-12-31,A,C30
300197,2020-12-31,A,N77
300198,2020-12-31,A,C29
300199,2020-12-31,A,C27
300200,2020-12-31,A,C26
300201,2020-12-31,A,C35
300202,2020-12-31,A,C34
300203,2020-12-31,A,C40
300204,2020-12-31,A,C27
300205,2020-12-31,A,C39
300206,2020-12-31,A,C35
300207,2020-12-31,A,C38
300208,2020-12-31,A,C38
300209,2020-12-31,A,I65
300210,2020-12-31,A,C35
300211,2020-12-31,A,C39
300212,2020-12-31,A,I65
300213,2020-12-31,A,C39
300214,2020-12-31,A,C26
300215,2020-12-31,A,M74
300217,2020-12-31,A,C38
300218,2020-12-31,A,C29
300219,2020-12-31,A,C39
300220,2020-12-31,A,C39
300221,2020-12-31,A,C29
300222,2020-12-31,A,C38
300223,2020-12-31,A,C39
300224,2020-12-31,A,C30
300225,2020-12-31,A,C26
300226,2020-12-31,A,I64
300227,2020-12-31,A,C39
300228,2020-12-31,A,C35
300229,2020-12-31,A,I65
300230,2020-12-31,A,C29
300231,2020-12-31,A,I65
300232,2020-12-31,A,C39
300233,2020-12-31,A,C27
300234,2020-12-31,A,C30
300235,2020-12-31,A,I65
300236,2020-12-31,A,C26
300237,2020-12-31,A,E48
300238,2020-12-31,A,C35
300239,2020-12-31,A,C27
300240,2020-12-31,A,G59
300241,2020-12-31,A,C39
300242,2020-12-31,A,I64
300243,2020-12-31,A,C26
300244,2020-12-31,A,Q83
300245,2020-12-31,A,I65
300246,2020-12-31,A,C35
300247,2020-12-31,A,C38
300248,2020-12-31,A,I65
300249,2020-12-31,A,I65
300250,2020-12-31,A,I65
300251,2020-12-31,A,R86
300252,2020-12-31,A,C38
300253,2020-12-31,A,I65
300254,2020-12-31,A,C27
300255,2020-12-31,A,C27
300256,2020-12-31,A,C39
300257,2020-12-31,A,C34
300258,2020-12-31,A,C36
300259,2020-12-31,A,C40
300260,2020-12-31,A,C34
300261,2020-12-31,A,C26
300262,2020-12-31,A,N77
300263,2020-12-31,A,C34
300264,2020-12-31,A,I65
300265,2020-12-31,A,C38
300266,2020-12-31,A,N77
300267,2020-12-31,A,C27
300268,2020-12-31,A,C13
300269,2020-12-31,A,L72
300270,2020-12-31,A,C39
300271,2020-12-31,A,I65
300272,2020-12-31,A,C38
300273,2020-12-31,A,C35
300274,2020-12-31,A,C38
300275,2020-12-31,A,I65
300276,2020-12-31,A,C35
300277,2020-12-31,A,I65
300278,2020-12-31,A,C35
300279,2020-12-31,A,C38
300280,2020-12-31,A,L72
300281,2020-12-31,A,C35
300282,2020-12-31,A,C39
300283,2020-12-31,A,C38
300284,2020-12-31,A,M74
300285,2020-12-31,A,C26
300286,2020-12-31,A,C40
300287,2020-12-31,A,I65
300288,2020-12-31,A,I63
300289,2020-12-31,A,C27
300290,2020-12-31,A,I65
300291,2020-12-31,A,R86
300292,2020-12-31,A,I65
300293,2020-12-31,A,C35
300294,2020-12-31,A,C27
300295,2020-12-31,A,I64
300296,2020-12-31,A,C39
300297,2020-12-31,A,I65
300298,2020-12-31,A,C35
300299,2020-12-31,A,I65
300300,2020-12-31,A,I65
300301,2020-12-31,A,C39
300302,2020-12-31,A,I65
300303,2020-12-31,A,C39
300304,2020-12-31,A,C36
300305,2020-12-31,A,C29
300306,2020-12-31,A,C40
300307,2020-12-31,A,C35
300308,2020-12-31,A,C39
300309,2020-12-31,A,J67
300310,2020-12-31,A,I63
300311,2020-12-31,A,I65
300312,2020-12-31,A,I65
300313,2020-12-31,A,A03
300314,2020-12-31,A,C35
300315,2020-12-31,A,I64
300316,2020-12-31,A,C35
300317,2020-12-31,A,C38
300318,2020-12-31,A,C35
300319,2020-12-31,A,C39
300320,2020-12-31,A,C29
300321,2020-12-31,A,C29
300322,2020-12-31,A,C39
300323,2020-12-31,A,C39
300324,2020-12-31,A,I65
300325,2020-12-31,A,C29
300326,2020-12-31,A,C35
300327,2020-12-31,A,C39
300328,2020-12-31,A,C33
300329,2020-12-31,A,C24
300330,2020-12-31,A,I65
300331,2020-12-31,A,C39
300332,2020-12-31,A,D45
300333,2020-12-31,A,I65
300334,2020-12-31,A,C35
300335,2020-12-31,A,D44
300336,2020-12-31,A,R86
300337,2020-12-31,A,C32
300338,2020-12-31,A,P82
300339,2020-12-31,A,I65
300340,2020-12-31,A,C38
300341,2020-12-31,A,C38
300342,2020-12-31,A,C38
300343,2020-12-31,A,I64
300344,2020-12-31,A,L72
300345,2020-12-31,A,C33
300346,2020-12-31,A,C39
300347,2020-12-31,A,Q83
300348,2020-12-31,A,I65
300349,2020-12-31,A,I65
300350,2020-12-31,A,I65
300351,2020-12-31,A,C39
300352,2020-12-31,A,I65
300353,2020-12-31,A,C39
300354,2020-12-31,A,C40
300355,2020-12-31,A,N77
300356,2020-12-31,A,C38
300357,2020-12-31,A,C27
300358,2020-12-31,A,C35
300359,2020-12-31,A,I65
300360,2020-12-31,A,C40
300362,2020-12-31,A,C34
300363,2020-12-31,A,C27
300364,2020-12-31,A,R85
300365,2020-12-31,A,I65
300366,2020-12-31,A,I65
300367,2020-12-31,A,C39
300368,2020-12-31,A,C35
300369,2020-12-31,A,I65
300370,2020-12-31,A,C40
300371,2020-12-31,A,C40
300373,2020-12-31,A,C39
300374,2020-12-31,A,C30
300375,2020-12-31,A,C29
300376,2020-12-31,A,C38
300377,2020-12-31,A,I65
300378,2020-12-31,A,I65
300379,2020-12-31,A,I65
300380,2020-12-31,A,I65
300381,2020-12-31,A,C27
300382,2020-12-31,A,C35
300383,2020-12-31,A,I65
300384,2020-12-31,A,M74
300385,2020-12-31,A,C35
300386,2020-12-31,A,I65
300387,2020-12-31,A,C26
300388,2020-12-31,A,N77
300389,2020-12-31,A,C39
300390,2020-12-31,A,C39
300391,2020-12-31,A,C38
300392,2020-12-31,A,I64
300393,2020-12-31,A,C39
300394,2020-12-31,A,C39
